window,n,frac,P_sc_ge1,P_jo_ge1,C0,C1,C2p,J0,J1,J2p,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p,class_D_taujo_lt_tausc,class_D_tausc_lt_taujo,class_D_tie,P_sc_ge1_ci95_lo,P_sc_ge1_ci95_hi,P_jo_ge1_ci95_lo,P_jo_ge1_ci95_hi
peak1,4161,0.020805,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.9990776119792886,0.9999999999999998,0.0,0.0009223880207112797
valley,3330,0.01665,0.9084084084084084,0.0,0.0915915915915916,0.9084084084084084,0.0,1.0,0.0,0.0,0.0915915915915916,0.9084084084084084,0.0,0.0,,,,0.8981349329801133,0.917740662309117,0.0,0.001152304296640848
peak2,5712,0.02856,0.26348039215686275,0.0,0.7365196078431373,0.26278011204481794,0.0007002801120448179,1.0,0.0,0.0,0.7365196078431373,0.26348039215686275,0.0,0.0,,,,0.25221782446936997,0.27506088808277646,0.0,0.0006720970014284511
other,186797,0.933985,0.27624105312183816,0.0,0.7237589468781619,0.2742870602846941,0.0019539928371440653,1.0,0.0,0.0,0.7237589468781619,0.27624105312183816,0.0,0.0,,,,0.27421793069334405,0.2782733788533041,0.0,2.0565217838932904e-05
