t,f_K2,f_K4
969,0.00026847428875434963,0.0004690920260515272
970,0.0002685362018014915,0.00046870999419650186
971,0.0002685976185657601,0.00046832816221168886
972,0.0002686585404238236,0.0004679465308291335
973,0.0002687189687502167,0.00046756510077376447
974,0.0002687789049173289,0.00046718387276346515
975,0.0002688383502953983,0.0004668028475091078
976,0.00026889730625249226,0.0004664220257146064
977,0.00026895577415450583,0.0004660414080769842
978,0.00026901375536514844,0.000465660995286404
979,0.0002690712512459418,0.0004652807880262382
980,0.00026912826315619317,0.00046490078697310325
981,0.00026918479245301033,0.0004645209927969147
982,0.00026924084049126384,0.0004641414061609491
983,0.00026929640862360726,0.00046376202772187156
984,0.00026935149820044615,0.0004633828581298036
985,0.000269406110569937,0.0004630038980283579
986,0.00026946024707799024,0.0004626251480547005
987,0.00026951390906823614,0.00046224660883958544
988,0.000269567097882042,0.0004618682810074094
989,0.0002696198148584883,0.000461490165176259
990,0.0002696720613343741,0.00046111226195795583
991,0.0002697238386441881,0.0004607345719581053
992,0.0002697751481201259,0.000460357095776134
993,0.00026982599109206916,0.0004599798340053514
994,0.00026987636888757517,0.00045960278723298446
995,0.0002699262828318797,0.00045922595604022215
996,0.00026997573424787836,0.0004588493410022688
997,0.00027002472445612893,0.00045847294268837194
998,0.0002700732547748486,0.0004580967616618915
999,0.00027012132651988894,0.0004577207984803236
1000,0.0002701689410047509,0.0004573450536953525
1001,0.0002702160995405624,0.0004569695278528924
1002,0.00027026280343607473,0.00045659422149312316
1003,0.00027030905399766896,0.00045621913515055514
1004,0.00027035485252933347,0.00045584426935404087
1005,0.00027040020033266925,0.0004554696246268402
1006,0.0002704450987068759,0.00045509520148665525
1007,0.0002704895489487528,0.0004547210004456716
1008,0.0002705335523526916,0.0004543470220105966
1009,0.0002705771102106685,0.00045397326668270114
1010,0.00027062022381224007,0.0004535997349578704
1011,0.00027066289444454183,0.0004532264273266191
1012,0.0002707051233922786,0.00045285334427417175
1013,0.00027074691193771413,0.0004524804862804555
1014,0.00027078826136068217,0.0004521078538201807
1015,0.00027082917293857323,0.000451735447362854
1016,0.00027086964794632016,0.0004513632673728179
1017,0.00027090968765641467,0.00045099131430931835
1018,0.0002709492933388766,0.0004506195886264933
1019,0.0002709884662612809,0.0004502480907734618
1020,0.0002710272076887232,0.0004498768211943306
1021,0.0002710655188838354,0.0004495057803282399
1022,0.000271103401106779,0.0004491349686093997
1023,0.0002711408556152289,0.0004487643864671218
1024,0.0002711778836643867,0.0004483940343258825
1025,0.0002712144865069644,0.0004480239126053149
1026,0.0002712506653931878,0.00044765402172027854
1027,0.0002712864215707887,0.0004472843620808973
1028,0.00027132175628501,0.0004469149340925589
1029,0.00027135667077858675,0.00044654573815599836
1030,0.00027139116629175717,0.00044617677466729234
1031,0.0002714252440622582,0.00044580804401792343
1032,0.0002714589053253108,0.00044543954659479666
1033,0.00027149215131363504,0.00044507128278028
1034,0.00027152498325743135,0.00044470325295223393
1035,0.000271557402384381,0.0004443354574840622
1036,0.0002715894099196613,0.00044396789674471904
1037,0.00027162100708590537,0.0004436005710987677
1038,0.0002716521951032507,0.00044323348090639036
1039,0.00027168297518928575,0.00044286662652344146
1040,0.0002717133485590849,0.00044250000830147384
1041,0.0002717433164251866,0.0004421336265877577
1042,0.00027177287999759583,0.0004417674817253388
1043,0.0002718020404837928,0.00044140157405304047
1044,0.00027183079908870285,0.0004410359039055252
1045,0.000271859157014738,0.00044067047161330363
1046,0.0002718871154617563,0.00044030527750277054
1047,0.00027191467562707387,0.00043994032189624885
1048,0.000271941838705469,0.00043957560511200146
1049,0.00027196860588917415,0.00043921112746427737
1050,0.00027199497836787663,0.00043884688926333507
1051,0.0002720209573287189,0.00043848289081547165
1052,0.00027204654395629046,0.0004381191324230509
1053,0.00027207173943263673,0.0004377556143845445
1054,0.00027209654493724853,0.00043739233699454895
1055,0.000272120961647071,0.00043702930054382254
1056,0.0002721449907364902,0.00043666650531930517
1057,0.0002721686333773432,0.0004363039516041609
1058,0.0002721918907389129,0.0004359416396777941
1059,0.00027221476398792816,0.00043557956981589007
1060,0.00027223725428855965,0.0004352177422904251
1061,0.0002722593628024255,0.0004348561573697156
1062,0.00027228109068858867,0.0004344948153184284
1063,0.000272302439103547,0.00043413371639762667
1064,0.0002723234092012492,0.00043377286086477835
1065,0.0002723440021330871,0.00043341224897379166
1066,0.00027236421904789005,0.0004330518809750427
1067,0.0002723840610919304,0.0004326917571154041
1068,0.0002724035294089284,0.00043233187763827276
1069,0.000272422625140033,0.0004319722427835843
1070,0.00027244134942385357,0.00043161285278785205
1071,0.0002724597033964265,0.0004312537078841935
1072,0.0002724776881912364,0.0004308948083023439
1073,0.0002724953049392124,0.0004305361542686951
1074,0.000272512554768719,0.00043017774600631863
1075,0.00027252943880557145,0.0004298195837349844
1076,0.0002725459581730201,0.0004294616676711815
1077,0.00027256211399177035,0.0004291039980281634
1078,0.0002725779073799653,0.0004287465750159586
1079,0.00027259333945319186,0.0004283893988413964
1080,0.0002726084113244837,0.00042803246970812657
1081,0.00027262312410432154,0.0004276757878166575
1082,0.00027263747890063497,0.0004273193533643715
1083,0.0002726514768187962,0.00042696316654553836
1084,0.00027266511896163075,0.0004266072275513676
1085,0.00027267840642941025,0.0004262515365699969
1086,0.0002726913403198628,0.0004258960937865453
1087,0.0002727039217281531,0.0004255408993831183
1088,0.00027271615174691814,0.00042518595353883694
1089,0.00027272803146623583,0.0004248312564298675
1090,0.00027273956197364517,0.00042447680822942655
1091,0.0002727507443541309,0.0004241226091078229
1092,0.000272761579690146,0.00042376865923246775
1093,0.00027277206906159727,0.00042341495876789753
1094,0.0002727822135458506,0.00042306150787580485
1095,0.0002727920142177358,0.0004227083067150499
1096,0.00027280147214954156,0.0004223553554416881
1097,0.00027281058841102613,0.0004220026542089875
1098,0.0002728193640694094,0.0004216502031674626
1099,0.0002728278001893746,0.0004212980024648801
1100,0.0002728358978330814,0.0004209460522462777
1101,0.0002728436580601583,0.0004205943526540083
1102,0.0002728510819277058,0.00042024290382773605
1103,0.00027285817049029116,0.0004198917059044679
1104,0.0002728649247999704,0.00041954075901858104
1105,0.00027287134590627064,0.0004191900633018222
1106,0.00027287743485619227,0.000418839618883356
1107,0.0002728831926942289,0.0004184894258897559
1108,0.00027288862046234816,0.00041813948444504516
1109,0.00027289371920000745,0.0004177897946707086
1110,0.0002728984899441534,0.0004174403566857174
1111,0.0002729029337292156,0.0004170911706065387
1112,0.0002729070515871267,0.0004167422365471691
1113,0.00027291084454729924,0.00041639355461912887
1114,0.0002729143136366512,0.00041604512493151894
1115,0.00027291745987959574,0.000415696947591002
1116,0.000272920284298047,0.00041534902270184564
1117,0.0002729227879114223,0.00041500135036593426
1118,0.0002729249717366441,0.0004146539306827853
1119,0.0002729268367881409,0.0004143067637495641
1120,0.0002729283840778535,0.0004139598496611173
1121,0.0002729296146152381,0.0004136131885099726
1122,0.0002729305294072562,0.0004132667803863711
1123,0.0002729311294583951,0.00041292062537826593
1124,0.00027293141577065246,0.00041257472357137407
1125,0.00027293138934356864,0.00041222907504915224
1126,0.0002729310511741877,0.00041188367989285305
1127,0.0002729304022570975,0.00041153853818150677
1128,0.00027292944358439246,0.00041119364999196966
1129,0.0002729281761457341,0.0004108490153989243
1130,0.00027292660092829605,0.0004105046344748991
1131,0.00027292471891679493,0.00041016050729028353
1132,0.00027292253109349117,0.00040981663391335174
1133,0.0002729200384381931,0.0004094730144102753
1134,0.0002729172419282537,0.00040912964884513164
1135,0.00027291414253857515,0.00040878653727993605
1136,0.00027291074124160614,0.0004084436797746436
1137,0.00027290703900736344,0.00040810107638717996
1138,0.0002729030368034246,0.0004077587271734358
1139,0.00027289873559490816,0.0004074166321873123
1140,0.0002728941363445179,0.00040707479148070666
1141,0.00027288924001252234,0.0004067332051035475
1142,0.00027288404755675377,0.0004063918731038035
1143,0.0002728785599326276,0.0004060507955275032
1144,0.00027287277809312646,0.0004057099724187444
1145,0.0002728667029888238,0.00040536940381970493
1146,0.0002728603355678704,0.0004050290897706798
1147,0.0002728536767760088,0.000404689030310069
1148,0.0002728467275565667,0.000404349225474414
1149,0.00027283948885046546,0.00040400967529838556
1150,0.0002728319615962303,0.0004036703798148379
1151,0.0002728241467299741,0.0004033313390547973
1152,0.0002728160451854236,0.0004029925530474657
1153,0.00027280765789391086,0.0004026540218202601
1154,0.0002727989857843785,0.0004023157453988213
1155,0.00027279002978336937,0.0004019777238070193
1156,0.0002727807908150654,0.0004016399570669648
1157,0.000272771269801247,0.00040130244519903717
1158,0.0002727614676613362,0.00040096518822189416
1159,0.00027275138531237034,0.0004006281861524773
1160,0.00027274102366902384,0.00040029143900602835
1161,0.00027273038364359904,0.00039995494679611243
1162,0.0002727194661460461,0.0003996187095346154
1163,0.00027270827208394547,0.00039928272723177154
1164,0.0002726968023625309,0.00039894699989617954
1165,0.0002726850578846753,0.0003986115275347908
1166,0.00027267303955091617,0.0003982763101529476
1167,0.00027266074825943665,0.00039794134775438845
1168,0.00027264818490607934,0.00039760664034125984
1169,0.0002726353503843591,0.00039727218791413185
1170,0.000272622245585447,0.00039693799047199824
1171,0.00027260887139818557,0.000396604048012307
1172,0.0002725952287090959,0.0003962703605309687
1173,0.0002725813184023798,0.00039593692802235834
1174,0.0002725671413599106,0.0003956037504793373
1175,0.0002725526984612539,0.000395270827893257
1176,0.0002725379905836597,0.00039493816025398934
1177,0.00027252301860207956,0.0003946057475499119
1178,0.00027250778338915553,0.00039427358976794357
1179,0.00027249228581522104,0.0003939416868935465
1180,0.00027247652674832997,0.00039361003891073343
1181,0.0002724605070542351,0.000393278645802096
1182,0.00027244422759640667,0.0003929475075487845
1183,0.0002724276892360291,0.0003926166241305587
1184,0.00027241089283199015,0.0003922859955257697
1185,0.0002723938392409277,0.0003919556217113949
1186,0.00027237652931719767,0.00039162550266301374
1187,0.0002723589639128769,0.0003912956383548632
1188,0.000272341143877789,0.0003909660287598193
1189,0.0002723230700594963,0.0003906366738494073
1190,0.0002723047433032971,0.00039030757359384023
1191,0.0002722861644522399,0.00038997872796198797
1192,0.000272267334347125,0.00038965013692143677
1193,0.00027224825382651563,0.0003893218004384512
1194,0.0002722289237267202,0.00038899371847802455
1195,0.00027220934488182127,0.0003886658910038587
1196,0.00027218951812366403,0.00038833831797840284
1197,0.0002721694442818693,0.0003880109993628348
1198,0.000272149124183821,0.00038768393511709275
1199,0.000272128558654699,0.00038735712519988714
1200,0.0002721077485174469,0.00038703056956869094
1201,0.00027208669459282574,0.00038670426817976667
1202,0.0002720653976993561,0.0003863782209881716
1203,0.0002720438586533709,0.00038605242794776166
1204,0.00027202207826900024,0.0003857268890112136
1205,0.00027200005735818276,0.0003854016041300288
1206,0.00027197779673065087,0.00038507657325453513
1207,0.00027195529719396583,0.00038475179633391663
1208,0.0002719325595534949,0.00038442727331619114
1209,0.0002719095846124309,0.0003841030041482568
1210,0.00027188637317178985,0.00038377898877587616
1211,0.0002718629260304121,0.0003834552271436969
1212,0.00027183924398497606,0.000383131719195244
1213,0.00027181532782999607,0.0003828084648729675
1214,0.00027179117835782706,0.00038248546411821186
1215,0.0002717667963586686,0.00038216271687123215
1216,0.0002717421826205791,0.00038184022307122484
1217,0.0002717173379294484,0.0003815179826563142
1218,0.0002716922630690491,0.00038119599556358293
1219,0.0002716669588210055,0.0003808742617290424
1220,0.0002716414259648037,0.00038055278108769575
1221,0.00027161566527780757,0.00038023155357349767
1222,0.0002715896775352584,0.00037991057911939395
1223,0.00027156346351026316,0.00037958985765731664
1224,0.0002715370239738279,0.0003792693891181943
1225,0.000271510359694832,0.00037894917343196265
1226,0.00027148347144006715,0.00037862921052756756
1227,0.000271456359974194,0.0003783095003329836
1228,0.00027142902605979745,0.0003779900427752154
1229,0.0002714014704573553,0.000377670837780307
1230,0.0002713736939252565,0.0003773518852733439
1231,0.00027134569721980276,0.00037703318517847697
1232,0.00027131748109521334,0.00037671473741891646
1233,0.00027128904630363093,0.00037639654191693904
1234,0.0002712603935951201,0.0003760785985939091
1235,0.00027123152371768373,0.0003757609073702733
1236,0.00027120243741724713,0.0003754434681655808
1237,0.00027117313543768986,0.00037512628089846805
1238,0.0002711436185208211,0.0003748093454867038
1239,0.00027111388740640115,0.00037449266184715714
1240,0.0002710839428321564,0.000374176229895835
1241,0.0002710537855337458,0.0003738600495478701
1242,0.00027102341624479705,0.00037354412071753873
1243,0.00027099283569691657,0.0003732284433182726
1244,0.00027096204461966503,0.00037291301726264325
1245,0.00027093104374057943,0.0003725978424624003
1246,0.0002708998337851676,0.0003722829188284643
1247,0.0002708684154769389,0.00037196824627091536
1248,0.000270836789537375,0.0003716538246990419
1249,0.00027080495668594285,0.0003713396540213052
1250,0.00027077291764011815,0.0003710257341453803
1251,0.0002707406731153721,0.0003707120649781338
1252,0.00027070822382517095,0.000370398646425666
1253,0.0002706755704809972,0.0003700854783932712
1254,0.00027064271379235007,0.0003697725607854849
1255,0.0002706096544667282,0.0003694598935060771
1256,0.0002705763932096728,0.00036914747645805526
1257,0.00027054293072473207,0.0003688353095436745
1258,0.0002705092677134966,0.0003685233926644395
1259,0.00027047540487557556,0.0003682117257211232
1260,0.00027044134290863975,0.00036790030861375667
1261,0.00027040708250838225,0.0003675891412416496
1262,0.0002703726243685496,0.00036727822350339024
1263,0.0002703379691809422,0.00036696755529684984
1264,0.0002703031176354122,0.0003666571365191982
1265,0.00027026807041988124,0.000366346967066904
1266,0.00027023282822031413,0.00036603704683573076
1267,0.0002701973917207631,0.0003657273757207564
1268,0.0002701617616033562,0.00036541795361638983
1269,0.0002701259385482726,0.0003651087804163531
1270,0.00027008992323380895,0.0003647998560136976
1271,0.0002700537163363215,0.0003644911803008062
1272,0.00027001731853026185,0.0003641827531694088
1273,0.0002699807304881912,0.0003638745745105912
1274,0.00026994395288074195,0.0003635666442147765
1275,0.0002699069863766753,0.0003632589621717552
1276,0.00026986983164284823,0.0003629515282706883
1277,0.00026983248934423366,0.00036264434240010303
1278,0.00026979496014391583,0.0003623374044478991
1279,0.00026975724470309993,0.0003620307143013668
1280,0.00026971934368112633,0.0003617242718471706
1281,0.00026968125773544965,0.00036141807697138994
1282,0.0002696429875216613,0.0003611121295594911
1283,0.0002696045336935024,0.0003608064294963396
1284,0.00026956589690284435,0.00036050097666622243
1285,0.00026952707779971186,0.0003601957709528413
1286,0.0002694880770322665,0.00035989081223930866
1287,0.00026944889524684414,0.0003595861004081717
1288,0.00026940953308792897,0.00035928163534141373
1289,0.0002693699911981734,0.0003589774169204484
1290,0.0002693302702183894,0.0003586734450261317
1291,0.00026929037078757143,0.0003583697195387752
1292,0.00026925029354288115,0.0003580662403381227
1293,0.00026921003911966793,0.0003577630073034036
1294,0.0002691696081514638,0.00035746002031329167
1295,0.0002691290012699917,0.00035715727924593647
1296,0.0002690882191051665,0.0003568547839789561
1297,0.00026904726228509627,0.00035655253438945445
1298,0.00026900613143610177,0.0003562505303540069
1299,0.0002689648271826977,0.000355948771748684
1300,0.0002689233501476202,0.0003556472584490455
1301,0.0002688817009518178,0.00035534599033015915
1302,0.00026883988021445497,0.0003550449672665803
1303,0.0002687978885529154,0.0003547441891323805
1304,0.00026875572658282453,0.0003544436558011457
1305,0.0002687133949180324,0.00035414336714597233
1306,0.0002686708941706192,0.00035384332303948314
1307,0.00026862822495091394,0.000353543523353819
1308,0.0002685853878674801,0.0003532439679606525
1309,0.0002685423835271475,0.0003529446567312032
1310,0.0002684992125349864,0.00035264558953622264
1311,0.0002684558754943239,0.0003523467662459963
1312,0.0002684123730067496,0.00035204818673037724
1313,0.0002683687056721255,0.0003517498508587626
1314,0.0002683248740885763,0.0003514517585001001
1315,0.0002682808788525048,0.0003511539095229141
1316,0.0002682367205585907,0.00035085630379527635
1317,0.0002681923997997997,0.0003505589411848526
1318,0.00026814791716737616,0.0003502618215588612
1319,0.00026810327325086514,0.0003499649447841058
1320,0.00026805846863809534,0.0003496683107269798
1321,0.00026801350391521305,0.0003493719192534634
1322,0.0002679683796666524,0.00034907577022911943
1323,0.0002679230964751575,0.0003487798635191097
1324,0.00026787765492178295,0.0003484841989882027
1325,0.00026783205558591886,0.00034818877650076417
1326,0.00026778629904524224,0.0003478935959207606
1327,0.0002677403858757804,0.00034759865711178633
1328,0.0002676943166518754,0.00034730395993703994
1329,0.00026764809194621464,0.0003470095042593488
1330,0.00026760171232981635,0.000346715289941147
1331,0.0002675551783720381,0.0003464213168445082
1332,0.00026750849064057836,0.0003461275848311352
1333,0.0002674616497014843,0.00034583409376236977
1334,0.00026741465611918416,0.0003455408434991911
1335,0.0002673675104564128,0.00034524783390220816
1336,0.00026732021327432516,0.00034495506483169023
1337,0.0002672727651323812,0.0003446625361475593
1338,0.0002672251665884631,0.0003443702477093761
1339,0.0002671774181987934,0.0003440781993763656
1340,0.0002671295205179954,0.000343786391007419
1341,0.0002670814740990557,0.000343494822461092
1342,0.000267033279493353,0.00034320349359558854
1343,0.0002669849372506636,0.000342912404268809
1344,0.0002669364479191459,0.00034262155433832057
1345,0.00026688781204537684,0.0003423309436613619
1346,0.00026683903017430066,0.0003420405720948647
1347,0.00026679010284929894,0.0003417504394954348
1348,0.00026674103061215623,0.00034146054571937987
1349,0.0002666918140030751,0.00034117089062269063
1350,0.00026664245356065294,0.0003408814740610509
1351,0.00026659294982194057,0.00034059229588984596
1352,0.00026654330332240116,0.00034030335596417304
1353,0.00026649351459593056,0.0003400146541388174
1354,0.0002664435841748518,0.00033972619026829357
1355,0.0002663935125899396,0.0003394379642068076
1356,0.00026634330037040427,0.0003391499758082943
1357,0.0002662929480438933,0.0003388622249263963
1358,0.0002662424561365355,0.00033857471141449477
1359,0.0002661918251728668,0.00033828743512567827
1360,0.00026614105567593236,0.00033800039591276994
1361,0.0002660901481671935,0.00033771359362831595
1362,0.00026603910316661444,0.0003374270281246267
1363,0.0002659879211926202,0.0003371406992537036
1364,0.00026593660276208665,0.0003368546068673212
1365,0.00026588514839040683,0.0003365687508169811
1366,0.0002658335585914198,0.00033628313095394413
1367,0.00026578183387746874,0.0003359977471292114
1368,0.0002657299747593987,0.0003357125991935311
1369,0.0002656779817465163,0.0003354276869974229
1370,0.0002656258553466549,0.00033514301039114464
1371,0.0002655735960661385,0.0003348585692247138
1372,0.0002655212044097961,0.0003345743633479404
1373,0.000265468680880961,0.00033429039261037173
1374,0.000265416025981499,0.00033400665686133635
1375,0.0002653632402117758,0.00033372315594992644
1376,0.00026531032407067567,0.0003334398897250195
1377,0.0002652572780556333,0.0003331568580352554
1378,0.0002652041026625734,0.00033287406072907524
1379,0.0002651507983859945,0.0003325914976546796
1380,0.00026509736571888974,0.00033230916866008306
1381,0.00026504380515283705,0.0003320270735930538
1382,0.00026499011717791895,0.00033174521230116996
1383,0.00026493630228280085,0.0003314635846317963
1384,0.0002648823609546641,0.0003311821904321087
1385,0.0002648282936792753,0.0003309010295490632
1386,0.0002647741009409509,0.00033062010182943134
1387,0.00026471978322256044,0.0003303394071197697
1388,0.0002646653410055616,0.00033005894526646264
1389,0.00026461077476995607,0.0003297787161156793
1390,0.0002645560849943452,0.0003294987195134293
1391,0.0002645012721558973,0.00032921895530550077
1392,0.0002644463367303674,0.0003289394233375345
1393,0.00026439127919207934,0.0003286601234549612
1394,0.0002643361000139788,0.00032838105550304567
1395,0.00026428079966757753,0.0003281022193268627
1396,0.0002642253786229904,0.00032782361477133386
1397,0.0002641698373489402,0.00032754524168119334
1398,0.00026411417631274975,0.00032726709990101705
1399,0.0002640583959803502,0.00032698918927519087
1400,0.00026400249681628803,0.0003267115096479646
1401,0.0002639464792837212,0.0003264340608634072
1402,0.00026389034384443385,0.00032615684276542285
1403,0.00026383409095881585,0.00032587985519777604
1404,0.0002637777210859075,0.0003256030980040512
1405,0.00026372123468335827,0.0003253265710277104
1406,0.0002636646322074778,0.0003250502741120317
1407,0.00026360791411317606,0.0003247742071001688
1408,0.0002635510808540411,0.0003244983698350935
1409,0.00026349413288228544,0.0003242227621596792
1410,0.0002634370706487779,0.0003239473839166257
1411,0.0002633798946030388,0.0003236722349484965
1412,0.00026332260519323333,0.00032339731509770905
1413,0.000263265202866208,0.0003231226242065725
1414,0.0002632076880674594,0.00032284816211722804
1415,0.0002631500612411407,0.0003225739286716965
1416,0.0002630923228300963,0.00032229992371188076
1417,0.0002630344732758329,0.0003220261470795248
1418,0.0002629765130185362,0.00032175259861628997
1419,0.0002629184424970729,0.0003214792781636662
1420,0.0002628602621490056,0.000321206185563052
1421,0.0002628019724105564,0.00032093332065571587
1422,0.00026274357371666696,0.0003206606832828008
1423,0.0002626850665009739,0.00032038827328534765
1424,0.00026262645119578187,0.0003201160905042609
1425,0.00026256772823213937,0.0003198441347803597
1426,0.00026250889803976706,0.00031957240595433185
1427,0.00026244996104712214,0.00031930090386675863
1428,0.0002623909176813477,0.000319029628358115
1429,0.0002623317683683301,0.00031875857926877546
1430,0.0002622725135326495,0.0003184877564390102
1431,0.00026221315359764113,0.0003182171597089712
1432,0.00026215368898533265,0.0003179467889187359
1433,0.00026209412011649817,0.00031767664390827156
1434,0.0002620344474106577,0.00031740672451742897
1435,0.00026197467128605105,0.00031713703058600394
1436,0.00026191479215965414,0.0003168675619536678
1437,0.000261854810447207,0.0003165983184600226
1438,0.0002617947265631873,0.0003163292999445495
1439,0.00026173454092082296,0.000316060506246678
1440,0.00026167425393209816,0.000315791937205722
1441,0.0002616138660077462,0.000315523592660931
1442,0.0002615533775572787,0.00031525547245145823
1443,0.0002614927889889565,0.00031498757641639603
1444,0.00026143210070981324,0.0003147199043947207
1445,0.00026137131312566167,0.00031445245622537004
1446,0.000261310426641083,0.0003141852317471784
1447,0.0002612494416594337,0.00031391823079891513
1448,0.0002611883585828466,0.0003136514532192727
1449,0.00026112717781226274,0.00031338489884687924
1450,0.00026106589974738326,0.0003131185675202927
1451,0.0002610045247867213,0.00031285245907800095
1452,0.00026094305332756955,0.00031258657335840167
1453,0.00026088148576603273,0.00031232091019987044
1454,0.0002608198224970149,0.0003120554694406768
1455,0.00026075806391421576,0.00031179025091906737
1456,0.0002606962104101452,0.0003115252544731905
1457,0.0002606342623761348,0.00031126047994115507
1458,0.0002605722202023249,0.0003109959271610171
1459,0.00026051008427766247,0.00031073159597075725
1460,0.00026044785498993646,0.0003104674862083322
1461,0.00026038553272574977,0.000310203597711602
1462,0.0002603231178705183,0.0003099399303184055
1463,0.00026026061080852437,0.00030967648386651727
1464,0.0002601980119228576,0.0003094132581936798
1465,0.00026013532159544785,0.0003091502531375674
1466,0.0002600725402070691,0.0003088874685358159
1467,0.0002600096681373376,0.00030862490422600876
1468,0.0002599467057647388,0.0003083625600457074
1469,0.00025988365346656404,0.00030810043583240186
1470,0.00025982051161900006,0.00030783853142356976
1471,0.0002597572805970622,0.00030757684665661325
1472,0.0002596939607746516,0.00030731538136893183
1473,0.0002596305525244942,0.000307054135397869
1474,0.000259567056218237,0.0003067931085807259
1475,0.00025950347222634116,0.0003065323007547995
1476,0.0002594398009181738,0.0003062717117573135
1477,0.00025937604266197163,0.0003060113414254893
1478,0.00025931219782484064,0.00030575118959650564
1479,0.0002592482667727816,0.00030549125610749813
1480,0.00025918424987067263,0.000305231540795609
1481,0.0002591201474822907,0.00030497204349792437
1482,0.0002590559599702754,0.0003047127640515046
1483,0.0002589916876961983,0.00030445370229339677
1484,0.00025892733102051183,0.00030419485806063815
1485,0.00025886289030256263,0.000303936231190204
1486,0.00025879836590061273,0.00030367782151908364
1487,0.00025873375817182044,0.00030341962888421947
1488,0.0002586690674722557,0.00030316165312256946
1489,0.00025860429415692197,0.00030290389407104434
1490,0.0002585394385796981,0.00030264635156653614
1491,0.0002584745010934292,0.000302389025445957
1492,0.000258409482049845,0.00030213191554614104
1493,0.0002583443817996213,0.0003018750217039999
1494,0.00025827920069234234,0.00030161834375633684
1495,0.00025821393907654995,0.00030136188154002277
1496,0.0002581485972997084,0.0003011056348918609
1497,0.0002580831757082059,0.0003008496036486794
1498,0.00025801767464738796,0.0003005937876472859
1499,0.0002579520944615492,0.00030033818672448747
1500,0.00025788643549390784,0.00030008280071707946
1501,0.00025782069808663333,0.00029982762946186156
1502,0.0002577548825808742,0.0002995726727956104
1503,0.0002576889893167125,0.0002993179305551222
1504,0.00025762301863318463,0.0002990634025771883
1505,0.00025755697086830056,0.0002988090886985899
1506,0.0002574908463590359,0.0002985549887561075
1507,0.0002574246454413194,0.00029830110258652446
1508,0.0002573583684500502,0.0002980474300266595
1509,0.00025729201571912295,0.00029779397091326913
1510,0.00025722558758138625,0.0002975407250831737
1511,0.00025715908436865954,0.00029728769237316306
1512,0.0002570925064117725,0.0002970348726200603
1513,0.00025702585404051623,0.00029678226566066826
1514,0.0002569591275836862,0.00029652987133182274
1515,0.00025689232736903606,0.0002962776894703611
1516,0.0002568254537233595,0.0002960257199131114
1517,0.00025675850697240833,0.0002957739624969371
1518,0.0002566914874409428,0.00029552241705870283
1519,0.0002566243954527227,0.0002952710834353069
1520,0.0002565572313305477,0.00029501996146361715
1521,0.0002564899953961497,0.0002947690509805465
1522,0.00025642268797036174,0.0002945183518230429
1523,0.00025635530937294154,0.00029426786382802004
1524,0.0002562878599227233,0.0002940175868324363
1525,0.00025622033993753546,0.0002937675206732837
1526,0.00025615274973422517,0.0002935176651875374
1527,0.00025608508962868075,0.0002932680202122303
1528,0.00025601735993582673,0.0002930185855843947
1529,0.00025594956096955954,0.000292769361141069
1530,0.0002558816930428686,0.00029252034671935234
1531,0.00025581375646774643,0.00029227154215633386
1532,0.00025574575155524006,0.00029202294728914867
1533,0.00025567767861542546,0.0002917745619549377
1534,0.00025560953795742845,0.0002915263859908733
1535,0.00025554132988941014,0.0002912784192341674
1536,0.00025547305471861255,0.0002910306615220585
1537,0.0002554047127512791,0.00029078311269178903
1538,0.00025533630429275467,0.0002905357725806474
1539,0.0002552678296474074,0.0002902886410259465
1540,0.00025519928911868646,0.0002900417178650476
1541,0.0002551306830090966,0.0002897950029352966
1542,0.00025506201162020113,0.00028954849607414
1543,0.0002549932752526319,0.0002893021971189841
1544,0.00025492447420610766,0.00028905610590731145
1545,0.000254855608779407,0.00028881022227664313
1546,0.0002547866792703811,0.000288564546064514
1547,0.0002547176859759663,0.0002883190771085079
1548,0.0002546486291921759,0.0002880738152462136
1549,0.0002545795092141002,0.0002878287603153103
1550,0.0002545103263359409,0.00028758391215347114
1551,0.000254441080850959,0.0002873392705984208
1552,0.00025437177305152707,0.00028709483548793914
1553,0.0002543024032291111,0.00028685060665981045
1554,0.00025423297167425653,0.00028660658395189055
1555,0.0002541634786766184,0.0002863627672020613
1556,0.00025409392452495474,0.000286119156248247
1557,0.0002540243095071345,0.00028587575092841607
1558,0.00025395463391013486,0.0002856325510806024
1559,0.00025388489802001584,0.0002853895565428313
1560,0.00025381510212198134,0.0002851467671532049
1561,0.0002537452465003277,0.00028490418274988743
1562,0.0002536753314384964,0.00028466180317105556
1563,0.0002536053572190172,0.000284419628254955
1564,0.0002535353241235563,0.00028417765783983793
1565,0.0002534652324329133,0.0002839358917640684
1566,0.0002533950824270049,0.00028369432986600276
1567,0.0002533248743848631,0.0002834529719840898
1568,0.00025325460858469545,0.00028321181795676743
1569,0.00025318428530379745,0.00028297086762258945
1570,0.000253113904818642,0.0002827301208201284
1571,0.0002530434674048003,0.00028248957738799497
1572,0.0002529729733370353,0.0002822492371648806
1573,0.00025290242288920114,0.0002820090999895007
1574,0.0002528318163343463,0.0002817691657006455
1575,0.0002527611539446454,0.000281529434137153
1576,0.0002526904359914333,0.0002812899051379035
1577,0.0002526196627451807,0.000281050578541847
1578,0.00025254883447555675,0.000280811454187975
1579,0.0002524779514513415,0.00028057253191534525
1580,0.00025240701394051135,0.0002803338115630541
