t,f_K2,f_K4
2005,0.0002198638006970328,0.00019519740673176183
2006,0.00021978587749909575,0.00019503118820222688
2007,0.00021970796193882715,0.0001948651111528665
2008,0.00021963005408162347,0.00019469917546369175
2009,0.0002195521539925207,0.00019453338101475066
2010,0.00021947426173639866,0.00019436772768636603
2011,0.00021939637737787587,0.00019420221535880962
2012,0.00021931850098137192,0.0001940368439124874
2013,0.000219240632611031,0.00019387161322795418
2014,0.00021916277233083604,0.00019370652318579913
2015,0.00021908492020449898,0.00019354157366670627
2016,0.00021900707629550064,0.00019337676455154584
2017,0.00021892924066712472,0.00019321209572120327
2018,0.00021885141338240797,0.00019304756705664595
2019,0.00021877359450414376,0.0001928831784390371
2020,0.00021869578409497973,0.00019271892974954207
2021,0.00021861798221726097,0.0001925548208694629
2022,0.00021854018893311796,0.00019239085168020126
2023,0.0002184624043044965,0.00019222702206326517
2024,0.0002183846283931517,0.0001920633319002549
2025,0.00021830686126051685,0.0001918997810728019
2026,0.00021822910296785997,0.00019173636946280586
2027,0.00021815135357628084,0.0001915730969520172
2028,0.0002180736131465524,0.00019140996342250982
2029,0.00021799588173934434,0.00019124696875633883
2030,0.0002179181594150253,0.00019108411283568418
2031,0.0002178404462337824,0.00019092139554281891
2032,0.0002177627422555985,0.00019075881676011342
2033,0.00021768504754021085,0.00019059637637004523
2034,0.0002176073621471611,0.00019043407425514756
2035,0.00021752968613577138,0.00019027191029812542
2036,0.0002174520195651739,0.00019010988438170976
2037,0.00021737436249426694,0.0001899479963887899
2038,0.00021729671498171374,0.00018978624620228754
2039,0.00021721907708601438,0.00018962463370526475
2040,0.00021714144886540688,0.00018946315878088217
2041,0.00021706383037799564,0.0001893018213123473
2042,0.0002169862216816229,0.00018914062118304524
2043,0.00021690862283391157,0.000188979558276344
2044,0.0002168310338923254,0.00018881863247585548
2045,0.00021675345491403648,0.00018865784366517142
2046,0.00021667588595612134,0.0001884971917280512
2047,0.00021659832707535774,0.00018833667654822583
2048,0.00021652077832841506,0.0001881762980097239
2049,0.00021644323977164487,0.00018801605599648254
2050,0.00021636571146125844,0.00018785595039264713
2051,0.00021628819345325767,0.00018769598108237518
2052,0.00021621068580346056,0.00018753614795005631
2053,0.0002161331885674513,0.00018737645088004194
2054,0.00021605570180060826,0.00018721688975681548
2055,0.0002159782255581309,0.00018705746446496613
2056,0.00021590075989502732,0.00018689817488920423
2057,0.00021582330486608019,0.00018673902091430688
2058,0.00021574586052588345,0.0001865800024251318
2059,0.00021566842692883616,0.00018642111930664584
2060,0.00021559100412917785,0.00018626237144393434
2061,0.0002155135921808242,0.00018610375872213624
2062,0.00021543619113766847,0.00018594528102658153
2063,0.00021535880105324744,0.00018578693824253557
2064,0.00021528142198103798,0.0001856287302554665
2065,0.00021520405397422356,0.00018547065695093652
2066,0.00021512669708582415,0.0001853127182145854
2067,0.00021504935136870186,0.00018515491393216745
2068,0.00021497201687550424,0.00018499724398944714
2069,0.00021489469365864453,0.00018483970827239157
2070,0.00021481738177039206,0.00018468230666701985
2071,0.00021474008126283158,0.00018452503905943735
2072,0.0002146627921878385,0.00018436790533588626
2073,0.00021458551459705992,0.00018421090538259078
2074,0.00021450824854199262,0.00018405403908597904
2075,0.00021443099407400366,0.00018389730633258224
2076,0.00021435375124416,0.00018374070700891756
2077,0.00021427652010340306,0.00018358424100174716
2078,0.0002141993007025038,0.00018342790819778944
2079,0.00021412209309198656,0.00018327170848393538
2080,0.0002140448973222579,0.00018311564174712652
2081,0.00021396771344346944,0.00018295970787441453
2082,0.0002138905415056645,0.00018280390675295372
2083,0.00021381338155862655,0.00018264823827002737
2084,0.00021373623365199515,0.00018249270231297213
2085,0.00021365909783526918,0.00018233729876915213
2086,0.00021358197415765823,0.00018218202752616142
2087,0.0002135048626682445,0.000182026888471579
2088,0.00021342776341602457,0.00018187188149314744
2089,0.00021335067644959595,0.00018171700647864056
2090,0.0002132736018176151,0.0001815622633160195
2091,0.00021319653956841176,0.0001814076518932041
2092,0.00021311948975017954,0.0001812531720982991
2093,0.00021304245241087963,0.00018109882381955235
2094,0.00021296542759841373,0.00018094460694519443
2095,0.0002128884153604051,0.0001807905213634977
2096,0.00021281141574430964,0.00018063656696307436
2097,0.00021273442879746201,0.00018048274363236704
2098,0.00021265745456698688,0.00018032905126011783
2099,0.0002125804930998025,0.00018017548973498483
2100,0.00021250354444270732,0.0001800220589458544
2101,0.00021242660864230904,0.0001798687587815771
2102,0.0002123496857450156,0.00017971558913124641
2103,0.00021227277579706326,0.0001795625498839672
2104,0.0002121958788446045,0.00017940964092891143
2105,0.00021211899493349713,0.0001792568621553434
2106,0.0002120421241094882,0.00017910421345272668
2107,0.00021196526641813947,0.00017895169471049315
2108,0.0002118884219048837,0.00017879930581825564
2109,0.00021181159061485185,0.00017864704666561689
2110,0.00021173477259323265,0.00017849491714241154
2111,0.00021165796788483567,0.00017834291713836393
2112,0.0002115811765343729,0.00017819104654359297
2113,0.00021150439858644388,0.0001780393052479792
2114,0.0002114276340853965,0.00017788769314172102
2115,0.0002113508830754798,0.00017773621011501467
2116,0.00021127414560070964,0.00017758485605814614
2117,0.00021119742170500012,0.00017743363086155143
2118,0.00021112071143210046,0.0001772825344157481
2119,0.0002110440148254954,0.0001771315666112271
2120,0.00021096733192865215,0.00017698072733874953
2121,0.0002108906627847731,0.00017683001648906914
2122,0.00021081400743690055,0.0001766794339530007
2123,0.00021073736592795315,0.0001765289796215306
2124,0.0002106607383006589,0.0001763786533856804
2125,0.0002105841245976466,0.0001762284551365911
2126,0.00021050752486127708,0.00017607838476548247
2127,0.00021043093913385833,0.00017592844216368425
2128,0.0002103543674574528,0.00017577862722256685
2129,0.00021027780987399795,0.00017562893983369909
2130,0.00021020126642529483,0.00017547937988855844
2131,0.00021012473715291793,0.0001753299472788947
2132,0.00021004822209839515,0.0001751806418964848
2133,0.00020997172130296203,0.0001750314636331034
2134,0.00020989523480784104,0.00017488241238080218
2135,0.0002098187626539315,0.0001747334880316078
2136,0.0002097423048821579,0.00017458469047761316
2137,0.0002096658615331157,0.00017443601961101006
2138,0.00020958943264743528,0.00017428747532420095
2139,0.0002095130182653637,0.00017413905750952825
2140,0.00020943661842716223,0.0001739907660594888
2141,0.0002093602331729085,0.0001738426008666759
2142,0.0002092838625425037,0.00017369456182374782
2143,0.00020920750657568477,0.00017354664882349253
2144,0.00020913116531207275,0.00017339886175875958
2145,0.00020905483879108576,0.00017325120052242952
2146,0.00020897852705206412,0.0001731036650076157
2147,0.00020890223013413488,0.0001729562551073779
2148,0.00020882594807627796,0.0001728089707149913
2149,0.00020874968091735306,0.00017266181172367247
2150,0.00020867342869603338,0.00017251477802693142
2151,0.00020859719145089172,0.00017236786951810296
2152,0.00020852096922036043,0.00017222108609086354
2153,0.00020844476204259017,0.00017207442763881713
2154,0.00020836856995577751,0.00017192789405574192
2155,0.00020829239299781542,0.00017178148523545308
2156,0.00020821623120658358,0.00017163520107192686
2157,0.0002081400846196549,0.00017148904145911515
2158,0.00020806395327464407,0.00017134300629113118
2159,0.00020798783720884365,0.00017119709546218207
2160,0.0002079117364594659,0.00017105130886656698
2161,0.00020783565106361892,0.00017090564639866908
2162,0.0002077595810582944,0.00017076010795290453
2163,0.00020768352648018577,0.0001706146934238455
2164,0.0002076074873660449,0.0001704694027061329
2165,0.00020753146375227305,0.00017032423569448066
2166,0.00020745545567531435,0.00017017919228369687
2167,0.00020737946317137202,0.0001700342723686923
2168,0.00020730348627648868,0.00016988947584449177
2169,0.00020722752502663785,0.00016974480260608461
2170,0.00020715157945761637,0.000169600252548704
2171,0.00020707564960511108,0.0001694558255676519
2172,0.0002069997355045614,0.00016931152155812552
2173,0.00020692383719138845,0.0001691673404157218
2174,0.0002068479547008941,0.0001690232820358259
2175,0.00020677208806806904,0.00016887934631413056
2176,0.0002066962373279536,0.00016873553314631303
2177,0.0002066204025153912,0.0001685918424281792
2178,0.00020654458366499114,0.00016844827405546135
2179,0.00020646878081137277,0.00016830482792431567
2180,0.0002063929939889161,0.0001681615039306445
2181,0.00020631722323188396,0.00016801830197069425
2182,0.00020624146857448704,0.00016787522194057692
2183,0.00020616573005070206,0.00016773226373666616
2184,0.00020609000769436335,0.00016758942725537794
2185,0.0002060143015392499,0.00016744671239309864
2186,0.00020593861161902595,0.00016730411904648427
2187,0.0002058629379670609,0.00016716164711215987
2188,0.00020578728061674024,0.00016701929648684844
2189,0.00020571163960129272,0.00016687706706741893
2190,0.0002056360149537802,0.00016673495875078225
2191,0.00020556040670714084,0.00016659297143392816
2192,0.0002054848148941646,0.0001664511050139441
2193,0.00020540923954758978,0.00016630935938806278
2194,0.00020533368069991132,0.00016616773445343342
2195,0.00020525813838358472,0.00016602623010752193
2196,0.00020518261263087758,0.00016588484624773152
2197,0.00020510710347398182,0.0001657435827715189
2198,0.00020503161094492534,0.00016560243957654792
2199,0.0002049561350755832,0.00016546141656058718
2200,0.00020488067589771315,0.00016532051362131095
2201,0.00020480523344305554,0.00016517973065660198
2202,0.00020472980774308543,0.00016503906756442307
2203,0.00020465439882918772,0.00016489852424291128
2204,0.00020457900673260873,0.00016475810059002344
2205,0.00020450363148456313,0.00016461779650413341
2206,0.0002044282731159791,0.00016447761188340663
2207,0.0002043529316577862,0.0001643375466263129
2208,0.00020427760714078868,0.00016419760063132114
2209,0.0002042022995955527,0.00016405777379692427
2210,0.0002041270090526608,0.00016391806602180967
2211,0.0002040517355424882,0.00016377847720471322
2212,0.00020397647909525219,0.0001636390072443922
2213,0.00020390123974117796,0.00016349965603982807
2214,0.00020382601751024276,0.00016336042348991017
2215,0.0002037508124323754,0.00016322130949376134
2216,0.00020367562453735822,0.0001630823139504964
2217,0.0002036004538547974,0.00016294343675944458
2218,0.00020352530041432663,0.00016280467781984564
2219,0.00020345016424528226,0.0001626660370311199
2220,0.00020337504537694918,0.00016252751429271403
2221,0.00020329994383854366,0.00016238910950433448
2222,0.00020322485965916867,0.00016225082256555038
2223,0.00020314979286769087,0.00016211265337612077
2224,0.0002030747434929452,0.000161974601835815
2225,0.0002029997115636541,0.0001618366678446785
2226,0.0002029246971084004,0.00016169885130259826
2227,0.0002028497001555874,0.00016156115210978715
2228,0.00020277472073360764,0.00016142357016628355
2229,0.000202699758870704,0.00016128610537237813
2230,0.0002026248145949587,0.0001611487576284453
2231,0.00020254988793440485,0.00016101152683487696
2232,0.00020247497891693093,0.00016087441289219632
2233,0.00020240008757024675,0.00016073741570096783
2234,0.0002023252139220305,0.00016060053516187011
2235,0.00020225035799982047,0.0001604637711756876
2236,0.0002021755198310598,0.0001603271236432324
2237,0.0002021006994430411,0.00016019059246545156
2238,0.0002020258968629127,0.00016005417754334756
2239,0.0002019511121177824,0.00015991787877796276
2240,0.0002018763452346668,0.00015978169607059323
2241,0.0002018015962403472,0.00015964562932238062
2242,0.00020172686516159858,0.00015950967843472808
2243,0.00020165215202506552,0.00015937384330905316
2244,0.00020157745685724554,0.0001592381238467987
2245,0.00020150277968452554,0.00015910251994967947
2246,0.00020142812053324167,0.00015896703151932305
2247,0.00020135347942953268,0.00015883165845745193
2248,0.0002012788563995102,0.00015869640066592147
2249,0.00020120425146916712,0.00015856125804666362
2250,0.00020112966466427474,0.00015842623050167442
2251,0.00020105509601066045,0.00015829131793305325
2252,0.00020098054553396803,0.00015815652024300529
2253,0.0002009060132595855,0.0001580218373337704
2254,0.00020083149921305309,0.00015788726910763798
2255,0.0002007570034196777,0.00015775281546709212
2256,0.00020068252590462498,0.00015761847631459608
2257,0.00020060806669302707,0.0001574842515527683
2258,0.0002005336258098317,0.0001573501410842398
2259,0.0002004592032800177,0.0001572161448117665
2260,0.00020038479912825384,0.00015708226263823244
2261,0.00020031041337925082,0.0001569484944664918
2262,0.0002002360460575872,0.00015681484019958842
2263,0.00020016169718774487,0.0001566812997405384
2264,0.00020008736679402362,0.00015654787299256023
2265,0.00020001305490067366,0.0001564145598589101
2266,0.00019993876153189474,0.0001562813602428296
2267,0.00019986448671172491,0.00015614827404784575
2268,0.00019979023046406993,0.0001560153011772788
2269,0.00019971599281279567,0.0001558824415348808
2270,0.00019964177378163137,0.00015574969502420497
2271,0.00019956757339413694,0.00015561706154898933
2272,0.0001994933916739747,0.00015548454101309086
2273,0.00019941922864443379,0.00015535213332032555
2274,0.00019934508432897094,0.000155219838374749
2275,0.00019927095875072433,0.00015508765608041446
2276,0.00019919685193283863,0.0001549555863414198
2277,0.00019912276389830467,0.0001548236290620211
2278,0.00019904869467012105,0.00015469178414647368
2279,0.00019897464427099662,0.00015456005149915367
2280,0.00019890061272375025,0.0001544284310246375
2281,0.00019882660005096878,0.00015429692262737717
2282,0.00019875260627525551,0.0001541655262119992
2283,0.00019867863141883232,0.00015403424168321825
2284,0.00019860467550419177,0.00015390306894582712
2285,0.00019853073855354535,0.00015377200790469645
2286,0.00019845682058903543,0.0001536410584647895
2287,0.00019838292163257534,0.0001535102205310865
2288,0.0001983090417062254,0.0001533794940087231
2289,0.00019823518083177092,0.00015324887880291182
2290,0.00019816133903097875,0.00015311837481883043
2291,0.0001980875163254411,0.0001529879819619632
2292,0.00019801371273678558,0.00015285770013764345
2293,0.00019793992828633764,0.00015272752925140522
2294,0.00019786616299562838,0.0001525974692088749
2295,0.00019779241688574312,0.00015246751991568672
2296,0.00019771868997798853,0.000152337681277604
2297,0.00019764498229337887,0.00015220795320037813
2298,0.00019757129385295787,0.000152078335590041
2299,0.00019749762467745712,0.0001519488283524767
2300,0.00019742397478780474,0.00015181943139384887
2301,0.00019735034420464954,0.0001516901446202761
2302,0.00019727673294862494,0.0001515609679378834
2303,0.00019720314104016584,0.0001514319012531482
2304,0.00019712956849982666,0.00015130294447235888
2305,0.0001970560153477754,0.00015117409750194628
2306,0.0001969824816043337,0.00015104536024856008
2307,0.00019690896728969138,0.00015091673261865684
2308,0.00019683547242378485,0.0001507882145191876
2309,0.00019676199702667216,0.0001506598058567064
2310,0.00019668854111819136,0.00015053150653815547
2311,0.0001966151047181162,0.00015040331647054488
2312,0.00019654168784611405,0.0001502752355607837
2313,0.0001964682905218134,0.00015014726371602428
2314,0.00019639491276471303,0.00015001940084337584
2315,0.00019632155459430148,0.00014989164685023132
2316,0.00019624821602976474,0.00014976400164381937
2317,0.00019617489709043533,0.00014963646513157106
2318,0.00019610159779550544,0.00014950903722090023
2319,0.00019602831816393796,0.0001493817178195793
2320,0.0001959550582148341,0.0001492545068350812
2321,0.00019588181796700198,0.00014912740417517966
2322,0.00019580859743922193,0.00014900040974766547
2323,0.00019573539665026103,0.000148873523460431
2324,0.00019566221561877233,0.00014874674522144147
2325,0.00019558905436321917,0.00014862007493877117
2326,0.00019551591290214052,0.00014849351252044625
2327,0.00019544279125380493,0.00014836705787475642
2328,0.0001953696894366178,0.00014824071090991904
2329,0.00019529660746868093,0.00014811447153428324
2330,0.0001952235453681465,0.0001479883396562869
2331,0.00019515050315305145,0.0001478623151844245
2332,0.00019507748084127092,0.0001477363980272766
2333,0.00019500447845080673,0.00014761058809355693
2334,0.00019493149599931974,0.00014748488529188922
2335,0.00019485853350447555,0.00014735928953113115
2336,0.00019478559098398918,0.00014723380072024364
2337,0.0001947126684553273,0.00014710841876817803
2338,0.00019463976593592642,0.00014698314358395066
2339,0.00019456688344313516,0.00014685797507666472
2340,0.00019449402099428088,0.00014673291315557368
2341,0.00019442117860647278,0.00014660795772986933
2342,0.00019434835629694895,0.00014648310870892862
2343,0.00019427555408267456,0.0001463583660022674
2344,0.0001942027719805355,0.0001462337295193737
2345,0.00019413001000746603,0.00014610919916976839
2346,0.0001940572681801719,0.00014598477486312342
2347,0.00019398454651546368,0.00014586045650918946
2348,0.0001939118450299337,0.00014573624401782598
2349,0.0001938391637401126,0.00014561213729889568
2350,0.00019376650266249526,0.00014548813626228494
2351,0.00019369386181337237,0.0001453642408181111
2352,0.0001936212412091476,0.0001452404508765268
2353,0.000193548640866069,0.00014511676634765508
2354,0.00019347606080017242,0.00014499318714188082
2355,0.00019340350102760786,0.00014486971316945608
2356,0.00019333096156431295,0.0001447463443408033
2357,0.00019325844242623876,0.00014462308056644672
2358,0.0001931859436291359,0.00014449992175696207
2359,0.00019311346518892126,0.0001443768678229674
2360,0.00019304100712116723,0.00014425391867526604
2361,0.00019296856944146895,0.00014413107422460704
2362,0.00019289615216535453,0.00014400833438187762
2363,0.00019282375530829652,0.00014388569905802445
2364,0.00019275137888560484,0.00014376316816415134
2365,0.0001926790229126853,0.00014364074161125968
2366,0.00019260668740463382,0.00014351841931053942
2367,0.00019253437237669535,0.00014339620117333237
2368,0.00019246207784385437,0.0001432740871108988
2369,0.0001923898038211887,0.00014315207703472508
2370,0.0001923175503235454,0.00014303017085621705
2371,0.00019224531736575104,0.00014290836848692142
2372,0.00019217310496260083,0.0001427866698385469
2373,0.00019210091312878022,0.00014266507482272738
2374,0.0001920287418789035,0.00014254358335127743
2375,0.00019195659122755768,0.00014242219533604127
2376,0.00019188446118919566,0.00014230091068897322
2377,0.00019181235177821983,0.00014217972932211099
2378,0.00019174026300891118,0.00014205865114745274
2379,0.00019166819489559357,0.00014193767607720552
2380,0.00019159614745235936,0.00014181680402357817
2381,0.00019152412069326958,0.00014169603489890827
2382,0.00019145211463257857,0.00014157536861559444
2383,0.00019138012928406208,0.0001414548050859972
2384,0.0001913081646616424,0.00014133434422269696
2385,0.00019123622077912782,0.000141213985938363
2386,0.00019116429765033744,0.0001410937301455925
2387,0.00019109239528888202,0.00014097357675716218
2388,0.00019102051370832682,0.00014085352568591724
2389,0.0001909486529223146,0.0001407335768446532
2390,0.0001908768129443044,0.00014061373014641294
2391,0.0001908049937875862,0.0001404939855043271
2392,0.00019073319546552238,0.00014037434283138616
2393,0.00019066141799145854,0.00014025480204087716
2394,0.00019058966137839998,0.0001401353630459647
2395,0.00019051792563963348,0.00014001602576013596
2396,0.00019044621078802328,0.00013989679009675379
2397,0.00019037451683675505,0.00013977765596926898
2398,0.00019030284379857414,0.0001396586232911777
2399,0.00019023119168649165,0.00013953969197622534
2400,0.00019015956051305981,0.00013942086193810449
2401,0.00019008795029110592,0.00013930213309060869
2402,0.00019001636103326664,0.00013918350534755192
2403,0.00018994479275209153,0.00013906497862289894
2404,0.00018987324546007204,0.0001389465528305776
2405,0.0001898017191696413,0.00013882822788483442
2406,0.00018973021389319982,0.00013871000369957413
2407,0.00018965872964305165,0.00013859188018921505
2408,0.00018958726643127013,0.00013847385726791406
2409,0.0001895158242702549,0.00013835593485021227
2410,0.00018944440317190877,0.0001382381128503549
2411,0.00018937300314845213,0.00013812039118303208
2412,0.00018930162421173672,0.00013800276976260744
2413,0.00018923026637366502,0.0001378852485039556
2414,0.00018915892964609638,0.00013776782732167556
2415,0.0001890876140407929,0.0001376505061305474
2416,0.0001890163195694728,0.00013753328484573775
2417,0.00018894504624379464,0.0001374161633817892
2418,0.00018887379407535386,0.0001372991416539003
2419,0.0001888025630755472,0.0001371822195771332
2420,0.00018873135325597737,0.00013706539706678013
2421,0.00018866016462793027,0.00013694867403792025
2422,0.00018858899720279634,0.00013683205040586655
2423,0.0001885178509917735,0.00013671552608611546
2424,0.00018844672600606803,0.00013659910099403225
2425,0.00018837562225687728,0.0001364827750451812
2426,0.0001883045397551833,0.0001363665481550303
2427,0.0001882334785120772,0.00013625042023947126
2428,0.0001881624385383795,0.0001361343912140025
2429,0.0001880914198451346,0.00013601846099458377
2430,0.00018802042244305114,0.00013590262949711603
2431,0.0001879494463429196,0.00013578689663740613
2432,0.00018787849155542957,0.0001356712623316321
2433,0.00018780755809129024,0.00013555572649578054
2434,0.00018773664596102038,0.00013544028904609407
2435,0.00018766575517504703,0.00013532494989875607
2436,0.00018759488574397317,0.00013520970897013812
2437,0.00018752403767816842,0.00013509456617651669
2438,0.00018745321098784189,0.00013497952143452327
2439,0.0001873824056833462,0.0001348645746605303
2440,0.00018731162177489463,0.00013474972577117252
2441,0.00018724085927268093,0.00013463497468300963
2442,0.00018717011818662307,0.00013452032131290565
2443,0.00018709939852700215,0.00013440576557767844
2444,0.00018702870030363566,0.00013429130739417582
2445,0.0001869580235264744,0.00013417694667925987
2446,0.00018688736820536716,0.0001340626833500334
2447,0.00018681673435015463,0.00013394851732357626
2448,0.00018674612197046758,0.00013383444851701592
2449,0.0001866755310761361,0.00013372047684764827
2450,0.0001866049616766481,0.0001336066022326682
2451,0.00018653441378168958,0.00013349282458953161
2452,0.0001864638874006003,0.00013337914383570047
2453,0.00018639338254297506,0.0001332655598885445
2454,0.00018632289921819488,0.0001331520726658215
2455,0.00018625243743551677,0.00013303868208500784
2456,0.00018618199720423027,0.00013292538806400063
2457,0.00018611157853358243,0.00013281219052042065
2458,0.00018604118143279795,0.00013269908937221716
2459,0.0001859708059108314,0.00013258608453735937
2460,0.00018590045197694794,0.00013247317593373736
2461,0.00018583011963987329,0.00013236036347950007
2462,0.00018575980890881173,0.0001322476470927151
2463,0.00018568951979244084,0.0001321350266916556
2464,0.00018561925229970967,0.00013202250219472112
2465,0.0001855490064393883,0.00013191007351989523
2466,0.000185478782220106,0.00013179774058593596
2467,0.00018540857965052994,0.00013168550331116215
2468,0.00018533839873936963,0.00013157336161424653
2469,0.00018526823949512497,0.00013146131541370788
2470,0.0001851981019262889,0.0001313493646282867
2471,0.0001851279860412818,0.00013123750917676347
2472,0.00018505789184848441,0.00013112574897784863
2473,0.0001849878193563071,0.000131014083950596
2474,0.00018491776857289979,0.00013090251401391123
2475,0.00018484773950674176,0.00013079103908690155
2476,0.00018477773216563363,0.0001306796590885492
2477,0.00018470774655797477,0.00013056837393812457
2478,0.0001846377826916907,0.00013045718355484125
2479,0.0001845678405748965,0.00013034608785795473
2480,0.00018449792021547193,0.00013023508676691112
2481,0.00018442802162146096,0.00013012418020120437
2482,0.00018435814480057222,0.0001300133680803244
2483,0.00018428828976062948,0.0001299026503238151
2484,0.00018421845650949014,0.00012979202685139957
2485,0.00018414864505476546,0.0001296814975826022
2486,0.00018407885540409032,0.0001295710624375552
2487,0.00018400908756508532,0.00012946072133576865
2488,0.00018393934154536284,0.00012935047419740695
2489,0.00018386961735235096,0.00012924032094242818
2490,0.00018379991499349423,0.00012913026149081233
2491,0.00018373023447612542,0.0001290202957627953
2492,0.0001836605758076578,0.0001289104236785158
2493,0.00018359093899541633,0.00012880064515826466
2494,0.00018352132404652485,0.0001286909601223513
2495,0.0001834517309683936,0.00012858136849117096
2496,0.00018338215976794443,0.00012847187018527408
2497,0.00018331261045225606,0.00012836246512509892
2498,0.0001832430830285025,0.00012825315323134379
2499,0.00018317357750359642,0.000128143934424578
2500,0.0001831040938844901,0.0001280348086257098
2501,0.0001830346321781162,0.00012792577575541938
2502,0.000182965192391308,0.00012781683573457746
2503,0.00018289577453081834,0.00012770798848410364
2504,0.00018282637860338717,0.00012759923392514265
2505,0.00018275700461575867,0.0001274905719786805
2506,0.00018268765257446173,0.0001273820025658857
2507,0.00018261832248622653,0.00012727352560795157
2508,0.00018254901435759194,0.00012716514102613353
2509,0.0001824797281949882,0.0001270568487418426
2510,0.000182410464004969,0.00012694864867644136
2511,0.0001823412217937993,0.00012684054075143568
2512,0.0001822720015679961,0.00012673252488836206
2513,0.00018220280333367512,0.00012662460100896142
2514,0.0001821336270972891,0.00012651676903458386
2515,0.00018206447286499736,0.00012640902888729722
2516,0.00018199534064296152,0.00012630138048873863
2517,0.00018192623043731203,0.00012619382376091324
2518,0.0001818571422540803,0.0001260863586256821
2519,0.00018178807609942272,0.00012597898500509553
2520,0.0001817190319791204,0.00012587170282117837
2521,0.0001816500098992342,0.00012576451199615397
2522,0.0001815810098656479,0.00012565741245218338
2523,0.000181512031884316,0.00012555040411164052
2524,0.00018144307596077515,0.00012544348689670697
2525,0.0001813741421010207,0.00012533666072983275
2526,0.00018130523031053983,0.0001252299255335946
2527,0.0001812363405952615,0.00012512328123045298
2528,0.00018116747296057105,0.00012501672774303587
2529,0.00018109862741226077,0.00012491026499401368
2530,0.00018102980395565178,0.00012480389290603624
2531,0.00018096100259631364,0.00012469761140210286
2532,0.0001808922233395733,0.00012459142040493747
2533,0.00018082346619109347,0.00012448531983765208
2534,0.00018075473115601888,0.0001243793096228738
2535,0.0001806860182396362,0.00012427338968412302
2536,0.00018061732744734232,0.00012416755994425376
2537,0.00018054865878432429,0.0001240618203265902
2538,0.00018048001225568877,0.0001239561707541584
2539,0.00018041138786653658,0.0001238506111506157
2540,0.0001803427856220873,0.0001237451414391204
2541,0.00018027420552724517,0.00012363976154324477
2542,0.0001802056475870852,0.00012353447138649222
2543,0.00018013711180651682,0.00012342927089246773
2544,0.00018006859819057062,0.00012332415998476143
2545,0.0001800001067440253,0.00012321913858715782
2546,0.0001799316374717476,0.0001231142066233378
2547,0.00017986319037848278,0.00012300936401726171
2548,0.0001797947654689012,0.00012290461069288912
2549,0.00017972636274788425,0.0001227999465740555
2550,0.00017965798222002903,0.0001226953715848049
2551,0.0001795896238898936,0.00012259088564951776
2552,0.00017952128776212837,0.00012248648869195173
2553,0.0001794529738410949,0.0001223821806365805
2554,0.00017938468213158127,0.00012227796140775073
2555,0.00017931641263788605,0.00012217383092975675
2556,0.00017924816536430015,0.00012206978912690721
2557,0.00017917994031540688,0.00012196583592394043
2558,0.00017911173749550347,0.00012186197124521998
2559,0.00017904355690870826,0.00012175819501545097
2560,0.00017897539855943489,0.00012165450715924973
2561,0.00017890726245173633,0.00012155090760144372
2562,0.00017883914858997024,0.00012144739626683
2563,0.00017877105697817835,0.00012134397308032459
2564,0.00017870298762041138,0.00012124063796671534
2565,0.0001786349405206707,0.00012113739085123223
2566,0.0001785669156831179,0.00012103423165873739
2567,0.00017849891311159968,0.00012093116031445543
2568,0.00017843093281015048,0.00012082817674371927
2569,0.00017836297478251474,0.00012072528087161361
2570,0.00017829503903248831,0.00012062247262336511
2571,0.00017822712556423906,0.00012051975192470107
2572,0.00017815923438113822,0.00012041711870075797
2573,0.0001780913654871045,0.00012031457287726865
2574,0.00017802351888580826,0.00012021211437968715
2575,0.00017795569458097389,0.00012010974313364475
2576,0.00017788789257613854,0.00012000745906484667
2577,0.00017782011287480006,0.00011990526209922408
2578,0.0001777523554805865,0.00011980315216248387
2579,0.00017768462039705738,0.00011970112918046012
2580,0.00017761690762747637,0.00011959919307913806
2581,0.00017754921717553755,0.00011949734378462056
2582,0.00017748154904440716,0.00011939558122285185
2583,0.00017741390323759013,0.00011929390532013616
2584,0.00017734627975826668,0.00011919231600267369
2585,0.00017727867860977585,0.00011909081319664767
2586,0.00017721109979526313,0.00011898939682838394
2587,0.0001771435433181465,0.00011888806682433475
2588,0.00017707600918134026,0.00011878682311100214
2589,0.00017700849738809294,0.00011868566561486358
2590,0.00017694100794136494,0.00011858459426239396
2591,0.0001768735408443879,0.00011848360898029204
2592,0.00017680609610013298,0.0001183827096954965
2593,0.0001767386737115718,0.00011828189633464719
2594,0.0001766712736814997,0.00011818116882426503
2595,0.00017660389601294356,0.00011808052709171502
2596,0.00017653654070882044,0.00011797997106371348
2597,0.00017646920777197476,0.0001178795006672211
2598,0.00017640189720506891,0.0001177791158295237
2599,0.00017633460901090998,0.00011767881647768122
2600,0.00017626734319216,0.00011757860253897893
2601,0.00017620009975178786,0.00011747847394038163
2602,0.0001761328786921909,0.00011737843060959109
2603,0.0001760656800160425,0.00011727847247381021
2604,0.00017599850372588836,0.00011717859946043602
2605,0.00017593134982449058,0.00011707881149733426
2606,0.00017586421831401435,0.00011697910851163932
2607,0.0001757971091972455,0.0001168794904311113
2608,0.00017573002247643602,0.00011677995718376522
2609,0.00017566295815407636,0.00011668050869698261
2610,0.00017559591623252557,0.00011658114489864691
2611,0.0001755288967141403,0.00011648186571679195
2612,0.00017546189960124218,0.00011638267107940621
2613,0.00017539492489597838,0.00011628356091426458
