t,f_any,f_m1_first,f_m2_first,survival
0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,1.0000000000000002
3,0.0,0.0,0.0,1.0
4,0.0,0.0,0.0,1.0000000000000002
5,0.0,0.0,0.0,1.0000000000000002
6,0.0,0.0,0.0,1.0000000000000002
7,1.0210252500000006e-06,1.0210252500000006e-06,0.0,0.9999989789747504
8,4.900921200000003e-06,4.900921200000003e-06,0.0,0.9999940780535505
9,1.3581623966625009e-05,1.3581623966625009e-05,0.0,0.9999804964295836
10,2.8520502894480024e-05,2.8520502894480024e-05,0.0,0.9999519759266892
11,5.042388897902175e-05,5.042388897902175e-05,0.0,0.9999015520377104
12,7.925420855984866e-05,7.925420855984866e-05,0.0,0.9998222978291504
13,0.00011439137277527272,0.00011439137277527272,0.0,0.9997079064563752
14,0.00015484421136391778,0.00015484421136391778,0.0,0.9995530622450115
15,0.00019944704849652337,0.00019944704849652337,0.0,0.999353615196515
16,0.0002470118799892026,0.000247011879989183,1.9638061523437523e-17,0.9991066033165259
17,0.0002964300181278249,0.0002964300181275767,2.4822509765625026e-16,0.9988101732983979
18,0.00034672935953581306,0.0003467293595341426,1.6705060302734394e-15,0.9984634439388623
19,0.00039709802814817246,0.0003970980281402195,7.952960745361337e-15,0.9980663459107142
20,0.0004468853581799026,0.00044688535814986345,3.003917433118167e-14,0.9976194605525341
21,0.0004955893848785073,0.0004955893847827571,9.575016467416032e-14,0.9971238711676559
22,0.0005428376334914969,0.0005428376332238789,2.676179393538078e-13,0.9965810335341644
23,0.0005883657692753089,0.0005883657686022489,6.730600205335464e-13,0.9959926677648892
24,0.0006319968843757665,0.0006319968828240867,1.5516798242873397e-12,0.9953606708805134
25,0.0006736229017437741,0.0006736228984189538,3.324820286684196e-12,0.9946870479787697
26,0.0007131887116844102,0.0007131887049919969,6.692413347348333e-12,0.993973859267085
27,0.0007506791261447549,0.000750679113383139,1.2761615918419472e-11,0.9932231801409408
28,0.0007861084429890815,0.000786108419778362,2.3210719433941345e-11,0.9924370716979516
29,0.000819512276933865,0.0008195122364434347,4.049043030236084e-11,0.9916175594210178
30,0.0008509412750218196,0.000850941206958874,6.806294557683343e-11,0.9907666181459962
31,0.0008804563501852343,0.0008804562395078167,1.1067741758507537e-10,0.9898861617958109
32,0.0009081251088020527,0.0009081249341235067,1.7467854607662049e-10,0.9889780366870089
33,0.0009340192000841732,0.00093401893174089,2.6834328320133136e-10,0.9880440174869248
34,0.0009582123669219524,0.0009582119646828576,4.02239094774577e-10,0.9870858051200029
35,0.0009807790245059918,0.0009807784349100158,5.895959760027645e-10,0.986105026095497
36,0.0010017932326714528,0.0010017923859879244,8.466835284646769e-10,0.9851032328628258
37,0.0010213279601680014,0.0010213267669841046,1.1931838966441791e-09,0.9840819049026577
38,0.0010394545645346842,0.0010394529119834449,1.6525512392963644e-09,0.9830424503381231
39,0.0010562424309162961,0.0010562401785676428,2.2523486533641063e-09,0.9819862079072068
40,0.00107175872804896,0.001071755703494922,3.0245540381010705e-09,0.9809144491791579
41,0.001086068250758426,0.0010860642449311924,4.005827233783703e-09,0.9798283809283994
42,0.0010992333265152834,0.001099228088783449,5.237731834447745e-09,0.9787291476018842
43,0.0011113137695862656,0.00111130700267997,6.766906295824591e-09,0.977617833832298
44,0.0011223668706743114,0.0011223582254940342,8.645180277133615e-09,0.9764954669616238
45,0.0011324474130884228,0.0011324364834549114,1.0929633511425783e-08,0.9753630195485354
46,0.0011416077087580319,0.0011415940261621893,1.368259584259289e-08,0.9742214118397774
47,0.0011498976490510549,0.0011498806774627006,1.697158835424015e-08,0.9730715141907265
48,0.0011573647665499153,0.0011573438973432044,2.0869206710878545e-08,0.9719141494241768
49,0.0011640543048154206,0.0011640288518665123,2.545294890824799e-08,0.9707500951193611
