t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,1,nan,nan,nan,nan,nan,nan
6,6,nan,nan,nan,nan,nan,nan
7,3,nan,nan,nan,nan,nan,nan
8,11,nan,nan,nan,nan,nan,nan
9,11,nan,nan,nan,nan,nan,nan
10,8,nan,nan,nan,nan,nan,nan
11,22,nan,nan,nan,nan,nan,nan
12,19,nan,nan,nan,nan,nan,nan
13,22,nan,nan,nan,nan,nan,nan
14,21,nan,nan,nan,nan,nan,nan
15,21,nan,nan,nan,nan,nan,nan
16,15,nan,nan,nan,nan,nan,nan
17,18,nan,nan,nan,nan,nan,nan
18,15,nan,nan,nan,nan,nan,nan
19,15,nan,nan,nan,nan,nan,nan
20,17,nan,nan,nan,nan,nan,nan
21,23,nan,nan,nan,nan,nan,nan
22,20,nan,nan,nan,nan,nan,nan
23,16,nan,nan,nan,nan,nan,nan
24,27,nan,nan,nan,nan,nan,nan
25,27,nan,nan,nan,nan,nan,nan
26,19,nan,nan,nan,nan,nan,nan
27,22,nan,nan,nan,nan,nan,nan
28,27,nan,nan,nan,nan,nan,nan
29,22,nan,nan,nan,nan,nan,nan
30,29,nan,nan,nan,nan,nan,nan
31,16,nan,nan,nan,nan,nan,nan
32,20,nan,nan,nan,nan,nan,nan
33,23,nan,nan,nan,nan,nan,nan
34,22,nan,nan,nan,nan,nan,nan
35,15,nan,nan,nan,nan,nan,nan
36,29,nan,nan,nan,nan,nan,nan
37,13,nan,nan,nan,nan,nan,nan
38,22,nan,nan,nan,nan,nan,nan
39,16,nan,nan,nan,nan,nan,nan
40,20,nan,nan,nan,nan,nan,nan
41,17,nan,nan,nan,nan,nan,nan
42,25,nan,nan,nan,nan,nan,nan
43,16,nan,nan,nan,nan,nan,nan
44,23,nan,nan,nan,nan,nan,nan
45,22,nan,nan,nan,nan,nan,nan
46,13,nan,nan,nan,nan,nan,nan
47,20,nan,nan,nan,nan,nan,nan
48,18,nan,nan,nan,nan,nan,nan
49,19,nan,nan,nan,nan,nan,nan
50,24,nan,nan,nan,nan,nan,nan
51,17,nan,nan,nan,nan,nan,nan
52,17,nan,nan,nan,nan,nan,nan
53,27,nan,nan,nan,nan,nan,nan
54,34,nan,nan,nan,nan,nan,nan
55,12,nan,nan,nan,nan,nan,nan
56,8,nan,nan,nan,nan,nan,nan
57,11,nan,nan,nan,nan,nan,nan
58,23,nan,nan,nan,nan,nan,nan
59,18,nan,nan,nan,nan,nan,nan
60,19,nan,nan,nan,nan,nan,nan
61,18,nan,nan,nan,nan,nan,nan
