t,f_total,f_target1,f_target2,survival
0,0.0,0.0,0.0,1.0
1,0.0,0.0,0.0,1.0
2,0.0,0.0,0.0,1.0000000000000002
3,0.0,0.0,0.0,1.0000000000000002
4,0.0,0.0,0.0,1.0000000000000002
5,0.0,0.0,0.0,1.0
6,2.7434842249657068e-05,0.0,2.7434842249657068e-05,0.9999725651577502
7,5.4686785550983086e-05,0.0,5.4686785550983086e-05,0.9999178783721993
8,8.49272976680384e-05,0.0,8.49272976680384e-05,0.9998329510745312
9,0.0001130551155819743,0.0,0.0001130551155819743,0.9997198959589494
10,0.00013911115451912818,0.0,0.00013911115451912818,0.9995807848044302
11,0.0001624268587779415,0.0,0.0001624268587779415,0.9994183579456521
12,0.0001831301516881409,0.0,0.0001831301516881409,0.9992352277939641
13,0.00020134159986069536,0.0,0.00020134159986069536,0.9990338861941035
14,0.00021729779745753653,0.0,0.00021729779745753653,0.998816588396646
15,0.00023123296359624243,0.0,0.00023123296359624243,0.9985853554330496
16,0.00024338016822299585,0.0,0.00024338016822299585,0.9983419752648267
17,0.00025395285928904497,0.0,0.00025395285928904497,0.9980880224055376
18,0.00026314367325154856,0.0,0.00026314367325154856,0.9978248787322861
19,0.00027112304865812913,0.0,0.00027112304865812913,0.997553755683628
20,0.0002780406688951342,0.0,0.0002780406688951342,0.9972757150147329
21,0.00028402723003692404,0.0,0.00028402723003692404,0.996991687784696
22,0.0002891965647742972,0.0,0.0002891965647742972,0.9967024912199215
23,0.00029364769773737516,0.0,0.00029364769773737516,0.9964088435221843
24,0.0002974667692366548,0.0,0.0002974667692366548,0.9961113767529475
25,0.00030072875963633175,0.0,0.00030072875963633175,0.9958106479933113
26,0.00030349900960801186,0.0,0.00030349900960801186,0.9955071489837032
27,0.0003058345423480429,0.0,0.0003058345423480429,0.9952013144413552
28,0.00030778520541691284,0.0,0.00030778520541691284,0.9948935292359384
29,0.0003093946521553947,0.0,0.0003093946521553947,0.994584134583783
30,0.00031070118318273236,4.856935749618854e-15,0.0003107011831778754,0.9942734334006003
31,0.0003117384671723321,4.853697792452441e-14,0.00031173846712379515,0.9939616949334279
32,0.00031253615828344107,2.667970931856521e-13,0.00031253615801664396,0.9936491587751445
33,0.00031312042556880915,1.063030834301843e-12,0.0003131204245057783,0.9933360383495757
34,0.00031351440766257414,3.4253380196308612e-12,0.0003135144042372361,0.9930225239419131
35,0.00031373860416897156,9.460252932282503e-12,0.0003137385947087186,0.992708785337744
36,0.0003138112134726442,2.320795862669189e-11,0.00031381119026468557,0.9923949741242714
37,0.0003137484251859541,5.1794722363194723e-11,0.0003137483733912317,0.9920812256990854
38,0.0003135646741349948,1.069617303545328e-10,0.0003135645671732644,0.9917676610249505
39,0.00031327286165255504,2.0698752736459976e-10,0.00031327265466502767,0.991454388163298
40,0.00031288454897853286,3.7899646064784107e-10,0.00031288416998207224,0.9911415036143195
41,0.0003124101267502414,6.61620512720882e-10,0.00031240946512972866,0.9908290934875692
42,0.00031185896388035946,1.1079589932456022e-09,0.0003118578559213662,0.9905172345236886
43,0.0003112395385528797,1.788761518893301e-09,0.0003112377497913608,0.990205994985136
44,0.00031055955360176287,2.795745686195603e-09,0.0003105567578560767,0.9898954354315341
45,0.0003098260381584871,4.244952364815032e-09,0.00030982179320612226,0.9895856093933757
46,0.0003090454371496551,6.280038600009348e-09,0.0003090391571110551,0.9892765639562261
47,0.00030822368998193475,9.07541028614588e-09,0.00030821461457164863,0.9889683402662439
48,0.00030736629955777615,1.2839103338822982e-08,0.00030735346045443734,0.9886609739666863
49,0.00030647839261189097,1.7815332161963987e-08,0.000306460577279729,0.9883544955740745
50,0.00030556477223703374,2.4286636822839067e-08,0.0003055404856002109,0.9880489308018374
51,0.00030462996337115845,3.257557457370705e-08,0.00030459738779658476,0.9877443008384662
