t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,1,nan,nan,nan,nan,nan,nan
8,4,nan,nan,nan,nan,nan,nan
9,0,nan,nan,nan,nan,nan,nan
10,3,nan,nan,nan,nan,nan,nan
11,5,nan,nan,nan,nan,nan,nan
12,5,nan,nan,nan,nan,nan,nan
13,10,nan,nan,nan,nan,nan,nan
14,11,nan,nan,nan,nan,nan,nan
15,9,nan,nan,nan,nan,nan,nan
16,15,nan,nan,nan,nan,nan,nan
17,11,nan,nan,nan,nan,nan,nan
18,14,nan,nan,nan,nan,nan,nan
19,11,nan,nan,nan,nan,nan,nan
20,15,nan,nan,nan,nan,nan,nan
21,20,nan,nan,nan,nan,nan,nan
22,26,nan,nan,nan,nan,nan,nan
23,17,nan,nan,nan,nan,nan,nan
24,18,nan,nan,nan,nan,nan,nan
25,24,nan,nan,nan,nan,nan,nan
26,23,nan,nan,nan,nan,nan,nan
27,22,nan,nan,nan,nan,nan,nan
28,24,nan,nan,nan,nan,nan,nan
29,21,nan,nan,nan,nan,nan,nan
30,26,nan,nan,nan,nan,nan,nan
31,24,nan,nan,nan,nan,nan,nan
32,13,nan,nan,nan,nan,nan,nan
33,28,nan,nan,nan,nan,nan,nan
34,16,nan,nan,nan,nan,nan,nan
35,25,nan,nan,nan,nan,nan,nan
36,31,nan,nan,nan,nan,nan,nan
37,27,nan,nan,nan,nan,nan,nan
38,32,nan,nan,nan,nan,nan,nan
39,22,nan,nan,nan,nan,nan,nan
40,30,nan,nan,nan,nan,nan,nan
41,29,nan,nan,nan,nan,nan,nan
42,17,nan,nan,nan,nan,nan,nan
43,31,nan,nan,nan,nan,nan,nan
44,29,nan,nan,nan,nan,nan,nan
45,20,nan,nan,nan,nan,nan,nan
46,31,nan,nan,nan,nan,nan,nan
47,28,nan,nan,nan,nan,nan,nan
48,28,nan,nan,nan,nan,nan,nan
49,30,nan,nan,nan,nan,nan,nan
50,30,nan,nan,nan,nan,nan,nan
51,25,nan,nan,nan,nan,nan,nan
52,19,nan,nan,nan,nan,nan,nan
53,16,nan,nan,nan,nan,nan,nan
54,24,nan,nan,nan,nan,nan,nan
55,30,nan,nan,nan,nan,nan,nan
56,24,nan,nan,nan,nan,nan,nan
57,24,nan,nan,nan,nan,nan,nan
58,28,nan,nan,nan,nan,nan,nan
59,27,nan,nan,nan,nan,nan,nan
60,31,nan,nan,nan,nan,nan,nan
61,31,nan,nan,nan,nan,nan,nan
