case_id,classification,L,K,q,drift,beta,start,target1,target2,shortcut_src,shortcut_dst,steps,survival_final,row_stochasticity_error,mass_balance_error,decomposition_error,shape_t1,shape_t2,shape_tv,R_peak,R_valley,peak_separation,shape_score,total_mass,total_peak_t,total_peak_height,total_mean_t,target1_mass,target1_peak_t,target1_peak_height,target1_mean_t,target2_mass,target2_peak_t,target2_peak_height,target2_mean_t,split_t,early_target1_mass,early_target2_mass,late_target1_mass,late_target2_mass,early_dominant_target,late_dominant_target
047_unimodal_L31_x7_a15_16_gp0p3_b0p00,unimodal,31,2,0.6666666666666666,0.3,0.0,7,15,16,,,646,9.969222920746068e-11,0.0,3.7816971776294395e-16,0.0,22,,,0.0,1.0,0,0.0,0.9999999999003091,22,0.025206485899583304,39.99981862977723,0.9999987911876864,22,0.025206485899570846,39.99973470780035,1.2087126226472088e-06,88,1.3845316063771728e-08,109.43061125054572,22,0.2470543579876793,1.2459174729274128e-14,0.7529444332000069,1.208712610188034e-06,target1,target1
048_unimodal_L31_x7_a15_16_gp0p3_b0p03,unimodal,31,2,0.6666666666666666,0.3,0.03,7,15,16,12,16,644,9.750589807552506e-11,0.0,4.2674197509029455e-16,0.0,22,,,0.0,1.0,0,0.0,0.9999999999024952,22,0.02557776486817597,39.39253484945051,0.9595131887928902,22,0.024565683267592786,39.54967626726343,0.0404868111096048,18,0.0010601518514258613,35.668377308642576,22,0.2425628910079542,0.014229659060092855,0.7169502977849362,0.026257152049511942,target1,target1
049_unimodal_L31_x7_a15_16_gp0p6_b0p00,unimodal,31,2,0.6666666666666666,0.6,0.0,7,15,16,,,167,9.131776086704282e-11,0.0,2.949029909160572e-16,0.0,15,,,0.0,1.0,0,0.0,0.9999999999086828,15,0.06287519950717185,19.999999985915718,0.999999999908626,15,0.06287519950717185,19.99999998591373,5.68425191300576e-14,50,1.8637500397656357e-15,54.99932149930826,15,0.3280801591763798,0.0,0.6719198407322461,5.684251913005759e-14,target1,target1
050_unimodal_L31_x7_a15_16_gp0p6_b0p03,unimodal,31,2,0.6666666666666666,0.6,0.03,7,15,16,12,16,166,9.624500821736362e-11,0.0,2.220446049250313e-16,0.0,15,,,0.0,1.0,0,0.0,0.9999999999037555,15,0.06318971688655721,19.819862737809096,0.9759817002481134,15,0.06181500744455389,19.90564237928738,0.024018299655642197,11,0.0016380824482271758,16.334213814406613,15,0.32414149091607614,0.013225237407407758,0.6518402093320371,0.010793062248234436,target1,target1
051_unimodal_L31_x7_a29_15_gm0p6_b0p00,unimodal,31,2,0.6666666666666666,-0.6,0.0,7,29,15,,,170,9.35902478854358e-11,0.0,2.220446049250313e-16,0.0,18,,,0.0,1.0,0,0.0,0.9999999999064104,18,0.0577294971873921,22.4993514894767,0.9999847411755555,18,0.05772862110071999,22.499389629609745,1.5258730855011317e-05,15,9.593994065425393e-07,19.999828335548315,18,0.37101961748400514,7.756462809318548e-06,0.6289651236915502,7.502268045692768e-06,target1,target1
052_unimodal_L31_x7_a29_15_gm0p6_b0p03,unimodal,31,2,0.6666666666666666,-0.6,0.03,7,29,15,12,15,170,9.032213196808252e-11,0.0,2.220446049250313e-16,0.0,18,,,0.0,1.0,0,0.0,0.9999999999096785,18,0.05773048530999839,22.498546130910604,0.9999616523863057,18,0.05772862110071999,22.498729344817367,3.834752337275243e-05,13,2.396142031445407e-06,17.721004719302172,18,0.37101961748400514,2.3913426204294154e-05,0.6289420349023005,1.4434097168458275e-05,target1,target1
053_unimodal_L31_x7_a29_15_gm0p3_b0p00,unimodal,31,2,0.6666666666666666,-0.3,0.0,7,29,15,,,567,9.606377003832087e-11,0.0,2.220446049250313e-16,0.0,27,,,0.0,1.0,0,0.0,0.9999999999039376,27,0.02278803402800098,44.40157137509561,0.9929596637586824,27,0.022618759655438383,44.435184761530145,0.007040336145255228,22,0.00017813522450422923,39.66078397472156,27,0.27458388719660504,0.0026176078486125505,0.7183757765620773,0.004422728296642678,target1,target1
054_unimodal_L31_x7_a29_15_gm0p3_b0p03,unimodal,31,2,0.6666666666666666,-0.3,0.03,7,29,15,12,15,563,9.654030013348691e-11,0.0,2.220446049250313e-16,0.0,27,,,0.0,1.0,0,0.0,0.999999999903461,27,0.02282279890464387,44.29799570155232,0.9914189413805606,27,0.02261869493614551,44.34917184192616,0.008581058522900257,21,0.00021945728230379332,38.38532248321155,27,0.27458374916515665,0.003417429434740176,0.716835192215404,0.005163629088160079,target1,target1
055_unimodal_L31_x7_a29_15_gp0p0_b0p00,unimodal,31,2,0.6666666666666666,0.0,0.0,7,29,15,,,2038,9.941227299427554e-11,0.0,2.3245294578089215e-16,0.0,35,,,0.0,1.0,0,0.0,0.9999999999005886,35,0.008624945691547623,107.99999979937657,0.4705882352444119,40,0.0038426636293455553,112.49999978731292,0.5294117646561767,32,0.004875939976105903,103.99999981014676,35,0.06316342606051993,0.09905868148570114,0.40742480918389196,0.43035308317047555,target2,target2
056_unimodal_L31_x7_a29_15_gp0p0_b0p03,unimodal,31,2,0.6666666666666666,0.0,0.03,7,29,15,12,15,1984,9.910804770829272e-11,0.0,2.237793284010081e-16,0.0,35,,,0.0,1.0,0,0.0,0.9999999999008925,35,0.008843380630207821,105.20536672753126,0.46276013138555705,40,0.0038420578702989144,110.39280392884677,0.5372398685153356,31,0.005122986129810443,100.7370849384879,35,0.0631626895924188,0.10667146347699284,0.39959744179313833,0.4305684050383428,target2,target2
057_unimodal_L31_x7_a29_15_gp0p3_b0p00,unimodal,31,2,0.6666666666666666,0.3,0.0,7,29,15,,,559,9.897582758199136e-11,0.0,2.220446049250313e-16,0.0,22,,,0.0,1.0,0,0.0,0.9999999999010254,22,0.025286970391636403,39.67882421469255,0.0037785380174223154,27,8.607181780659573e-05,44.4351847413518,0.9962214618836029,22,0.025206485899570846,39.66078395982736,22,0.0006203194595834917,0.2470543579876793,0.0031582185578388246,0.7491671038959237,target2,target2
058_unimodal_L31_x7_a29_15_gp0p3_b0p03,unimodal,31,2,0.6666666666666666,0.3,0.03,7,29,15,12,15,555,9.581885099692979e-11,0.0,2.6020852139652106e-16,0.0,22,,,0.0,1.0,0,0.0,0.9999999999041822,22,0.02565824935472869,39.074328859022174,0.0037726750621637447,27,8.607157152840588e-05,44.349171821603605,0.9962273248420184,22,0.025577764868163513,39.054353228957105,22,0.0006203194524241903,0.25679255006803453,0.0031523556097395548,0.7394347747739839,target2,target2
059_unimodal_L31_x7_a29_15_gp0p6_b0p00,unimodal,31,2,0.6666666666666666,0.6,0.0,7,29,15,,,166,8.67635684294632e-11,0.0,2.636779683484747e-16,0.0,15,,,0.0,1.0,0,0.0,0.9999999999132368,15,0.06287539778533834,19.99983786456345,3.814639057526201e-06,18,2.2021721306121822e-07,22.499389618031234,0.9999961852741795,15,0.06287519950717185,19.999828329639325,15,7.63428471233616e-07,0.3280801591763798,3.0512105862925844e-06,0.6719160260977998,target2,target2
060_unimodal_L31_x7_a29_15_gp0p6_b0p03,unimodal,31,2,0.6666666666666666,0.6,0.03,7,29,15,12,15,165,9.078685230944228e-11,0.0,2.220446049250313e-16,0.0,15,,,0.0,1.0,0,0.0,0.9999999999092137,15,0.06318991516472369,19.81970130748299,3.8145509806885293e-06,18,2.2021721306121822e-07,22.498729329615877,0.999996185358233,15,0.06318971688655721,19.819691088155036,15,7.63428471233616e-07,0.33736672832348386,3.0511225094549127e-06,0.6626294570347492,target2,target2
061_double_peak_L31_x7_a10_20_gm0p6_b0p00,double_peak,31,2,0.6666666666666666,-0.6,0.0,7,10,20,,,207,9.6963875604395e-11,0.0,3.002155815612362e-16,0.0,4,40,18,0.06450248027839471,0.0037890101820173393,36,612.8485220342918,0.9999999999030373,40,0.036748515098020705,44.17968748352446,0.015624999999776134,4,0.0023703703703703708,7.499999998713537,0.9843749999032613,40,0.03674646690501708,44.761904745237,18,0.015036514386538977,1.2189253322814438e-05,0.0005884856132371579,0.9843628106499384,target1,target2
062_double_peak_L31_x7_a10_20_gm0p6_b0p03,double_peak,31,2,0.6666666666666666,-0.6,0.03,7,10,20,12,20,207,9.6963875604395e-11,0.0,3.002155815612362e-16,0.0,4,40,18,0.06450248027839471,0.0037890101820173393,36,612.8485220342918,0.9999999999030373,40,0.036748515098020705,44.17968748352446,0.015624999999776134,4,0.0023703703703703708,7.499999998713537,0.9843749999032613,40,0.03674646690501708,44.761904745237,18,0.015036514386538977,1.2189253322814438e-05,0.0005884856132371579,0.9843628106499384,target1,target2
063_double_peak_L31_x7_a10_20_gm0p3_b0p00,double_peak,31,2,0.6666666666666666,-0.3,0.0,7,10,20,,,666,9.6863155545254e-11,0.0,2.6194324487249787e-16,0.0,4,66,26,0.9637623583551651,0.14028701144369377,62,425.9358411238455,0.9999999999031388,4,0.012703703703703701,73.6073918822716,0.15612007674066986,4,0.012703703703703701,14.997868220792869,0.843879923162469,66,0.012118288880275177,84.4503128721131,26,0.13380083927794986,0.000701351082108954,0.022319237462720003,0.84317857208036,target1,target2
064_double_peak_L31_x7_a10_20_gm0p3_b0p03,double_peak,31,2,0.6666666666666666,-0.3,0.03,7,10,20,12,20,666,9.6863155545254e-11,0.0,2.6194324487249787e-16,0.0,4,66,26,0.9637623583551651,0.14028701144369377,62,425.9358411238455,0.9999999999031388,4,0.012703703703703701,73.6073918822716,0.15612007674066986,4,0.012703703703703701,14.997868220792869,0.843879923162469,66,0.012118288880275177,84.4503128721131,26,0.13380083927794986,0.000701351082108954,0.022319237462720003,0.84317857208036,target1,target2
065_unimodal_L31_x7_a10_20_gp0p0_b0p00,unimodal,31,2,0.6666666666666666,0.0,0.0,7,10,20,,,2500,4.233558140657147e-09,0.0,2.7582103268031233e-16,0.0,5,,,0.0,1.0,0,0.0,0.999999995766442,3,0.037037037037037035,80.99998919046365,0.8571428550260783,3,0.037037037037037035,58.499993638871686,0.14285714074036396,117,0.0006438562461773085,215.99996416697843,3,0.037037037037037035,0.0,0.8201058179890413,0.14285714074036393,target1,target1
066_unimodal_L31_x7_a10_20_gp0p0_b0p03,unimodal,31,2,0.6666666666666666,0.0,0.03,7,10,20,12,20,2500,4.233558140657147e-09,0.0,2.7582103268031233e-16,0.0,5,,,0.0,1.0,0,0.0,0.999999995766442,3,0.037037037037037035,80.99998919046365,0.8571428550260783,3,0.037037037037037035,58.499993638871686,0.14285714074036396,117,0.0006438562461773085,215.99996416697843,3,0.037037037037037035,0.0,0.8201058179890413,0.14285714074036393,target1,target1
067_unimodal_L31_x7_a10_20_gp0p3_b0p00,unimodal,31,2,0.6666666666666666,0.3,0.0,7,10,20,,,545,9.891944342297789e-11,0.0,9.71445146547012e-17,0.0,4,,,0.0,1.0,0,0.0,0.9999999999010809,4,0.0813703703703704,14.998716863192465,0.9999877800749065,4,0.0813703703703704,14.99786816646215,1.2219826174527199e-05,66,1.7547921376939675e-07,84.45030702339629,4,0.1627407407407408,0.0,0.8372470393341657,1.2219826174527199e-05,target1,target1
068_unimodal_L31_x7_a10_20_gp0p3_b0p03,unimodal,31,2,0.6666666666666666,0.3,0.03,7,10,20,12,20,545,9.891944342297789e-11,0.0,9.71445146547012e-17,0.0,4,,,0.0,1.0,0,0.0,0.9999999999010809,4,0.0813703703703704,14.998716863192465,0.9999877800749065,4,0.0813703703703704,14.99786816646215,1.2219826174527199e-05,66,1.7547921376939675e-07,84.45030702339629,4,0.1627407407407408,0.0,0.8372470393341657,1.2219826174527199e-05,target1,target1
069_unimodal_L31_x7_a10_20_gp0p6_b0p00,unimodal,31,2,0.6666666666666666,0.6,0.0,7,10,20,,,139,9.783044041758084e-11,0.0,8.326672684688674e-17,0.0,4,,,0.0,1.0,0,0.0,0.9999999999021698,4,0.15170370370370373,7.499999985693007,0.9999999998878454,4,0.15170370370370373,7.499999985159253,1.4324508768500333e-11,40,5.347314713437966e-13,44.761672266324766,4,0.30340740740740746,0.0,0.696592592480438,1.4324508768500334e-11,target1,target1
070_unimodal_L31_x7_a10_20_gp0p6_b0p03,unimodal,31,2,0.6666666666666666,0.6,0.03,7,10,20,12,20,139,9.783044041758084e-11,0.0,8.326672684688674e-17,0.0,4,,,0.0,1.0,0,0.0,0.9999999999021698,4,0.15170370370370373,7.499999985693007,0.9999999998878454,4,0.15170370370370373,7.499999985159253,1.4324508768500333e-11,40,5.347314713437966e-13,44.761672266324766,4,0.30340740740740746,0.0,0.696592592480438,1.4324508768500334e-11,target1,target1
071_unimodal_L31_x7_a30_20_gm0p6_b0p00,unimodal,31,2,0.6666666666666666,-0.6,0.0,7,30,20,,,167,8.896066770404832e-11,0.0,2.220446049250313e-16,0.0,15,,,0.0,1.0,0,0.0,0.9999999999110398,15,0.06287519955362313,19.99999920398782,0.999999985010106,15,0.06287519950717184,19.999999017735234,1.4900933780986854e-08,27,6.719359878353263e-10,32.4993892664482,15,0.32808015917637967,6.890056395570759e-11,0.6719198258337264,1.4832033217031147e-08,target1,target1
072_unimodal_L31_x7_a30_20_gm0p6_b0p03,unimodal,31,2,0.6666666666666666,-0.6,0.03,7,30,20,12,20,166,9.671435924082594e-11,0.0,2.220446049250313e-16,0.0,15,,,0.0,1.0,0,0.0,0.9999999999032861,15,0.06287654470605897,19.99922514088751,0.9999761674862333,15,0.06287519950717184,19.999306786266033,2.383241705292111e-05,11,1.5996898908468513e-06,16.573494862257807,15,0.32808015917637967,1.2920197421525198e-05,0.6718960083098534,1.0912219631395912e-05,target1,target1
073_unimodal_L31_x7_a30_20_gm0p3_b0p00,unimodal,31,2,0.6666666666666666,-0.3,0.0,7,30,20,,,605,9.875261749270108e-11,0.0,2.220446049250313e-16,0.0,22,,,0.0,1.0,0,0.0,0.9999999999012485,22,0.025207764085286206,39.9666479979215,0.9996823623426522,22,0.02520648589957085,39.958874704003875,0.00031763755859660485,45,5.317667881625721e-06,64.43108747127704,22,0.24705435798767933,4.533676055572969e-06,0.7526280043549727,0.00031310388254103175,target1,target1
074_unimodal_L31_x7_a30_20_gm0p3_b0p03,unimodal,31,2,0.6666666666666666,-0.3,0.03,7,30,20,12,20,594,9.856735548417013e-11,0.0,2.220446049250313e-16,0.0,22,,,0.0,1.0,0,0.0,0.9999999999014338,22,0.02525486086754339,39.8300399736891,0.9975714578195038,22,0.025206477600817123,39.822937157415254,0.0024285420819300588,19,4.902418553599849e-05,42.74766155317636,22,0.2470543456958887,0.0006539065196247084,0.750517112123615,0.00177463556230535,target1,target1
075_unimodal_L31_x7_a30_20_gp0p0_b0p00,unimodal,31,2,0.6666666666666666,0.0,0.0,7,30,20,,,2500,9.082866632687845e-09,0.0,1.97758476261356e-16,0.0,43,,,0.0,1.0,0,0.0,0.9999999909171344,43,0.005753625016979745,155.9999774899479,0.6190476145061863,32,0.004875940911716863,135.99998167208085,0.38095237641094826,83,0.001824111326013055,188.49997084299747,43,0.13671302265259014,0.015044010300065674,0.4823345918535961,0.3659083661108825,target1,target1
076_unimodal_L31_x7_a30_20_gp0p0_b0p03,unimodal,31,2,0.6666666666666666,0.0,0.03,7,30,20,12,20,2500,1.2728345810242371e-09,0.0,2.0599841277224584e-16,0.0,42,,,0.0,1.0,0,0.0,0.999999998727166,42,0.006177392157828407,143.58208639836454,0.5887230508048861,32,0.004875702883741502,125.90511971256947,0.4112769479222799,75,0.0021060737726083575,168.88580888709544,42,0.13212695716744227,0.027602835859890328,0.4565960936374439,0.38367411206238955,target1,target1
077_unimodal_L31_x7_a30_20_gp0p3_b0p00,unimodal,31,2,0.6666666666666666,0.3,0.0,7,30,20,,,645,9.93318407598017e-11,0.0,2.5630539357557325e-16,0.0,45,,,0.0,1.0,0,0.0,0.9999999999006698,45,0.016714919536331967,64.25819652085757,0.007064794464890653,22,0.00017813522450422917,39.958874749015884,0.9929352054357792,45,0.016623033094300566,64.43108767529998,45,0.004926112129839114,0.3037398128335659,0.002138682335051538,0.6891953926022131,target2,target2
078_unimodal_L31_x7_a30_20_gp0p3_b0p03,unimodal,31,2,0.6666666666666666,0.3,0.03,7,30,20,12,20,632,9.79541709105602e-11,0.0,2.220446049250313e-16,0.0,44,,,0.0,1.0,0,0.0,0.9999999999020476,44,0.016727601013742932,62.38116325971975,0.0070498766198217235,22,0.00017813516585661116,39.822937200848884,0.9929501232822258,44,0.01663195923712403,62.541325091364826,44,0.004833896876710571,0.31194269583263373,0.0022159797431111528,0.6810074274495921,target2,target2
079_unimodal_L31_x7_a30_20_gp0p6_b0p00,unimodal,31,2,0.6666666666666666,0.6,0.0,7,30,20,,,189,9.848002816411052e-11,0.0,2.220446049250313e-16,0.0,27,,,0.0,1.0,0,0.0,0.999999999901521,27,0.04509321136404406,32.49919889746489,1.5258788835080429e-05,15,9.59399406542539e-07,19.99999903087841,0.999984741112686,27,0.04509286082434657,32.49938962302652,27,1.2917833299445177e-05,0.35452149101690605,2.3409555356352534e-06,0.64546325009578,target2,target2
080_local_bump_L31_x7_a30_20_gp0p6_b0p03,local_bump,31,2,0.6666666666666666,0.6,0.03,7,30,20,12,20,188,9.66268834815252e-11,0.0,2.220446049250313e-16,0.0,11,27,12,0.03677390599224777,0.03648492712539906,16,16.126728000680604,0.999999999903374,27,0.04456191864658696,32.01140874364641,1.5258425408622635e-05,15,9.59399406542539e-07,19.999306800469597,0.9999847414779655,27,0.04456156810856219,32.011592032204625,12,2.232420496092699e-06,0.008804194956605779,1.3026004912529935e-05,0.9911805465213597,target2,target2
081_double_peak_L31_x13_a15_16_gm0p6_b0p00,double_peak,31,2,0.6666666666666666,-0.6,0.0,13,15,16,,,248,9.097207525456448e-11,0.0,4.2327252813834093e-16,0.0,2,64,31,0.6509528242674106,0.0007148016271056798,62,56461.92394384767,0.99999999990903,64,0.027310393495542602,65.31249998269745,0.0625,2,0.017777777777777778,4.999999999999998,0.93749999990903,64,0.0273103438842358,69.33333331526745,31,0.06242168206647618,5.1684450884890535e-06,7.831793352382793e-05,0.9374948314639415,target1,target2
082_double_peak_L31_x13_a15_16_gm0p6_b0p03,double_peak,31,2,0.6666666666666666,-0.6,0.03,13,15,16,18,16,248,8.74747283478254e-11,0.0,3.4594858444939036e-16,0.0,2,64,31,0.6499182064915163,0.0007259383041285102,62,55507.3737992764,0.9999999999125272,64,0.027353869456509583,65.20515265510936,0.0625,2,0.017777777777777778,4.999999999999997,0.9374999999125272,64,0.02735381984520278,69.2188294991578,31,0.06242168206647618,5.667702237376942e-06,7.831793352382767e-05,0.9374943322102899,target1,target2
083_double_peak_L31_x13_a15_16_gm0p3_b0p00,double_peak,31,2,0.6666666666666666,-0.3,0.0,13,15,16,,,788,9.714410030503001e-11,0.0,2.975050761300224e-16,0.0,2,112,47,0.13875093244292006,0.007983311839600217,110,1911.8134021789028,0.9999999999028587,2,0.054444444444444434,96.50887658590548,0.28994082229384943,2,0.054444444444444434,9.999994272957196,0.7100591776090093,112,0.007540995955903971,131.83333582041394,47,0.28357502151762004,0.0002867959876375186,0.006365800776229425,0.7097723816213717,target1,target2
084_double_peak_L31_x13_a15_16_gm0p3_b0p03,double_peak,31,2,0.6666666666666666,-0.3,0.03,13,15,16,18,16,787,9.685368872388096e-11,0.0,3.619066851756614e-16,0.0,2,111,47,0.13908825161671315,0.008039132638300568,109,1885.8526296720752,0.9999999999031491,2,0.054444444444444434,96.26542780202182,0.2899408217809483,2,0.054444444444444434,9.999993827393064,0.710059178122201,111,0.0075587610619396155,131.4904788802144,47,0.28357502151762004,0.0002990725189141178,0.006365800263328209,0.7097601056032868,target1,target2
085_unimodal_L31_x13_a15_16_gp0p0_b0p00,unimodal,31,2,0.6666666666666666,0.0,0.0,13,15,16,,,2500,2.818053910245607e-05,0.0,1.2836953722228372e-16,0.0,2,,,0.0,1.0,0,0.0,0.999971819460898,2,0.1111111111111111,83.92419736131075,0.9333192430637824,2,0.1111111111111111,57.95899945430487,0.06665257639711564,246,0.00014667002253649828,447.5083251853137,2,0.1111111111111111,0.0,0.8222081319526713,0.06665257639711565,target1,target1
086_unimodal_L31_x13_a15_16_gp0p0_b0p03,unimodal,31,2,0.6666666666666666,0.0,0.03,13,15,16,18,16,2500,2.6419706330002756e-05,0.0,1.48318857196017e-16,0.0,2,,,0.0,1.0,0,0.0,0.9999735802936703,2,0.1111111111111111,83.61079754367809,0.9330676059636643,2,0.1111111111111111,57.73602299230239,0.0669059743300062,244,0.00014831004629866815,444.45919990636423,2,0.1111111111111111,0.0,0.8219564948525532,0.06690597433000618,target1,target1
087_unimodal_L31_x13_a15_16_gp0p3_b0p00,unimodal,31,2,0.6666666666666666,0.3,0.0,13,15,16,,,557,9.680244212247021e-11,0.0,8.326672684688674e-17,0.0,2,,,0.0,1.0,0,0.0,0.9999999999031977,2,0.1877777777777778,9.999996784004388,0.9999999788350858,2,0.1877777777777778,9.999994217209917,2.1068112004227184e-08,112,2.2374841302662672e-10,131.833144991019,2,0.1877777777777778,0.0,0.8122222010573079,2.1068112004227184e-08,target1,target1
088_unimodal_L31_x13_a15_16_gp0p3_b0p03,unimodal,31,2,0.6666666666666666,0.3,0.03,13,15,16,18,16,556,9.970855303256707e-11,0.0,8.326672684688674e-17,0.0,2,,,0.0,1.0,0,0.0,0.9999999999002916,2,0.1877777777777778,9.999996541997211,0.9999999770631954,2,0.1877777777777778,9.999993770074148,2.28370963532956e-08,111,2.4310775853448804e-10,131.37808051790054,2,0.1877777777777778,0.0,0.8122221992854176,2.28370963532956e-08,target1,target1
089_unimodal_L31_x13_a15_16_gp0p6_b0p00,unimodal,31,2,0.6666666666666666,0.6,0.0,13,15,16,,,132,9.843270148952523e-11,0.0,6.938893903907228e-17,0.0,2,,,0.0,1.0,0,0.0,0.9999999999015673,2,0.28444444444444444,4.999999986806396,0.9999999999015673,2,0.28444444444444444,4.999999986806396,1.3000737727062831e-17,64,3.790071573838677e-19,69.28040401332375,2,0.28444444444444444,0.0,0.715555555457123,1.3000737727062834e-17,target1,target1
090_unimodal_L31_x13_a15_16_gp0p6_b0p03,unimodal,31,2,0.6666666666666666,0.6,0.03,13,15,16,18,16,132,9.843269900334703e-11,0.0,6.938893903907228e-17,0.0,2,,,0.0,1.0,0,0.0,0.9999999999015673,2,0.28444444444444444,4.9999999868063965,0.9999999999015673,2,0.28444444444444444,4.999999986806395,1.7467510253382556e-17,64,5.096864144296559e-19,68.79437416016201,2,0.28444444444444444,0.0,0.715555555457123,1.7467510253382562e-17,target1,target1
091_double_peak_L31_x13_a29_15_gm0p6_b0p00,double_peak,31,2,0.6666666666666666,-0.6,0.0,13,29,15,,,191,8.579225512004827e-11,0.0,2.738694687698384e-16,0.0,2,32,15,0.4435950648589291,0.012259014609077537,30,1085.5564146170193,0.9999999999142085,32,0.04007659053517969,34.84374998831914,0.9374999999687791,32,0.04006360949725464,36.83333332352974,0.062499999945429666,2,0.017777777777777778,4.999999935096409,15,8.034908196191158e-05,0.060766364405650475,0.9374196508868171,0.00173363553977919,target2,target1
092_double_peak_L31_x13_a29_15_gm0p6_b0p03,double_peak,31,2,0.6666666666666666,-0.6,0.03,13,29,15,18,15,191,8.579225512004827e-11,0.0,2.738694687698384e-16,0.0,2,32,15,0.4435950648589291,0.012259014609077537,30,1085.5564146170193,0.9999999999142085,32,0.04007659053517969,34.84374998831914,0.9374999999687791,32,0.04006360949725464,36.83333332352974,0.062499999945429666,2,0.017777777777777778,4.999999935096409,15,8.034908196191158e-05,0.060766364405650475,0.9374196508868171,0.00173363553977919,target2,target1
093_double_peak_L31_x13_a29_15_gm0p3_b0p00,double_peak,31,2,0.6666666666666666,-0.3,0.0,13,29,15,,,586,9.969963771811333e-11,0.0,1.7694179454963432e-16,0.0,2,50,21,0.23382132325285385,0.05668447784193004,48,197.99818122051948,0.9999999999003018,2,0.054444444444444434,50.356652665723566,0.7100782672129022,50,0.012434334792600893,66.83790508975466,0.28992173268739957,2,0.054444444444444434,9.990657835757274,21,0.00144220224747123,0.2581625568053417,0.7086360649654309,0.03175917588205778,target2,target1
094_double_peak_L31_x13_a29_15_gm0p3_b0p03,double_peak,31,2,0.6666666666666666,-0.3,0.03,13,29,15,18,15,586,9.969963771811333e-11,0.0,1.7694179454963432e-16,0.0,2,50,21,0.23382132325285385,0.05668447784193004,48,197.99818122051948,0.9999999999003018,2,0.054444444444444434,50.356652665723566,0.7100782672129022,50,0.012434334792600893,66.83790508975466,0.28992173268739957,2,0.054444444444444434,9.990657835757274,21,0.00144220224747123,0.2581625568053417,0.7086360649654309,0.03175917588205778,target2,target1
095_unimodal_L31_x13_a29_15_gp0p0_b0p00,unimodal,31,2,0.6666666666666666,0.0,0.0,13,29,15,,,1949,9.962197901116645e-11,0.0,1.3010426069826053e-16,0.0,2,,,0.0,1.0,0,0.0,0.9999999999003781,2,0.1111111111111111,44.99999980154349,0.11764705877371848,77,0.0008113956551814266,142.49999919784065,0.8823529411266596,2,0.1111111111111111,31.99999988680743,2,0.0,0.1111111111111111,0.11764705877371849,0.7712418300155487,target2,target2
096_unimodal_L31_x13_a29_15_gp0p0_b0p03,unimodal,31,2,0.6666666666666666,0.0,0.03,13,29,15,18,15,1949,9.962197901116645e-11,0.0,1.3010426069826053e-16,0.0,2,,,0.0,1.0,0,0.0,0.9999999999003781,2,0.1111111111111111,44.99999980154349,0.11764705877371848,77,0.0008113956551814266,142.49999919784065,0.8823529411266596,2,0.1111111111111111,31.99999988680743,2,0.0,0.1111111111111111,0.11764705877371849,0.7712418300155487,target2,target2
097_unimodal_L31_x13_a29_15_gp0p3_b0p00,unimodal,31,2,0.6666666666666666,0.3,0.0,13,29,15,,,492,9.617387214757291e-11,0.0,8.326672684688674e-17,0.0,2,,,0.0,1.0,0,0.0,0.9999999999038265,2,0.1877777777777778,9.994401789325815,6.586072894368055e-05,50,1.1533015404624483e-06,66.83790178128514,0.9999341391748827,2,0.1877777777777778,9.990657788397643,2,0.0,0.1877777777777778,6.586072894368055e-05,0.812156361397105,target2,target2
098_unimodal_L31_x13_a29_15_gp0p3_b0p03,unimodal,31,2,0.6666666666666666,0.3,0.03,13,29,15,18,15,492,9.617387214757291e-11,0.0,8.326672684688674e-17,0.0,2,,,0.0,1.0,0,0.0,0.9999999999038265,2,0.1877777777777778,9.994401789325815,6.586072894368055e-05,50,1.1533015404624483e-06,66.83790178128514,0.9999341391748827,2,0.1877777777777778,9.990657788397643,2,0.0,0.1877777777777778,6.586072894368055e-05,0.812156361397105,target2,target2
099_unimodal_L31_x13_a29_15_gp0p6_b0p00,unimodal,31,2,0.6666666666666666,0.6,0.0,13,29,15,,,132,9.530902487404464e-11,0.0,6.938893903907228e-17,0.0,2,,,0.0,1.0,0,0.0,0.999999999904691,2,0.28444444444444444,4.999999950123794,8.731142501297566e-10,32,3.731214394537233e-11,36.83325562796696,0.9999999990315768,2,0.28444444444444444,4.9999999223297245,2,0.0,0.28444444444444444,8.731142501297566e-10,0.7155555545871325,target2,target2
100_unimodal_L31_x13_a29_15_gp0p6_b0p03,unimodal,31,2,0.6666666666666666,0.6,0.03,13,29,15,18,15,132,9.530902487404464e-11,0.0,6.938893903907228e-17,0.0,2,,,0.0,1.0,0,0.0,0.999999999904691,2,0.28444444444444444,4.999999950123794,8.731142501297566e-10,32,3.731214394537233e-11,36.83325562796696,0.9999999990315768,2,0.28444444444444444,4.9999999223297245,2,0.0,0.28444444444444444,8.731142501297566e-10,0.7155555545871325,target2,target2
101_unimodal_L31_x13_a10_20_gm0p6_b0p00,unimodal,31,2,0.6666666666666666,-0.6,0.0,13,10,20,,,131,8.802479910324114e-11,0.0,1.3877787807814457e-16,0.0,4,,,0.0,1.0,0,0.0,0.9999999999119754,3,0.1517037037037037,7.498497950095912,0.9999399183728294,3,0.1517037037037037,7.497911311486542,6.0081539145937886e-05,13,4.242004410667601e-06,17.261952274131144,3,0.1517037037037037,0.0,0.8482362146691258,6.0081539145937886e-05,target1,target1
