case_id,classification,L,K,q,drift,beta,start,target1,target2,shortcut_src,shortcut_dst,steps,survival_final,row_stochasticity_error,mass_balance_error,decomposition_error,shape_t1,shape_t2,shape_tv,R_peak,R_valley,peak_separation,shape_score,total_mass,total_peak_t,total_peak_height,total_mean_t,target1_mass,target1_peak_t,target1_peak_height,target1_mean_t,target2_mass,target2_peak_t,target2_peak_height,target2_mean_t,split_t,early_target1_mass,early_target2_mass,late_target1_mass,late_target2_mass,early_dominant_target,late_dominant_target
102_unimodal_L31_x13_a10_20_gm0p6_b0p03,unimodal,31,2,0.6666666666666666,-0.6,0.03,13,10,20,18,20,130,9.707469083544949e-11,0.0,1.3877787807814457e-16,0.0,4,,,0.0,1.0,0,0.0,0.9999999999029255,3,0.1517037037037037,7.498092054027905,0.9999192796406823,3,0.1517037037037037,7.497343342973685,8.07202622433434e-05,12,5.700482847301848e-06,16.772722700528746,3,0.1517037037037037,0.0,0.8482155759369785,8.072026224334341e-05,target1,target1
103_unimodal_L31_x13_a10_20_gm0p3_b0p00,unimodal,31,2,0.6666666666666666,-0.3,0.0,13,10,20,,,355,9.818648744562049e-11,0.0,1.942890293094024e-16,0.0,4,,,0.0,1.0,0,0.0,0.999999999901814,3,0.08137037037037038,14.445089029284256,0.9889017811922672,3,0.08137037037037038,14.274389866314896,0.011098218709546645,18,0.0003743925793924717,29.65516108915659,3,0.08137037037037038,0.0,0.9075314108218968,0.011098218709546647,target1,target1
104_unimodal_L31_x13_a10_20_gm0p3_b0p03,unimodal,31,2,0.6666666666666666,-0.3,0.03,13,10,20,18,20,352,9.420899654884983e-11,0.0,2.0816681711721685e-16,0.0,4,,,0.0,1.0,0,0.0,0.9999999999057915,3,0.08137037037037038,14.411518196743328,0.987967844762518,3,0.08137037037037038,14.231244158532826,0.012032155143273285,18,0.00041007306444784165,29.213933132112796,3,0.08137037037037038,0.0,0.9065974743921477,0.012032155143273285,target1,target1
105_unimodal_L31_x13_a10_20_gp0p0_b0p00,unimodal,31,2,0.6666666666666666,0.0,0.0,13,10,20,,,695,9.918772414563058e-11,0.0,1.942890293094024e-16,0.0,5,,,0.0,1.0,0,0.0,0.9999999999008125,3,0.037037037037037035,31.499999931149084,0.6999999999504063,3,0.037037037037037035,25.499999950395686,0.2999999999504062,22,0.00618958592922381,45.499999887562865,3,0.037037037037037035,0.0,0.6629629629133692,0.29999999995040616,target1,target1
106_unimodal_L31_x13_a10_20_gp0p0_b0p03,unimodal,31,2,0.6666666666666666,0.0,0.03,13,10,20,18,20,681,9.948311442295146e-11,0.0,1.457167719820518e-16,0.0,5,,,0.0,1.0,0,0.0,0.9999999999005169,3,0.037037037037037035,31.08778619189903,0.6965648854466914,3,0.037037037037037035,25.17578160974436,0.3034351144538256,22,0.006379953027790435,44.65936903899743,3,0.037037037037037035,0.0,0.6595278484096544,0.30343511445382554,target1,target1
107_double_peak_L31_x13_a10_20_gp0p3_b0p00,double_peak,31,2,0.6666666666666666,0.3,0.0,13,10,20,,,375,9.448065423558548e-11,0.0,1.7694179454963432e-16,0.0,4,17,6,0.4007089130187323,0.35099132566270436,13,14.841437632135309,0.99999999990552,17,0.03170307245726234,27.280534535915866,0.15438930858997627,4,0.012703703703703701,14.274389890227761,0.8456106913155438,18,0.02852623254970582,29.655161181358437,6,0.04885750342935526,0.0,0.10553180516062101,0.8456106913155438,target1,target2
108_double_peak_L31_x13_a10_20_gp0p3_b0p03,double_peak,31,2,0.6666666666666666,0.3,0.03,13,10,20,18,20,370,9.989494770150052e-11,0.0,1.5092094240998222e-16,0.0,4,17,6,0.3960102105971995,0.35163867547683103,13,14.640405327379288,0.9999999999001058,17,0.03207923271611103,26.997851277964827,0.15424350058021338,4,0.012703703703703701,14.231244180136708,0.8457564993198925,18,0.02884741559355533,29.326141005427395,6,0.04885750342935526,0.00015279547325102886,0.10538599715085811,0.8456037038466414,target1,target2
109_local_bump_L31_x13_a10_20_gp0p6_b0p00,local_bump,31,2,0.6666666666666666,0.6,0.0,13,10,20,,,147,8.746813523039609e-11,0.0,1.9971004017182992e-16,0.0,4,13,6,0.033927540615254714,0.02462888133551824,9,12.397959183673468,0.9999999999125324,13,0.06986567040773328,17.109398457441365,0.015624061225864171,3,0.0023703703703703703,7.497911322103242,0.9843759386866682,13,0.06950100026437797,17.261952433592473,6,0.008547379972565158,0.0,0.0070766812532990124,0.9843759386866682,target1,target2
110_local_bump_L31_x13_a10_20_gp0p6_b0p03,local_bump,31,2,0.6666666666666666,0.6,0.03,13,10,20,18,20,146,9.160354330754643e-11,0.0,1.8821749714348357e-16,0.0,4,13,5,0.03374239124156721,0.029693304292579152,9,10.227272727272723,0.999999999908397,13,0.07024903343098915,16.99669167988827,0.015623738745807749,3,0.0023703703703703703,7.497343354597377,0.9843762611625893,13,0.06988436328763384,17.147462622205065,5,0.006826666666666667,0.0,0.00879707207914108,0.9843762611625893,target1,target2
111_unimodal_L31_x13_a30_20_gm0p6_b0p00,unimodal,31,2,0.6666666666666666,-0.6,0.0,13,30,20,,,193,9.989776568999477e-11,0.0,2.220446049250313e-16,0.0,30,,,0.0,1.0,0,0.0,0.9999999999001032,30,0.043090388177481447,34.99679563780482,0.9999389647440806,30,0.0430897677312578,34.99786362265712,6.103515602258949e-05,13,4.242273801957572e-06,17.499999739101725,30,0.3828227417866141,5.729716484361735e-05,0.6171162229574665,3.737991178972142e-06,target1,target1
112_shoulder_L31_x13_a30_20_gm0p6_b0p03,shoulder,31,2,0.6666666666666666,-0.6,0.03,13,30,20,18,20,193,9.86607941529808e-11,0.0,2.220446049250313e-16,0.0,12,30,13,0.00013229434418204946,0.00013178385652790983,18,18.069726125920187,0.99999999990134,30,0.043090537355533864,34.995806728706796,0.9999179984703479,30,0.043089765667154514,34.9972816495358,8.200143099219535e-05,12,5.700634379902456e-06,17.010756158279307,13,0.0,3.085981071453097e-05,0.9999179984703478,5.114162027766436e-05,target2,target1
113_unimodal_L31_x13_a30_20_gm0p3_b0p00,unimodal,31,2,0.6666666666666666,-0.3,0.0,13,30,20,,,651,9.993440984734676e-11,0.0,2.237793284010081e-16,0.0,50,,,0.0,1.0,0,0.0,0.9999999999000678,50,0.01580733514095445,68.62216155243438,0.9868777295504751,50,0.01569551906436737,69.06954156049669,0.013122270349592733,18,0.0003769069550602287,34.97635523687563,50,0.3150397741383727,0.01068488395433437,0.6718379554121022,0.0024373863952583666,target1,target1
114_unimodal_L31_x13_a30_20_gm0p3_b0p03,unimodal,31,2,0.6666666666666666,-0.3,0.03,13,30,20,18,20,650,9.867504197791146e-11,0.0,2.220446049250313e-16,0.0,50,,,0.0,1.0,0,0.0,0.9999999999013268,50,0.015813163451647863,68.52198823284105,0.9857759152304851,50,0.01569448921635886,69.0125949575923,0.014224084670841656,18,0.0004130788866540698,34.521326376453935,50,0.31503433641273776,0.01165337947637381,0.6707415788177475,0.002570705194467848,target1,target1
115_unimodal_L31_x13_a30_20_gp0p0_b0p00,unimodal,31,2,0.6666666666666666,0.0,0.0,13,30,20,,,2500,8.450118240578087e-09,0.0,2.3635607360183997e-16,0.0,26,,,0.0,1.0,0,0.0,0.9999999915498828,26,0.006521676144447688,146.99997898203603,0.3333333291082746,93,0.0015505616522168229,195.99996909413753,0.6666666624416081,24,0.006392522246416879,122.49998408125614,26,0.0006270501154058946,0.0944312270855754,0.3327062789928687,0.5722354353560327,target2,target2
116_unimodal_L31_x13_a30_20_gp0p0_b0p03,unimodal,31,2,0.6666666666666666,0.0,0.03,13,30,20,18,20,2500,6.8887071603681976e-09,0.0,1.491862189340054e-16,0.0,26,,,0.0,1.0,0,0.0,0.9999999931112937,26,0.006690899826807281,144.83738123451724,0.3297199604260492,92,0.0015476350400638957,194.44909658308123,0.6702800326852445,24,0.00657765260281171,120.43269658970632,26,0.0006270501150757829,0.09841946291033715,0.32909291031097343,0.5718605697749072,target2,target2
117_unimodal_L31_x13_a30_20_gp0p3_b0p00,unimodal,31,2,0.6666666666666666,0.3,0.0,13,30,20,,,595,9.91195605819273e-11,0.0,2.220446049250313e-16,0.0,18,,,0.0,1.0,0,0.0,0.9999999999008815,18,0.0287178850282778,34.98215076160858,0.00016999219281517878,50,2.703592983505102e-06,69.06954113846575,0.9998300077080662,18,0.028717811306774522,34.976355186167915,18,1.4042298296459053e-07,0.23815424356926235,0.00016985176983221417,0.761675764138804,target2,target2
118_unimodal_L31_x13_a30_20_gp0p3_b0p03,unimodal,31,2,0.6666666666666666,0.3,0.03,13,30,20,18,20,593,9.967345628849156e-11,0.0,3.174543961037557e-16,0.0,18,,,0.0,1.0,0,0.0,0.9999999999003275,18,0.02904880171880942,34.63937176454669,0.0001698024024980788,50,2.703415589572575e-06,69.01259452104894,0.9998301974978295,18,0.029048727997306144,34.63353411749396,18,1.4042298296459053e-07,0.24406750558191112,0.00016966197951511424,0.7557626919159183,target2,target2
119_unimodal_L31_x13_a30_20_gp0p6_b0p00,unimodal,31,2,0.6666666666666666,0.6,0.0,13,30,20,,,162,8.934221837207944e-11,0.0,2.220446049250313e-16,0.0,13,,,0.0,1.0,0,0.0,0.9999999999106581,13,0.06950541397127286,17.49999979088695,3.725062887017886e-09,30,1.6052189369223192e-10,34.99786227813406,0.9999999961855954,13,0.06950541397127286,17.49999972570631,13,0.0,0.3444130293867309,3.7250628870178863e-09,0.6555869667988644,target2,target2
120_unimodal_L31_x13_a30_20_gp0p6_b0p03,unimodal,31,2,0.6666666666666666,0.6,0.03,13,30,20,18,20,161,9.773610683751906e-11,0.0,2.220446049250313e-16,0.0,13,,,0.0,1.0,0,0.0,0.9999999999022645,13,0.06988939612036699,17.38549597333791,3.724984775901756e-09,30,1.6052188600284798e-10,34.99728011267506,0.9999999961772797,13,0.06988939612036699,17.385495907734278,13,0.0,0.35075923417230853,3.7249847759017563e-09,0.6492407620049712,target2,target2
121_unimodal_L51_x0_a25_26_gm0p6_b0p00,unimodal,51,2,0.6666666666666666,-0.6,0.0,0,25,26,,,241,9.65883116423262e-11,0.0,3.5041414214731503e-16,0.0,57,,,0.0,1.0,0,0.0,0.9999999999034135,57,0.03045194523060205,62.49999998202527,8.881784196143384e-16,57,2.704676059171087e-17,62.499999982025265,0.9999999999034126,57,0.03045194523060202,62.499999982025265,57,3.5727042259080446e-16,0.40225073551261165,5.309079970235339e-16,0.5977492643908009,target2,target2
122_shoulder_L51_x0_a25_26_gm0p6_b0p03,shoulder,51,2,0.6666666666666666,-0.6,0.03,0,25,26,5,26,241,9.516168544299708e-11,0.0,3.765840720856839e-16,0.0,11,57,24,5.253167538331938e-05,1.6303313295600427e-05,46,148.21877147418806,0.99999999990484,57,0.030451910760013717,62.498213587474375,8.665155313379058e-16,57,2.64560850523114e-17,62.398373967226,0.9999999999048391,57,0.03045191076001369,62.49821358747438,24,0.0,2.044056404453344e-05,8.665155313379057e-16,0.9999795593407946,target2,target2
123_unimodal_L51_x0_a25_26_gm0p3_b0p00,unimodal,51,2,0.6666666666666666,-0.3,0.0,0,25,26,,,834,9.825084216045085e-11,0.0,3.169665051261372e-16,0.0,103,,,0.0,1.0,0,0.0,0.9999999999017528,103,0.010459444716162667,124.99995241484946,1.900496657418046e-07,103,1.987813972346896e-09,124.99995241484947,0.999999809852087,103,0.010459442728348695,124.99995241484947,103,6.792043722739546e-08,0.35738249813467476,1.2212922851440917e-07,0.6426173117174121,target2,target2
124_shoulder_L51_x0_a25_26_gm0p3_b0p03,shoulder,51,2,0.6666666666666666,-0.3,0.03,0,25,26,5,26,828,9.891533716345568e-11,0.0,3.0878077872387166e-16,0.0,18,103,31,0.0046371174237833344,0.003817114839553635,85,103.25992211113959,0.9999999999010885,103,0.01045851675408345,124.67662647785913,1.8099971792138738e-07,103,1.909636038905039e-09,124.20634491596424,0.9999998189013707,103,0.01045851484444741,124.67662656297995,31,5.123279624039741e-13,0.0010350789326509684,1.8099920559342498e-07,0.9989647399687196,target2,target2
125_unimodal_L51_x0_a25_26_gp0p0_b0p00,unimodal,51,2,0.6666666666666666,0.0,0.0,0,25,26,,,2500,0.047372392254336024,0.0,3.79362340152678e-16,0.0,312,,,0.0,1.0,0,0.0,0.9526276077456646,312,0.000987925189480805,821.9985082808838,0.4763138038728323,312,0.0004939625947404025,821.9985082808838,0.4763138038728323,312,0.0004939625947404025,821.9985082808838,312,0.08314088858204831,0.08314088858204831,0.393172915290784,0.393172915290784,tie,tie
126_double_peak_L51_x0_a25_26_gp0p0_b0p03,double_peak,51,2,0.6666666666666666,0.0,0.03,0,25,26,5,26,2500,0.020605184496179676,0.0,3.7600131341797294e-16,0.0,35,273,58,0.40518541436655997,0.3933587936018486,238,245.15564463737485,0.9793948155038215,273,0.0011446042172054828,689.1250281927671,0.35962670913518063,291,0.0004400078291549618,726.5883633980388,0.6197681063686409,257,0.0007077581199910826,667.3865492122329,58,4.5733809969452997e-05,0.021280293670036757,0.3595809753252112,0.5984878126986041,target2,target2
127_unimodal_L51_x0_a25_26_gp0p3_b0p00,unimodal,51,2,0.6666666666666666,0.3,0.0,0,25,26,,,834,9.825084216045086e-11,0.0,2.7950732006676304e-16,0.0,103,,,0.0,1.0,0,0.0,0.9999999999017527,103,0.010459444716162667,124.99995241484947,0.999999809852087,103,0.010459442728348695,124.99995241484946,1.9004966574180463e-07,103,1.9878139723468968e-09,124.99995241484946,103,0.35738249813467476,6.792043722739546e-08,0.6426173117174121,1.2212922851440917e-07,target1,target1
128_double_peak_L51_x0_a25_26_gp0p3_b0p03,double_peak,51,2,0.6666666666666666,0.3,0.03,0,25,26,5,26,824,9.840974761820601e-11,0.0,4.045158305543417e-16,0.0,18,102,39,0.10584881208248677,0.0725476333720256,84,122.5581015073798,0.9999999999015938,102,0.01012182357054155,120.23806769963501,0.9523809620810887,103,0.01004808752668948,124.20634490704198,0.047619037820505285,18,0.0010713830010503377,40.87250641214253,39,0.00021495168452768284,0.028745982093955187,0.9521660103965608,0.0188730557265501,target2,target1
129_unimodal_L51_x0_a25_26_gp0p6_b0p00,unimodal,51,2,0.6666666666666666,0.6,0.0,0,25,26,,,241,9.65883116423262e-11,0.0,3.2569433261464553e-16,0.0,57,,,0.0,1.0,0,0.0,0.9999999999034135,57,0.03045194523060205,62.49999998202527,0.9999999999034126,57,0.03045194523060202,62.499999982025265,8.881784196143384e-16,57,2.704676059171087e-17,62.499999982025265,57,0.40225073551261165,3.5727042259080446e-16,0.5977492643908009,5.309079970235339e-16,target1,target1
130_double_peak_L51_x0_a25_26_gp0p6_b0p03,double_peak,51,2,0.6666666666666666,0.6,0.03,0,25,26,5,26,240,9.968551640075552e-11,0.0,2.220446049250313e-16,0.0,11,57,29,0.05498480685650458,0.010406014986517425,46,243.06145231160104,0.9999999999003162,57,0.02979154682678301,61.28048778630811,0.9756097559978981,57,0.02978690369581794,62.398373964821076,0.024390243902418195,11,0.0016380824482271756,16.565040650318757,29,7.463827080207575e-05,0.022671262235445057,0.975535117727096,0.00171898166697314,target2,target1
131_unimodal_L51_x0_a49_25_gm0p6_b0p00,unimodal,51,2,0.6666666666666666,-0.6,0.0,0,49,25,,,132,9.843237466013989e-11,0.0,5.551115123125783e-17,0.0,2,,,0.0,1.0,0,0.0,0.9999999999015677,2,0.28444444444444444,4.999999986806387,0.9999999999015667,2,0.28444444444444444,4.999999986806341,8.325033025530586e-16,57,2.5929181259760304e-17,61.817941957194236,2,0.28444444444444444,0.0,0.7155555554571226,8.325033025530586e-16,target1,target1
132_unimodal_L51_x0_a49_25_gm0p6_b0p03,unimodal,51,2,0.6666666666666666,-0.6,0.03,0,49,25,5,25,131,9.749281985190725e-11,0.0,5.551115123125783e-17,0.0,2,,,0.0,1.0,0,0.0,0.9999999999025074,2,0.28444444444444444,4.999609212587354,0.9999776699341969,2,0.28444444444444444,4.999365836799956,2.2329968310391013e-05,11,1.5926081094652867e-06,15.898431343466171,2,0.28444444444444444,0.0,0.7155332254897523,2.2329968310391013e-05,target1,target1
133_unimodal_L51_x0_a49_25_gm0p3_b0p00,unimodal,51,2,0.6666666666666666,-0.3,0.0,0,49,25,,,551,9.955071479289608e-11,0.0,1.3877787807814457e-16,0.0,2,,,0.0,1.0,0,0.0,0.9999999999004496,2,0.1877777777777778,9.999981725517616,0.9999998649539314,2,0.1877777777777778,9.999967308735625,1.3494651803378684e-07,97,1.557536697553443e-09,116.83326837812066,2,0.1877777777777778,0.0,0.8122220871761536,1.3494651803378682e-07,target1,target1
134_unimodal_L51_x0_a49_25_gm0p3_b0p03,unimodal,51,2,0.6666666666666666,-0.3,0.03,0,49,25,5,25,542,9.717828159402742e-11,0.0,1.3877787807814457e-16,0.0,2,,,0.0,1.0,0,0.0,0.9999999999028221,2,0.1877777777777778,9.946379902023855,0.998468366092557,2,0.1877777777777778,9.911374579889545,0.0015316338102649557,16,4.519931341482041e-05,32.76626449959819,2,0.1877777777777778,0.0,0.8106905883147794,0.0015316338102649557,target1,target1
135_unimodal_L51_x0_a49_25_gp0p0_b0p00,unimodal,51,2,0.6666666666666666,0.0,0.0,0,49,25,,,2500,3.647579632023656e-06,0.0,1.5959455978986625e-16,0.0,2,,,0.0,1.0,0,0.0,0.9999963524203683,2,0.1111111111111111,74.99034540657742,0.9259241021361101,2,0.1111111111111111,51.9947412252712,0.0740722502842581,198,0.0002013387105624981,362.4419088860575,2,0.1111111111111111,0.0,0.8148129910249988,0.07407225028425812,target1,target1
136_unimodal_L51_x0_a49_25_gp0p0_b0p03,unimodal,51,2,0.6666666666666666,0.0,0.03,0,49,25,5,25,2500,1.3634602107670686e-06,0.0,1.2836953722228372e-16,0.0,2,,,0.0,1.0,0,0.0,0.9999986365397892,2,0.1111111111111111,66.91947947608399,0.8974353093059244,2,0.1111111111111111,43.85265138090174,0.10256332723386481,22,0.000371782537926621,268.7556188117756,2,0.1111111111111111,0.0,0.7863241981948134,0.10256332723386481,target1,target1
137_double_peak_L51_x0_a49_25_gp0p3_b0p00,double_peak,51,2,0.6666666666666666,0.3,0.0,0,49,25,,,751,9.85717758623796e-11,0.0,2.654126918244515e-16,0.0,2,97,41,0.15100699518257135,0.011954118928736825,95,1200.060383192136,0.9999999999014305,2,0.054444444444444434,85.85799337937962,0.2899407892758317,2,0.054444444444444434,9.99996736536027,0.710059210625599,97,0.008195417736262213,116.83334811920926,41,0.28106679777452237,0.00044394741363628536,0.008873991501309403,0.7096152632119626,target1,target2
138_double_peak_L51_x0_a49_25_gp0p3_b0p03,double_peak,51,2,0.6666666666666666,0.3,0.03,0,49,25,5,25,742,9.947789742763292e-11,0.0,2.1597307275911248e-16,0.0,2,96,43,0.14575360486548264,0.018960075868630584,94,722.6151916418955,0.9999999999005242,2,0.054444444444444434,82.53460402237177,0.289496745225966,2,0.054444444444444434,9.911374633167046,0.7105032546745581,97,0.007911757688103522,112.12516310517778,43,0.2819068290082046,0.026981791520078104,0.007589916217761466,0.6835214631544799,target1,target2
139_double_peak_L51_x0_a49_25_gp0p6_b0p00,double_peak,51,2,0.6666666666666666,0.6,0.0,0,49,25,,,235,9.850135492488086e-11,0.0,2.338217510236551e-16,0.0,2,57,27,0.6089568368258101,0.001345482299622957,55,24892.65450374573,0.9999999999015001,57,0.029193822456193303,58.281249981862,0.06249999999999995,2,0.017777777777777778,4.999999999999893,0.9374999999015002,57,0.02919366276486964,61.83333331435933,27,0.062336543291894524,7.065039902219754e-06,0.0001634567081054263,0.937492934861598,target1,target2
140_double_peak_L51_x0_a49_25_gp0p6_b0p03,double_peak,51,2,0.6666666666666666,0.6,0.03,0,49,25,5,25,235,8.752264444014753e-11,0.0,2.5934115965853266e-16,0.0,2,57,29,0.6226141013901296,0.009827994532109776,55,3484.3095877370233,0.9999999999124791,57,0.02855344544571796,57.1380498034349,0.06249860437697151,2,0.017777777777777778,4.999365849745514,0.9375013955355075,57,0.02855329114389284,60.61387927598332,29,0.0623865468464642,0.02170088367878536,0.00011205753050730601,0.9158005118567222,target1,target2
141_unimodal_L51_x0_a17_34_gm0p6_b0p00,unimodal,51,2,0.6666666666666666,-0.6,0.0,0,17,34,,,208,9.2762608668657e-11,0.0,2.636779683484747e-16,0.0,37,,,0.0,1.0,0,0.0,0.9999999999072384,37,0.038188538448549615,42.499999979013424,5.820766090467985e-11,37,2.2228654966647008e-12,42.49999997901342,0.9999999998490309,37,0.03818853844632675,42.49999997901342,37,2.195104340782038e-11,0.3771160541986597,3.625661749685948e-11,0.6228839456503714,target2,target2
142_shoulder_L51_x0_a17_34_gm0p6_b0p03,shoulder,51,2,0.6666666666666666,-0.6,0.03,0,17,34,5,34,208,9.040212603142871e-11,0.0,2.0383000842727483e-16,0.0,11,37,16,4.188918384838331e-05,3.2361230890431466e-05,26,33.655048034034934,0.999999999909599,37,0.038188614431755995,42.49868995675391,5.6787961941352996e-11,37,2.1770815176040605e-12,42.39837405762474,0.9999999998528112,37,0.03818861442957891,42.4986899567596,16,0.0,1.4155959328075577e-05,5.6787961941352996e-11,0.9999858438934831,target2,target2
143_unimodal_L51_x0_a17_34_gm0p3_b0p00,unimodal,51,2,0.6666666666666666,-0.3,0.0,0,17,34,,,746,9.673076429903419e-11,0.0,2.983724378680108e-16,0.0,64,,,0.0,1.0,0,0.0,0.9999999999032714,64,0.013599961206526798,84.99542834675277,2.6891684782121836e-05,64,3.657258698503802e-07,84.99542834675275,0.9999731082184894,64,0.013599595480656947,84.99542834675277,64,8.79285551304624e-06,0.3269642318335685,1.8098829269075594e-05,0.6730088763849208,target2,target2
144_unimodal_L51_x0_a17_34_gm0p3_b0p03,unimodal,51,2,0.6666666666666666,-0.3,0.03,0,17,34,5,34,738,9.81773930986777e-11,0.0,2.4797736563816897e-16,0.0,64,,,0.0,1.0,0,0.0,0.9999999999018251,64,0.013610705937544331,84.75867809814721,2.561185441303116e-05,64,3.5261011160152607e-07,84.20563519913996,0.9999743880474119,64,0.013610353327432729,84.75869226296423,64,8.55049015700654e-06,0.3287492990898631,1.7061364256024623e-05,0.6712250889575488,target2,target2
145_unimodal_L51_x0_a17_34_gp0p0_b0p00,unimodal,51,2,0.6666666666666666,0.0,0.0,0,17,34,,,2500,0.0010291908960732969,0.0,3.157196726277789e-16,0.0,144,,,0.0,1.0,0,0.0,0.9989708091039271,144,0.002139521704969361,431.0087165830834,0.49948540455196355,144,0.0010697608524846804,431.0087165830834,0.49948540455196355,144,0.0010697608524846804,431.0087165830834,144,0.08299711541263022,0.08299711541263022,0.4164882891393333,0.4164882891393333,tie,tie
146_unimodal_L51_x0_a17_34_gp0p0_b0p03,unimodal,51,2,0.6666666666666666,0.0,0.03,0,17,34,5,34,2500,0.0003464197063898434,0.0,2.82651506366971e-16,0.0,133,,,0.0,1.0,0,0.0,0.9996535802936101,133,0.0023691722005833972,374.8451950966591,0.40539096540816366,137,0.0009874991653598727,382.6712295006846,0.5942626148854464,130,0.001383023623332219,369.50647184048233,133,0.06749923343640124,0.12050933012139595,0.3378917319717624,0.4737532847640505,target2,target2
147_unimodal_L51_x0_a17_34_gp0p3_b0p00,unimodal,51,2,0.6666666666666666,0.3,0.0,0,17,34,,,746,9.673076429903413e-11,0.0,2.706168622523819e-16,0.0,64,,,0.0,1.0,0,0.0,0.9999999999032714,64,0.013599961206526798,84.99542834675277,0.9999731082184894,64,0.013599595480656947,84.99542834675277,2.6891684782121836e-05,64,3.657258698503802e-07,84.99542834675276,64,0.3269642318335685,8.79285551304624e-06,0.6730088763849208,1.8098829269075597e-05,target1,target1
148_unimodal_L51_x0_a17_34_gp0p3_b0p03,unimodal,51,2,0.6666666666666666,0.3,0.03,0,17,34,5,34,734,9.942382314563685e-11,0.0,2.654126918244515e-16,0.0,63,,,0.0,1.0,0,0.0,0.9999999999005786,63,0.013400559816073729,82.13998858813493,0.9523823394406071,64,0.013111883176686007,84.20563519043928,0.047617660459971435,18,0.0010713831031285408,40.82579287677935,63,0.3048399405326945,0.03946899800942276,0.6475423989079128,0.008148662450548677,target1,target1
149_unimodal_L51_x0_a17_34_gp0p6_b0p00,unimodal,51,2,0.6666666666666666,0.6,0.0,0,17,34,,,208,9.2762608668657e-11,0.0,3.400058012914542e-16,0.0,37,,,0.0,1.0,0,0.0,0.9999999999072384,37,0.038188538448549615,42.499999979013424,0.9999999998490309,37,0.03818853844632675,42.49999997901342,5.820766090467985e-11,37,2.2228654966647008e-12,42.49999997901342,37,0.3771160541986597,2.195104340782038e-11,0.6228839456503714,3.625661749685948e-11,target1,target1
150_local_bump_L51_x0_a17_34_gp0p6_b0p03,local_bump,51,2,0.6666666666666666,0.6,0.03,0,17,34,5,34,207,9.333082887138613e-11,0.0,2.220446049250313e-16,0.0,11,37,18,0.04369746996299744,0.03117837450096506,26,36.439815648592166,0.9999999999066704,37,0.03748689454136101,41.768292704461835,0.9756097573657669,37,0.03740197567534195,42.3983740554778,0.02439024254090351,11,0.0016380824482271756,16.565037224140948,18,0.00015213711803537772,0.01668662377624868,0.9754576202477314,0.0077036187646548305,target2,target1
151_unimodal_L51_x0_a50_30_gm0p6_b0p00,unimodal,51,2,0.6666666666666666,-0.6,0.0,0,50,30,,,124,8.597257883435289e-11,0.0,2.7755575615628914e-17,0.0,1,,,0.0,1.0,0,0.0,0.9999999999140272,1,0.5333333333333333,2.4999999889519766,0.9999999999140272,1,0.5333333333333333,2.4999999889519766,6.482171828303982e-19,68,1.852953132843011e-20,73.12211357646052,1,0.5333333333333333,0.0,0.466666666580694,6.482171828303982e-19,target1,target1
152_unimodal_L51_x0_a50_30_gm0p6_b0p03,unimodal,51,2,0.6666666666666666,-0.6,0.03,0,50,30,5,30,122,9.821267800159914e-11,0.0,2.7755575615628914e-17,0.0,1,,,0.0,1.0,0,0.0,0.9999999999017875,1,0.5333333333333333,2.4997320267626995,0.9999821358475124,1,0.5333333333333333,2.499510529200097,1.7864054275179895e-05,10,1.4121279837293102e-06,14.89857510709072,1,0.5333333333333333,0.0,0.46664880251417884,1.7864054275179898e-05,target1,target1
153_unimodal_L51_x0_a50_30_gm0p3_b0p00,unimodal,51,2,0.6666666666666666,-0.3,0.0,0,50,30,,,529,9.810728287294953e-11,0.0,8.326672684688674e-17,0.0,1,,,0.0,1.0,0,0.0,0.9999999999018927,1,0.43333333333333335,4.999999330280622,0.9999999959313688,1,0.43333333333333335,4.999998800880141,3.97052396487209e-09,118,4.110694486698654e-11,138.33264812371647,1,0.43333333333333335,0.0,0.5666666625980354,3.97052396487209e-09,target1,target1
154_unimodal_L51_x0_a50_30_gm0p3_b0p03,unimodal,51,2,0.6666666666666666,-0.3,0.03,0,50,30,5,30,521,9.797388249922143e-11,0.0,8.326672684688674e-17,0.0,1,,,0.0,1.0,0,0.0,0.9999999999020263,1,0.43333333333333335,4.970118878708175,0.9990039800831886,1,0.43333333333333335,4.945866777300833,0.0009960198188377499,14,3.4468576142233446e-05,29.294881672672588,1,0.43333333333333335,0.0,0.5656706467498552,0.0009960198188377497,target1,target1
155_unimodal_L51_x0_a50_30_gp0p0_b0p00,unimodal,51,2,0.6666666666666666,0.0,0.0,0,50,30,,,2500,2.4519374706240703e-05,0.0,6.526897078362737e-17,0.0,1,,,0.0,1.0,0,0.0,0.9999754806252934,1,0.3333333333333333,44.93263482100115,0.9677296757965178,1,0.3333333333333333,30.465011376692207,0.03224580482877601,264,6.645078862777001e-05,479.12085309158283,1,0.3333333333333333,0.0,0.6343963424631843,0.032245804828776,target1,target1
