t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,1,nan,nan,nan,nan,nan,nan
6,3,nan,nan,nan,nan,nan,nan
7,8,nan,nan,nan,nan,nan,nan
8,6,nan,nan,nan,nan,nan,nan
9,6,nan,nan,nan,nan,nan,nan
10,9,nan,nan,nan,nan,nan,nan
11,5,nan,nan,nan,nan,nan,nan
12,24,nan,nan,nan,nan,nan,nan
13,14,nan,nan,nan,nan,nan,nan
14,15,nan,nan,nan,nan,nan,nan
15,18,nan,nan,nan,nan,nan,nan
16,14,nan,nan,nan,nan,nan,nan
17,14,nan,nan,nan,nan,nan,nan
18,17,nan,nan,nan,nan,nan,nan
19,10,nan,nan,nan,nan,nan,nan
20,16,nan,nan,nan,nan,nan,nan
21,18,nan,nan,nan,nan,nan,nan
22,18,nan,nan,nan,nan,nan,nan
23,22,nan,nan,nan,nan,nan,nan
24,15,nan,nan,nan,nan,nan,nan
25,19,nan,nan,nan,nan,nan,nan
26,23,nan,nan,nan,nan,nan,nan
27,15,nan,nan,nan,nan,nan,nan
28,16,nan,nan,nan,nan,nan,nan
29,30,nan,nan,nan,nan,nan,nan
30,25,nan,nan,nan,nan,nan,nan
31,25,nan,nan,nan,nan,nan,nan
32,23,nan,nan,nan,nan,nan,nan
33,17,nan,nan,nan,nan,nan,nan
34,18,nan,nan,nan,nan,nan,nan
35,25,nan,nan,nan,nan,nan,nan
36,28,nan,nan,nan,nan,nan,nan
37,20,nan,nan,nan,nan,nan,nan
38,21,nan,nan,nan,nan,nan,nan
39,25,nan,nan,nan,nan,nan,nan
40,20,nan,nan,nan,nan,nan,nan
41,28,nan,nan,nan,nan,nan,nan
42,24,nan,nan,nan,nan,nan,nan
43,22,nan,nan,nan,nan,nan,nan
44,20,nan,nan,nan,nan,nan,nan
45,16,nan,nan,nan,nan,nan,nan
46,25,nan,nan,nan,nan,nan,nan
47,24,nan,nan,nan,nan,nan,nan
48,18,nan,nan,nan,nan,nan,nan
49,27,nan,nan,nan,nan,nan,nan
50,16,nan,nan,nan,nan,nan,nan
51,25,nan,nan,nan,nan,nan,nan
52,26,nan,nan,nan,nan,nan,nan
53,15,nan,nan,nan,nan,nan,nan
54,14,nan,nan,nan,nan,nan,nan
55,23,nan,nan,nan,nan,nan,nan
56,20,nan,nan,nan,nan,nan,nan
57,20,nan,nan,nan,nan,nan,nan
58,27,nan,nan,nan,nan,nan,nan
59,32,nan,nan,nan,nan,nan,nan
60,21,nan,nan,nan,nan,nan,nan
61,15,nan,nan,nan,nan,nan,nan
