window,n,frac,P_sc_ge1,P_jo_ge1,C0,C1,C2p,J0,J1,J2p,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p,class_D_taujo_lt_tausc,class_D_tausc_lt_taujo,class_D_tie,P_sc_ge1_ci95_lo,P_sc_ge1_ci95_hi,P_jo_ge1_ci95_lo,P_jo_ge1_ci95_hi
peak1,404,0.0202,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,0.9905806568040141,1.0,0.0,0.009419343195985891
valley,305,0.01525,0.9311475409836065,0.0,0.06885245901639345,0.9311475409836065,0.0,1.0,0.0,0.0,0.06885245901639345,0.9311475409836065,0.0,0.0,,,,0.8970403760702383,0.9545288425842433,0.0,0.012438738822749266
peak2,583,0.02915,0.2692967409948542,0.0,0.7307032590051458,0.2692967409948542,0.0,1.0,0.0,0.0,0.7307032590051458,0.2692967409948542,0.0,0.0,,,,0.2348845363684071,0.3067294187431595,0.0,0.006546229851462472
other,18708,0.9354,0.27704725251229423,0.0,0.7229527474877058,0.27571092580714135,0.0013363267051528759,1.0,0.0,0.0,0.7229527474877058,0.27704725251229423,0.0,0.0,,,,0.27068032798594716,0.28350572284081915,1.3552527156068805e-20,0.0002053031487825335
