distance,drifted_mode,drifted_mode_over_distance,ballistic_limit_inverse_speed,zero_drift_mode,zero_drift_mode_over_distance_squared,diffusive_limit_coefficient
5.0,34.51779686442459,6.903559372884918,16.666666666666668,41.666666666666664,1.6666666666666665,1.6666666666666665
10.0,103.00566479164914,10.300566479164914,16.666666666666668,166.66666666666666,1.6666666666666665,1.6666666666666665
20.0,260.2588021348051,13.012940106740254,16.666666666666668,666.6666666666666,1.6666666666666665,1.6666666666666665
40.0,588.5214790248792,14.71303697562198,16.666666666666668,2666.6666666666665,1.6666666666666665,1.6666666666666665
80.0,1252.6016284901164,15.657520356126454,16.666666666666668,10666.666666666666,1.6666666666666665,1.6666666666666665
160.0,2584.6350989303537,16.153969368314712,16.666666666666668,42666.666666666664,1.6666666666666665,1.6666666666666665
320.0,5250.651001935087,16.408284381047146,16.666666666666668,170666.66666666666,1.6666666666666665,1.6666666666666665
