grid_n,radius,reaction_rate,mean_time,reaction_limited_scaled_mean,target_area_fraction,target_area_ratio,linear_solve_residual,linear_solve_relative_residual
241,0.12,1.0,22.288601871219,1.0083125937226942,0.04523208966787762,0.9998487023636903,7.148791780764441e-09,6.888822274281434e-16
241,0.08,1.0,49.969109676307944,1.0046885623392747,0.02010877051014962,1.0001281956846393,1.8359287423663773e-08,7.899485811142371e-16
241,0.05,1.0,127.71657308453176,1.0030836193600723,0.007848952325201013,0.9993596485186934,4.5518888214246545e-08,7.667278004030198e-16
241,0.03,1.0,354.4079860315437,1.0020649727612265,0.0028247189270157193,0.9990399557328589,1.1816155165433884e-07,7.17433379390542e-16
241,0.02,1.0,796.7662738308891,1.0012460289980938,0.0012557893286961313,0.9993253957202112,3.2550883588555735e-07,8.791785931484565e-16
