direction_index,predicted_gradient_dot_direction,frechet_directional_derivative,five_point_directional_derivative,relative_linearity_error,relative_finite_difference_error,budget_residual,metric_norm_residual
182.0,-0.010951081747207417,-0.010951081747207408,-0.010951081747488193,7.92032931529661e-16,2.563905643313296e-11,-5.551115123125783e-17,0.0
183.0,-0.010032316961988575,-0.010032316961988592,-0.01003231696202154,1.7291354355567086e-15,3.285876068188413e-12,-1.1102230246251565e-16,-1.1102230246251565e-16
184.0,-0.0019260779264584187,-0.0019260779264584048,-0.0019260779266297432,7.20520577902985e-15,8.894995406222796e-11,5.551115123125783e-17,0.0
185.0,0.005094889715079874,0.005094889715079872,0.005094889715152872,3.404830276929276e-16,1.4327696046832238e-11,1.1102230246251565e-16,0.0
186.0,-0.010185779709877673,-0.010185779709877628,-0.010185779709866633,4.428017457677636e-15,1.0838424269484798e-12,-2.220446049250313e-16,0.0
187.0,0.004966158472068438,0.004966158472068452,0.0049661584719297895,2.794471397936326e-15,2.791869046446998e-11,3.3306690738754696e-16,0.0
188.0,-0.01105805391872891,-0.01105805391872891,-0.011058053918539904,0.0,1.7092229583447244e-11,5.551115123125783e-17,0.0
189.0,0.008250679248546694,0.008250679248546687,0.008250679248769655,8.410088060255111e-16,2.7023294955211724e-11,1.1102230246251565e-16,-3.3306690738754696e-16
190.0,0.007193319833737451,0.007193319833737459,0.007193319833571909,1.2057878115197684e-15,2.3013304434322843e-11,6.938893903907228e-17,2.220446049250313e-16
191.0,0.01308354083204915,0.01308354083204916,0.013083540832172409,7.955293593204332e-16,9.420923849525677e-12,-8.326672684688674e-17,0.0
192.0,0.007981543284399177,0.007981543284399182,0.007981543284259669,6.520255848392821e-16,1.7478849852786636e-11,-1.6653345369377348e-16,0.0
193.0,-0.004478769518019206,-0.004478769518019201,-0.004478769518138914,1.1619643312417953e-15,2.6727890868667524e-11,0.0,4.440892098500626e-16
194.0,0.0023737363356893942,0.00237373633568937,0.00237373633612629,1.02311820795177e-14,1.8405403271916365e-10,-2.220446049250313e-16,-1.1102230246251565e-16
195.0,0.0016649239756618747,0.0016649239756618868,0.0016649239757693388,7.293464751882442e-15,6.454599089018163e-11,-3.608224830031759e-16,0.0
196.0,0.0102647267005583,0.010264726700558304,0.010264726700524399,3.379970118215528e-16,3.3027378010143036e-12,1.1102230246251565e-16,0.0
197.0,0.010109570375252456,0.010109570375252473,0.010109570375086325,1.7159220536446235e-15,1.6433042323343832e-11,-5.551115123125783e-17,0.0
198.0,0.002829599539644367,0.002829599539644345,0.0028295995392266233,7.663290563171143e-15,1.4763344596530334e-10,0.0,-2.220446049250313e-16
199.0,0.00712917352409493,0.00712917352409493,0.0071291735240230905,0.0,1.0076797220055004e-11,-1.3877787807814457e-17,2.220446049250313e-16
200.0,-0.009093455693656867,-0.009093455693656865,-0.009093455693801506,1.9076614373997224e-16,1.5905890298895144e-11,0.0,0.0
201.0,-0.009032755826634592,-0.009032755826634606,-0.009032755826458386,1.5363846952325951e-15,1.950747647536826e-11,0.0,-2.220446049250313e-16
202.0,-0.01351495232872916,-0.013514952328729186,-0.013514952328456026,1.9253380631124174e-15,2.0209760225007548e-11,-1.3877787807814457e-16,2.220446049250313e-16
203.0,-0.0007315873900568572,-0.0007315873900568572,-0.0007315873900663276,0.0,1.2944998348843906e-11,1.6653345369377348e-16,2.220446049250313e-16
204.0,-0.0047031158823749,-0.004703115882374893,-0.004703115882842094,1.4753822947934793e-15,9.933712106287126e-11,-3.3306690738754696e-16,-2.220446049250313e-16
205.0,0.009801056442849274,0.009801056442849284,0.009801056442953574,1.0619611178082618e-15,1.0641735368036956e-11,1.1102230246251565e-16,0.0
206.0,0.004822827923457999,0.0048228279234579854,0.0048228279235160145,2.8775208296664776e-15,1.2029295983368855e-11,0.0,-2.220446049250313e-16
207.0,-0.009005231434786206,-0.009005231434786206,-0.009005231434838315,0.0,5.786565161809515e-12,1.1102230246251565e-16,0.0
208.0,0.012349290243546397,0.012349290243546406,0.012349290243497677,7.023575613518976e-16,3.945142422113609e-12,0.0,0.0
209.0,-0.02066199101377697,-0.020661991013776974,-0.02066199101332285,1.6791445459637753e-16,2.197849087657445e-11,1.6653345369377348e-16,-1.1102230246251565e-16
210.0,-0.0014693062815879301,-0.0014693062815879301,-0.0014693062814115827,0.0,1.2002088137001156e-10,2.220446049250313e-16,-2.220446049250313e-16
211.0,0.019682198276123972,0.019682198276123955,0.019682198275985937,8.813667313173858e-16,7.013211354438702e-12,4.440892098500626e-16,2.220446049250313e-16
212.0,0.012343490805219126,0.012343490805219114,0.012343490805322616,9.837625776495461e-16,8.384186836773803e-12,-1.1102230246251565e-16,0.0
213.0,6.230048107066372e-06,6.2300481070733105e-06,6.230047959003096e-06,1.1137785430627937e-12,2.37659922722706e-08,-1.6653345369377348e-16,0.0
214.0,-0.00984214842507319,-0.009842148425073211,-0.009842148425073803,2.1150546417984536e-15,6.221785737957118e-14,-1.1102230246251565e-16,-2.220446049250313e-16
215.0,-0.008267231668022183,-0.008267231668022169,-0.00826723166785781,1.6786499235885716e-15,1.988234935746394e-11,-2.220446049250313e-16,2.220446049250313e-16
216.0,-0.009205212600383856,-0.00920521260038388,-0.009205212599972904,2.6383017663994534e-15,4.4643457989749836e-11,1.1102230246251565e-16,0.0
217.0,0.013771626614279305,0.0137716266142793,0.013771626613974056,3.778907585640177e-16,2.216505647998627e-11,0.0,-2.220446049250313e-16
218.0,-0.00996676008684597,-0.009966760086845959,-0.009966760087023555,1.0443053474731687e-15,1.7817763787695958e-11,-2.220446049250313e-16,0.0
219.0,0.010322547975070127,0.010322547975070108,0.010322547974936367,1.8485705546566127e-15,1.2957975432537039e-11,4.440892098500626e-16,0.0
220.0,0.0019569089168754925,0.001956908916875496,0.0019569089167864595,1.772922041508767e-15,4.549672542919798e-11,2.220446049250313e-16,-2.220446049250313e-16
221.0,0.013848291694306045,0.013848291694306049,0.013848291694068536,2.5053248650013157e-16,1.7150827694582755e-11,5.551115123125783e-17,0.0
222.0,-0.005416408221145922,-0.0054164082211459255,-0.005416408221057637,6.405438457184083e-16,1.6299598970073477e-11,-3.3306690738754696e-16,2.220446049250313e-16
223.0,-0.010038925364969288,-0.010038925364969253,-0.010038925365163374,3.455994367677174e-15,1.9333350891941266e-11,0.0,0.0
224.0,-0.009718795711739526,-0.009718795711739496,-0.009718795711625056,3.03435733873733e-15,1.1778125747721188e-11,2.7755575615628914e-17,-2.220446049250313e-16
225.0,0.00626108072953248,0.006261080729532513,0.006261080729349592,5.264226332060135e-15,2.921036072297031e-11,2.220446049250313e-16,0.0
226.0,0.02517081593088681,0.02517081593088681,0.025170815930869447,0.0,6.898696507179954e-13,-5.551115123125783e-17,2.220446049250313e-16
227.0,-0.0036473595868220902,-0.0036473595868221406,-0.0036473595870639692,1.379271212571153e-14,6.631619221925621e-11,2.220446049250313e-16,-1.1102230246251565e-16
228.0,-0.002959472565502653,-0.0029594725655026598,-0.0029594725655992154,2.3446386983155848e-15,3.262828520559697e-11,-5.551115123125783e-17,0.0
229.0,-0.016712747102424617,-0.016712747102424617,-0.01671274710256243,0.0,8.246003543269775e-12,-2.0816681711721685e-16,0.0
230.0,0.00599580709196805,0.005995807091968064,0.0059958070921841316,2.314582106203004e-15,3.603876670048896e-11,-3.3306690738754696e-16,0.0
231.0,-0.012923049882781534,-0.012923049882781517,-0.012923049882417973,1.3423483556216284e-15,2.8132802602282527e-11,-3.3306690738754696e-16,0.0
232.0,0.009747795756082343,0.009747795756082329,0.009747795756132048,1.4236847134475869e-15,5.099104761801713e-12,-1.1102230246251565e-16,2.220446049250313e-16
233.0,-0.01036175537382665,-0.010361755373826637,-0.010361755374069246,1.3393278751343848e-15,2.3412623169239788e-11,-1.1102230246251565e-16,0.0
234.0,0.005473495430361739,0.005473495430361753,0.005473495430137938,2.5354525246944893e-15,4.088813360526847e-11,0.0,0.0
235.0,0.01290833713159521,0.012908337131595199,0.012908337131458298,8.063270078672467e-16,1.0606425461485762e-11,-3.3306690738754696e-16,0.0
236.0,-0.019883181842459977,-0.01988318184245997,-0.019883181842442196,3.4898307317641765e-16,8.942691250145702e-13,4.996003610813204e-16,-2.220446049250313e-16
237.0,-0.0015287386973873531,-0.0015287386973873562,-0.0015287386972521557,1.9857978921758145e-15,8.843722544263674e-11,-7.216449660063518e-16,-3.3306690738754696e-16
238.0,-0.007422223893469351,-0.007422223893469346,-0.007422223893318221,7.011605285188789e-16,2.036181860827633e-11,-1.942890293094024e-16,-1.1102230246251565e-16
239.0,-0.011904216943979619,-0.011904216943979605,-0.011904216943997568,1.165787541767879e-15,1.5078004618340303e-12,-2.220446049250313e-16,0.0
240.0,0.024386431115343044,0.024386431115343034,0.024386431114915837,4.268086956484706e-16,1.7518220643326258e-11,-6.661338147750939e-16,0.0
241.0,0.00294667945390294,0.0029466794539029333,0.0029466794538440806,2.354818029058612e-15,1.997489110761649e-11,0.0,0.0
242.0,0.010634578627831338,0.010634578627831355,0.010634578627988221,1.631210353188174e-15,1.4752177071127888e-11,1.1102230246251565e-16,-1.1102230246251565e-16
243.0,-0.01472335526469994,-0.014723355264699946,-0.014723355264712374,4.712848246308198e-16,8.44542405738429e-13,0.0,0.0
244.0,0.0006564428448341611,0.0006564428448341854,0.0006564428448966689,3.6996562385409494e-14,9.522204956137183e-11,5.551115123125783e-17,-1.1102230246251565e-16
245.0,-0.0034336482720226692,-0.0034336482720227074,-0.0034336482721576225,1.111468427938557e-14,3.9303165553903197e-11,2.7755575615628914e-16,0.0
246.0,0.0008808017507614414,0.00088080175076145,0.000880801750748524,9.847411602424409e-15,1.4665503914200612e-11,1.1102230246251565e-16,4.440892098500626e-16
247.0,-0.003065796741872514,-0.003065796741872474,-0.0030657967417524463,1.301411779930898e-14,3.9163582734383546e-11,0.0,0.0
248.0,-0.013983290636131535,-0.013983290636131553,-0.013983290636463789,1.2405688482603824e-15,2.376073920761593e-11,0.0,-2.220446049250313e-16
249.0,-0.005862838571496599,-0.0058628385714966005,-0.005862838571580227,2.9588457106524804e-16,1.4264151344199011e-11,3.3306690738754696e-16,-2.220446049250313e-16
250.0,-0.018433593099255397,-0.018433593099255408,-0.01843359309940812,5.646398290192834e-16,8.284960211199945e-12,3.3306690738754696e-16,0.0
251.0,-0.01341094495706964,-0.013410944957069647,-0.013410944956932883,5.174052929245195e-16,1.0197411566926125e-11,1.1102230246251565e-16,2.220446049250313e-16
252.0,-0.011596252149944631,-0.011596252149944579,-0.011596252149822146,4.487803784048685e-15,1.0562494986136985e-11,2.220446049250313e-16,-2.220446049250313e-16
253.0,-0.01856873132942946,-0.018568731329429454,-0.01856873132928538,3.7368702152041053e-16,7.759237314849805e-12,-1.1102230246251565e-16,-2.220446049250313e-16
254.0,-0.018011711897872488,-0.018011711897872484,-0.01801171189793014,1.9262172144516226e-16,3.200795145254261e-12,0.0,0.0
255.0,0.012243224513890982,0.012243224513890965,0.012243224513722171,1.4168844768047955e-15,1.3788127909130507e-11,-1.1102230246251565e-16,0.0
