direction_index,predicted_gradient_dot_direction,frechet_directional_derivative,five_point_directional_derivative,relative_linearity_error,relative_finite_difference_error,budget_residual,metric_norm_residual
37.0,-0.015513851229911824,-0.015513851229911823,-0.015513851229775886,1.1181772019523657e-16,8.762372007659324e-12,-2.220446049250313e-16,-2.220446049250313e-16
38.0,-0.0093080676971445,-0.009308067697144509,-0.009308067697351891,9.318386653281052e-16,2.2280821591194193e-11,-5.551115123125783e-17,0.0
39.0,0.008587273160900917,0.008587273160900908,0.008587273160806189,1.0100549053657984e-15,1.103121364346203e-11,1.1102230246251565e-16,0.0
40.0,-0.02328942095036695,-0.023289420950366995,-0.023289420950413826,1.9366222316744873e-15,2.0127463824733844e-12,-8.326672684688674e-17,0.0
41.0,-0.00986013271516889,-0.00986013271516889,-0.00986013271505696,0.0,1.1351729847232013e-11,-5.551115123125783e-17,0.0
42.0,-0.0029194584860869066,-0.0029194584860868823,-0.0029194584857834363,8.318710055105866e-15,1.0394748133233223e-10,5.551115123125783e-16,0.0
43.0,-0.01765204385726291,-0.017652043857262902,-0.01765204385712852,3.930929449312596e-16,7.613227610956171e-12,1.6653345369377348e-16,0.0
44.0,-0.006672809153602551,-0.006672809153602537,-0.006672809153770997,2.079751943747967e-15,2.524363913972337e-11,-5.551115123125783e-17,-2.220446049250313e-16
45.0,-0.015271698712282868,-0.015271698712282877,-0.015271698712605862,5.679536732036555e-16,2.1149799654961644e-11,-1.1102230246251565e-16,0.0
46.0,0.01909738254073058,0.01909738254073059,0.019097382540506542,3.633426669392032e-16,1.1731426358799524e-11,-8.326672684688674e-17,0.0
47.0,0.0021099880690027897,0.0021099880690028106,0.0021099880686871924,9.865781715798866e-15,1.495730612220358e-10,0.0,0.0
48.0,0.011393120617723244,0.011393120617723249,0.01139312061818054,4.567818249572361e-16,4.01378757408173e-11,-1.6653345369377348e-16,0.0
49.0,0.007006754396976431,0.007006754396976423,0.007006754397150446,1.2378937362798789e-15,2.4835243084115068e-11,5.551115123125783e-17,0.0
50.0,-0.005092267471803527,-0.005092267471803549,-0.005092267471654143,4.2582294763142445e-15,2.9335453849865993e-11,5.551115123125783e-17,-1.1102230246251565e-16
51.0,-0.010530629010120432,-0.010530629010120415,-0.010530629010070217,1.6473123061401706e-15,4.7684749325839515e-12,0.0,4.440892098500626e-16
52.0,3.020229373250881e-05,3.0202293732517482e-05,3.0202293467100162e-05,2.871840614723091e-13,8.787698336611486e-09,0.0,0.0
53.0,0.009466827301186243,0.009466827301186254,0.009466827301541728,1.099453969564416e-15,3.7550567634174806e-11,-1.1102230246251565e-16,0.0
54.0,-0.0101137763544958,-0.01011377635449584,-0.010113776354297072,3.944979456632988e-15,1.964925659010515e-11,1.1102230246251565e-16,0.0
55.0,-0.005391215398992819,-0.005391215398992826,-0.0053912153990393055,1.2870741364078521e-15,8.622592292597354e-12,5.551115123125783e-17,0.0
56.0,0.016107002628941748,0.016107002628941734,0.01610700262905801,8.615996487625877e-16,7.218051057508578e-12,1.1102230246251565e-16,2.220446049250313e-16
57.0,-0.019645147481888208,-0.019645147481888205,-0.019645147481840243,1.7660579820804407e-16,2.4415751602262096e-12,2.220446049250313e-16,2.220446049250313e-16
58.0,0.008045536229296704,0.008045536229296692,0.008045536229392414,1.5092921075261475e-15,1.1896024778362876e-11,5.551115123125783e-17,-2.220446049250313e-16
59.0,0.003535300649834249,0.003535300649834268,0.003535300650026977,5.397548928575359e-15,5.451536685017768e-11,3.3306690738754696e-16,-2.220446049250313e-16
60.0,-0.003050045964077921,-0.0030500459640779506,-0.0030500459642183544,9.668804810672189e-15,4.6042990696727e-11,1.1102230246251565e-16,0.0
61.0,-0.007132374146833728,-0.007132374146833714,-0.007132374146567865,1.9457459076197255e-15,3.727550561610566e-11,1.6653345369377348e-16,0.0
62.0,-0.02395859810489807,-0.02395859810489806,-0.023958598105063008,4.3443029555478535e-16,6.8842720835581654e-12,-1.1102230246251565e-16,0.0
63.0,-0.009310598297405114,-0.009310598297405135,-0.009310598297386969,2.235804944728772e-15,1.9488766434885794e-12,0.0,0.0
64.0,0.008656598415661973,0.008656598415661975,0.0086565984153709,2.003932021194669e-16,3.362437617002959e-11,-4.440892098500626e-16,0.0
65.0,0.01734302165713398,0.017343021657133962,0.017343021657123536,1.0002429278309965e-15,6.021462425542598e-13,0.0,-2.220446049250313e-16
66.0,0.00036472151843611883,0.0003647215184361362,0.0003647215180563323,4.756295936184424e-14,1.0413055305349763e-09,0.0,0.0
67.0,-0.015682574313490474,-0.01568257431349048,-0.015682574313578834,4.424588568918276e-16,5.634271083660532e-12,2.220446049250313e-16,0.0
68.0,0.021491163214433333,0.021491163214433354,0.021491163214338672,9.686158680206436e-16,4.404619223845873e-12,0.0,0.0
69.0,0.013635211745395072,0.013635211745395087,0.013635211745637494,1.1450142157701654e-15,1.7779144623470367e-11,0.0,0.0
70.0,-0.011700167847078422,-0.011700167847078419,-0.011700167847188598,2.9652967352833987e-16,9.416596312565962e-12,2.220446049250313e-16,0.0
71.0,-0.014145801493193494,-0.014145801493193479,-0.014145801493226083,1.1036851670276538e-15,2.3037588386423893e-12,1.1102230246251565e-16,0.0
72.0,-0.01434936320271737,-0.014349363202717381,-0.014349363202508883,8.462441266758153e-16,1.4529286302915169e-11,-5.551115123125783e-17,0.0
73.0,0.002842785933146786,0.0028427859331467756,0.002842785932824036,3.661317137706342e-15,1.1353302034873227e-10,-1.1102230246251565e-16,0.0
74.0,0.010249640717444584,0.01024964071744457,0.010249640717344131,1.3539779774128935e-15,9.800600342256053e-12,-2.220446049250313e-16,2.220446049250313e-16
