family_id,branch_id,evidence_relationship,case,initial_distribution,classification,resolved_classification,classification_semantics,strict_stationary_points,strict_mode_count,strict_secondary_peak_ratio,modal_peak_times,raw_local_peak_times,positive_scale_views,scale_views,shape_window_tail,tail_at_480,post_window_local_maxima,channel_count,interpretation
M2D-C,separated_boundary,same model as the four-grid M2D-C separated-boundary artifact at 11x7; not independent evidence,separated_boundary,"{'total_mass': 1.0, 'minimum_probability': 0.0, 'support_size': 2, 'first_position_mean': (0.1, 0.5), 'second_position_mean': (0.35, 0.5), 'first_position_max_abs_error': 0.0, 'second_position_max_abs_error': 0.0, 'first_rms_support_displacement': 0.0, 'second_rms_support_displacement': 0.04999999999999999, 'first_max_support_displacement': 0.0, 'second_max_support_displacement': 0.050000000000000044, 'joint_rms_support_displacement': 0.04999999999999999, 'joint_max_support_displacement': 0.050000000000000044, 'contact_mass': 0.0, 'active_sink_mass': 0.0}",bimodal,resolved_bimodal,"canonical resolved morphology, not strict stationary-point count","[{'time': 0.8598019326923371, 'density': 0.07548779249958457, 'f_t': 5.231579058850855e-14, 'f_tt': -0.12312727337879094, 'type': 'maximum'}, {'time': 6.8629247319253714, 'density': 0.014692683115734517, 'f_t': 4.0939474033052647e-16, 'f_tt': 0.0016950696769527096, 'type': 'minimum'}, {'time': 16.457526323865967, 'density': 0.029136472629128114, 'f_t': -5.551115123125783e-17, 'f_tt': -0.00033432757986273653, 'type': 'maximum'}]",2,0.3859759527249186,1.2;16.4,0.9;16.5,149,155,0.005856443010861963,6.873961791643566e-16,0,2,two spatial reaction opportunities
M2D-C,single_far,separate M2D-C control branch,single_far,"{'total_mass': 1.0, 'minimum_probability': 0.0, 'support_size': 2, 'first_position_mean': (0.1, 0.5), 'second_position_mean': (0.35, 0.5), 'first_position_max_abs_error': 0.0, 'second_position_max_abs_error': 0.0, 'first_rms_support_displacement': 0.0, 'second_rms_support_displacement': 0.04999999999999999, 'first_max_support_displacement': 0.0, 'second_max_support_displacement': 0.050000000000000044, 'joint_rms_support_displacement': 0.04999999999999999, 'joint_max_support_displacement': 0.050000000000000044, 'contact_mass': 0.0, 'active_sink_mass': 0.0}",unimodal,resolved_unimodal,"canonical resolved morphology, not strict stationary-point count","[{'time': 4.991239878415982, 'density': 0.016574970779509157, 'f_t': -3.469446951953614e-17, 'f_tt': -0.002086408447238619, 'type': 'maximum'}, {'time': 6.5146516956671014, 'density': 0.015906653444251385, 'f_t': -1.734723475976807e-18, 'f_tt': 0.001336186130841549, 'type': 'minimum'}, {'time': 16.79962199560207, 'density': 0.0345080760855219, 'f_t': 4.163336342344337e-17, 'f_tt': -0.0003866116028264921, 'type': 'maximum'}]",2,0.4803214974497897,16.8,5;16.8,26,155,0.007243772264918213,8.510909086338819e-16,0,1,one late reaction opportunity
M2D-C,coalesced_far,separate M2D-C control branch,coalesced_far,"{'total_mass': 1.0, 'minimum_probability': 0.0, 'support_size': 2, 'first_position_mean': (0.1, 0.5), 'second_position_mean': (0.35, 0.5), 'first_position_max_abs_error': 0.0, 'second_position_max_abs_error': 0.0, 'first_rms_support_displacement': 0.0, 'second_rms_support_displacement': 0.04999999999999999, 'first_max_support_displacement': 0.0, 'second_max_support_displacement': 0.050000000000000044, 'joint_rms_support_displacement': 0.04999999999999999, 'joint_max_support_displacement': 0.050000000000000044, 'contact_mass': 0.0, 'active_sink_mass': 0.0}",unimodal,resolved_unimodal,"canonical resolved morphology, not strict stationary-point count","[{'time': 4.970061219453193, 'density': 0.016704985479470476, 'f_t': -4.163336342344337e-17, 'f_tt': -0.002158701324517953, 'type': 'maximum'}, {'time': 6.526162231376713, 'density': 0.015986569912587425, 'f_t': 1.5612511283791264e-17, 'f_tt': 0.0013666329959917123, 'type': 'minimum'}, {'time': 16.76710216646102, 'density': 0.03453538787932575, 'f_t': 5.551115123125783e-17, 'f_tt': -0.00038820119449312074, 'type': 'maximum'}]",2,0.48370632285473014,16.8,5;16.8,34,155,0.007205089476491625,8.399592103527532e-16,0,2,two labels but one spatial opportunity
M2D-C,uniform_reactivity,separate M2D-C control branch,uniform_reactivity,"{'total_mass': 1.0, 'minimum_probability': 0.0, 'support_size': 2, 'first_position_mean': (0.1, 0.5), 'second_position_mean': (0.35, 0.5), 'first_position_max_abs_error': 0.0, 'second_position_max_abs_error': 0.0, 'first_rms_support_displacement': 0.0, 'second_rms_support_displacement': 0.04999999999999999, 'first_max_support_displacement': 0.0, 'second_max_support_displacement': 0.050000000000000044, 'joint_rms_support_displacement': 0.04999999999999999, 'joint_max_support_displacement': 0.050000000000000044, 'contact_mass': 0.0, 'active_sink_mass': 0.0}",bimodal,resolved_bimodal,"canonical resolved morphology, not strict stationary-point count","[{'time': 1.0723742355332746, 'density': 0.08675265090981275, 'f_t': -3.627306788267504e-15, 'f_tt': -0.07732859373989143, 'type': 'maximum'}, {'time': 7.704066494551144, 'density': 0.00541482476791567, 'f_t': -1.0625181290357943e-17, 'f_tt': 0.0011274845511302558, 'type': 'minimum'}, {'time': 23.947268231142534, 'density': 0.02092055754909187, 'f_t': -1.0408340855860843e-17, 'f_tt': -0.00012359437897781905, 'type': 'maximum'}]",2,0.24115179570524808,1.3;24,1.1;23.9,152,155,0.014562146924178407,4.870746728697847e-15,0,1,one reaction law with transport clocks consistent with a first-pass/boundary-return interpretation
