grid_n,state_count,spacing,reaction_radius,radius_in_cells,reaction_rate,dimensionless_doi_strength,relative_diffusivity,mean_time,effective_radius,small_target_leading_mean,mean_over_leading_mean,target_volume_fraction,target_volume_ratio,cg_iterations,cg_info,linear_solve_residual,linear_solve_relative_residual,matrix_was_assembled
41,68921,0.024390243902439025,0.09,3.69,123.4567901234568,1.0,1.0,3.487031131674966,0.021456525963981163,3.708777072277847,0.9402104962683321,0.003049116352753851,0.9985225094714129,6,0,4.48761738880421e-09,6.232858757614666e-14,False
57,185193,0.017543859649122806,0.09,5.13,123.4567901234568,1.0,1.0,3.477506750759426,0.021456525963981163,3.708777072277847,0.937642431181128,0.003059270898768072,1.001847913160749,6,0,2.2498056750919204e-09,1.625864202794202e-14,False
73,389017,0.0136986301369863,0.09,6.57,123.4567901234568,1.0,1.0,3.4869119149068477,0.021456525963981163,3.708777072277847,0.940178351772776,0.003052042189149308,0.9994806603459295,6,0,1.851674369390821e-09,8.146892629966429e-15,False
89,704969,0.011235955056179775,0.09,8.01,123.4567901234568,1.0,1.0,3.4874496191995172,0.021456525963981163,3.708777072277847,0.9403233333346738,0.0030518809784281036,0.9994278671707052,6,0,2.426077116979286e-09,7.184669703842662e-15,False
105,1157625,0.009523809523809525,0.09,9.45,123.4567901234568,1.0,1.0,3.484232353822395,0.021456525963981163,3.708777072277847,0.9394558599561387,0.0030554895679612234,1.0006096055694411,6,0,2.5070221454370767e-09,5.340910921127108e-15,False
121,1771561,0.008264462809917356,0.09,10.889999999999999,123.4567901234568,1.0,1.0,3.486500409603662,0.021456525963981163,3.708777072277847,0.9400673973273709,0.0030535948971723973,0.9999891400929525,6,0,2.5771669243113138e-09,4.132663665006644e-15,False
