t,f_total,f_shortcut_no,f_shortcut_yes,survival,shortcut_share_inst,shortcut_share_cum
844,1.7525115267888988e-06,1.0905891342748581e-06,6.619223925140407e-07,0.00016620520977073613,0.3776993089037602,0.12075116826266623
845,1.7427084654538762e-06,1.0860636412229734e-06,6.566448242309029e-07,0.00016446250130528226,0.37679556692799127,0.12075161454680433
846,1.7326824953105008e-06,1.0809499559553538e-06,6.517325393551471e-07,0.00016272981880997178,0.3761407765814331,0.1207520571271559
847,1.7224272750881822e-06,1.075253908744466e-06,6.471733663437162e-07,0.00016100739153488357,0.37573334776098644,0.12075249638460922
848,1.7119375926341766e-06,1.068982899465095e-06,6.429546931690818e-07,0.0001592954539422494,0.37557133854380786,0.12075293268806557
849,1.701209339056652e-06,1.0621458367624669e-06,6.39063502294185e-07,0.00015759424460319276,0.375652477106995,0.12075336639390061
850,1.6902394806486248e-06,1.0547530745057277e-06,6.35486406142897e-07,0.0001559040051225441,0.37597418201297184,0.12075379784546447
851,1.679026028766908e-06,1.0468163457745258e-06,6.322096829923821e-07,0.00015422497909377722,0.37653358087407535,0.12075422737262162
852,1.667568007842185e-06,1.0383486946315172e-06,6.292193132106678e-07,0.00015255741108593504,0.37732752742412634,0.12075465529133063
853,1.6558654216972355e-06,1.0293644059374037e-06,6.265010157598319e-07,0.0001509015456642378,0.3783526170367628,0.12075508190326459
854,1.6439192183502726e-06,1.0198789334677162e-06,6.240402848825563e-07,0.00014925762644588754,0.3796052007402173,0.1207555074954725
855,1.6317312534792573e-06,1.0099088265918737e-06,6.218224268873835e-07,0.0001476258951924083,0.381081397786249,0.12075593234008185
856,1.6193042527210962e-06,9.994716557751786e-07,6.198325969459174e-07,0.00014600659093968717,0.3827771068373001,0.12075635669404249
857,1.6066417729767428e-06,9.885859371633163e-07,6.180558358134265e-07,0.00014439994916671045,0.3846880158408363,0.12075678079891201
858,1.5937481628895363e-06,9.7727105650664e-07,6.164771063828963e-07,0.0001428062010038209,0.3868096106634538,0.12075720488068234
859,1.580628522659691e-06,9.655471926781466e-07,6.150813299815442e-07,0.0001412255724811612,0.3891371825598589,0.1207576291496476
860,1.5672886633527103e-06,9.534352410345158e-07,6.138534223181945e-07,0.0001396582838178085,0.3916658345534462,0.12075805380031271
861,1.5537350658537411e-06,9.409567368640412e-07,6.127783289896998e-07,0.00013810454875195474,0.39439048680605815,0.12075847901134261
862,1.5399748396136025e-06,9.281337791587504e-07,6.118410604548521e-07,0.00013656457391234114,0.3973058810547646,0.12075890494555123
863,1.5260156813254293e-06,9.149889549405228e-07,6.110267263849065e-07,0.00013503855823101572,0.40040658419328684,0.12075933174993006
864,1.5118658336636858e-06,9.015452643626952e-07,6.103205693009905e-07,0.00013352669239735204,0.4036869910751328,0.1207597595557151
865,1.4975340442097972e-06,8.878260467995145e-07,6.097079974102827e-07,0.00013202915835314224,0.4071413266147194,0.12076018847849171
866,1.4830295246808506e-06,8.738549081259599e-07,6.091746165548907e-07,0.00013054612882846137,0.41076364726183434,0.12076061861833644
867,1.4683619105698574e-06,8.596556493799733e-07,6.087062611898842e-07,0.0001290777669178915,0.4145478419238286,0.12076105005999448
868,1.4535412212979797e-06,8.452521969881036e-07,6.082890243098761e-07,0.00012762422569659356,0.4184876324089988,0.12076148287309203
869,1.4385778209709637e-06,8.306685347240373e-07,6.079092862469264e-07,0.00012618564787562257,0.4225765734637976,0.12076191711238214
870,1.4234823798239066e-06,8.159286375575828e-07,6.075537422663237e-07,0.00012476216549579867,0.42680805247584575,0.12076235281802282
871,1.4082658364303993e-06,8.01056407539424e-07,6.072094288909754e-07,0.00012335389965936828,0.4311752889142713,0.12076279001588597
872,1.3929393607441691e-06,7.860756118544969e-07,6.068637488896723e-07,0.00012196096029862411,0.43567133357869875,0.12076322871789585
873,1.3775143180335592e-06,7.710098231641955e-07,6.065044948693637e-07,0.00012058344598059055,0.44028906772828763,0.12076366892239544
874,1.3620022337616908e-06,7.558823623449176e-07,6.061198714167731e-07,0.00011922144374682886,0.4450212021625992,0.1207641106145392
875,1.3464147594578552e-06,7.407162437177254e-07,6.056985157401298e-07,0.000117875028987371,0.44986027632675324,0.12076455376671058
876,1.3307636396187656e-06,7.255341228512591e-07,6.052295167675064e-07,0.00011654426534775224,0.4547986575143361,0.12076499833896259
877,1.315060679671678e-06,7.103582470075195e-07,6.047024326641585e-07,0.00011522920466808056,0.45982854024282005,0.12076544427947983
878,1.2993177150251747e-06,6.95210408287829e-07,6.041073067373457e-07,0.00011392988695305538,0.464941945877834,0.12076589152506009
879,1.283546581227555e-06,6.80111899524229e-07,6.034346817033258e-07,0.00011264634037182783,0.47013072258446165,0.12076634000161385
880,1.2677590852473833e-06,6.650834729498487e-07,6.026756122975346e-07,0.00011137858128658045,0.47538654568579325,0.12076678962467978
881,1.2519669778857394e-06,6.50145301670423e-07,6.018216762153165e-07,0.0001101266143086947,0.4807009185111603,0.12076724029995471
882,1.236181927325178e-06,6.353169439482088e-07,6.00864983376969e-07,0.00010889043238136954,0.4860651738187977,0.12076769192383573
883,1.2204154938162935e-06,6.206173102990747e-07,5.997981835172188e-07,0.00010767001688755324,0.49147047587999987,0.12076814438397328
884,1.2046791054991358e-06,6.0606463339358e-07,5.986144721055556e-07,0.00010646533778205411,0.4969078233141025,0.12076859755983275
885,1.1889840353534691e-06,5.916764407434138e-07,5.973075946100554e-07,0.00010527635374670063,0.5023680527657243,0.12076905132326345
886,1.1733413792690957e-06,5.774695301456997e-07,5.958718491233961e-07,0.00010410301236743154,0.5078418435175106,0.12076950553907256
887,1.157762035225068e-06,5.634599478493775e-07,5.943020873756906e-07,0.00010294525033220647,0.5133197231330519,0.12076996006560275
888,1.1422566835646238e-06,5.496629694001736e-07,5.925937141644502e-07,0.00010180299364864185,0.5187920742255161,0.12077041475531164
889,1.1268357683510936e-06,5.360930831136037e-07,5.9074268523749e-07,0.00010067615788029075,0.5242491424477302,0.12077086945535122
890,1.1115094797887605e-06,5.22763976118969e-07,5.887455036697915e-07,9.956464840050199e-05,0.5296810457988006,0.120771324008146
891,1.0962877376917545e-06,5.09688522911472e-07,5.865992147802825e-07,9.846836066281024e-05,0.5350777853407113,0.12077177825196786
892,1.0811801759834524e-06,4.968787763443431e-07,5.843013996391092e-07,9.738718048682679e-05,0.5404292574155115,0.12077223202150637
893,1.0661961282085243e-06,4.843459609882505e-07,5.818501672202737e-07,9.632098435861827e-05,0.545725267449552,0.12077268514843305
894,1.0513446140397003e-06,4.7210046878124115e-07,5.792441452584591e-07,9.526963974457856e-05,0.5509555454255516,0.120773137461958
895,1.036634326761451e-06,4.601518568890245e-07,5.764824698724265e-07,9.42330054178171e-05,0.5561097630959368,0.12077358878937777
896,1.022073621713132e-06,4.485088476925389e-07,5.735647740205931e-07,9.321093179610398e-05,0.5611775530017318,0.120774038956613
897,1.0076705056746043e-06,4.371793308174112e-07,5.70491174857193e-07,9.220326129042938e-05,0.5661485293501439,0.12077448778873473
898,9.93432627177971e-07,4.261703671181163e-07,5.672622600598546e-07,9.120982866325141e-05,0.5710123107907861,0.12077493511047822
899,9.793672677297691e-07,4.1548819452832773e-07,5.638790732014415e-07,9.023046139552164e-05,0.5757585451150989,0.12077538074674318
900,9.654813339287372e-07,4.0513823568811045e-07,5.603430982406268e-07,8.92649800615929e-05,0.5803769358859362,0.1207758245230794
901,9.517813504650802e-07,3.9512510725819005e-07,5.566562432068902e-07,8.831319871112781e-05,0.5848572709844385,0.12077626626615698
902,9.382734539879878e-07,3.854526308315346e-07,5.528208231564532e-07,8.737492525713982e-05,0.5891894530392743,0.12077670580422023
903,9.249633878289544e-07,3.7612384535284516e-07,5.488395424761093e-07,8.644996186931087e-05,0.5933635316791603,0.12077714296752448
904,9.118564975692249e-07,3.6714102095726363e-07,5.447154766119614e-07,8.553810537174165e-05,0.5973697375234293,0.12077757758875521
905,8.98957727440385e-07,3.58505674140609e-07,5.40452053299776e-07,8.463914764430126e-05,0.6011985177975083,0.12077800950342872
906,8.862716175477461e-07,3.502185841747431e-07,5.36053033373003e-07,8.375287602675352e-05,0.6048405734307791,0.12077843855027416
907,8.738023019066913e-07,3.422798106831823e-07,5.31522491223509e-07,8.287907372484682e-05,0.6082868974637554,0.120778864571596
908,8.615535072825528e-07,3.3468871229379605e-07,5.268647949887567e-07,8.201752021756427e-05,0.6115288145602865,0.12077928741361707
909,8.495285528248829e-07,3.2744396628733667e-07,5.220845865375463e-07,8.116799166473938e-05,0.6145580213890303,0.1207797069268014
910,8.377303504871098e-07,3.2054358916258187e-07,5.171867613245279e-07,8.033026131425227e-05,0.6173666276073232,0.12078012296615705
911,8.26161406222567e-07,3.139849580410245e-07,5.121764481815425e-07,7.950409990802971e-05,0.6199471971504352,0.1207805353915185
912,8.148238219477369e-07,3.077648328362848e-07,5.070589891114521e-07,7.868927608608198e-05,0.6222927895006671,0.12078094406780861
913,8.037192982632222e-07,3.01879379115714e-07,5.018399191475082e-07,7.788555678781874e-05,0.624397000584591,0.12078134886528002
914,7.928491379225022e-07,2.9632419158398486e-07,4.965249463385173e-07,7.709270764989624e-05,0.6262540029236314,0.12078174965973637
915,7.822142500379061e-07,2.9109431812080743e-07,4.911199319170987e-07,7.631049339985834e-05,0.6278585846439119,0.12078214633273286
