t,f_total,k_0,k_1,k_2,k_3,k_4,k_5,k_6
30,1.4590318409089595e-02,3.2066356824491135e-03,4.8611586374316673e-03,3.9695984073170052e-03,1.9037531488847192e-03,5.5577654185059088e-04,8.8381939468425681e-05,5.0140516880726526e-06
31,1.4171505072231085e-02,3.1577212061124097e-03,4.6804401700421619e-03,3.8281220706285592e-03,1.8599757869628604e-03,5.5136167289142226e-04,8.8761156488459058e-05,5.1230091052130620e-06
32,1.3762151868405344e-02,3.1062486942986444e-03,4.5093163226643529e-03,3.6916015072635455e-03,1.8151492626339010e-03,5.4575125011115133e-04,8.8867306106359324e-05,5.2175253273886599e-06
33,1.3362429532911229e-02,3.0526885909463153e-03,4.3470469159582834e-03,3.5599895106425946e-03,1.7695959573209566e-03,5.3908672289293923e-04,8.8723419724382526e-05,5.2984154257568827e-06
34,1.2972443982055637e-02,2.9974555474714761e-03,4.1929595006028114e-03,3.4332090811892485e-03,1.7235995672549547e-03,5.3150146743659050e-04,8.8352286431701366e-05,5.3665316688556688e-06
35,1.2592246471831823e-02,2.9409146323540799e-03,4.0464436517995599e-03,3.3111604352708008e-03,1.6774085077209599e-03,5.2312034439503546e-04,8.7776157440815235e-05,5.4227428505720234e-06
36,1.2221842082374226e-02,2.8833868888308574e-03,3.9069454452392363e-03,3.1937266989523119e-03,1.6312391386414638e-03,5.1405947670592146e-04,8.7016516611057354e-05,5.4679173933772724e-06
37,1.1861196864473237e-02,2.8251542939441588e-03,3.7739622199131316e-03,3.0807785281031026e-03,1.5852787989327169e-03,5.0442620588347757e-04,8.6093907885530281e-05,5.5029098111204112e-06
38,1.1510243905558810e-02,2.7664641733423155e-03,3.6470376866534599e-03,2.9721778503981736e-03,1.5396886432157959e-03,4.9431919064232767e-04,8.5027811186594239e-05,5.5285501201416758e-06
39,1.1168888513532186e-02,2.7075331250093872e-03,3.5257574095298640e-03,2.8677808879710521e-03,1.4946062792642375e-03,4.8382861685263571e-04,8.3836559100570408e-05,5.5456358044398555e-06
40,1.0837012672541228e-02,2.6485505024331909e-03,3.4097446659462744e-03,2.7674405899836378e-03,1.4501482082687983e-03,4.7303649245615200e-04,8.2537287487431511e-05,5.5549259657427979e-06
41,1.0514478891470972e-02,2.5896815042336131e-03,3.2986566774023955e-03,2.6710085806676098e-03,1.4064120727970066e-03,4.6201700510800571e-04,8.1145913943040060e-05,5.5571373193002174e-06
42,1.0201133540748445e-02,2.5310699133995829e-03,3.1921811942025096e-03,2.5783367092668645e-03,1.3634787193861674e-03,4.5083692396683911e-04,7.9677138797884539e-05,5.5529417285977626e-06
43,9.8968097539542006e-03,2.4728405253088863e-03,3.0900334123303013e-03,2.4892782728320327e-03,1.3214140841713152e-03,4.3955603026317149e-04,7.8144464043288186e-05,5.5429650052048474e-06
44,9.6013299561468323e-03,2.4151012998140033e-03,2.9919531981318307e-03,2.4036889702474889e-03,1.2802709109297396e-03,4.2822756406565924e-04,7.6560226225752363e-05,5.5277867323592872e-06
45,9.3145080695942167e-03,2.3579452689815243e-03,2.8977025955542850e-03,2.3214276356269977e-03,1.2400903115175749e-03,4.1689867707320178e-04,7.4935639938826797e-05,5.5079409018039015e-06
46,9.0361514389155680e-03,2.3014522286352568e-03,2.8070635909045335e-03,2.2423567908376589e-03,1.2009031789620890e-03,4.0561088332459900e-04,7.3280849069156539e-05,5.4839171822739177e-06
47,8.7660625108417125e-03,2.2456902387034882e-03,2.7198361110163391e-03,2.1663430500406958e-03,1.1627314635226178e-03,3.9440050147324931e-04,7.1604983420754350e-05,5.4561626645689279e-06
48,8.5040402984281338e-03,2.1907169545165375e-03,2.6358362320667446e-03,2.0932574034844176e-03,1.1255893218988869e-03,3.8329908375724076e-04,6.9916218752126601e-05,5.4250839521792036e-06
49,8.2498816552602060e-03,2.1365808086354241e-03,2.5548945778660994e-03,2.0229754031207917e-03,1.0894841494932643e-03,3.7233382803813364e-04,6.8221838618545913e-05,5.3910494879458268e-06
50,8.0033823817134489e-03,2.0833220605011742e-03,2.4768548881297175e-03,1.9553772687596646e-03,1.0544175052604624e-03,3.6152797031524975e-04,6.6528296720903352e-05,5.3543920262767845e-06
51,7.7643381824821622e-03,2.0309737291574958e-03,2.4015727389336845e-03,1.8903479302774182e-03,1.0203859382344191e-03,3.5090115597424462e-04,6.4841278727764839e-05,5.3154111771349232e-06
52,7.5325454922241684e-03,1.9795624224953757e-03,2.3289143992055749e-03,1.8277770187415370e-03,9.8738172433183373e-04,3.4046978872426850e-04,6.3165762763064200e-05,5.2743759625137675e-06
53,7.3078021841807552e-03,1.9291090748744435e-03,2.2587558086671808e-03,1.7675588171039084e-03,9.5539352151428176e-04,3.3024735673963608e-04,6.1506077942703659e-05,5.2315273386007866e-06
54,7.0899081749391246e-03,1.8796296035707742e-03,2.1909816641107241e-03,1.7095921792759975e-03,9.2440695086120316e-04,3.2024473596957263e-04,5.9865960503371802e-05,5.1870806474810771e-06
55,6.8786659370495707e-03,1.8311354932638098e-03,2.1254846022424070e-03,1.6537804248651900e-03,8.9440511057604791e-04,3.1047047093086649e-04,5.8248607200003841e-05,5.1412279712456395e-06
56,6.6738809299456622e-03,1.7836343166869905e-03,2.0621644685649763e-03,1.6000312155717486e-03,8.6536902942645026e-04,3.0093103356852903e-04,5.6656725758046740e-05,5.0941403689202792e-06
57,6.4753619585081988e-03,1.7371301986103056e-03,2.0009276628959157e-03,1.5482564181774554e-03,8.3727806561313851e-04,2.9163106097221988e-04,5.5092582256265284e-05,5.0459699828977882e-06
58,6.2829214676361766e-03,1.6916242294825348e-03,1.9416865531347986e-03,1.4983719581650244e-03,8.1011025657618538e-04,2.8257357288281984e-04,5.3558045388115112e-05,4.9968520067001017e-06
59,6.0963757803197778e-03,1.6471148343224320e-03,1.8843589498086820e-03,1.4502976672627409e-03,7.8384262478450352e-04,2.7376017002407539e-04,5.2054627607275815e-05,4.9469065100683803e-06
60,5.9155452859354276e-03,1.6035981017991326e-03,1.8288676347455897e-03,1.4039571275874265e-03,7.5845144411728640e-04,2.6519121435723781e-04,5.0583523208042226e-05,4.8962401207134945e-06
61,5.7402545847886430e-03,1.5610680778715151e-03,1.7751399379608774e-03,1.3592775145407441e-03,7.3391247103562834e-04,2.5686599238930143e-04,4.9145643425896274e-05,4.8449475646798254e-06
62,5.5703325943060869e-03,1.5195170278545244e-03,1.7231073574973047e-03,1.3161894401822957e-03,7.1020114435923782e-04,2.4878286267398218e-04,4.7741648669451733e-05,4.7931130692907752e-06
63,5.4056126217161826e-03,1.4789356703389675e-03,1.6727052175444263e-03,1.2746267984440299e-03,6.8729275710691096e-04,2.4093938863412018e-04,4.6371978013575013e-05,4.7408116341517113e-06
64,5.2459324075502071e-03,1.4393133860025862e-03,1.6238723606835034e-03,1.2345266132524372e-03,6.6516260352970772e-04,2.3333245780907797e-04,4.5036876096124799e-05,4.6881101767697866e-06
65,5.0911341438378971e-03,1.4006384040077585e-03,1.5765508705671276e-03,1.1958288903781225e-03,6.4378610416173255e-04,2.2595838859454668e-04,4.3736417568525753e-05,4.6350685600842291e-06
66,4.9410644704575186e-03,1.3628979683792239e-03,1.5306858217541549e-03,1.1584764736283406e-03,6.2313891143397275e-04,2.1881302549793983e-04,4.2470529254236721e-05,4.5817405096492516e-06
67,4.7955744527264687e-03,1.3260784864888300e-03,1.4862250537859233e-03,1.1224149058300980e-03,6.0319699814059596e-04,2.1189182388270408e-04,4.1239010169888900e-05,4.5281744284294306e-06
68,4.6545195429805678e-03,1.2901656615390354e-03,1.4431189669140802e-03,1.0875922949136311e-03,5.8393673081310108e-04,2.0518992512139148e-04,4.0041549562126951e-05,4.4744141172014873e-06
69,4.5177595285849585e-03,1.2551446107289871e-03,1.4013203371781723e-03,1.0539591852935628e-03,5.6533492984440798e-04,1.9870222302183324e-04,3.8877743109548133e-05,4.4204994084464717e-06
70,4.3851584685443076e-03,1.2209999706031141e-03,1.3607841487865307e-03,1.0214684346537262e-03,5.4736891801095947e-04,1.9242342233450900e-04,3.7747107434071055e-05,4.3664667213960230e-06
71,4.2565846206316024e-03,1.1877159909193841e-03,1.3214674419805440e-03,9.9007509616804812e-04,5.3001655886484081e-04,1.8634809009322642e-04,3.6649093059964588e-05,4.3123495455937445e-06
72,4.1319103607312486e-03,1.1552766182301492e-03,1.2833291747634064e-03,9.5973630613104823e-04,5.1325628630842924e-04,1.8047070048629748e-04,3.5583095951947242e-05,4.2581788599710181e-06
73,4.0110120958909085e-03,1.1236655702406310e-03,1.2463300970527091e-03,9.3041117692503139e-04,4.9706712651990644e-04,1.7478567390210792e-04,3.4548467756487910e-05,4.2039834940349303e-06
74,3.8937701723956988e-03,1.0928664018966063e-03,1.2104326359744654e-03,9.0206069521478255e-04,4.8142871326783021e-04,1.6928741074176485e-04,3.3544524862909770e-05,4.1497904373399927e-06
75,3.7800687800160705e-03,1.0628625640520637e-03,1.1756007911565018e-03,8.7464762523283934e-04,4.6632129753572350e-04,1.6397032054267678e-04,3.2570556393287585e-05,4.0956251029776116e-06
76,3.6697958534352192e-03,1.0336374554780004e-03,1.1418000390037493e-03,8.4813641699767683e-04,4.5172575227217353e-04,1.5882884691067651e-04,3.1625831222565194e-05,4.0415115503776428e-06
77,3.5628429717317442e-03,1.0051744688938365e-03,1.1089972450485297e-03,8.2249311929221780e-04,4.3762357298720981e-04,1.5385748871475888e-04,3.0709604122908539e-05,3.9874726722827967e-06
78,3.4591052566769276e-03,9.7745703163194982e-04,1.0771605835671299e-03,7.9768529721987915e-04,4.2399687483078854e-04,1.4905081795772113e-04,2.9821121119124209e-05,3.9335303503350040e-06
79,3.3584812705023206e-03,9.5046864148261051e-04,1.0462594637411459e-03,7.7368195414907162e-04,4.1082838671314433e-04,1.4440349469796690e-04,2.8959624135073676e-05,3.8797055833075881e-06
80,3.2608729137008885e-03,9.2419289821022246e-04,1.0162644617195439e-03,7.5045345785388110e-04,3.9810144295875446e-04,1.3991027936241819e-04,2.8124355004436787e-05,3.8260185916314221e-06
81,3.1661853233429043e-03,8.9861353118145487e-04,9.8714725800621910e-04,7.2797147065804108e-04,3.8579997292493396e-04,1.3556604275780432e-04,2.7314558912951927e-05,3.7724889014992681e-06
82,3.0743267723148957e-03,8.7371442350092068e-04,9.5888057965902212e-04,7.0620888339066764e-04,3.7390848896193344e-04,1.3136577405746083e-04,2.6529487333399410e-05,3.7191354114916022e-06
83,2.9852085698254789e-03,8.4947963300990891e-04,9.3143814684063517e-04,6.8513975296521142e-04,3.6241207304320034e-04,1.2730458701306802e-04,2.5768400509105171e-05,3.6659764443499680e-06
84,2.8987449634649350e-03,8.2589341046775892e-04,9.0479462331007705e-04,6.6473924339727805e-04,3.5129636235161087e-04,1.2337772461535595e-04,2.5030569536623564e-05,3.6130297862304533e-06
85,2.8148530430551532e-03,8.0294021520332904e-04,8.7892557048669274e-04,6.4498357008211716e-04,3.4054753406943176e-04,1.1958056240457777e-04,2.4315278093504557e-05,3.5603127154998825e-06
86,2.7334526464824213e-03,7.8060472849522775e-04,8.5380740475681915e-04,6.2584994715842173e-04,3.3015228958604731e-04,1.1590861061036326e-04,2.3621823852652053e-05,3.5078420228901692e-06
87,2.6544662676668165e-03,7.5887186491367957e-04,8.2941735772746792e-04,6.0731653779141762e-04,3.2009783830764393e-04,1.1235751528128382e-04,2.2949519620723006e-05,3.4556340246010641e-06
88,2.5778189667881013e-03,7.3772678183376447e-04,8.0573343916179644e-04,5.8936240721489566e-04,3.1037188122667479e-04,1.0892305854694617e-04,2.2297694234286744e-05,3.4037045697372864e-06
89,2.5034382828585089e-03,7.1715488730900959e-04,7.8273440235824263e-04,5.7196747837870226e-04,3.0096259438566682e-04,1.0560115813956325e-04,2.1665693244042890e-05,3.3520690432815081e-06
90,2.4312541487071884e-03,6.9714184647567512e-04,7.6039971175939419e-04,5.5511249005516493e-04,2.9185861234945146e-04,1.0238786628759631e-04,2.1052879414267469e-05,3.3007423656387152e-06
91,2.3611988084188897e-03,6.7767358664132292e-04,7.3870951259823159e-04,5.3877895726488743e-04,2.8304901178190223e-04,9.9279368081104044e-05,2.0458633061802185e-05,3.2497389896387965e-06
92,2.2932067372503648e-03,6.5873630119620409e-04,7.1764460240863592e-04,5.2294913388923898e-04,2.7452329520747260e-04,9.6271979396758857e-05,1.9882352256302690e-05,3.1990728957515639e-06
93,2.2272145640315983e-03,6.4031645247245321e-04,6.9718640424425995e-04,5.0760597734363371e-04,2.6627137502401157e-04,9.3362144459988261e-05,1.9323452901101199e-05,3.1487575861505024e-06
94,2.1631609960449869e-03,6.2240077366388594e-04,6.7731694146521033e-04,4.9273311519229892e-04,2.5828355782126498e-04,9.0546433112270925e-05,1.8781368711898333e-05,3.0988060781572276e-06
95,2.1009867463638002e-03,6.0497626990821732e-04,6.5801881396573988e-04,4.7831481359164450e-04,2.5055052904896381e-04,8.7821537843165524e-05,1.8255551108562899e-05,3.0492308975066512e-06
96,2.0406344636212880e-03,5.8803021862362259e-04,6.3927517572841437e-04,4.6433594745553234e-04,2.4306333806926623e-04,8.5184270639090406e-05,1.7745469033569620e-05,3.0000440717921532e-06
97,1.9820486641735145e-03,5.7155016918264293e-04,6.2106971360122729e-04,4.5078197224170298e-04,2.3581338362041386e-04,8.2631559694118934e-05,1.7250608709028636e-05,2.9512571243795541e-06
98,1.9251756666122171e-03,5.5552394199839133e-04,6.0338662720397043e-04,4.3763889726432237e-04,2.2879239971163699e-04,8.0160446022036136e-05,1.6770473342842316e-05,2.9028810690173714e-06
99,1.8699635285783919e-03,5.3993962709075142e-04,5.8621060987898617e-04,4.2489326044307235e-04,2.2199244196346941e-04,7.7768080003543698e-05,1.6304582793251150e-05,2.8549264053178308e-06
100,1.8163619858229255e-03,5.2478558219370606e-04,5.6952683060933825e-04,4.1253210440440457e-04,2.1540587440260867e-04,7.5451717897742385e-05,1.5852473199888124e-05,2.8074031152374881e-06
101,1.7643223934571228e-03,5.1005043045900650e-04,5.5332091683452621e-04,4.0054295385553486e-04,2.0902535671616751e-04,7.3208718342801442e-05,1.5413696588438857e-05,2.7603206606473462e-06
102,1.7137976693333821e-03,4.9572305780604272e-04,5.3757893810023381e-04,3.8891379415644374e-04,2.0284383196653030e-04,7.1036538866991084e-05,1.4987820455091010e-05,2.7136879820492488e-06
103,1.6647422394943949e-03,4.8179260996293079e-04,5.2228739048432301e-04,3.7763305101960813e-04,1.9685451476496643e-04,6.8932732427957338e-05,1.4574427336141869e-05,2.6675134984674736e-06
104,1.6171119856280101e-03,4.6824848923945780e-04,5.0743318174641832e-04,3.6668957127139918e-04,1.9105087989959178e-04,6.6894943995214246e-05,1.4173114367407446e-05,2.6218051085211831e-06
105,1.5708641944641999e-03,4.5508035106856171e-04,4.9300361715305587e-04,3.5607260461306461e-04,1.8542665141114763e-04,6.4920907188274163e-05,1.3783492837431513e-05,2.5765701926642016e-06
106,1.5259575090503465e-03,4.4227810034943579e-04,4.7898638593453030e-04,3.4577178632297042e-04,1.7997579210832831e-04,6.3008440980597650e-05,1.3405187737921195e-05,2.5318156165629347e-06
107,1.4823518818412047e-03,4.2983188762210043e-04,4.6536954833331548e-04,3.3577712084532262e-04,1.7469249351298064e-04,6.1155446477585826e-05,1.3037837314329063e-05,2.4875477355707138e-06
108,1.4400085295404072e-03,4.1773210510034339e-04,4.5214152320732505e-04,3.2607896621392749e-04,1.6957116622438059e-04,5.9359903775129041e-05,1.2681092619054322e-05,2.4437724002470042e-06
109,1.3988898896311365e-03,4.0596938258726038e-04,4.3929107615431779e-04,3.1666801926268963e-04,1.6460643069092447e-04,5.7619868903740874e-05,1.2334617069340967e-05,2.4004949628623959e-06
110,1.3589595785345988e-03,3.9453458329521534e-04,4.2680730812651228e-04,3.0753530157750543e-04,1.5979310837691880e-04,5.5933470862018417e-05,1.1998086011603699e-05,2.3577202848247947e-06
111,1.3201823513361041e-03,3.8341879958984595e-04,4.1467964450696211e-04,2.9867214614698578e-04,1.5512621331168522e-04,5.4298908742059061e-05,1.1671186293607614e-05,2.3154527449584315e-06
112,1.2825240630199206e-03,3.7261334867575330e-04,4.0289782462149353e-04,2.9007018467205241e-04,1.5060094400788732e-04,5.2714448948508276e-05,1.1353615845660961e-05,2.2736962485649708e-06
113,1.2459516311555145e-03,3.6210976823971446e-04,3.9145189166204657e-04,2.8172133549690350e-04,1.4621267573581190e-04,5.1178422512095559e-05,1.1045083271747367e-05,2.2324542371948906e-06
114,1.2104329999793454e-03,3.5189981206561839e-04,3.8033218299910788e-04,2.7361779212614423e-04,1.4195695314027661e-04,4.9689222497820249e-05,1.0745307451321136e-05,2.1917296990572234e-06
115,1.1759371058180231e-03,3.4197544563384537e-04,3.6952932086259995e-04,2.6575201229503523e-04,1.3782948318687217e-04,4.8245301507360701e-05,1.0454017152313417e-05,2.1515251799965025e-06
116,1.1424338438002753e-03,3.3232884171646281e-04,3.5903420337211184e-04,2.5811670756183710e-04,1.3382612842436487e-04,4.6845169274786485e-05,1.0170950655744933e-05,2.1118427949672450e-06
117,1.1098940358069131e-03,3.2295237597838704e-04,3.4883799589874287e-04,2.5070483339312651e-04,1.2994290055026578e-04,4.5487390354242752e-05,9.8958553922100120e-06,2.0726842399382908e-06
118,1.0782893996096798e-03,3.1383862259355618e-04,3.3893212274208729e-04,2.4350957971473882e-04,1.2617595426681359e-04,4.4170581897937684e-05,9.6284875903845617e-06,2.0340508041618087e-06
119,1.0475925191515900e-03,3.0498034988414818e-04,3.2930825910703628e-04,2.3652436190265837e-04,1.2252158141489873e-04,4.2893411522489077e-05,9.3686119376148222e-06,1.9959433827445744e-06
120,1.0177768159230975e-03,2.9637051598996962e-04,3.1995832336612095e-04,2.2974281218974196e-04,1.1897620537377313e-04,4.1654595261466920e-05,9.1160012525627445e-06,1.9583624894621754e-06
121,9.8881652139011359e-04,2.8800226457430879e-04,3.1087446959407266e-04,2.2315877146562364e-04,1.1553637571473574e-04,4.0452895601797332e-05,8.8704361698155107e-06,1.9213082697600460e-06
122,9.6068665043157978e-04,2.7986892057179757e-04,3.0204908036215333e-04,2.1676628144851959e-04,1.1219876309734769e-04,3.9287119601563230e-05,8.6317048363097575e-06,1.8847805138885859e-06
123,9.3336297574594127e-04,2.7196398598314383e-04,2.9347475978060595e-04,2.1055957720893953e-04,1.0896015439711165e-04,3.8156117086643365e-05,8.3996026193739899e-06,1.8487786701230128e-06
124,9.0682200318748050e-04,2.6428113572097688e-04,2.8514432677830996e-04,2.0453308002651025e-04,1.0581744805393927e-04,3.7058778923568037e-05,8.1739318261541200e-06,1.8133018580220449e-06
125,8.8104094799503212e-04,2.5681421351048984e-04,2.7705080860939574e-04,1.9868139056224862e-04,1.0276764963112575e-04,3.5994035365933077e-05,7.9545014341562282e-06,1.7783488816829044e-06
126,8.5599771187713672e-04,2.4955722784805387e-04,2.6918743457719324e-04,1.9299928232967251e-04,9.9807867574948231e-05,3.4960854471699272e-05,7.7411268326161862e-06,1.7439182429534841e-06
127,8.3167086091916729e-04,2.4250434802051764e-04,2.6154762996645573e-04,1.8748169544913112e-04,9.6935309165400657e-05,3.3958240588709249e-05,7.5336295743871204e-06,1.7100081545657927e-06
128,8.0803960427940113e-04,2.3564990018749255e-04,2.5412501017532338e-04,1.8212373067065995e-04,9.4147276648971572e-05,3.2985232905773935e-05,7.3318371380218760e-06,1.6766165531579805e-06
129,7.8508377364239895e-04,2.2898836352854208e-04,2.4691337503897679e-04,1.7692064365153420e-04,9.1441163544757483e-05,3.2040904066715159e-05,7.1355826997180349e-06,1.6437411121552856e-06
130,7.6278380339938885e-04,2.2251436645685807e-04,2.3990670333737192e-04,1.7186783947550720e-04,8.8814451115586002e-05,3.1124358844795325e-05,6.9447049147871380e-06,1.6113792544831991e-06
131,7.4112071152664929e-04,2.1622268290069437e-04,2.3309914747986392e-04,1.6696086740148252e-04,8.6264704996193842e-05,3.0234732875018907e-05,6.7590477083067909e-06,1.5795281650889328e-06
132,7.2007608113412551e-04,2.1010822865355323e-04,2.2648502835990872e-04,1.6219541583008089e-04,8.3789571970867039e-05,2.9371191441851470e-05,6.5784600746141298e-06,1.5481848032499415e-06
133,6.9963204265770631e-04,2.0416605779386725e-04,2.2005883037338393e-04,1.5756730747723278e-04,8.1386776893302196e-05,2.8532928319968426e-05,6.4027958853010026e-06,1.5173459146507584e-06
134,6.7977125666974212e-04,1.9839135917469551e-04,2.1381519659440095e-04,1.5307249474455416e-04,7.9054119741788268e-05,2.7719164665716304e-05,6.2319137053750319e-06,1.4870080432117859e-06
135,6.6047689728347561e-04,1.9277945298374729e-04,2.0774892410278678e-04,1.4870705527684946e-04,7.6789472803136797e-05,2.6929147957043531e-05,6.0656766172559289e-06,1.4571675426558915e-06
136,6.4173263612812229e-04,1.8732578737386667e-04,2.0185495945769557e-04,1.4446718769763696e-04,7.4590777979105687e-05,2.6162150979733626e-05,5.9039520522830444e-06,1.4278205878007569e-06
137,6.2352262687233816e-04,1.8202593516394579e-04,1.9612839431208096e-04,1.4034920751410931e-04,7.2456044209366296e-05,2.5417470857851171e-05,5.7466116294176142e-06,1.3989631855668514e-06
138,6.0583149027478478e-04,1.7687559061008919e-04,1.9056446116300215e-04,1.3634954318342334e-04,7.0383345005356905e-05,2.4694428126388983e-05,5.5935310008314837e-06,1.3705911856927126e-06
139,5.8864429974142757e-04,1.7187056624672008e-04,1.8515852923297468e-04,1.3246473233267052e-04,6.8370816089645376e-05,2.3992365844182941e-05,5.4445897040830510e-06,1.3427002911508803e-06
140,5.7194656737007772e-04,1.6700678979720404e-04,1.7990610047778855e-04,1.2869141812530348e-04,6.6416653135693420e-05,2.3310648745238372e-05,5.2996710205905435e-06,1.3152860682593645e-06
141,5.5572423046354653e-04,1.6228030115346067e-04,1.7480280571642405e-04,1.2502634576719426e-04,6.4519109603171465e-05,2.2648662426688742e-05,5.1586618401224444e-06,1.2883439564849499e-06
142,5.3996363849357460e-04,1.5768724942394295e-04,1.6984440087888453e-04,1.2146635914587591e-04,6.2676494664218123e-05,2.2005812571682402e-05,5.0214525310348224e-06,1.2618692779359292e-06
