t,f_total,survival_before,survival_after
56,6.6738809299456622e-03,2.2983389681605204e-01,2.2316001588610637e-01
57,6.4753619585081988e-03,2.2316001588610637e-01,2.1668465392759820e-01
58,6.2829214676361766e-03,2.1668465392759820e-01,2.1040173245996202e-01
59,6.0963757803197778e-03,2.1040173245996202e-01,2.0430535667964228e-01
60,5.9155452859354276e-03,2.0430535667964228e-01,1.9838981139370682e-01
61,5.7402545847886430e-03,1.9838981139370682e-01,1.9264955680891821e-01
62,5.5703325943060869e-03,1.9264955680891821e-01,1.8707922421461212e-01
63,5.4056126217161826e-03,1.8707922421461212e-01,1.8167361159289597e-01
64,5.2459324075502071e-03,1.8167361159289597e-01,1.7642767918534577e-01
65,5.0911341438378971e-03,1.7642767918534577e-01,1.7133654504150786e-01
66,4.9410644704575186e-03,1.7133654504150786e-01,1.6639548057105039e-01
67,4.7955744527264687e-03,1.6639548057105039e-01,1.6159990611832392e-01
68,4.6545195429805678e-03,1.6159990611832392e-01,1.5694538657534335e-01
69,4.5177595285849585e-03,1.5694538657534335e-01,1.5242762704675841e-01
70,4.3851584685443076e-03,1.5242762704675841e-01,1.4804246857821410e-01
71,4.2565846206316024e-03,1.4804246857821410e-01,1.4378588395758252e-01
72,4.1319103607312486e-03,1.4378588395758252e-01,1.3965397359685128e-01
73,4.0110120958909085e-03,1.3965397359685128e-01,1.3564296150096039e-01
74,3.8937701723956988e-03,1.3564296150096039e-01,1.3174919132856469e-01
75,3.7800687800160705e-03,1.3174919132856469e-01,1.2796912254854864e-01
76,3.6697958534352192e-03,1.2796912254854864e-01,1.2429932669511341e-01
77,3.5628429717317442e-03,1.2429932669511341e-01,1.2073648372338169e-01
78,3.4591052566769276e-03,1.2073648372338169e-01,1.1727737846670476e-01
79,3.3584812705023206e-03,1.1727737846670476e-01,1.1391889719620245e-01
80,3.2608729137008885e-03,1.1391889719620245e-01,1.1065802428250157e-01
81,3.1661853233429043e-03,1.1065802428250157e-01,1.0749183895915868e-01
82,3.0743267723148957e-03,1.0749183895915868e-01,1.0441751218684378e-01
83,2.9852085698254789e-03,1.0441751218684378e-01,1.0143230361701831e-01
84,2.8987449634649350e-03,1.0143230361701831e-01,9.8533558653553399e-02
85,2.8148530430551532e-03,9.8533558653553399e-02,9.5718705610498250e-02
86,2.7334526464824213e-03,9.5718705610498250e-02,9.2985252964015816e-02
87,2.6544662676668165e-03,9.2985252964015816e-02,9.0330786696349016e-02
88,2.5778189667881013e-03,9.0330786696349016e-02,8.7752967729560913e-02
89,2.5034382828585089e-03,8.7752967729560913e-02,8.5249529446702416e-02
90,2.4312541487071884e-03,8.5249529446702416e-02,8.2818275297995236e-02
91,2.3611988084188897e-03,8.2818275297995236e-02,8.0457076489576340e-02
92,2.2932067372503648e-03,8.0457076489576340e-02,7.8163869752325976e-02
93,2.2272145640315983e-03,7.8163869752325976e-02,7.5936655188294400e-02
94,2.1631609960449869e-03,7.5936655188294400e-02,7.3773494192249420e-02
95,2.1009867463638002e-03,7.3773494192249420e-02,7.1672507445885617e-02
96,2.0406344636212880e-03,7.1672507445885617e-02,6.9631872982264337e-02
97,1.9820486641735145e-03,6.9631872982264337e-02,6.7649824318090829e-02
98,1.9251756666122171e-03,6.7649824318090829e-02,6.5724648651478604e-02
99,1.8699635285783919e-03,6.5724648651478604e-02,6.3854685122900212e-02
100,1.8163619858229255e-03,6.3854685122900212e-02,6.2038323137077300e-02
101,1.7643223934571228e-03,6.2038323137077300e-02,6.0274000743620187e-02
102,1.7137976693333821e-03,6.0274000743620187e-02,5.8560203074286804e-02
103,1.6647422394943949e-03,5.8560203074286804e-02,5.6895460834792418e-02
104,1.6171119856280101e-03,5.6895460834792418e-02,5.5278348849164410e-02
105,1.5708641944641999e-03,5.5278348849164410e-02,5.3707484654700210e-02
106,1.5259575090503465e-03,5.3707484654700210e-02,5.2181527145649859e-02
107,1.4823518818412047e-03,5.2181527145649859e-02,5.0699175263808668e-02
108,1.4400085295404072e-03,5.0699175263808668e-02,4.9259166734268264e-02
109,1.3988898896311365e-03,4.9259166734268264e-02,4.7860276844637131e-02
110,1.3589595785345988e-03,4.7860276844637131e-02,4.6501317266102529e-02
111,1.3201823513361041e-03,4.6501317266102529e-02,4.5181134914766441e-02
112,1.2825240630199206e-03,4.5181134914766441e-02,4.3898610851746511e-02
113,1.2459516311555145e-03,4.3898610851746511e-02,4.2652659220591006e-02
114,1.2104329999793454e-03,4.2652659220591006e-02,4.1442226220611653e-02
115,1.1759371058180231e-03,4.1442226220611653e-02,4.0266289114793644e-02
116,1.1424338438002753e-03,4.0266289114793644e-02,3.9123855270993366e-02
117,1.1098940358069131e-03,3.9123855270993366e-02,3.8013961235186459e-02
118,1.0782893996096798e-03,3.8013961235186459e-02,3.6935671835576778e-02
119,1.0475925191515900e-03,3.6935671835576778e-02,3.5888079316425195e-02
120,1.0177768159230975e-03,3.5888079316425195e-02,3.4870302500502097e-02
121,9.8881652139011359e-04,3.4870302500502097e-02,3.3881485979111982e-02
122,9.6068665043157978e-04,3.3881485979111982e-02,3.2920799328680403e-02
123,9.3336297574594127e-04,3.2920799328680403e-02,3.1987436352934467e-02
124,9.0682200318748050e-04,3.1987436352934467e-02,3.1080614349746988e-02
125,8.8104094799503212e-04,3.1080614349746988e-02,3.0199573401751955e-02
126,8.5599771187713672e-04,3.0199573401751955e-02,2.9343575689874828e-02
127,8.3167086091916729e-04,2.9343575689874828e-02,2.8511904828955659e-02
128,8.0803960427940113e-04,2.8511904828955659e-02,2.7703865224676258e-02
129,7.8508377364239895e-04,2.7703865224676258e-02,2.6918781451033862e-02
130,7.6278380339938885e-04,2.6918781451033862e-02,2.6155997647634474e-02
131,7.4112071152664929e-04,2.6155997647634474e-02,2.5414876936107826e-02
132,7.2007608113412551e-04,2.5414876936107826e-02,2.4694800854973699e-02
133,6.9963204265770631e-04,2.4694800854973699e-02,2.3995168812316000e-02
134,6.7977125666974212e-04,2.3995168812316000e-02,2.3315397555646256e-02
135,6.6047689728347561e-04,2.3315397555646256e-02,2.2654920658362786e-02
136,6.4173263612812229e-04,2.2654920658362786e-02,2.2013188022234662e-02
137,6.2352262687233816e-04,2.2013188022234662e-02,2.1389665395362328e-02
138,6.0583149027478478e-04,2.1389665395362328e-02,2.0783833905087545e-02
139,5.8864429974142757e-04,2.0783833905087545e-02,2.0195189605346119e-02
140,5.7194656737007772e-04,2.0195189605346119e-02,1.9623243037976041e-02
141,5.5572423046354653e-04,1.9623243037976041e-02,1.9067518807512496e-02
142,5.3996363849357460e-04,1.9067518807512496e-02,1.8527555169018925e-02
143,5.2465154049847757e-04,1.8527555169018925e-02,1.8002903628520445e-02
144,5.0977507289817867e-04,1.8002903628520445e-02,1.7493128555622267e-02
145,4.9532174771100429e-04,1.7493128555622267e-02,1.6997806807911263e-02
146,4.8127944115728381e-04,1.6997806807911263e-02,1.6516527366753981e-02
147,4.6763638263543577e-04,1.6516527366753981e-02,1.6048890984118547e-02
148,4.5438114405682806e-04,1.6048890984118547e-02,1.5594509840061721e-02
149,4.4150262952628291e-04,1.5594509840061721e-02,1.5153007210535439e-02
150,4.2899006535564746e-04,1.5153007210535439e-02,1.4724017145179794e-02
151,4.1683299039837920e-04,1.4724017145179794e-02,1.4307184154781414e-02
152,4.0502124669360005e-04,1.4307184154781414e-02,1.3902162908087816e-02
153,3.9354497040854607e-04,1.3902162908087816e-02,1.3508617937679272e-02
154,3.8239458306880465e-04,1.3508617937679272e-02,1.3126223354610469e-02
155,3.7156078306616004e-04,1.3126223354610469e-02,1.2754662571544308e-02
156,3.6103453743428603e-04,1.2754662571544308e-02,1.2393628034110021e-02
157,3.5080707388291998e-04,1.2393628034110021e-02,1.2042820960227102e-02
158,3.4086987308153198e-04,1.2042820960227102e-02,1.1701951087145572e-02
159,3.3121466118385775e-04,1.1701951087145572e-02,1.1370736425961715e-02
160,3.2183340258501583e-04,1.1370736425961715e-02,1.1048903023376700e-02
161,3.1271829290324839e-04,1.1048903023376700e-02,1.0736184730473452e-02
162,3.0386175217864527e-04,1.0736184730473452e-02,1.0432322978294807e-02
163,2.9525641828150555e-04,1.0432322978294807e-02,1.0137066560013303e-02
164,2.8689514052327635e-04,1.0137066560013303e-02,9.8501714194900274e-03
165,2.7877097346328320e-04,9.8501714194900274e-03,9.5714004460267441e-03
166,2.7087717090472276e-04,9.5714004460267441e-03,9.3005232751220239e-03
167,2.6320718007364111e-04,9.3005232751220239e-03,9.0373160950483842e-03
168,2.5575463597485488e-04,9.0373160950483842e-03,8.7815614590735277e-03
169,2.4851335591900115e-04,8.7815614590735277e-03,8.5330481031545280e-03
170,2.4147733421511934e-04,8.5330481031545280e-03,8.2915707689394085e-03
171,2.3464073702337453e-04,8.2915707689394085e-03,8.0569300319160361e-03
172,2.2799789736273113e-04,8.0569300319160361e-03,7.8289321345533045e-03
173,2.2154331026857617e-04,7.8289321345533045e-03,7.6073888242847287e-03
174,2.1527162809547174e-04,7.6073888242847287e-03,7.3921171961892577e-03
175,2.0917765596039243e-04,7.3921171961892577e-03,7.1829395402288653e-03
176,2.0325634732196852e-04,7.1829395402288653e-03,6.9796831929068975e-03
177,1.9750279969141634e-04,6.9796831929068975e-03,6.7821803932154815e-03
178,1.9191225047099060e-04,6.7821803932154815e-03,6.5902681427444914e-03
179,1.8648007291593944e-04,6.5902681427444914e-03,6.4037880698285523e-03
180,1.8120177221608481e-04,6.4037880698285523e-03,6.2225862976124681e-03
181,1.7607298169328424e-04,6.2225862976124681e-03,6.0465133159191848e-03
182,1.7108945911116217e-04,6.0465133159191848e-03,5.8754238568080232e-03
183,1.6624708309362002e-04,5.8754238568080232e-03,5.7091767737144031e-03
184,1.6154184964875727e-04,5.7091767737144031e-03,5.5476349240656470e-03
185,1.5696986879494646e-04,5.5476349240656470e-03,5.3906650552707006e-03
186,1.5252736128591987e-04,5.3906650552707006e-03,5.2381376939847806e-03
187,1.4821065543182659e-04,5.2381376939847806e-03,5.0899270385529544e-03
188,1.4401618401332461e-04,5.0899270385529544e-03,4.9459108545396296e-03
189,1.3994048128586719e-04,4.9459108545396296e-03,4.8059703732537635e-03
190,1.3598018007143976e-04,4.8059703732537635e-03,4.6699901931823240e-03
191,1.3213200893509149e-04,4.6699901931823240e-03,4.5378581842472326e-03
192,1.2839278944369446e-04,4.5378581842472326e-03,4.4094653948035384e-03
193,1.2475943350444700e-04,4.4094653948035384e-03,4.2847059612990913e-03
194,1.2122894078071792e-04,4.2847059612990913e-03,4.1634770205183740e-03
195,1.1779839618290629e-04,4.1634770205183740e-03,4.0456786243354675e-03
196,1.1446496743206764e-04,4.0456786243354675e-03,3.9312136569034008e-03
197,1.1122590269412685e-04,3.9312136569034008e-03,3.8199877542092740e-03
198,1.0807852828257123e-04,3.8199877542092740e-03,3.7119092259267029e-03
199,1.0502024642758073e-04,3.7119092259267029e-03,3.6068889794991224e-03
200,1.0204853310961976e-04,3.6068889794991224e-03,3.5048404463895030e-03
201,9.9160935955576286e-05,3.5048404463895030e-03,3.4056795104339265e-03
202,9.6355072195593655e-05,3.4056795104339265e-03,3.3093244382383334e-03
203,9.3628626678799855e-05,3.3093244382383334e-03,3.2156958115595342e-03
204,9.0979349946193982e-05,3.2156958115595342e-03,3.1247164616133400e-03
205,8.8405056359004667e-05,3.1247164616133400e-03,3.0363114052543352e-03
206,8.5903622280886576e-05,3.0363114052543352e-03,2.9504077829734495e-03
207,8.3472984312372688e-05,2.9504077829734495e-03,2.8669347986610763e-03
208,8.1111137576047915e-05,2.8669347986610763e-03,2.7858236610850289e-03
209,7.8816134050956966e-05,2.7858236610850289e-03,2.7070075270340718e-03
210,7.6586080954805673e-05,2.7070075270340718e-03,2.6304214460792668e-03
211,7.4419139172557681e-05,2.6304214460792668e-03,2.5560023069067092e-03
212,7.2313521730072363e-05,2.5560023069067092e-03,2.4836887851766372e-03
213,7.0267492311469975e-05,2.4836887851766372e-03,2.4134212928651668e-03
214,6.8279363818950160e-05,2.4134212928651668e-03,2.3451419290462169e-03
215,6.6347496973828877e-05,2.3451419290462169e-03,2.2787944320723881e-03
216,6.4470298957595385e-05,2.2787944320723881e-03,2.2143241331147928e-03
217,6.2646222091827387e-05,2.2143241331147928e-03,2.1516779110229657e-03
218,6.0873762555837070e-05,2.1516779110229657e-03,2.0908041484671287e-03
219,5.9151459140954887e-05,2.0908041484671287e-03,2.0316526893261744e-03
220,5.7477892040390135e-05,2.0316526893261744e-03,1.9741747972857842e-03
221,5.5851681673639523e-05,1.9741747972857842e-03,1.9183231156121448e-03
222,5.4271487544444991e-05,1.9183231156121448e-03,1.8640516280676999e-03
223,5.2736007131332252e-05,1.8640516280676999e-03,1.8113156209363674e-03
224,5.1243974809789981e-05,1.8113156209363674e-03,1.7600716461265778e-03
225,4.9794160805177291e-05,1.7600716461265778e-03,1.7102774853214008e-03
226,4.8385370175474344e-05,1.7102774853214008e-03,1.6618921151459263e-03
227,4.7016441823017034e-05,1.6618921151459263e-03,1.6148756733229096e-03
228,4.5686247534381795e-05,1.6148756733229096e-03,1.5691894257885276e-03
229,4.4393691047611062e-05,1.5691894257885276e-03,1.5247957347409168e-03
230,4.3137707145994359e-05,1.5247957347409168e-03,1.4816580275949223e-03
231,4.1917260777641870e-05,1.4816580275949223e-03,1.4397407668172808e-03
232,4.0731346200110788e-05,1.4397407668172808e-03,1.3990094206171701e-03
233,3.9578986149365698e-05,1.3990094206171701e-03,1.3594304344678044e-03
234,3.8459231032375406e-05,1.3594304344678044e-03,1.3209712034354289e-03
235,3.7371158142669267e-05,1.3209712034354289e-03,1.2836000452927598e-03
236,3.6313870898195197e-05,1.2836000452927598e-03,1.2472861743945646e-03
237,3.5286498100841362e-05,1.2472861743945646e-03,1.2119996762937233e-03
238,3.4288193217001536e-05,1.2119996762937233e-03,1.1777114830767220e-03
239,3.3318133678582447e-05,1.1777114830767220e-03,1.1443933493981396e-03
240,3.2375520203868928e-05,1.1443933493981396e-03,1.1120178291942706e-03
241,3.1459576137679148e-05,1.1120178291942706e-03,1.0805582530565914e-03
242,3.0569546810259376e-05,1.0805582530565914e-03,1.0499887062463322e-03
243,2.9704698914382934e-05,1.0499887062463322e-03,1.0202840073319493e-03
244,2.8864319900134049e-05,1.0202840073319493e-03,9.9141968743181536e-04
245,2.8047717386871838e-05,9.9141968743181536e-04,9.6337197004494354e-04
246,2.7254218591884628e-05,9.6337197004494354e-04,9.3611775145305905e-04
247,2.6483169775258573e-05,9.3611775145305905e-04,9.0963458167780064e-04
248,2.5733935700498663e-05,9.0963458167780064e-04,8.8390064597730189e-04
249,2.5005899110452999e-05,8.8390064597730189e-04,8.5889474686684899e-04
250,2.4298460218104670e-05,8.5889474686684899e-04,8.3459628664874440e-04
251,2.3611036211807609e-05,8.3459628664874440e-04,8.1098525043693699e-04
252,2.2943060774555449e-05,8.1098525043693699e-04,7.8804218966238137e-04
253,2.2293983616883718e-05,7.8804218966238137e-04,7.6574820604549784e-04
254,2.1663270023017603e-05,7.6574820604549784e-04,7.4408493602248034e-04
255,2.1050400409888334e-05,7.4408493602248034e-04,7.2303453561259193e-04
256,2.0454869898652261e-05,7.2303453561259193e-04,7.0257966571393975e-04
257,1.9876187898357017e-05,7.0257966571393975e-04,6.8270347781558278e-04
258,1.9313877701409459e-05,6.8270347781558278e-04,6.6338960011417332e-04
259,1.8767476090509889e-05,6.6338960011417332e-04,6.4462212402366349e-04
260,1.8236532956726687e-05,6.4462212402366349e-04,6.2638559106693685e-04
261,1.7720610928394848e-05,6.2638559106693685e-04,6.0866498013854202e-04
262,1.7219285010530851e-05,6.0866498013854202e-04,5.9144569512801126e-04
263,1.6732142234465201e-05,5.9144569512801126e-04,5.7471355289354608e-04
264,1.6258781317402438e-05,5.7471355289354608e-04,5.5845477157614369e-04
265,1.5798812331626705e-05,5.5845477157614369e-04,5.4265595924451700e-04
266,1.5351856383079067e-05,5.4265595924451700e-04,5.2730410286143804e-04
267,1.4917545299040464e-05,5.2730410286143804e-04,5.1238655756239760e-04
268,1.4495521324661926e-05,5.1238655756239760e-04,4.9789103623773567e-04
269,1.4085436828090928e-05,4.9789103623773567e-04,4.8380559940964477e-04
270,1.3686954013949957e-05,4.8380559940964477e-04,4.7011864539569484e-04
271,1.3299744644930332e-05,4.7011864539569484e-04,4.5681890075076456e-04
272,1.2923489771271028e-05,4.5681890075076456e-04,4.4389541097949352e-04
273,1.2557879467898897e-05,4.4389541097949352e-04,4.3133753151159467e-04
274,1.2202612579012871e-05,4.3133753151159467e-04,4.1913491893258187e-04
275,1.1857396469901194e-05,4.1913491893258187e-04,4.0727752246268059e-04
276,1.1521946785786387e-05,4.0727752246268059e-04,3.9575557567689431e-04
277,1.1195987217498854e-05,3.9575557567689431e-04,3.8455958845939550e-04
278,1.0879249273785395e-05,3.8455958845939550e-04,3.7368033918561009e-04
279,1.0571472060064611e-05,3.7368033918561009e-04,3.6310886712554547e-04
280,1.0272402063446383e-05,3.6310886712554547e-04,3.5283646506209916e-04
281,9.9817929438379335e-06,3.5283646506209916e-04,3.4285467211826124e-04
282,9.6994053309639153e-06,3.4285467211826124e-04,3.3315526678729735e-04
283,9.4250066271329418e-06,3.3315526678729735e-04,3.2373026016016440e-04
284,9.1583708155877045e-06,3.2373026016016440e-04,3.1457188934457675e-04
285,8.8992782742804723e-06,3.1457188934457675e-04,3.0567261107029625e-04
286,8.6475155949202304e-06,3.0567261107029625e-04,2.9702509547537606e-04
287,8.4028754071420990e-06,2.9702509547537606e-04,2.8862222006823402e-04
288,8.1651562076539173e-06,2.8862222006823402e-04,2.8045706386058014e-04
289,7.9341621942190157e-06,2.8045706386058014e-04,2.7252290166636113e-04
290,7.7097031043381062e-06,2.7252290166636113e-04,2.6481319856202303e-04
291,7.4915940584972700e-06,2.6481319856202303e-04,2.5732160450352577e-04
292,7.2796554078526518e-06,2.5732160450352577e-04,2.5004194909567315e-04
293,7.0737125862262165e-06,2.5004194909567315e-04,2.4296823650944694e-04
294,6.8735959662904464e-06,2.4296823650944694e-04,2.3609464054315650e-04
295,6.6791407198234026e-06,2.3609464054315650e-04,2.2941549982333312e-04
296,6.4901866819188008e-06,2.2941549982333312e-04,2.2292531314141434e-04
297,6.3065782190391666e-06,2.2292531314141434e-04,2.1661873492237520e-04
298,6.1281641008032132e-06,2.1661873492237520e-04,2.1049057082157198e-04
299,5.9547973754017075e-06,2.1049057082157198e-04,2.0453577344617030e-04
300,5.7863352485390797e-06,2.0453577344617030e-04,1.9874943819763122e-04
301,5.6226389658009713e-06,1.9874943819763122e-04,1.9312679923183025e-04
302,5.4635736983506858e-06,1.9312679923183025e-04,1.8766322553347961e-04
303,5.3090084318603188e-06,1.8766322553347961e-04,1.8235421710161926e-04
304,5.1588158585849849e-06,1.8235421710161926e-04,1.7719540124303430e-04
305,5.0128722724911589e-06,1.7719540124303430e-04,1.7218252897054318e-04
306,4.8710574673526620e-06,1.7218252897054318e-04,1.6731147150319051e-04
307,4.7332546377302861e-06,1.6731147150319051e-04,1.6257821686546024e-04
308,4.5993502827534428e-06,1.6257821686546024e-04,1.5797886658270680e-04
309,4.4692341126244890e-06,1.5797886658270680e-04,1.5350963247008235e-04
310,4.3427989577686888e-06,1.5350963247008235e-04,1.4916683351231367e-04
311,4.2199406805548923e-06,1.4916683351231367e-04,1.4494689283175877e-04
312,4.1005580895142067e-06,1.4494689283175877e-04,1.4084633474224458e-04
313,3.9845528559859139e-06,1.4084633474224458e-04,1.3686178188625868e-04
314,3.8718294331219629e-06,1.3686178188625868e-04,1.3298995245313673e-04
315,3.7622949771832656e-06,1.3298995245313673e-04,1.2922765747595344e-04
316,3.6558592710629347e-06,1.2922765747595344e-04,1.2557179820489052e-04
317,3.5524346499734351e-06,1.2557179820489052e-04,1.2201936355491711e-04
318,3.4519359292364172e-06,1.2201936355491711e-04,1.1856742762568069e-04
319,3.3542803341156982e-06,1.1856742762568069e-04,1.1521314729156500e-04
320,3.2593874316355897e-06,1.1521314729156500e-04,1.1195375985992943e-04
321,3.1671790643283805e-06,1.1195375985992943e-04,1.0878658079560102e-04
322,3.0775792858563716e-06,1.0878658079560102e-04,1.0570900150974470e-04
323,2.9905142984554208e-06,1.0570900150974470e-04,1.0271848721128927e-04
324,2.9059123921484502e-06,1.0271848721128927e-04,9.9812574819140826e-05
325,2.8237038856788200e-06,9.9812574819140826e-05,9.6988870933462014e-05
326,2.7438210691149085e-06,9.6988870933462014e-05,9.4245049864347111e-05
327,2.6661981480786051e-06,9.4245049864347111e-05,9.1578851716268513e-05
328,2.5907711895517495e-06,9.1578851716268513e-05,8.8988080526716760e-05
329,2.5174780692158837e-06,8.8988080526716760e-05,8.6470602457500896e-05
330,2.4462584202819198e-06,8.6470602457500896e-05,8.4024344037218982e-05
331,2.3770535837675562e-06,8.4024344037218982e-05,8.1647290453451424e-05
332,2.3098065601814857e-06,8.1647290453451424e-05,7.9337483893269952e-05
333,2.2444619625745938e-06,7.9337483893269952e-05,7.7093021930695367e-05
334,2.1809659709194386e-06,7.7093021930695367e-05,7.4912055959775934e-05
335,2.1192662877804663e-06,7.4912055959775934e-05,7.2792789671995468e-05
336,2.0593120952384074e-06,7.2792789671995468e-05,7.0733477576757060e-05
337,2.0010540130333804e-06,7.0733477576757060e-05,6.8732423563723678e-05
338,1.9444440578922260e-06,6.8732423563723678e-05,6.6787979505831461e-05
339,1.8894356040065419e-06,6.6787979505831461e-05,6.4898543901824933e-05
340,1.8359833446288817e-06,6.4898543901824933e-05,6.3062560557196052e-05
341,1.7840432547554725e-06,6.3062560557196052e-05,6.1278517302440581e-05
342,1.7335725548646978e-06,6.1278517302440581e-05,5.9544944747575890e-05
343,1.6845296756814908e-06,5.9544944747575890e-05,5.7860415071894409e-05
344,1.6368742239386012e-06,5.7860415071894409e-05,5.6223540847955797e-05
345,1.5905669491065270e-06,5.6223540847955797e-05,5.4632973898849276e-05
346,1.5455697110647161e-06,5.4632973898849276e-05,5.3087404187784562e-05
347,1.5018454486873917e-06,5.3087404187784562e-05,5.1585558739097180e-05
348,1.4593581493181338e-06,5.1585558739097180e-05,5.0126200589779054e-05
349,1.4180728191080662e-06,5.0126200589779054e-05,4.8708127770670978e-05
350,1.3779554541932135e-06,4.8708127770670978e-05,4.7330172316477774e-05
351,1.3389730126872945e-06,4.7330172316477774e-05,4.5991199303790486e-05
352,1.3010933874668642e-06,4.5991199303790486e-05,4.4690105916323618e-05
353,1.2642853797264048e-06,4.4690105916323618e-05,4.3425820536597224e-05
354,1.2285186732815697e-06,4.3425820536597224e-05,4.2197301863315658e-05
355,1.1937638095994160e-06,4.2197301863315658e-05,4.1003538053716246e-05
356,1.1599921635350605e-06,4.1003538053716246e-05,3.9843545890181180e-05
357,1.1271759197547677e-06,3.9843545890181180e-05,3.8716369970426419e-05
358,1.0952880498260554e-06,3.8716369970426419e-05,3.7621081920600360e-05
359,1.0643022899559365e-06,3.7621081920600360e-05,3.6556779630644433e-05
360,1.0341931193589733e-06,3.6556779630644433e-05,3.5522586511285465e-05
361,1.0049357392373124e-06,3.5522586511285465e-05,3.4517650772048149e-05
362,9.7650605235539493e-07,3.4517650772048149e-05,3.3541144719692755e-05
363,9.4888064319251345e-07,3.3541144719692755e-05,3.2592264076500239e-05
364,9.2203675865686892e-07,3.2592264076500239e-05,3.1670227317843382e-05
365,8.9595228934524101e-07,3.1670227317843382e-05,3.0774275028498138e-05
366,8.7060575133283575e-07,3.0774275028498138e-05,2.9903669277165306e-05
367,8.4597626847831074e-07,2.9903669277165306e-05,2.9057693008686999e-05
