t,f_total,k_0,k_1,k_2,k_3,k_4,k_5,k_6
36,1.2756084227054505e-02,2.5593217133020984e-04,1.0449842377013815e-03,1.9597742141569769e-03,2.6755473785958226e-03,2.9271521915770820e-03,2.5502713543332084e-03,1.3424226793598249e-03
37,1.2354850563812971e-02,2.4893606381553234e-04,1.0136786159420205e-03,1.8985955812623008e-03,2.5903331019450373e-03,2.8337272379134275e-03,2.4694952897672717e-03,1.3000846731673807e-03
38,1.1965003422290843e-02,2.4205878455077660e-04,9.8312093440011596e-04,1.8391586178259510e-03,2.5077355691193559e-03,2.7431144260262187e-03,2.3909638464803921e-03,1.2588512438880333e-03
39,1.1586424148696921e-02,2.3531216985087745e-04,9.5332983806178440e-04,1.7814437696906499e-03,2.4276870377635479e-03,2.6552522806849877e-03,2.3146656743344711e-03,1.2187333783106030e-03
40,1.1218957273960519e-02,2.2870491007320000e-04,9.2431549862325726e-04,1.7254256186057023e-03,2.3501199061155623e-03,2.5700775115861585e-03,2.2405800039912108e-03,1.1797338249654285e-03
41,1.0862418446263919e-02,2.2224315530700020e-04,8.9608138166231001e-04,1.6710742810156676e-03,2.2749669360814791e-03,2.4875254974497350e-03,2.1686785031483176e-03,1.1418486915994084e-03
42,1.0516600975431268e-02,2.1593101004279392e-04,8.6862567110463382e-04,1.6183565289459819e-03,2.2021614493699790e-03,2.4075307247502491e-03,2.0989268278607410e-03,1.1050687633568884e-03
43,1.0181281225367550e-02,2.0977093652786393e-04,8.4194241634939510e-04,1.5672366879645088e-03,2.1316374980650198e-03,2.3300271789018171e-03,2.0312859171196180e-03,1.0693805904393259e-03
44,9.8562230507771072e-03,2.0376408323344541e-04,8.1602245525401831e-04,1.5176773561217396e-03,2.0633300112034179e-03,2.2549486882612207e-03,1.9657130714139091e-03,1.0347673852893560e-03
45,9.5411814411034135e-03,1.9791055204271821e-04,7.9085415614981911e-04,1.4696399789684573e-03,1.9971749190839695e-03,2.1822292229492011e-03,1.9021628496675928e-03,1.0012097622416555e-03
46,9.2359055069444300e-03,1.9220961538250642e-04,7.6642401384277407e-04,1.4230853087453684e-03,1.9331092571394431e-03,2.1118031514772979e-03,1.8405878135719621e-03,9.6868634678507772e-04
47,8.9401409211942191e-03,1.8665989251996201e-04,7.4271712785237490e-04,1.3779737702609481e-03,1.8710712512470605e-03,2.0436054586979221e-03,1.7809391437800188e-03,9.3717427683593345e-04
48,8.6536319080642455e-03,1.8125949257939434e-04,7.1971758569672455e-04,1.3342657515262543e-03,1.8110003863427075e-03,1.9775719288103464e-03,1.7231671485779907e-03,9.0664961453082839e-04
49,8.3761228572923844e-03,1.7600613045584487e-04,6.9740876962086427e-04,1.2919218336653979e-03,1.7528374601493066e-03,1.9136392971582674e-03,1.6672216823933549e-03,8.7708768384934827e-04
50,8.1073596277050214e-03,1.7089722066667754e-04,6.7577360159939341e-04,1.2509029717831990e-03,1.6965246237419167e-03,1.8517453744202159e-03,1.6130524887497774e-03,8.4846334674384125e-04
51,7.8470905933982985e-03,1.6592995325083459e-04,6.5479473856651566e-04,1.2111706362012171e-03,1.6420054105617398e-03,1.7918291465756544e-03,1.5606094799599985e-03,8.2075122828233942e-04
52,7.5950674767660794e-03,1.6110135506308275e-04,6.3445472750672035e-04,1.1726869216542829e-03,1.5892247553673309e-03,1.7338308537647340e-03,1.5098429638921609e-03,7.9392589951776779e-04
53,7.3510460051060605e-03,1.5640833918811634e-04,6.1473612817069742e-04,1.1354146305801718e-03,1.5381290044812136e-03,1.6776920508743346e-03,1.4607038264972567e-03,7.6796202531427039e-04
54,7.1147864213173071e-03,1.5184774469193974e-04,5.9562160967669602e-04,1.0993173354625187e-03,1.4886659185592444e-03,1.6233556523947896e-03,1.4131436773975445e-03,7.4283448313457352e-04
55,6.8860538740430710e-03,1.4741636851475006e-04,5.7709402604666092e-04,1.0643594242437200e-03,1.4407846689826109e-03,1.5707659638120276e-03,1.3671149646674499e-03,7.1851845777585132e-04
56,6.6646187083305199e-03,1.4311099097334183e-04,5.5913647475181241e-04,1.0305061320645822e-03,1.3944358288509181e-03,1.5198687015358602e-03,1.3225710639553018e-03,6.9498951619870381e-04
57,6.4502566743233590e-03,1.3892839606764691e-04,5.4173234155765939e-04,9.9772356197431003e-04,1.3495713594412783e-03,1.4706110031208444e-03,1.2794663462671733e-03,6.7222366589444658e-04
58,6.2427490685500577e-03,1.3486538756373020e-04,5.2486533432647157e-04,9.6597869675904731e-04,1.3061445928936664e-03,1.4229414293134514e-03,1.2377562280385501e-03,6.5019739965514062e-04
59,6.0418828199162089e-03,1.3091880164483655e-04,5.0851950792602158e-04,9.3523940363638021e-04,1.2641102117873723e-03,1.3768099592585718e-03,1.1973972065347810e-03,6.2888772912824548e-04
60,5.8474505304693834e-03,1.2708551677513877e-04,4.9267928198284700e-04,9.0547443323846634e-04,1.2234242261873014e-03,1.3321679800192556e-03,1.1583468831297232e-03,6.0827220913665058e-04
61,5.6592504793081004e-03,1.2336246130132490e-04,4.7732945288703329e-04,8.7665341404297918e-04,1.1840439486617285e-03,1.2889682714048339e-03,1.1205639765989660e-03,5.8832895441123380e-04
62,5.4770865965947969e-03,1.1974661921993322e-04,4.6245520118805511e-04,8.4874684319698114e-04,1.1459279677045295e-03,1.2471649869627932e-03,1.0840083282169675e-03,5.6903665010553752e-04
63,5.3007684134576171e-03,1.1623503445920430e-04,4.4804209530507899e-04,8.2172607450467093e-04,1.1090361199342291e-03,1.2067136318673374e-03,1.0486409001559430e-03,5.5037455723115300e-04
64,5.1301109925873554e-03,1.1282481395977881e-04,4.3407609230031874e-04,7.9556330420806304e-04,1.0733294613888022e-03,1.1675710383307846e-03,1.0144237684395166e-03,5.3232251396009129e-04
65,4.9649348435209248e-03,1.0951312978606896e-04,4.2054353632252871e-04,7.7023155507391426e-04,1.0387702381883797e-03,1.1296953390711720e-03,9.8132011149858374e-04,5.1486093358027679e-04
66,4.8050658259234666e-03,1.0629722045733597e-04,4.0743115521306526e-04,7.4570465920567413e-04,1.0053218567971345e-03,1.0930459392890950e-03,9.4929419520423336e-04,4.9797079975692738e-04
67,4.6503350436152471e-03,1.0317439165260610e-04,3.9472605567396861e-04,7.2195723992194826e-04,9.7294885408009154e-04,1.0575834875374349e-03,9.1831135510772198e-04,4.8163365964147624e-04
68,4.5005787316174644e-03,1.0014201641507955e-04,3.8241571732205363e-04,6.9896469297966958e-04,9.4161686731974699e-04,1.0232698458078637e-03,8.8833797649591224e-04,4.6583161527713793e-04
69,4.3556381380975059e-03,9.7197534958440675e-05,3.7048798589169458e-04,6.7670316736832001e-04,9.1129260433071022e-04,9.9006805910666095e-04,8.5934147276857831e-04,4.5054731367310174e-04
70,4.2153594027660177e-03,9.4338454158492610e-05,3.5893106579914868e-04,6.5514954585900735e-04,8.8194381378753524e-04,9.5794232474833395e-04,8.3129026255841082e-04,4.3576393585508910e-04
71,4.0795934330042048e-03,9.1562346798029748e-05,3.4773351224071894e-04,6.3428142545727119e-04,8.5353925586109062e-04,9.2685796155782317e-04,8.0415374594278817e-04,4.2146518514648272e-04
72,3.9481957787715020e-03,8.8866850620186348e-05,3.3688422296403842e-04,6.1407709787980483e-04,8.2604867324176856e-04,8.9678137913985691e-04,7.7790228003620269e-04,4.0763527488964479e-04
73,3.8210265071531384e-03,8.6249667235139285e-05,3.2637242982487086e-04,5.9451553015167570e-04,7.9944276261322629e-04,8.6768004734652559e-04,7.5250715420180337e-04,3.9425891577989737e-04
74,3.6979500772482570e-03,8.3708560916573435e-05,3.1618769021989507e-04,5.7557634540123708e-04,7.7369314662785373e-04,8.3952246605073521e-04,7.2794056507825410e-04,3.8132130295370862e-04
75,3.5788352159667656e-03,8.1241357317393789e-05,3.0631987846807432e-04,5.5723980391394166e-04,7.4877234642448619e-04,8.1227813531328102e-04,7.0417559158271210e-04,3.6880810294687616e-04
76,3.4635547951926155e-03,7.8845942128508354e-05,2.9675917719862796e-04,5.3948678449313706e-04,7.2465375471979265e-04,7.8591752601437487e-04,6.8118617002110805e-04,3.5670544061706635e-04
77,3.3519857106792408e-03,7.6520259699879866e-05,2.8749606879173353e-04,5.2229876616510947e-04,7.0131160949703090e-04,7.6041205100612567e-04,6.5894706941211820e-04,3.4499988610724294e-04
78,3.2440087629662362e-03,7.4262311639264634e-05,2.7852132690838561e-04,5.0565781025674274e-04,6.7872096830931766e-04,7.3573403683033494e-04,6.3743386711049600e-04,3.3367844191169491e-04
79,3.1395085405426693e-03,7.2070155400970391e-05,2.6982600813792927e-04,4.8954654286685877e-04,6.5685768320900690e-04,7.1185669603573032e-04,6.1662292479811606e-04,3.2272853009405762e-04
80,3.0383733054294162e-03,6.9941902874446648e-05,2.6140144378533322e-04,4.7394813774628863e-04,6.3569837631010241e-04,6.8875410012010760e-04,5.9649136489663634e-04,3.1213797969650110e-04
81,2.9404948813090042e-03,6.7875718980466888e-05,2.5323923181501878e-04,4.5884629959681150e-04,6.1522041598669776e-04,6.6640115311559329e-04,5.7701704744363516e-04,3.0189501437078066e-04
82,2.8457685442949882e-03,6.5869820280989904e-05,2.4533122896378386e-04,4.4422524779505880e-04,5.9540189370714666e-04,6.4477356582913351e-04,5.5817854746405347e-04,2.9198824025482154e-04
83,2.7540929164027953e-03,6.3922473607426581e-05,2.3766954303188745e-04,4.3006970054419394e-04,5.7622160150092808e-04,6.2384783074521716e-04,5.3995513286043658e-04,2.8240663411270578e-04
84,2.6653698617591336e-03,6.2031994710933945e-05,2.3024652535854340e-04,4.1636485945349981e-04,5.5765901005289521e-04,6.0360119759358130e-04,5.2232674283855059e-04,2.7313953175112923e-04
85,2.5795043855666080e-03,6.0196746937462786e-05,2.2305476348579009e-04,4.0309639454383074e-04,5.3969424741772581e-04,5.8401164958111487e-04,5.0527396687923237e-04,2.6417661672145144e-04
86,2.4964045358234935e-03,5.8415139929561098e-05,2.1608707401286412e-04,3.9025042967514022e-04,5.2230807834586373e-04,5.6505788028425564e-04,4.8877802426259827e-04,2.5550790931321037e-04
87,2.4159813077849110e-03,5.6685628356351899e-05,2.0933649564172554e-04,3.7781352839089030e-04,5.0548188421099935e-04,5.4671927119576765e-04,4.7282074414685941e-04,2.4712375584231688e-04
88,2.3381485511406257e-03,5.5006710672634952e-05,2.0279628241319934e-04,3.6577268017303524e-04,4.8919764352815180e-04,5.2897586991783264e-04,4.5738454620079946e-04,2.3901481823497236e-04
89,2.2628228798757455e-03,5.3376927907686260e-05,1.9645989713225619e-04,3.5411528710040081e-04,4.7343791305063461e-04,5.1180836899179512e-04,4.4245242178638389e-04,2.3117206390658844e-04
90,2.1899235847734947e-03,5.1794862484030470e-05,1.9032100498021288e-04,3.4282915090260466e-04,4.5818580943358977e-04,4.9519808535363515e-04,4.2800791568585846e-04,2.2358675593356321e-04
91,2.1193725485136334e-03,5.0259137066224589e-05,1.8437346731105153e-04,3.3190246040115152e-04,4.4342499145133112e-04,4.7912694040323615e-04,4.1403510836601358e-04,2.1625044351462482e-04
92,2.0510941633157189e-03,4.8768413439505306e-05,1.7861133562861075e-04,3.2132377932896382e-04,4.2913964275541610e-04,4.6357744067473836e-04,4.0051859877093896e-04,2.0915495271754548e-04
93,1.9850152510731164e-03,4.7321391418007791e-05,1.7302884574105963e-04,3.1108203451934465e-04,4.1531445516016364e-04,4.4853265909468581e-04,3.8744348763354212e-04,2.0229237750631247e-04
94,1.9210649859212042e-03,4.5916807782152263e-05,1.6762041208881801e-04,3.0116650445520147e-04,4.0193461244221462e-04,4.3397621681424286e-04,3.7479536129528425e-04,1.9565507104329040e-04
95,1.8591748191815072e-03,4.4553435244710124e-05,1.6238062224190457e-04,2.9156680816926371e-04,3.8898577464069502e-04,4.1989226560147056e-04,3.6256027602297357e-04,1.8923563726048974e-04
96,1.7992784066223643e-03,4.3230081444999587e-05,1.5730423156257617e-04,2.8227289448599701e-04,3.7645406284456595e-04,4.0626547077947156e-04,3.5072474281100792e-04,1.8302692269374593e-04
97,1.7413115379760970e-03,4.1945587970614700e-05,1.5238615802904730e-04,2.7327503159593655e-04,3.6432604445382587e-04,3.9308099469613093e-04,3.3927571265714580e-04,1.7702200857339580e-04
98,1.6852120686524426e-03,4.0698829406061757e-05,1.4762147721604458e-04,2.6456379695322292e-04,3.5258871890135092e-04,3.8032448071117342e-04,3.2820056229969407e-04,1.7121420316489484e-04
99,1.6309198535880982e-03,3.9488712407656263e-05,1.4300541742794673e-04,2.5613006748721984e-04,3.4122950382232324e-04,3.6798203768632074e-04,3.1748708040389478e-04,1.6559703435273655e-04
100,1.5783766831726238e-03,3.8314174804023327e-05,1.3853335498028072e-04,2.4796501011921298e-04,3.3023622165838341e-04,3.5604022496444200e-04,3.0712345418527757e-04,1.6016424246100369e-04
101,1.5275262211915499e-03,3.7174184721540073e-05,1.3420080962538543e-04,2.4006007257533523e-04,3.1959708668386199e-04,3.4448603782375614e-04,2.9709825645777963e-04,1.5490977330389109e-04
102,1.4783139447283118e-03,3.6067739734060010e-05,1.3000344011810801e-04,2.3240697448702105e-04,3.0930069244167511e-04,3.3330689339333068e-04,2.8740043309453505e-04,1.4982777145958187e-04
103,1.4306870859675696e-03,3.4993866036265008e-05,1.2593703991746615e-04,2.2499769877046825e-04,2.9933599957672106e-04,3.2249061701635358e-04,2.7801929088936734e-04,1.4491257376092817e-04
104,1.3845945758434904e-03,3.3951617639999442e-05,1.2199753302028568e-04,2.1782448327676687e-04,2.8969232405487346e-04,3.1202542904789444e-04,2.6894448580719153e-04,1.4015870299647894e-04
105,1.3399869894777142e-03,3.2940075592951976e-05,1.1818096992290500e-04,2.1087981270454621e-04,2.8035932575593681e-04,3.0189993207414010e-04,2.6016601161173088e-04,1.3556086181550325e-04
106,1.2968164933528960e-03,3.1958347219063609e-05,1.1448352370712637e-04,2.0415641076718479e-04,2.7132699742920608e-04,2.9210309854036688e-04,2.5167418885916818e-04,1.3111392683077999e-04
107,1.2550367941689651e-03,3.1005565380054763e-05,1.1090148624668575e-04,1.9764723260682818e-04,2.6258565400055024e-04,2.8262425877520145e-04,2.4345965424659149e-04,1.2681294291305324e-04
108,1.2146030893305120e-03,3.0080887757479118e-05,1.0743126453060582e-04,1.9134545744765771e-04,2.5412592222022186e-04,2.7345308939901662e-04,2.3551335030433813e-04,1.2265311767119280e-04
109,1.1754720190150028e-03,2.9183496154727392e-05,1.0406937709989177e-04,1.8524448148105513e-04,2.4593873064087703e-04,2.6457960210461283e-04,2.2782651542159851e-04,1.1862981611224012e-04
110,1.1376016197728316e-03,2.8312595818420076e-05,1.0081245059412542e-04,1.7933791097550625e-04,2.3801529991557120e-04,2.5599413279863575e-04,2.2039067419490357e-04,1.1473855547566919e-04
111,1.1009512796115264e-03,2.7467414778643926e-05,9.7657216404607426e-05,1.7361955560428642e-04,2.3034713340577489e-04,2.4768733109248829e-04,2.1319762808938675e-04,1.1097500023633863e-04
112,1.0654816945177320e-03,2.6647203207502539e-05,9.4600507430792367e-05,1.6808342198416535e-04,2.2292600808973312e-04,2.3965015013179854e-04,2.0623944640297688e-04,1.0733495727076316e-04
113,1.0311548263718827e-03,2.5851232795467230e-05,9.1639254936854377e-05,1.6272370741856351e-04,2.1574396576176197e-04,2.3187383675380476e-04,1.9950845752394987e-04,1.0381437118148100e-04
114,9.9793386221176997e-04,2.5078796145029141e-05,8.8770485505313285e-05,1.5753479383878147e-04,2.0879330451334908e-04,2.2434992196232223e-04,1.9299724047253100e-04,1.0040931977444369e-04
115,9.6578317480246689e-04,2.4329206181168828e-05,8.5991318084741215e-05,1.5251124193711138e-04,2.0206657048718742e-04,2.1707021171024849e-04,1.8669861671750688e-04,9.7116009684502600e-05
116,9.3466828447131970e-04,2.3601795578173639e-05,8.3298961128657918e-05,1.4764778548582167e-04,1.9555654989553229e-04,2.1002677797985630e-04,1.8060564225906616e-04,9.3930772144211773e-05
117,9.0455582216794075e-04,2.2895916202347636e-05,8.0690709822809974e-05,1.4293932583618691e-04,1.8925626129452796e-04,2.0321195015141069e-04,1.7471159996934667e-04,9.0850058891310894e-05
118,8.7541349371032893e-04,2.2210938570172027e-05,7.8163943398113091e-05,1.3838092659190782e-04,1.8315894810639759e-04,1.9661830665092500e-04,1.6900999218242091e-04,8.7870438210392517e-05
119,8.4721004517942459e-04,2.1546251321487588e-05,7.5716122526618861e-05,1.3396780845143907e-04,1.7725807138163575e-04,1.9023866686814850e-04,1.6349453352569888e-04,8.4988591104395920e-05
120,8.1991522942554470e-04,2.0901260707282980e-05,7.3344786797948063e-05,1.2969534421390836e-04,1.7154730279358047e-04,1.8406608333614629e-04,1.5815914398497298e-04,8.2201307591705573e-05
121,7.9349977365126504e-04,2.0275390091685575e-05,7.1047552273710026e-05,1.2555905394347262e-04,1.6602051785797415e-04,1.7809383416409377e-04,1.5299794219556602e-04,7.9505483124762803e-05
122,7.6793534803640522e-04,1.9668079467762661e-05,6.8822109117503579e-05,1.2155460028711560e-04,1.6067178937034882e-04,1.7231541571516792e-04,1.4800523895227761e-04,7.6898115126229060e-05
123,7.4319453537183798e-04,1.9078784986753038e-05,6.6666219298168765e-05,1.1767778394104471e-04,1.5549538105429295e-04,1.6672453552166506e-04,1.4317553093104994e-04,7.4376299638863520e-05
124,7.1925080166987106e-04,1.8506978500359540e-05,6.4577714364030171e-05,1.1392453926099491e-04,1.5048574141387019e-04,1.6131510542971990e-04,1.3850349461549597e-04,7.1937228085400311e-05
125,6.9607846771996382e-04,1.7952147115743931e-05,6.2554493285941836e-05,1.1029093001189227e-04,1.4563749778367111e-04,1.5608123496623803e-04,1.3398398042164787e-04,6.9578184134828780e-05
126,6.7365268155951332e-04,1.7413792762875854e-05,6.0594520367011297e-05,1.0677314525247188e-04,1.4094545057018052e-04,1.5101722492088517e-04,1.2961200701449340e-04,6.7296540671595183e-05
127,6.5194939183039482e-04,1.6891431773897531e-05,5.8695823216945762e-05,1.0336749535058099e-04,1.3640456767834166e-04,1.4611756113620060e-04,1.2538275581007113e-04,6.5089756864357049e-05
128,6.3094532199286829e-04,1.6384594474175294e-05,5.6856490789026450e-05,1.0007040812503264e-04,1.3200997911739002e-04,1.4137690849912123e-04,1.2129156565709402e-04,6.2955375331028528e-05
129,6.1061794536935456e-04,1.5892824784718577e-05,5.5074671477779109e-05,9.6878425110003179e-05,1.2775697178021508e-04,1.3679010512741445e-04,1.1733392769226231e-04,6.0891019396961912e-05
130,5.9094546099145643e-04,1.5415679835655768e-05,5.3348571275467624e-05,9.3788197938093356e-05,1.2364098439069049e-04,1.3235215674472389e-04,1.1350548036361394e-04,5.8894390443211374e-05
131,5.7190677022444158e-04,1.4952729590464976e-05,5.1676451985596152e-05,9.0796484838293783e-05,1.1965760261358750e-04,1.2805823123813255e-04,1.0980200461644155e-04,5.6963265341924969e-05
132,5.5348145414422622e-04,1.4503556480666336e-05,5.0056629491660454e-05,8.7900147245214023e-05,1.1580255432185749e-04,1.2390365339234102e-04,1.0621941923648055e-04,5.5095493976006306e-05
133,5.3564975164268843e-04,1.4067755050690334e-05,4.8487472079444070e-05,8.5096146516048439e-05,1.1207170501623416e-04,1.1988389979474738e-04,1.0275377634524347e-04,5.3288996840280617e-05
134,5.1839253823791117e-04,1.3644931612644657e-05,4.6967398811206945e-05,8.2381540751863856e-05,1.0846105339226662e-04,1.1599459390589818e-04,9.9401257042540877e-05,5.1541762721489977e-05
135,5.0169130556669908e-04,1.3234703910709647e-05,4.5494877950165450e-05,7.9753481719900359e-05,1.0496672705004972e-04,1.1223150128995542e-04,9.6158167191388944e-05,4.9851846454529564e-05
136,4.8552814153744067e-04,1.2836700794899742e-05,4.4068425433712055e-05,7.7209211873681969e-05,1.0158497834206811e-04,1.0859052499999790e-04,9.3020933340659371e-05,4.8217366752421560e-05
137,4.6988571112208056e-04,1.2450561903935515e-05,4.2686603393870673e-05,7.4746061467834422e-05,9.8312180354717573e-05,1.0506770111314039e-04,8.9986098780976998e-05,4.6636504107604942e-05
138,4.5474723776665172e-04,1.2075937356977794e-05,4.1348018723530157e-05,7.2361445764605154e-05,9.5144823019207645e-05,1.0165919441061564e-04,8.7050319729516858e-05,4.5107498762198514e-05
139,4.4009648540047238e-04,1.1712487453982105e-05,4.0051321687043363e-05,7.0052862329175893e-05,9.2079509347686814e-05,9.8361294198120037e-05,8.4210361639492653e-05,4.3628648744971524e-05
140,4.2591774102474742e-04,1.1359882384438179e-05,3.8795204573822702e-05,6.7817888410949683e-05,8.9112951790565114e-05,9.5170410261876052e-05,8.1463095630265563e-05,4.2198307972830084e-05
141,4.1219579786193518e-04,1.1017801944265619e-05,3.7578400393605368e-05,6.5654178408083803e-05,8.6241968711136537e-05,9.2083068956009311e-05,7.8805495034135051e-05,4.0814884414699495e-05
142,3.9891593904783440e-04,1.0685935260642986e-05,3.6399681612102238e-05,6.3559461412625805e-05,8.3463480973729157e-05,8.9095909416982163e-05,7.6234632055999812e-05,3.9476838315752190e-05
