t,f_total,k_0,k_1,k_2,k_3,k_4,k_5,k_6
1,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
3,2.8722900390624987e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,2.8722900390624987e-05,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
4,3.8608963668823224e-04,0.0000000000000000e+00,0.0000000000000000e+00,8.8520388641357377e-05,2.0904885940551749e-04,8.8520388641357377e-05,0.0000000000000000e+00,0.0000000000000000e+00
5,1.3815026972468370e-03,0.0000000000000000e+00,5.0122246573448148e-05,3.3941512551136001e-04,6.0242795307722066e-04,3.3941512551136001e-04,5.0122246573448148e-05,0.0000000000000000e+00
6,3.0307106112043673e-03,1.2518569678175555e-05,1.7941364099100719e-04,7.4144951993089210e-04,1.1639471500042176e-03,7.4144951993089210e-04,1.7941364099100719e-04,1.2518569678175555e-05
7,5.1474512273997170e-03,4.7039585168375739e-05,3.8473434037844805e-04,1.2378302195937151e-03,1.8082429371186395e-03,1.2378302195937151e-03,3.8473434037844805e-04,4.7039585168375739e-05
8,7.4939170685814280e-03,1.0550256333182081e-04,6.4508070652943633e-04,1.7672545170849920e-03,2.4582414946889295e-03,1.7672545170849920e-03,6.4508070652943633e-04,1.0550256333182081e-04
9,9.8642815861124961e-03,1.8408066428986326e-04,9.3495787219194382e-04,2.2823384071740268e-03,3.0615276988008281e-03,2.2823384071740268e-03,9.3495787219194382e-04,1.8408066428986326e-04
10,1.2111141127710822e-02,2.7620341934528911e-04,1.2316613230521913e-03,2.7529718762376496e-03,3.5894678904405627e-03,2.7529718762376500e-03,1.2316613230521913e-03,2.7620341934528916e-04
11,1.4143413627320463e-02,3.7487462793431921e-04,1.5179400987288710e-03,3.1634486682684268e-03,4.0308868374572303e-03,3.1634486682684268e-03,1.5179400987288712e-03,3.7487462793431926e-04
12,1.5914336253089981e-02,4.7397463953110142e-04,1.7821741021415041e-03,3.5081970743227856e-03,4.3856446210991974e-03,3.5081970743227856e-03,1.7821741021415041e-03,4.7397463953110147e-04
13,1.7408369643878190e-02,5.6878333240655541e-04,2.0175090368177431e-03,3.7880196181598875e-03,4.6597456691098169e-03,3.7880196181598875e-03,2.0175090368177431e-03,5.6878333240655541e-04
14,1.8630228989621772e-02,6.5603380945625906e-04,2.2207195049383853e-03,4.0073215958739200e-03,4.8620791690846413e-03,4.0073215958739200e-03,2.2207195049383853e-03,6.5603380945625906e-04
15,1.9596707180881308e-02,7.3373451863531795e-04,2.3911462292738957e-03,4.1722574002539077e-03,5.0024308845550650e-03,4.1722574002539077e-03,2.3911462292738961e-03,7.3373451863531795e-04
16,2.0330987341766294e-02,8.0090826798072130e-04,2.5298282392139651e-03,4.2895744219201707e-03,5.0903654835365818e-03,4.2895744219201715e-03,2.5298282392139655e-03,8.0090826798072130e-04
17,2.0858886108338942e-02,8.5732828907543208e-04,2.6388457244123607e-03,4.3659382773416043e-03,5.1346615266801478e-03,4.3659382773416043e-03,2.6388457244123607e-03,8.5732828907543208e-04
18,2.1206489964110842e-02,9.0328790025775789e-04,2.7208473847618688e-03,4.4075707571630748e-03,5.1430778797454399e-03,4.4075707571630748e-03,2.7208473847618688e-03,9.0328790025775789e-04
19,2.1398751808905540e-02,9.3941559911903333e-04,2.7787245082027639e-03,4.4200817974634245e-03,5.1223079993350960e-03,4.4200817974634253e-03,2.7787245082027644e-03,9.3941559911903333e-04
20,2.1458727084002847e-02,9.6653490896578644e-04,2.8153953840487104e-03,4.4084166388570073e-03,5.0780332202598382e-03,4.4084166388570082e-03,2.8153953840487113e-03,9.6653490896578655e-04
21,2.1407222865036601e-02,9.8556293677047472e-04,2.8336695934265683e-03,4.3768678364445503e-03,5.0150221317534112e-03,4.3768678364445503e-03,2.8336695934265688e-03,9.8556293677047472e-04
22,2.1262704743194000e-02,9.9744005426458853e-04,2.8361684366349652e-03,4.3291209793382707e-03,4.9372458027183543e-03,4.3291209793382707e-03,2.8361684366349652e-03,9.9744005426458853e-04
23,2.1041357704573882e-02,1.0030834129888320e-03,2.8252837684878897e-03,4.2683154341049204e-03,4.8479924734105961e-03,4.2683154341049204e-03,2.8252837684878897e-03,1.0030834129888320e-03
24,2.0757233021264861e-02,1.0033580525387771e-03,2.8031623804402666e-03,4.1971092950164619e-03,4.7499735652738488e-03,4.1971092950164619e-03,2.8031623804402666e-03,1.0033580525387776e-03
25,2.0422437570043458e-02,9.9906059504590271e-04,2.7717068025981052e-03,4.1177425854056187e-03,4.6454176039442078e-03,4.1177425854056187e-03,2.7717068025981052e-03,9.9906059504590271e-04
26,2.0047338350358504e-02,9.9091167610496772e-04,2.7325861694637941e-03,4.0320956930875234e-03,4.5361512730459344e-03,4.0320956930875226e-03,2.7325861694637941e-03,9.9091167610496750e-04
27,1.9640765778227202e-02,9.7955424245859844e-04,2.6872528029844769e-03,3.9417417548344618e-03,4.4236681776721283e-03,3.9417417548344626e-03,2.6872528029844764e-03,9.7955424245859822e-04
28,1.9210206368568586e-02,9.6555562995774221e-04,2.6369615998220620e-03,3.8479926916810507e-03,4.3091865256468763e-03,3.8479926916810511e-03,2.6369615998220615e-03,9.6555562995774189e-04
29,1.8761979925806898e-02,9.4941193795718636e-04,2.5827903180129191e-03,3.7519391306291517e-03,4.1936971526083857e-03,3.7519391306291517e-03,2.5827903180129191e-03,9.4941193795718625e-04
30,1.8301399190804576e-02,9.3155366767121097e-04,2.5256595585024123e-03,3.6544847117726386e-03,4.0780033149120515e-03,3.6544847117726386e-03,2.5256595585024123e-03,9.3155366767121097e-04
31,1.7832911616410586e-02,9.1235192310536303e-04,2.4663517172187682e-03,3.5563753858162991e-03,3.9627535641297267e-03,3.5563753858162991e-03,2.4663517172187682e-03,9.1235192310536303e-04
32,1.7360223950030059e-02,8.9212471183602589e-04,2.4055285077896598e-03,3.4582243243180856e-03,3.8484688621425152e-03,3.4582243243180856e-03,2.4055285077896598e-03,8.9212471183602589e-04
33,1.6886410846681469e-02,8.7114305220167821e-04,2.3437468702577672e-03,3.3605330352326499e-03,3.7355649312972791e-03,3.3605330352326499e-03,2.3437468702577672e-03,8.7114305220167810e-04
34,1.6414008990055524e-02,8.4963671163818487e-04,2.2814732205241337e-03,3.2637092240275674e-03,3.6243706776757541e-03,3.2637092240275674e-03,2.2814732205241333e-03,8.4963671163818476e-04
35,1.5945098273805289e-02,8.2779948191935061e-04,2.2190960823775178e-03,3.1680818799507088e-03,3.5151433853101328e-03,3.1680818799507088e-03,2.2190960823775178e-03,8.2779948191935050e-04
36,1.5481371563414528e-02,8.0579395144815275e-04,2.1569371955185972e-03,3.0739140058206587e-03,3.4080812578397113e-03,3.0739140058206587e-03,2.1569371955185972e-03,8.0579395144815275e-04
37,1.5024194467379065e-02,7.8375577023654828e-04,2.0952612206372604e-03,2.9814133520969640e-03,3.3033337814375174e-03,2.9814133520969645e-03,2.0952612206372608e-03,7.8375577023654828e-04
38,1.4574656424869981e-02,7.6179742547000389e-04,2.0342841744824397e-03,2.8907414638551540e-03,3.2010102972547861e-03,2.8907414638551540e-03,2.0342841744824397e-03,7.6179742547000399e-04
39,1.4133614284069460e-02,7.4001155866349052e-04,1.9741807296028134e-03,2.8020213032691225e-03,3.1011871009986045e-03,2.8020213032691229e-03,1.9741807296028138e-03,7.4001155866349063e-04
