t,f_total,survival_before,survival_after
1,0.0000000000000000e+00,1.0000000000000000e+00,1.0000000000000000e+00
2,9.3789062499999971e-04,1.0000000000000000e+00,9.9906210937499984e-01
3,5.6625146484374986e-03,9.9906210937499984e-01,9.9339959472656236e-01
4,1.0777446984558101e-02,9.9339959472656236e-01,9.8262214774200418e-01
5,1.4741418621288388e-02,9.8262214774200418e-01,9.6788072912071588e-01
6,1.7563079910413185e-02,9.6788072912071588e-01,9.5031764921030248e-01
7,1.9542233813264337e-02,9.5031764921030248e-01,9.3077541539703812e-01
8,2.0923547429782717e-02,9.3077541539703812e-01,9.0985186796725548e-01
9,2.1868152426057295e-02,9.0985186796725548e-01,8.8798371554119815e-01
10,2.2481680313806061e-02,8.8798371554119815e-01,8.6550203522739200e-01
11,2.2837630471569018e-02,8.6550203522739200e-01,8.4266440475582294e-01
12,2.2990524286016875e-02,8.4266440475582294e-01,8.1967388046980594e-01
13,2.2982654930010962e-02,8.1967388046980594e-01,7.9669122553979488e-01
14,2.2847647462896629e-02,7.9669122553979488e-01,7.7384357807689841e-01
15,2.2612543066164406e-02,7.7384357807689841e-01,7.5123103501073385e-01
16,2.2299188235457342e-02,7.5123103501073385e-01,7.2893184677527656e-01
17,2.1925260566834658e-02,7.2893184677527656e-01,7.0700658620844181e-01
18,2.1505071117832893e-02,7.0700658620844181e-01,6.8550151509060886e-01
19,2.1050207459246472e-02,6.8550151509060886e-01,6.6445130763136229e-01
20,2.0570052697585665e-02,6.6445130763136229e-01,6.4388125493377668e-01
21,2.0072204470892689e-02,6.4388125493377668e-01,6.2380905046288393e-01
22,1.9562812678374748e-02,6.2380905046288393e-01,6.0424623778450914e-01
23,1.9046851401025661e-02,6.0424623778450914e-01,5.8519938638348346e-01
24,1.8528337829111875e-02,5.8519938638348346e-01,5.6667104855437156e-01
25,1.8010508717087124e-02,5.6667104855437156e-01,5.4866053983728436e-01
26,1.7495962893384998e-02,5.4866053983728436e-01,5.3116457694389929e-01
27,1.6986776663649263e-02,5.3116457694389929e-01,5.1417780028025006e-01
28,1.6484597550812094e-02,5.1417780028025006e-01,4.9769320272943796e-01
29,1.5990720686218228e-02,4.9769320272943796e-01,4.8170248204321975e-01
30,1.5506151265337904e-02,4.8170248204321975e-01,4.6619633077788181e-01
31,1.5031655770148276e-02,4.6619633077788181e-01,4.5116467500773350e-01
32,1.4567804101377469e-02,4.5116467500773350e-01,4.3659687090635602e-01
33,1.4115004325829305e-02,4.3659687090635602e-01,4.2248186658052672e-01
34,1.3673531400775657e-02,4.2248186658052672e-01,4.0880833517975107e-01
35,1.3243550967928933e-02,4.0880833517975107e-01,3.9556478421182206e-01
36,1.2825139097276807e-02,3.9556478421182206e-01,3.8273964511454522e-01
37,1.2418298693242045e-02,3.8273964511454522e-01,3.7032134642130310e-01
38,1.2022973142319227e-02,3.7032134642130310e-01,3.5829837327898384e-01
39,1.1639057674925284e-02,3.5829837327898384e-01,3.4665931560405860e-01
40,1.1266408828831941e-02,3.4665931560405860e-01,3.3539290677522665e-01
41,1.0904852332727782e-02,3.3539290677522665e-01,3.2448805444249879e-01
42,1.0554189672714346e-02,3.2448805444249879e-01,3.1393386476978447e-01
43,1.0214203559187634e-02,3.1393386476978447e-01,3.0371966121059679e-01
44,9.8846624745024640e-03,3.0371966121059679e-01,2.9383499873609431e-01
45,9.5653244514267814e-03,2.9383499873609431e-01,2.8426967428466754e-01
46,9.2559402073802109e-03,2.8426967428466754e-01,2.7501373407728730e-01
47,8.9562557387984475e-03,2.7501373407728730e-01,2.6605747833848886e-01
48,8.6660144628634972e-03,2.6605747833848886e-01,2.5739146387562534e-01
49,8.3849589796420113e-03,2.5739146387562534e-01,2.4900650489598333e-01
50,8.1128325158601848e-03,2.4900650489598333e-01,2.4089367238012310e-01
51,7.8493801016930789e-03,2.4089367238012310e-01,2.3304429227843004e-01
52,7.5943495237181160e-03,2.3304429227843004e-01,2.2544994275471192e-01
53,7.3474920902983727e-03,2.2544994275471192e-01,2.1810245066441353e-01
54,7.1085632398936597e-03,2.1810245066441353e-01,2.1099388742451985e-01
55,6.8773230179592108e-03,2.1099388742451985e-01,2.0411656440656065e-01
56,6.6535364440288508e-03,2.0411656440656065e-01,1.9746302796253179e-01
57,6.4369737871644850e-03,1.9746302796253179e-01,1.9102605417536728e-01
58,6.2274107650808650e-03,1.9102605417536728e-01,1.8479864341028640e-01
59,6.0246286798361411e-03,1.8479864341028640e-01,1.7877401473045024e-01
60,5.8284145009416489e-03,1.7877401473045024e-01,1.7294560022950861e-01
61,5.6385609050275155e-03,1.7294560022950861e-01,1.6730703932448110e-01
62,5.4548662797533117e-03,1.6730703932448110e-01,1.6185217304472777e-01
63,5.2771346984321387e-03,1.6185217304472777e-01,1.5657503834629560e-01
64,5.1051758708066854e-03,1.5657503834629560e-01,1.5146986247548894e-01
65,4.9388050745467569e-03,1.5146986247548894e-01,1.4653105740094216e-01
66,4.7778430713043803e-03,1.4653105740094216e-01,1.4175321432963778e-01
67,4.6221160105436162e-03,1.4175321432963778e-01,1.3713109831909415e-01
68,4.4714553238397858e-03,1.3713109831909415e-01,1.3265964299525435e-01
69,4.3256976119019318e-03,1.3265964299525435e-01,1.2833394538335241e-01
70,4.1846845262002242e-03,1.2833394538335241e-01,1.2414926085715218e-01
71,4.0482626467661610e-03,1.2414926085715218e-01,1.2010099821038603e-01
72,3.9162833574685595e-03,1.2010099821038603e-01,1.1618471485291745e-01
73,3.7886027198450866e-03,1.1618471485291745e-01,1.1239611213307237e-01
74,3.6650813463808486e-03,1.1239611213307237e-01,1.0873103078669150e-01
75,3.5455842739670115e-03,1.0873103078669150e-01,1.0518544651272450e-01
76,3.4299808381388986e-03,1.0518544651272450e-01,1.0175546567458560e-01
77,3.3181445485807232e-03,1.0175546567458560e-01,9.8437321126004867e-02
78,3.2099529662896449e-03,9.8437321126004867e-02,9.5227368159715220e-02
79,3.1052875827125778e-03,9.5227368159715220e-02,9.2122080577002635e-02
80,3.0040337011026357e-03,9.2122080577002635e-02,8.9118046875899998e-02
81,2.9060803202863908e-03,8.9118046875899998e-02,8.6211966555613598e-02
82,2.8113200209865319e-03,8.6211966555613598e-02,8.3400646534627060e-02
83,2.7196488548056046e-03,8.3400646534627060e-02,8.0680997679821453e-02
84,2.6309662359441490e-03,8.0680997679821453e-02,7.8050031443877302e-02
85,2.5451748356996292e-03,7.8050031443877302e-02,7.5504856608177670e-02
86,2.4621804797702986e-03,7.5504856608177670e-02,7.3042676128407369e-02
87,2.3818920483697778e-03,7.3042676128407369e-02,7.0660784080037592e-02
88,2.3042213791430481e-03,7.0660784080037592e-02,6.8356562700894546e-02
89,2.2290831728622564e-03,6.8356562700894546e-02,6.6127479528032274e-02
90,2.1563949018707693e-03,6.6127479528032274e-02,6.3971084626161509e-02
91,2.0860767212358884e-03,6.3971084626161509e-02,6.1885007904925612e-02
92,2.0180513825642770e-03,6.1885007904925612e-02,5.9866956522361334e-02
93,1.9522441504291664e-03,5.9866956522361334e-02,5.7914712371932166e-02
94,1.8885827213545694e-03,5.7914712371932166e-02,5.6026129650577593e-02
95,1.8269971452988677e-03,5.6026129650577593e-02,5.4199132505278719e-02
96,1.7674197495780833e-03,5.4199132505278719e-02,5.2431712755700632e-02
97,1.7097850651677376e-03,5.2431712755700632e-02,5.0721927690532888e-02
98,1.6540297553213905e-03,5.0721927690532888e-02,4.9067897935211505e-02
99,1.6000925464435543e-03,4.9067897935211505e-02,4.7467805388767936e-02
100,1.5479141611547001e-03,4.7467805388767936e-02,4.5919891227613238e-02
101,1.4974372534863729e-03,4.5919891227613238e-02,4.4422453974126863e-02
102,1.4486063461450066e-03,4.4422453974126863e-02,4.2973847627981857e-02
103,1.4013677697838039e-03,4.2973847627981857e-02,4.1572479858198050e-02
104,1.3556696042229667e-03,4.1572479858198050e-02,4.0216810253975083e-02
105,1.3114616215596398e-03,4.0216810253975083e-02,3.8905348632415446e-02
106,1.2686952311100879e-03,3.8905348632415446e-02,3.7636653401305356e-02
107,1.2273234261278669e-03,3.7636653401305356e-02,3.6409329975177485e-02
108,1.1873007322430451e-03,3.6409329975177485e-02,3.5222029242934438e-02
109,1.1485831575688747e-03,3.5222029242934438e-02,3.4073446085365555e-02
110,1.1111281444236654e-03,3.4073446085365555e-02,3.2962317940941885e-02
111,1.0748945226169981e-03,3.2962317940941885e-02,3.1887423418324894e-02
112,1.0398424642507976e-03,3.1887423418324894e-02,3.0847580954074090e-02
113,1.0059334399871551e-03,3.0847580954074090e-02,2.9841647514086935e-02
114,9.7313017673617713e-04,2.9841647514086935e-02,2.8868517337350762e-02
115,9.4139661671847267e-04,2.8868517337350762e-02,2.7927120720632279e-02
116,9.1069787785824847e-04,2.7927120720632279e-02,2.7016422842774036e-02
117,8.8100021546428525e-04,2.7016422842774036e-02,2.6135422627309744e-02
118,8.5227098515736066e-04,2.6135422627309744e-02,2.5283151642152387e-02
119,8.2447860700395417e-04,2.5283151642152387e-02,2.4458673035148430e-02
120,7.9759253081729947e-04,2.4458673035148430e-02,2.3661080504331126e-02
121,7.7158320258806422e-04,2.3661080504331126e-02,2.2889497301743063e-02
122,7.4642203200810749e-04,2.2889497301743063e-02,2.2143075269734955e-02
123,7.2208136105191912e-04,2.2143075269734955e-02,2.1420993908683034e-02
124,6.9853443358145655e-04,2.1420993908683034e-02,2.0722459475101575e-02
125,6.7575536594118317e-04,2.0722459475101575e-02,2.0046704109160395e-02
126,6.5371911851117080e-04,2.0046704109160395e-02,1.9392984990649217e-02
127,6.3240146818714540e-04,1.9392984990649217e-02,1.8760583522462074e-02
128,6.1177898175736030e-04,1.8760583522462074e-02,1.8148804540704715e-02
129,5.9182899014714122e-04,1.8148804540704715e-02,1.7556975550557571e-02
130,5.7252956350288423e-04,1.7556975550557571e-02,1.6984445987054689e-02
