t,f_total,k_0,k_1,k_2,k_3,k_4,k_5,k_6
1,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
3,1.0376530218265133e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,1.0376530218265133e-06,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
4,6.2612283484580119e-05,0.0000000000000000e+00,0.0000000000000000e+00,5.5855532939975902e-05,6.5948852488440861e-06,1.6186529576012759e-07,0.0000000000000000e+00,0.0000000000000000e+00
5,6.1763046269340180e-04,0.0000000000000000e+00,4.2820849036333112e-04,1.6950415502518961e-04,1.9165716777181866e-05,7.4368904270301101e-07,8.4114849961889514e-09,0.0000000000000000e+00
6,2.3196326817421786e-03,8.6360263213606863e-04,1.0806610924416864e-03,3.3394452904242486e-04,3.9396522572953728e-05,1.9860317474193768e-06,4.1588155129025665e-08,2.8564649689459416e-10
7,4.5477646953245516e-03,2.0999057795221348e-03,1.8460501679547808e-03,5.3073473788778423e-04,6.6886873633053659e-05,4.0651646468002686e-06,1.2049980692808403e-07,1.4718730694224813e-09
8,6.9067248223714248e-03,3.4288277248461464e-03,2.6253148139996577e-03,7.4459358699828818e-04,1.0062606084132602e-04,7.0907974721591872e-06,2.6741418447173697e-07,4.4240293758220210e-09
9,9.1440699852400435e-03,4.6682898396796964e-03,3.3612638950196528e-03,9.6346923979401613e-04,1.3941881576478936e-04,1.1114724184389008e-05,5.0332868173605361e-07,1.0142115764475496e-08
10,1.1137995793291300e-02,5.7373795889999598e-03,4.0226588153807058e-03,1.1788807863236366e-03,1.8206830547824363e-04,1.6142450519679399e-05,8.4619827132680428e-07,1.9648317747070645e-08
11,1.2843080196889985e-02,6.6107484575341144e-03,4.5962452637130016e-03,1.3851252105042387e-03,2.2747402795661413e-04,2.2143461829560378e-05,1.3098801555430187e-06,3.3895196911378821e-08
12,1.4257043025625872e-02,7.2931811471612694e-03,5.0795798559243235e-03,1.5785988180725638e-03,2.7466588583338446e-04,2.9059966020988616e-05,1.9036528937266759e-06,5.3699719615349198e-08
13,1.5399292949595937e-02,7.8033049509914449e-03,5.4764413490860460e-03,1.7572108980904539e-03,3.2280980553094676e-04,3.6814073252932532e-05,2.6321705031522925e-06,7.9702140961905623e-08
14,1.6298670662297388e-02,8.1647647641741299e-03,5.7938447297806806e-03,1.9199399039844798e-03,3.7119949818561413e-04,4.5313698252880515e-05,3.4957217666096674e-06,1.1234615299119013e-07
15,1.6986659936339923e-02,8.4016059116584357e-03,6.0402070876610873e-03,2.0665037855695650e-03,4.1924316953174533e-04,5.4457419602566367e-05,4.4906865010948856e-06,1.5187581543001464e-07
16,1.7493855951800304e-02,8.5360850833676571e-03,6.2242543962562858e-03,2.1971202827915717e-03,4.6644925205802069e-04,6.4138489563038059e-05,5.6101029260367380e-06,1.9834483769529442e-07
17,1.7848287333825881e-02,8.5877934868357920e-03,6.3544024152462726e-03,2.3123343711523876e-03,5.1241300896671081e-04,7.4248135729021363e-05,6.8442816387839963e-06,2.5163425691218870e-07
18,1.8074769207936190e-02,8.5734652272344437e-03,6.4384329021909062e-03,2.4128952614638566e-03,5.5680466285579764e-04,8.4678258955267594e-05,8.1814200236796741e-06,3.1147521223701187e-07
19,1.8194807879388653e-02,8.5071196941535962e-03,6.4833501673839423e-03,2.4996696042456218e-03,5.9935914623903070e-04,9.5323607343821267e-05,9.6081858198500332e-06,3.7747420278796182e-07
20,1.8226783480726878e-02,8.4003476382906051e-03,6.4953446256297833e-03,2.5735810029235344e-03,6.3986733367621222e-04,1.0608349118419563e-04,1.1110250163248756e-05,4.4913885929363255e-07
21,1.8186256880262135e-02,8.2626408414159490e-03,6.4798171971828774e-03,2.6355685451010351e-03,6.7816853964088963e-04,1.1686309497380857e-04,1.2672759127192381e-05,5.2590282038056913e-07
22,1.8086316711170534e-02,8.1017154361077443e-03,6.4414358802105309e-03,2.6865590051599157e-03,7.1414406446678261e-04,1.2757443733917134e-04,1.4280739116545490e-05,6.0714876984557644e-07
23,1.7937922304740100e-02,7.9238062310244793e-03,6.3842069756771562e-03,2.7274488085826682e-03,7.4771159846301945e-04,1.3813702601663355e-04,1.5919435914266948e-05,6.9222906187841359e-07
24,1.7750220970038262e-02,7.7339238848638490e-03,6.3115505214420319e-03,2.7590929081378105e-03,7.7882032980965534e-04,1.4847825197367512e-04,1.7574590165899553e-05,7.8048364534547578e-07
25,1.7530830698560405e-02,7.5360741414162409e-03,6.2263739466827152e-03,2.7822985020938334e-03,8.0744663546779239e-04,1.5853356371588336e-04,1.9232653976120810e-05,8.7125520781970498e-07
26,1.7286086223701421e-02,7.3334418141117689e-03,6.1311407336564067e-03,2.7978220978548763e-03,8.3359026248369401e-04,1.6824645961715793e-04,2.0880954369561823e-05,9.6390160795407356e-07
27,1.7021249901498451e-02,7.1285436006178482e-03,6.0279325786856963e-03,2.8063688447909304e-03,8.5727092907544140e-04,1.7756833270352499e-04,2.2507809861569052e-05,1.0578057634425189e-06
28,1.6740690538902755e-02,6.9233541233267963e-03,5.9185045682603552e-03,2.8085933674858970e-03,8.7852529136187507e-04,1.8645819877815463e-04,2.4102606467392060e-05,1.1523832222887833e-06
29,1.6448033913369690e-02,6.7194093832331657e-03,5.8043334797204041e-03,2.8051015547142142e-03,8.9740423354779729e-04,1.9488233519479072e-04,2.5655839282435875e-05,1.2470876768774642e-06
30,1.6146288784972613e-02,6.5178913810939884e-03,5.6866596397549003e-03,2.7964529221045022e-03,9.1397044786893980e-04,2.0281385406859263e-04,2.7159125390480001e-05,1.3414146912068660e-06
31,1.5837951975986326e-02,6.3196971570868418e-03,5.5665229308102422e-03,2.7831632839185462e-03,9.2829627654609766e-04,2.1023223034281999e-04,2.8605193373947790e-05,1.4349039078335047e-06
32,1.5525095739386449e-02,6.1254950062050294e-03,5.4447935911965178e-03,2.7657075537212104e-03,9.4046179214122725e-04,2.1712280197182373e-04,2.9987854163185067e-05,1.5271399874546636e-06
33,1.5209440243576984e-02,5.9357701765679347e-03,5.3221984510278646e-03,2.7445225538655564e-03,9.5055309561432888e-04,2.2347625657924612e-04,3.1301957407734503e-05,1.6177525143208863e-06
34,1.4892413612036472e-02,5.7508619643686539e-03,5.1993432095306606e-03,2.7200097562594320e-03,9.5866081346253134e-04,2.2928811632998912e-04,3.2543337007625260e-05,1.7064150775781748e-06
35,1.4575201596368517e-02,5.5709937835938476e-03,5.0767313061658922e-03,2.6925379066710473e-03,9.6487877687512387e-04,2.3455823042453831e-04,3.3708748923884073e-05,1.7928437141847857e-06
36,1.4258788639200031e-02,5.3962975068229304e-03,4.9547798785167041e-03,2.6624455054372834e-03,9.6930286706129820e-04,2.3929028258168355e-04,3.4795803905500384e-05,1.8767948746304697e-06
37,1.3943991801961609e-02,5.2268331390938555e-03,4.8338332399760226e-03,2.6300431314684979e-03,9.7203001193424507e-04,2.4349131910883262e-04,3.5802897330901729e-05,1.9580630492509641e-06
38,1.3631488790438438e-02,5.0626046932826258e-03,4.7141742533171440e-03,2.5956156057984278e-03,9.7315732025068523e-04,2.4717130165030681e-04,3.6729137968169868e-05,2.0364781710773002e-06
39,1.3321841104854076e-02,4.9035729762836730e-03,4.5960339239906403e-03,2.5594239969866555e-03,9.7278134016001272e-04,2.5034268743194928e-04,3.7574277109912832e-05,2.1119028912329786e-06
