t,f_total,k_0,k_1,k_2,k_3,k_4,k_5,k_6
14,2.1776858333213352e-02,1.3402169146015730e-06,3.5076138410736825e-05,3.4597588641926958e-04,1.9947289887860351e-03,6.5637728485525649e-03,9.9244371038481223e-03,2.9115271502820235e-03
15,2.1406834233698185e-02,1.6163881709566652e-06,4.0551332854305999e-05,3.7811722107442425e-04,2.0559449630297728e-03,6.4382647731173973e-03,9.4466737149160439e-03,3.0456658405352819e-03
16,2.0999956413613945e-02,1.9016801649964955e-06,4.5957214378078814e-05,4.0787183972427755e-04,2.1033056716148321e-03,6.2941261225007766e-03,8.9913897909297529e-03,3.1554040943012319e-03
17,2.0566580052628278e-02,2.1910749945764485e-06,5.1206855508405346e-05,4.3502625407093343e-04,2.1380137048270559e-03,6.1365494337471934e-03,8.5605053045660368e-03,3.2430874249140744e-03
18,2.0114663939368005e-02,2.4800365670452936e-06,5.6227812414673704e-05,4.5944790770967233e-04,2.1612592433775659e-03,5.9696999237578846e-03,8.1545789513379121e-03,3.3109700642032494e-03
19,1.9650377983919446e-02,2.7645914004387016e-06,6.0961873497534830e-05,4.8107297469133673e-04,2.1741959318530750e-03,5.7969025011556114e-03,7.7732986936460812e-03,3.3611814176753669e-03
20,1.9178538965705233e-02,3.0413628038306836e-06,6.5364270456493118e-05,4.9989496437723028e-04,2.1779252389159433e-03,5.6207977111154776e-03,7.4158100047794565e-03,3.3957054132568035e-03
21,1.8702929547599494e-02,3.3075705358564666e-06,6.9402550324042830e-05,5.1595429790121498e-04,2.1734867852697308e-03,5.4434706910329398e-03,7.0809375542675475e-03,3.4163700982681624e-03
22,1.8226535079998139e-02,3.5610060557196865e-06,7.3055258759966983e-05,5.2932893754354033e-04,2.1618528743885487e-03,5.2665570208323634e-03,6.7673350022023383e-03,3.4248449802156610e-03
23,1.7751721117648608e-02,3.7999915328507144e-06,7.6310545283963117e-05,5.4012609034039091e-04,2.1439259916739921e-03,5.0913291109498035e-03,6.4735854673590434e-03,3.4226439205085656e-03
24,1.7280367517415161e-02,4.0233290150612168e-06,7.9164769403316669e-05,5.4847496499236127e-04,2.1205384041070975e-03,4.9187664220822075e-03,6.1982678497319518e-03,3.4111317780831656e-03
25,1.6813970418238726e-02,4.2302446304205985e-06,8.1621161742990810e-05,5.5452053227483095e-04,2.0924532434723063e-03,4.7496123962627703e-03,5.9399994471227239e-03,3.3915333927326831e-03
26,1.6353720300608703e-02,4.4203314267249858e-06,8.3688575206555281e-05,5.5841822050259218e-04,2.0603666284652045e-03,4.5844205503199715e-03,5.6974621435913848e-03,3.3649438510962707e-03
27,1.5900562139877856e-02,4.5934934203138236e-06,8.5380346838169336e-05,5.6032946669277951e-04,2.0249105003044506e-03,4.4235917770535926e-03,5.4694172822879342e-03,3.3323392732806170e-03
28,1.5455242097616069e-02,4.7498926069871658e-06,8.6713280481784684e-05,5.6041803895374618e-04,1.9866559304366625e-03,4.2674045365518956e-03,5.2547128263409487e-03,3.2945875922440427e-03
29,1.5018344049918893e-02,4.8899000514849804e-06,8.7706752741516773e-05,5.5884704475236838e-04,1.9461167192336246e-03,4.1160393076271565e-03,5.0522853485912862e-03,3.2524589769214549e-03
30,1.4590318409089569e-02,5.0140516880726450e-06,8.8381939468425545e-05,5.5577654185058991e-04,1.9037531488847158e-03,3.9695984073169974e-03,4.8611586374316569e-03,3.2066356824491113e-03
31,1.4171505072231062e-02,5.1230091052130544e-06,8.8761156488458896e-05,5.5136167289142118e-04,1.8599757869628567e-03,3.8281220706285518e-03,4.6804401700421532e-03,3.1577212061124071e-03
32,1.3762151868405320e-02,5.2175253273886514e-06,8.8867306106359161e-05,5.4575125011115024e-04,1.8151492626338975e-03,3.6916015072635372e-03,4.5093163226643451e-03,3.1062486942986410e-03
33,1.3362429532911205e-02,5.2984154257568751e-06,8.8723419724382377e-05,5.3908672289293825e-04,1.7695959573209529e-03,3.5599895106425872e-03,4.3470469159582747e-03,3.0526885909463123e-03
34,1.2972443982055618e-02,5.3665316688556603e-06,8.8352286431701203e-05,5.3150146743658941e-04,1.7235995672549510e-03,3.4332090811892411e-03,4.1929595006028044e-03,2.9974555474714731e-03
35,1.2592246471831801e-02,5.4227428505720149e-06,8.7776157440815072e-05,5.2312034439503437e-04,1.6774085077209562e-03,3.3111604352707943e-03,4.0464436517995538e-03,2.9409146323540756e-03
36,1.2221842082374205e-02,5.4679173933772639e-06,8.7016516611057191e-05,5.1405947670592038e-04,1.6312391386414603e-03,3.1937266989523049e-03,3.9069454452392302e-03,2.8833868888308539e-03
37,1.1861196864473216e-02,5.5029098111204028e-06,8.6093907885530119e-05,5.0442620588347648e-04,1.5852787989327137e-03,3.0807785281030957e-03,3.7739622199131242e-03,2.8251542939441545e-03
38,1.1510243905558784e-02,5.5285501201416656e-06,8.5027811186594063e-05,4.9431919064232659e-04,1.5396886432157925e-03,2.9721778503981671e-03,3.6470376866534521e-03,2.7664641733423112e-03
39,1.1168888513532165e-02,5.5456358044398445e-06,8.3836559100570232e-05,4.8382861685263468e-04,1.4946062792642340e-03,2.8677808879710460e-03,3.5257574095298567e-03,2.7075331250093833e-03
40,1.0837012672541207e-02,5.5549259657427878e-06,8.2537287487431335e-05,4.7303649245615103e-04,1.4501482082687951e-03,2.7674405899836326e-03,3.4097446659462679e-03,2.6485505024331875e-03
41,1.0514478891470953e-02,5.5571373193002055e-06,8.1145913943039870e-05,4.6201700510800474e-04,1.4064120727970036e-03,2.6710085806676050e-03,3.2986566774023895e-03,2.5896815042336092e-03
42,1.0201133540748426e-02,5.5529417285977507e-06,7.9677138797884349e-05,4.5083692396683808e-04,1.3634787193861641e-03,2.5783367092668589e-03,3.1921811942025040e-03,2.5310699133995786e-03
43,9.8968097539541781e-03,5.5429650052048356e-06,7.8144464043288010e-05,4.3955603026317041e-04,1.3214140841713122e-03,2.4892782728320271e-03,3.0900334123302943e-03,2.4728405253088824e-03
44,9.6013299561468132e-03,5.5277867323592745e-06,7.6560226225752174e-05,4.2822756406565827e-04,1.2802709109297368e-03,2.4036889702474832e-03,2.9919531981318238e-03,2.4151012998140002e-03
45,9.3145080695941941e-03,5.5079409018038879e-06,7.4935639938826607e-05,4.1689867707320069e-04,1.2400903115175718e-03,2.3214276356269921e-03,2.8977025955542776e-03,2.3579452689815204e-03
46,9.0361514389155472e-03,5.4839171822739050e-06,7.3280849069156363e-05,4.0561088332459797e-04,1.2009031789620859e-03,2.2423567908376532e-03,2.8070635909045270e-03,2.3014522286352529e-03
47,8.7660625108416934e-03,5.4561626645689152e-06,7.1604983420754160e-05,3.9440050147324828e-04,1.1627314635226150e-03,2.1663430500406902e-03,2.7198361110163331e-03,2.2456902387034848e-03
48,8.5040402984281147e-03,5.4250839521791908e-06,6.9916218752126425e-05,3.8329908375723984e-04,1.1255893218988840e-03,2.0932574034844128e-03,2.6358362320667386e-03,2.1907169545165341e-03
49,8.2498816552601870e-03,5.3910494879458133e-06,6.8221838618545737e-05,3.7233382803813261e-04,1.0894841494932617e-03,2.0229754031207870e-03,2.5548945778660942e-03,2.1365808086354202e-03
50,8.0033823817134316e-03,5.3543920262767718e-06,6.6528296720903176e-05,3.6152797031524877e-04,1.0544175052604595e-03,1.9553772687596603e-03,2.4768548881297118e-03,2.0833220605011708e-03
51,7.7643381824821448e-03,5.3154111771349096e-06,6.4841278727764676e-05,3.5090115597424375e-04,1.0203859382344165e-03,1.8903479302774143e-03,2.4015727389336788e-03,2.0309737291574919e-03
52,7.5325454922241502e-03,5.2743759625137540e-06,6.3165762763064037e-05,3.4046978872426763e-04,9.8738172433183113e-04,1.8277770187415329e-03,2.3289143992055688e-03,1.9795624224953723e-03
53,7.3078021841807388e-03,5.2315273386007747e-06,6.1506077942703510e-05,3.3024735673963516e-04,9.5539352151427937e-04,1.7675588171039043e-03,2.2587558086671761e-03,1.9291090748744398e-03
54,7.0899081749391081e-03,5.1870806474810652e-06,5.9865960503371653e-05,3.2024473596957176e-04,9.2440695086120066e-04,1.7095921792759934e-03,2.1909816641107194e-03,1.8796296035707707e-03
55,6.8786659370495551e-03,5.1412279712456259e-06,5.8248607200003685e-05,3.1047047093086557e-04,8.9440511057604542e-04,1.6537804248651859e-03,2.1254846022424022e-03,1.8311354932638065e-03
56,6.6738809299456475e-03,5.0941403689202657e-06,5.6656725758046591e-05,3.0093103356852811e-04,8.6536902942644799e-04,1.6000312155717445e-03,2.0621644685649720e-03,1.7836343166869875e-03
57,6.4753619585081832e-03,5.0459699828977747e-06,5.5092582256265121e-05,2.9163106097221912e-04,8.3727806561313602e-04,1.5482564181774515e-03,2.0009276628959113e-03,1.7371301986103028e-03
58,6.2829214676361636e-03,4.9968520067000881e-06,5.3558045388114943e-05,2.8257357288281898e-04,8.1011025657618321e-04,1.4983719581650201e-03,1.9416865531347940e-03,1.6916242294825322e-03
59,6.0963757803197639e-03,4.9469065100683659e-06,5.2054627607275659e-05,2.7376017002407458e-04,7.8384262478450135e-04,1.4502976672627365e-03,1.8843589498086775e-03,1.6471148343224296e-03
60,5.9155452859354146e-03,4.8962401207134809e-06,5.0583523208042077e-05,2.6519121435723705e-04,7.5845144411728423e-04,1.4039571275874223e-03,1.8288676347455854e-03,1.6035981017991302e-03
61,5.7402545847886274e-03,4.8449475646798118e-06,4.9145643425896118e-05,2.5686599238930067e-04,7.3391247103562606e-04,1.3592775145407398e-03,1.7751399379608730e-03,1.5610680778715123e-03
62,5.5703325943060739e-03,4.7931130692907599e-06,4.7741648669451584e-05,2.4878286267398137e-04,7.1020114435923565e-04,1.3161894401822918e-03,1.7231073574973004e-03,1.5195170278545218e-03
63,5.4056126217161670e-03,4.7408116341516977e-06,4.6371978013574871e-05,2.4093938863411940e-04,6.8729275710690868e-04,1.2746267984440260e-03,1.6727052175444220e-03,1.4789356703389647e-03
64,5.2459324075501933e-03,4.6881101767697722e-06,4.5036876096124657e-05,2.3333245780907724e-04,6.6516260352970577e-04,1.2345266132524335e-03,1.6238723606834989e-03,1.4393133860025836e-03
65,5.0911341438378849e-03,4.6350685600842139e-06,4.3736417568525611e-05,2.2595838859454595e-04,6.4378610416173071e-04,1.1958288903781192e-03,1.5765508705671235e-03,1.4006384040077561e-03
66,4.9410644704575048e-03,4.5817405096492372e-06,4.2470529254236572e-05,2.1881302549793907e-04,6.2313891143397069e-04,1.1584764736283369e-03,1.5306858217541506e-03,1.3628979683792217e-03
67,4.7955744527264565e-03,4.5281744284294162e-06,4.1239010169888758e-05,2.1189182388270337e-04,6.0319699814059390e-04,1.1224149058300943e-03,1.4862250537859192e-03,1.3260784864888276e-03
68,4.6545195429805557e-03,4.4744141172014737e-06,4.0041549562126822e-05,2.0518992512139078e-04,5.8393673081309912e-04,1.0875922949136279e-03,1.4431189669140763e-03,1.2901656615390334e-03
69,4.5177595285849463e-03,4.4204994084464582e-06,3.8877743109547997e-05,1.9870222302183256e-04,5.6533492984440603e-04,1.0539591852935595e-03,1.4013203371781690e-03,1.2551446107289849e-03
70,4.3851584685442946e-03,4.3664667213960086e-06,3.7747107434070920e-05,1.9242342233450832e-04,5.4736891801095773e-04,1.0214684346537229e-03,1.3607841487865268e-03,1.2209999706031119e-03
71,4.2565846206315894e-03,4.3123495455937301e-06,3.6649093059964453e-05,1.8634809009322577e-04,5.3001655886483897e-04,9.9007509616804465e-04,1.3214674419805403e-03,1.1877159909193819e-03
72,4.1319103607312373e-03,4.2581788599710037e-06,3.5583095951947113e-05,1.8047070048629685e-04,5.1325628630842740e-04,9.5973630613104520e-04,1.2833291747634023e-03,1.1552766182301470e-03
73,4.0110120958908972e-03,4.2039834940349151e-06,3.4548467756487781e-05,1.7478567390210727e-04,4.9706712651990470e-04,9.3041117692502814e-04,1.2463300970527059e-03,1.1236655702406288e-03
74,3.8937701723956884e-03,4.1497904373399774e-06,3.3544524862909648e-05,1.6928741074176420e-04,4.8142871326782853e-04,9.0206069521477951e-04,1.2104326359744619e-03,1.0928664018966046e-03
75,3.7800687800160588e-03,4.0956251029775972e-06,3.2570556393287456e-05,1.6397032054267613e-04,4.6632129753572182e-04,8.7464762523283631e-04,1.1756007911564983e-03,1.0628625640520615e-03
76,3.6697958534352088e-03,4.0415115503776293e-06,3.1625831222565072e-05,1.5882884691067586e-04,4.5172575227217179e-04,8.4813641699767411e-04,1.1418000390037459e-03,1.0336374554779984e-03
77,3.5628429717317334e-03,3.9874726722827831e-06,3.0709604122908417e-05,1.5385748871475828e-04,4.3762357298720818e-04,8.2249311929221487e-04,1.1089972450485264e-03,1.0051744688938347e-03
78,3.4591052566769172e-03,3.9335303503349904e-06,2.9821121119124090e-05,1.4905081795772056e-04,4.2399687483078697e-04,7.9768529721987633e-04,1.0771605835671267e-03,9.7745703163194786e-04
79,3.3584812705023102e-03,3.8797055833075745e-06,2.8959624135073561e-05,1.4440349469796633e-04,4.1082838671314281e-04,7.7368195414906880e-04,1.0462594637411428e-03,9.5046864148260813e-04
80,3.2608729137008781e-03,3.8260185916314085e-06,2.8124355004436675e-05,1.3991027936241767e-04,3.9810144295875284e-04,7.5045345785387839e-04,1.0162644617195409e-03,9.2419289821022018e-04
81,3.1661853233428943e-03,3.7724889014992549e-06,2.7314558912951819e-05,1.3556604275780380e-04,3.8579997292493250e-04,7.2797147065803848e-04,9.8714725800621607e-04,8.9861353118145259e-04
82,3.0743267723148861e-03,3.7191354114915886e-06,2.6529487333399309e-05,1.3136577405746031e-04,3.7390848896193203e-04,7.0620888339066503e-04,9.5888057965901931e-04,8.7371442350091851e-04
83,2.9852085698254694e-03,3.6659764443499549e-06,2.5768400509105072e-05,1.2730458701306751e-04,3.6241207304319888e-04,6.8513975296520882e-04,9.3143814684063203e-04,8.4947963300990696e-04
84,2.8987449634649259e-03,3.6130297862304402e-06,2.5030569536623459e-05,1.2337772461535547e-04,3.5129636235160946e-04,6.6473924339727577e-04,9.0479462331007391e-04,8.2589341046775708e-04
85,2.8148530430551441e-03,3.5603127154998698e-06,2.4315278093504459e-05,1.1958056240457730e-04,3.4054753406943041e-04,6.4498357008211499e-04,8.7892557048668992e-04,8.0294021520332731e-04
86,2.7334526464824122e-03,3.5078420228901561e-06,2.3621823852651958e-05,1.1590861061036277e-04,3.3015228958604601e-04,6.2584994715841945e-04,8.5380740475681600e-04,7.8060472849522590e-04
87,2.6544662676668083e-03,3.4556340246010505e-06,2.2949519620722908e-05,1.1235751528128335e-04,3.2009783830764258e-04,6.0731653779141535e-04,8.2941735772746532e-04,7.5887186491367773e-04
88,2.5778189667880927e-03,3.4037045697372728e-06,2.2297694234286649e-05,1.0892305854694567e-04,3.1037188122667354e-04,5.8936240721489349e-04,8.0573343916179373e-04,7.3772678183376252e-04
89,2.5034382828585003e-03,3.3520690432814954e-06,2.1665693244042795e-05,1.0560115813956277e-04,3.0096259438566557e-04,5.7196747837870009e-04,7.8273440235823992e-04,7.1715488730900764e-04
90,2.4312541487071801e-03,3.3007423656387025e-06,2.1052879414267381e-05,1.0238786628759585e-04,2.9185861234945021e-04,5.5511249005516276e-04,7.6039971175939180e-04,6.9714184647567338e-04
91,2.3611988084188810e-03,3.2497389896387834e-06,2.0458633061802097e-05,9.9279368081103611e-05,2.8304901178190093e-04,5.3877895726488526e-04,7.3870951259822910e-04,6.7767358664132108e-04
92,2.2932067372503570e-03,3.1990728957515508e-06,1.9882352256302602e-05,9.6271979396758423e-05,2.7452329520747141e-04,5.2294913388923692e-04,7.1764460240863353e-04,6.5873630119620246e-04
93,2.2272145640315905e-03,3.1487575861504889e-06,1.9323452901101114e-05,9.3362144459987827e-05,2.6627137502401038e-04,5.0760597734363175e-04,6.9718640424425746e-04,6.4031645247245147e-04
94,2.1631609960449790e-03,3.0988060781572145e-06,1.8781368711898251e-05,9.0546433112270532e-05,2.5828355782126378e-04,4.9273311519229697e-04,6.7731694146520806e-04,6.2240077366388443e-04
95,2.1009867463637933e-03,3.0492308975066381e-06,1.8255551108562818e-05,8.7821537843165145e-05,2.5055052904896272e-04,4.7831481359164265e-04,6.5801881396573749e-04,6.0497626990821569e-04
96,2.0406344636212802e-03,3.0000440717921405e-06,1.7745469033569542e-05,8.5184270639090026e-05,2.4306333806926514e-04,4.6433594745553045e-04,6.3927517572841199e-04,5.8803021862362107e-04
97,1.9820486641735067e-03,2.9512571243795418e-06,1.7250608709028555e-05,8.2631559694118568e-05,2.3581338362041286e-04,4.5078197224170103e-04,6.2106971360122490e-04,5.7155016918264141e-04
98,1.9251756666122102e-03,2.9028810690173591e-06,1.6770473342842238e-05,8.0160446022035784e-05,2.2879239971163598e-04,4.3763889726432064e-04,6.0338662720396826e-04,5.5552394199838981e-04
99,1.8699635285783851e-03,2.8549264053178186e-06,1.6304582793251072e-05,7.7768080003543346e-05,2.2199244196346841e-04,4.2489326044307057e-04,5.8621060987898400e-04,5.3993962709075001e-04
100,1.8163619858229188e-03,2.8074031152374758e-06,1.5852473199888050e-05,7.5451717897742033e-05,2.1540587440260772e-04,4.1253210440440289e-04,5.6952683060933608e-04,5.2478558219370454e-04
101,1.7643223934571159e-03,2.7603206606473335e-06,1.5413696588438786e-05,7.3208718342801103e-05,2.0902535671616651e-04,4.0054295385553318e-04,5.5332091683452393e-04,5.1005043045900499e-04
102,1.7137976693333756e-03,2.7136879820492361e-06,1.4987820455090937e-05,7.1036538866990758e-05,2.0284383196652936e-04,3.8891379415644211e-04,5.3757893810023197e-04,4.9572305780604131e-04
103,1.6647422394943888e-03,2.6675134984674613e-06,1.4574427336141799e-05,6.8932732427957012e-05,1.9685451476496554e-04,3.7763305101960645e-04,5.2228739048432128e-04,4.8179260996292938e-04
104,1.6171119856280038e-03,2.6218051085211713e-06,1.4173114367407376e-05,6.6894943995213934e-05,1.9105087989959094e-04,3.6668957127139755e-04,5.0743318174641637e-04,4.6824848923945645e-04
105,1.5708641944641938e-03,2.5765701926641902e-06,1.3783492837431449e-05,6.4920907188273852e-05,1.8542665141114679e-04,3.5607260461306304e-04,4.9300361715305403e-04,4.5508035106856047e-04
106,1.5259575090503406e-03,2.5318156165629228e-06,1.3405187737921130e-05,6.3008440980597352e-05,1.7997579210832749e-04,3.4577178632296885e-04,4.7898638593452846e-04,4.4227810034943443e-04
107,1.4823518818411990e-03,2.4875477355707024e-06,1.3037837314329001e-05,6.1155446477585541e-05,1.7469249351297989e-04,3.3577712084532110e-04,4.6536954833331369e-04,4.2983188762209912e-04
108,1.4400085295404015e-03,2.4437724002469927e-06,1.2681092619054261e-05,5.9359903775128763e-05,1.6957116622437986e-04,3.2607896621392608e-04,4.5214152320732337e-04,4.1773210510034209e-04
109,1.3988898896311313e-03,2.4004949628623849e-06,1.2334617069340907e-05,5.7619868903740603e-05,1.6460643069092376e-04,3.1666801926268827e-04,4.3929107615431611e-04,4.0596938258725913e-04
110,1.3589595785345934e-03,2.3577202848247837e-06,1.1998086011603641e-05,5.5933470862018160e-05,1.5979310837691807e-04,3.0753530157750418e-04,4.2680730812651066e-04,3.9453458329521398e-04
111,1.3201823513360989e-03,2.3154527449584205e-06,1.1671186293607558e-05,5.4298908742058810e-05,1.5512621331168448e-04,2.9867214614698459e-04,4.1467964450696049e-04,3.8341879958984459e-04
112,1.2825240630199158e-03,2.2736962485649598e-06,1.1353615845660907e-05,5.2714448948508032e-05,1.5060094400788665e-04,2.9007018467205122e-04,4.0289782462149196e-04,3.7261334867575205e-04
113,1.2459516311555093e-03,2.2324542371948795e-06,1.1045083271747313e-05,5.1178422512095315e-05,1.4621267573581125e-04,2.8172133549690231e-04,3.9145189166204500e-04,3.6210976823971322e-04
114,1.2104329999793409e-03,2.1917296990572120e-06,1.0745307451321083e-05,4.9689222497820012e-05,1.4195695314027590e-04,2.7361779212614309e-04,3.8033218299910636e-04,3.5189981206561714e-04
115,1.1759371058180186e-03,2.1515251799964924e-06,1.0454017152313368e-05,4.8245301507360457e-05,1.3782948318687152e-04,2.6575201229503404e-04,3.6952932086259843e-04,3.4197544563384423e-04
116,1.1424338438002707e-03,2.1118427949672348e-06,1.0170950655744882e-05,4.6845169274786248e-05,1.3382612842436424e-04,2.5811670756183597e-04,3.5903420337211038e-04,3.3232884171646167e-04
117,1.1098940358069088e-03,2.0726842399382806e-06,9.8958553922099629e-06,4.5487390354242528e-05,1.2994290055026516e-04,2.5070483339312543e-04,3.4883799589874141e-04,3.2295237597838606e-04
118,1.0782893996096755e-03,2.0340508041617981e-06,9.6284875903845126e-06,4.4170581897937467e-05,1.2617595426681299e-04,2.4350957971473774e-04,3.3893212274208582e-04,3.1383862259355520e-04
119,1.0475925191515858e-03,1.9959433827445638e-06,9.3686119376147731e-06,4.2893411522488860e-05,1.2252158141489813e-04,2.3652436190265734e-04,3.2930825910703493e-04,3.0498034988414726e-04
120,1.0177768159230934e-03,1.9583624894621644e-06,9.1160012525626987e-06,4.1654595261466710e-05,1.1897620537377256e-04,2.2974281218974101e-04,3.1995832336611965e-04,2.9637051598996864e-04
121,9.8881652139010969e-04,1.9213082697600350e-06,8.8704361698154649e-06,4.0452895601797122e-05,1.1553637571473516e-04,2.2315877146562263e-04,3.1087446959407141e-04,2.8800226457430781e-04
122,9.6068665043157588e-04,1.8847805138885753e-06,8.6317048363097134e-06,3.9287119601563027e-05,1.1219876309734712e-04,2.1676628144851862e-04,3.0204908036215208e-04,2.7986892057179665e-04
123,9.3336297574593725e-04,1.8487786701230024e-06,8.3996026193739459e-06,3.8156117086643175e-05,1.0896015439711109e-04,2.1055957720893855e-04,2.9347475978060470e-04,2.7196398598314291e-04
124,9.0682200318747681e-04,1.8133018580220345e-06,8.1739318261540777e-06,3.7058778923567854e-05,1.0581744805393872e-04,2.0453308002650933e-04,2.8514432677830871e-04,2.6428113572097596e-04
125,8.8104094799502843e-04,1.7783488816828940e-06,7.9545014341561858e-06,3.5994035365932880e-05,1.0276764963112525e-04,1.9868139056224772e-04,2.7705080860939465e-04,2.5681421351048892e-04
126,8.5599771187713325e-04,1.7439182429534735e-06,7.7411268326161439e-06,3.4960854471699096e-05,9.9807867574947730e-05,1.9299928232967156e-04,2.6918743457719221e-04,2.4955722784805295e-04
127,8.3167086091916372e-04,1.7100081545657825e-06,7.5336295743870797e-06,3.3958240588709080e-05,9.6935309165400183e-05,1.8748169544913025e-04,2.6154762996645459e-04,2.4250434802051678e-04
128,8.0803960427939777e-04,1.6766165531579706e-06,7.3318371380218336e-06,3.2985232905773765e-05,9.4147276648971111e-05,1.8212373067065911e-04,2.5412501017532224e-04,2.3564990018749168e-04
129,7.8508377364239570e-04,1.6437411121552758e-06,7.1355826997179942e-06,3.2040904066714996e-05,9.1441163544757009e-05,1.7692064365153339e-04,2.4691337503897576e-04,2.2898836352854124e-04
130,7.6278380339938549e-04,1.6113792544831894e-06,6.9447049147870990e-06,3.1124358844795162e-05,8.8814451115585554e-05,1.7186783947550642e-04,2.3990670333737089e-04,2.2251436645685723e-04
131,7.4112071152664604e-04,1.5795281650889235e-06,6.7590477083067528e-06,3.0234732875018744e-05,8.6264704996193422e-05,1.6696086740148174e-04,2.3309914747986294e-04,2.1622268290069356e-04
132,7.2007608113412226e-04,1.5481848032499320e-06,6.5784600746140917e-06,2.9371191441851311e-05,8.3789571970866632e-05,1.6219541583008010e-04,2.2648502835990778e-04,2.1010822865355239e-04
133,6.9963204265770327e-04,1.5173459146507495e-06,6.4027958853009670e-06,2.8532928319968281e-05,8.1386776893301789e-05,1.5756730747723205e-04,2.2005883037338301e-04,2.0416605779386649e-04
134,6.7977125666973898e-04,1.4870080432117768e-06,6.2319137053749972e-06,2.7719164665716158e-05,7.9054119741787861e-05,1.5307249474455346e-04,2.1381519659440003e-04,1.9839135917469470e-04
135,6.6047689728347268e-04,1.4571675426558826e-06,6.0656766172558950e-06,2.6929147957043392e-05,7.6789472803136418e-05,1.4870705527684870e-04,2.0774892410278586e-04,1.9277945298374651e-04
136,6.4173263612811937e-04,1.4278205878007480e-06,5.9039520522830113e-06,2.6162150979733487e-05,7.4590777979105294e-05,1.4446718769763625e-04,2.0185495945769467e-04,1.8732578737386591e-04
137,6.2352262687233513e-04,1.3989631855668432e-06,5.7466116294175821e-06,2.5417470857851032e-05,7.2456044209365917e-05,1.4034920751410863e-04,1.9612839431208001e-04,1.8202593516394508e-04
138,6.0583149027478196e-04,1.3705911856927043e-06,5.5935310008314523e-06,2.4694428126388854e-05,7.0383345005356525e-05,1.3634954318342266e-04,1.9056446116300126e-04,1.7687559061008848e-04
139,5.8864429974142475e-04,1.3427002911508724e-06,5.4445897040830214e-06,2.3992365844182812e-05,6.8370816089644997e-05,1.3246473233266985e-04,1.8515852923297379e-04,1.7187056624671940e-04
140,5.7194656737007501e-04,1.3152860682593564e-06,5.2996710205905155e-06,2.3310648745238250e-05,6.6416653135693054e-05,1.2869141812530281e-04,1.7990610047778771e-04,1.6700678979720334e-04
141,5.5572423046354393e-04,1.2883439564849423e-06,5.1586618401224156e-06,2.2648662426688620e-05,6.4519109603171099e-05,1.2502634576719361e-04,1.7480280571642324e-04,1.6228030115346000e-04
142,5.3996363849357211e-04,1.2618692779359218e-06,5.0214525310347944e-06,2.2005812571682280e-05,6.2676494664217785e-05,1.2146635914587532e-04,1.6984440087888371e-04,1.5768724942394233e-04
