N,beta,site,p_full,p_peak1,p_peak2,p_peak3,p_other,p_yes,p_no
61,0.04,57,0.01106416763054788,0.010659178525427507,0.00023575887127635415,0.0,0.00016923023384401845,0.00034174355948179904,0.010722424071066095
61,0.04,58,0.011912743432992489,0.011529710789290612,0.00020738454911160093,0.0,0.00017564809459027594,0.0003253455483127249,0.011587397884679742
61,0.04,59,0.012475495156405782,0.01210660613425961,0.00018532470511482753,0.0,0.0001835643170313449,0.0003045860873274139,0.012170909069078402
61,0.04,60,0.012711584486605573,0.01235015961935287,0.00016812971178813607,0.0,0.00019329515546456555,0.00028199128515545404,0.01242959320145014
61,0.06,0,0.01260344406938653,0.012215787299587402,0.00017612860323233318,0.0,0.00021152816656679443,0.00040086332817658975,0.01220258074120996
61,0.06,1,0.012185876628788667,0.011796586733055331,0.00016313037725871604,0.0,0.00022615951847461985,0.0003821445616372848,0.011803732067151384
61,0.06,2,0.011495390006810964,0.011100414437399552,0.0001518203726408847,0.0,0.00024315519677052798,0.00038071710754069194,0.011114672899270242
61,0.06,3,0.010402259409048669,0.010005966444813134,0.00013909159043490603,0.0,0.0002572013738006287,0.00039780309512101817,0.01000445631392768
61,0.06,4,0.009385016047993472,0.008976685147639638,0.0001301667778321011,0.0,0.0002781641225217319,0.00045919593079819885,0.008925820117195313
61,0.06,5,0.008394760552383437,0.00796799291444647,0.00012307614110506094,0.0,0.0003036914968319055,0.0005723385509714007,0.007822422001412019
61,0.06,6,0.007470505043130679,0.007020717045448578,0.00011719702573382956,0.0,0.0003325909719482713,0.0007435881384995302,0.006726916904631167
61,0.06,7,0.006652909781502242,0.006176934059868699,0.00011213161841246063,0.0,0.0003638441032210821,0.0009725314493071238,0.005680378332195131
61,0.06,8,0.005969637490145282,0.005464630815700712,0.00010765001258809257,0.0,0.00039735666185647774,0.0012480705077397513,0.0047215669824055345
61,0.06,9,0.005429699289070682,0.004888845838076103,0.00010361264023762532,0.0,0.00043724081075695385,0.0015469703014352235,0.003882728987635456
61,0.06,10,0.0050350788622471315,0.004433859740440744,9.996822465004127e-05,0.0,0.0005012508971563455,0.0018362533216964697,0.00319882554055066
61,0.06,11,0.004812846009589436,0.00407224946647015,9.676971486711614e-05,0.0,0.0006438268282521702,0.0020792021544579855,0.002733643855131464
61,0.06,12,0.004877750908639566,0.003778162269378395,9.419474536748944e-05,0.0,0.001005393893893681,0.0022432721882703777,0.002634478720369198
61,0.06,13,0.005533628688973285,0.0035414432503485162,9.256763538402459e-05,0.0,0.001899617803240744,0.0023073197170277197,0.0032263089719455624
61,0.06,14,0.007396017524820559,0.003378732281808039,9.238251496789673e-05,0.0,0.003924902728044624,0.0022657983213927803,0.005130219203427748
61,0.06,15,0.011448305122691326,0.0033377928801346414,9.432712963157199e-05,0.0,0.008016185112925112,0.002128815762688927,0.009319489360002396
61,0.06,16,0.01885332534725516,0.0034920620468957926,9.930572411802701e-05,0.0,0.015261957576241339,0.0019184967956028425,0.0169348285516523
61,0.06,17,0.03036257959796519,0.003923806540163136,0.0001084577948749391,0.0,0.02633031526292711,0.001663232457760466,0.02869934714020471
61,0.06,18,0.045465540538769486,0.004696849580176984,0.0001231677854234057,0.0,0.0406455231731691,0.00139172904381017,0.044073811494959286
