t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,5,nan,nan,nan,nan,nan,nan
6,4,nan,nan,nan,nan,nan,nan
7,6,nan,nan,nan,nan,nan,nan
8,6,nan,nan,nan,nan,nan,nan
9,13,nan,nan,nan,nan,nan,nan
10,13,nan,nan,nan,nan,nan,nan
11,15,nan,nan,nan,nan,nan,nan
12,12,nan,nan,nan,nan,nan,nan
13,12,nan,nan,nan,nan,nan,nan
14,14,nan,nan,nan,nan,nan,nan
15,19,nan,nan,nan,nan,nan,nan
16,24,nan,nan,nan,nan,nan,nan
17,16,nan,nan,nan,nan,nan,nan
18,26,nan,nan,nan,nan,nan,nan
19,32,nan,nan,nan,nan,nan,nan
20,23,nan,nan,nan,nan,nan,nan
21,17,nan,nan,nan,nan,nan,nan
22,24,nan,nan,nan,nan,nan,nan
23,26,nan,nan,nan,nan,nan,nan
24,19,nan,nan,nan,nan,nan,nan
25,13,nan,nan,nan,nan,nan,nan
26,24,nan,nan,nan,nan,nan,nan
27,30,nan,nan,nan,nan,nan,nan
28,24,nan,nan,nan,nan,nan,nan
29,27,nan,nan,nan,nan,nan,nan
30,26,nan,nan,nan,nan,nan,nan
31,29,nan,nan,nan,nan,nan,nan
32,24,nan,nan,nan,nan,nan,nan
33,26,nan,nan,nan,nan,nan,nan
34,26,nan,nan,nan,nan,nan,nan
35,19,nan,nan,nan,nan,nan,nan
36,15,nan,nan,nan,nan,nan,nan
37,25,nan,nan,nan,nan,nan,nan
38,31,nan,nan,nan,nan,nan,nan
39,27,nan,nan,nan,nan,nan,nan
40,26,nan,nan,nan,nan,nan,nan
41,18,nan,nan,nan,nan,nan,nan
42,25,nan,nan,nan,nan,nan,nan
43,17,nan,nan,nan,nan,nan,nan
44,27,nan,nan,nan,nan,nan,nan
45,23,nan,nan,nan,nan,nan,nan
46,24,nan,nan,nan,nan,nan,nan
47,17,nan,nan,nan,nan,nan,nan
48,22,nan,nan,nan,nan,nan,nan
49,22,nan,nan,nan,nan,nan,nan
50,20,nan,nan,nan,nan,nan,nan
51,20,nan,nan,nan,nan,nan,nan
52,21,nan,nan,nan,nan,nan,nan
53,21,nan,nan,nan,nan,nan,nan
54,14,nan,nan,nan,nan,nan,nan
55,21,nan,nan,nan,nan,nan,nan
56,19,nan,nan,nan,nan,nan,nan
57,19,nan,nan,nan,nan,nan,nan
58,19,nan,nan,nan,nan,nan,nan
59,18,nan,nan,nan,nan,nan,nan
60,14,nan,nan,nan,nan,nan,nan
61,11,nan,nan,nan,nan,nan,nan
