dst,valid,reason_invalid,mass,remaining,steps,fig3_bimodal,fig3_t1,fig3_h1,fig3_t2,fig3_h2,robust_bimodal,robust_t1,robust_h1,robust_t2,robust_h2,robust_sep,robust_ratio,robust_valley,robust_valley_ratio
1,False,Shortcut endpoints must be distinct.,,,,,,,,,,,,,,,,,
2,False,Invalid shortcut: dst=2 is already a ring neighbour of src=1 for K=2.,,,,,,,,,,,,,,,,,
3,True,,0.9759343778128906,0.024065622187107186,8000,True,141,3.998394071585056e-06,143,4.443064824993922e-06,False,797,0.0003874668083189895,847,0.00038644275553279943,50,0.9973570567485952,0.0003559507716433813,0.9210957290494992
4,True,,0.9777192669275554,0.02228073307244307,8000,True,140,6.247582482127413e-06,142,6.937339118399286e-06,True,806,0.0006118265716604888,856,0.0006101592511378854,50,0.9972748478084593,0.00014673288372607095,0.24048292876397256
5,True,,0.9794453349040003,0.020554665095998206,8000,True,131,4.253220657164855e-06,133,4.767708081209012e-06,False,737,0.0004204725836235409,787,0.00041913849764658014,50,0.9968271748767449,0.0003498254337213173,0.8346296884813763
6,True,,0.9811103498332334,0.01888965016676505,8000,True,132,6.911014965080751e-06,134,7.7081575417981e-06,True,772,0.0006805938457344213,822,0.000678707612206416,50,0.9972285474812517,0.00010866804998494497,0.160110256656287
7,True,,0.982692563415524,0.01730743658447496,8000,True,123,5.158982480751228e-06,125,5.809388211057054e-06,False,679,0.0004582590685288645,729,0.00045651439267679677,50,0.9961928176180591,0.0003395055941312311,0.7436908881240781
8,True,,0.9842019968707789,0.01579800312922033,8000,True,124,8.085038422386293e-06,126,9.043988888886455e-06,True,738,0.0007345236238996574,788,0.0007322202755362085,50,0.9968641602686377,8.781082107174487e-05,0.11992405018754851
9,True,,0.9856230863046752,0.014376913695324145,8000,True,113,5.617473378094913e-06,115,6.386752596616884e-06,True,623,0.0005014734769594464,673,0.0004992246466686812,50,0.9955155548716147,0.00032411211206478306,0.6492309909528274
10,True,,0.9869682249237768,0.013031775076221455,8000,True,114,8.777685089086529e-06,116,9.892054403164612e-06,True,700,0.0007830947524921588,750,0.0007805042000911752,50,0.9966919042775612,7.46768855730702e-05,0.09567774979858758
11,True,,0.9882250450908641,0.011774954909135656,8000,True,103,6.0759630325854316e-06,105,6.992057869038734e-06,True,571,0.0005510016678910286,621,0.0005479585788788078,50,0.9944771691456611,0.00030382795542071385,0.554472485935678
12,True,,0.9894060316387404,0.010593968361258014,8000,True,102,8.418028293525456e-06,104,9.637296397917516e-06,True,660,0.0008301605241297847,710,0.0008272502905780834,50,0.9964943725133738,6.565950596890962e-05,0.07937078622604858
13,True,,0.9905013446254194,0.009498655374579697,8000,True,93,6.416792524992323e-06,95,7.503961795941192e-06,True,521,0.0006078679121314937,571,0.0006039000961749688,50,0.9934725688306005,0.00027796052862781833,0.46027568200168734
14,True,,0.991522840572704,0.008477159427295034,8000,True,92,9.000911165570219e-06,94,1.0459806818855896e-05,True,620,0.0008778315157349182,670,0.0008742597914953858,50,0.9959311961629195,5.908121165183719e-05,0.06757855299599354
15,True,,0.9924629483615047,0.007537051638494576,8000,True,85,7.758060212186444e-06,87,9.183728082316354e-06,True,475,0.0006731423968767125,525,0.0006678184046658438,50,0.9920908380818512,0.00024814993070427095,0.37158294675696707
16,True,,0.9933326452139566,0.006667354786042778,8000,True,84,1.0994770313195528e-05,86,1.2921942154266977e-05,True,574,0.000927693386942222,624,0.000923802452317642,50,0.995805796743464,5.385908761188045e-05,0.05830152050014416
17,True,,0.9941264313720654,0.00587356862793432,8000,True,75,7.556048085980036e-06,77,9.197444396438966e-06,True,431,0.0007480340508796425,481,0.0007410929159184092,50,0.9907208302174602,0.00021452006336986786,0.28946446358081973
18,True,,0.9948543296541991,0.005145670345800484,8000,True,74,1.0941588223255712e-05,76,1.3204497458580558e-05,True,526,0.0009814377691145933,576,0.0009768959393564737,50,0.9953722692349438,4.940167726852235e-05,0.05057005078869046
19,True,,0.9955126997235033,0.004487300276495976,8000,True,67,8.491774181131858e-06,69,1.0589918416808636e-05,True,389,0.0008343172579065491,439,0.0008251322659440087,50,0.9889910080661796,0.0001785528078208003,0.21639295321523208
20,True,,0.9961106080934891,0.003889391906509851,8000,True,66,1.251194951834372e-05,68,1.544846432925085e-05,True,474,0.0010415076101071739,524,0.0010359194739258761,50,0.9946345699953909,4.5039892202010263e-05,0.04347817888906009
21,True,,0.9966460336760011,0.003353966323998417,8000,True,61,1.1671563039432276e-05,63,1.4757587327272021e-05,True,347,0.0009349901493553822,397,0.0009229476440305209,50,0.9871201794658865,0.00014007974624601337,0.15177431477508715
