t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan,nan
8,2,nan,nan,nan,nan,nan,nan
9,5,nan,nan,nan,nan,nan,nan
10,11,nan,nan,nan,nan,nan,nan
11,5,nan,nan,nan,nan,nan,nan
12,10,nan,nan,nan,nan,nan,nan
13,11,nan,nan,nan,nan,nan,nan
14,11,nan,nan,nan,nan,nan,nan
15,14,nan,nan,nan,nan,nan,nan
16,12,nan,nan,nan,nan,nan,nan
17,15,nan,nan,nan,nan,nan,nan
18,13,nan,nan,nan,nan,nan,nan
19,17,nan,nan,nan,nan,nan,nan
20,18,nan,nan,nan,nan,nan,nan
21,21,nan,nan,nan,nan,nan,nan
22,20,nan,nan,nan,nan,nan,nan
23,24,nan,nan,nan,nan,nan,nan
24,28,nan,nan,nan,nan,nan,nan
25,18,nan,nan,nan,nan,nan,nan
26,25,nan,nan,nan,nan,nan,nan
27,25,nan,nan,nan,nan,nan,nan
28,25,nan,nan,nan,nan,nan,nan
29,19,nan,nan,nan,nan,nan,nan
30,21,nan,nan,nan,nan,nan,nan
31,23,nan,nan,nan,nan,nan,nan
32,19,nan,nan,nan,nan,nan,nan
33,18,nan,nan,nan,nan,nan,nan
34,26,nan,nan,nan,nan,nan,nan
35,27,nan,nan,nan,nan,nan,nan
36,14,nan,nan,nan,nan,nan,nan
37,28,nan,nan,nan,nan,nan,nan
38,25,nan,nan,nan,nan,nan,nan
39,23,nan,nan,nan,nan,nan,nan
40,14,nan,nan,nan,nan,nan,nan
41,33,nan,nan,nan,nan,nan,nan
42,32,nan,nan,nan,nan,nan,nan
43,28,nan,nan,nan,nan,nan,nan
44,33,nan,nan,nan,nan,nan,nan
45,22,nan,nan,nan,nan,nan,nan
46,27,nan,nan,nan,nan,nan,nan
47,30,nan,nan,nan,nan,nan,nan
48,32,nan,nan,nan,nan,nan,nan
49,18,nan,nan,nan,nan,nan,nan
50,26,nan,nan,nan,nan,nan,nan
51,33,nan,nan,nan,nan,nan,nan
52,21,nan,nan,nan,nan,nan,nan
53,23,nan,nan,nan,nan,nan,nan
54,26,nan,nan,nan,nan,nan,nan
55,19,nan,nan,nan,nan,nan,nan
56,24,nan,nan,nan,nan,nan,nan
57,26,nan,nan,nan,nan,nan,nan
58,23,nan,nan,nan,nan,nan,nan
59,20,nan,nan,nan,nan,nan,nan
60,23,nan,nan,nan,nan,nan,nan
61,21,nan,nan,nan,nan,nan,nan
