scan_name,case_id,corridor_halfwidth,bx,delta_core,delta_open,kappa_c2o,kappa_o2c,window,lo,hi,observable,event_probability,mean_event_time_given_event,mean_hit_time_in_window,ratio,early_mass,late_mass,no_exit_mass,consistency_gap
width_bx,width_h0_bx_m0p04,0,-0.04,1.0,0.55,0.002,0.002,peak2,2123,2175,tau_left,0.9302484864413244,799.4767880043353,2148.999964680874,0.37202270876866084,0.5155630272635765,0.4146854591777479,0.06975151355867559,4.345482307321902e-16
width_bx,width_h0_bx_m0p04,0,-0.04,1.0,0.55,0.002,0.002,peak2,2123,2175,tau_mem,0.2941649450506995,379.7427642002666,2148.999964680874,0.17670673356975056,0.258572862617052,0.03559208243364753,0.7058350549493004,4.345482307321902e-16
width_bx,width_h0_bx_p0p00,0,0.0,1.0,0.55,0.002,0.002,early,10,60,tau_left,1.0334616264283736e-10,4.064097567226126,59.53865693799762,0.06825981263666052,1.0334616264283736e-10,0.0,0.9999999998966539,2.0510383535746307e-29
width_bx,width_h0_bx_p0p00,0,0.0,1.0,0.55,0.002,0.002,early,10,60,tau_mem,4.99830815334905e-05,51.05955747097955,59.53865693799762,0.8575866520494737,2.1237924518264777e-06,4.7859289081664026e-05,0.9999500169184665,2.0510383535746307e-29
width_bx,width_h0_bx_p0p00,0,0.0,1.0,0.55,0.002,0.002,middle,120,200,tau_left,0.006988299668949776,13.188558678964506,179.71504064296312,0.0733859482866879,0.006988294423753655,5.245196120322315e-09,0.9930117003310502,3.400058012914542e-16
width_bx,width_h0_bx_p0p00,0,0.0,1.0,0.55,0.002,0.002,middle,120,200,tau_mem,0.004014930546151459,139.7434739705595,179.71504064296312,0.7775836316793626,0.00038265102839303913,0.00363227951775842,0.9959850694538486,3.400058012914542e-16
width_bx,width_h0_bx_p0p00,0,0.0,1.0,0.55,0.002,0.002,late,260,360,tau_left,0.04611875951678802,22.055155087677978,304.7008234253453,0.0723829848562313,0.04610060664257188,1.8152874216137427e-05,0.953881240483212,2.609024107869118e-15
width_bx,width_h0_bx_p0p00,0,0.0,1.0,0.55,0.002,0.002,late,260,360,tau_mem,0.019330661534474814,180.38256472458923,304.7008234253453,0.5919989407865344,0.005417673845808713,0.013912987688666101,0.9806693384655252,2.609024107869118e-15
width_bx,width_h0_bx_p0p04,0,0.04,1.0,0.55,0.002,0.002,early,10,60,tau_left,9.076455294763053e-11,4.064097410940641,59.53547564479851,0.06826345749193174,9.076455294763053e-11,0.0,0.9999999999092355,2.271919407036514e-28
width_bx,width_h0_bx_p0p04,0,0.04,1.0,0.55,0.002,0.002,early,10,60,tau_mem,5.719826814329967e-05,51.08980587124813,59.53547564479851,0.8581405509558861,2.253035071032994e-06,5.4945233072266677e-05,0.9999428017318567,2.271919407036514e-28
width_bx,width_h0_bx_p0p04,0,0.04,1.0,0.55,0.002,0.002,middle,120,200,tau_left,0.0066352118816964374,13.11311216269342,176.04983264849622,0.0744852293547774,0.0066352052734647525,6.60823168494723e-09,0.9933647881183035,8.465450562766819e-16
width_bx,width_h0_bx_p0p04,0,0.04,1.0,0.55,0.002,0.002,middle,120,200,tau_mem,0.005671817422738997,134.60919293031841,176.04983264849622,0.764608468552658,0.0005024426641328594,0.005169374758606137,0.994328182577261,8.465450562766819e-16
width_bx,width_h0_bx_p0p04,0,0.04,1.0,0.55,0.002,0.002,late,260,360,tau_left,0.03816741154878396,20.804402800850507,302.98677148423695,0.06866439316454734,0.03814500728830057,2.2404260483388505e-05,0.961832588451216,2.1371793224034263e-15
width_bx,width_h0_bx_p0p04,0,0.04,1.0,0.55,0.002,0.002,late,260,360,tau_mem,0.042628226453001905,156.0828031688297,302.98677148423695,0.5151472534732429,0.01880742339687996,0.023820803056121945,0.9573717735469981,2.1371793224034263e-15
width_bx,width_h0_bx_p0p08,0,0.08,1.0,0.55,0.002,0.002,early,10,60,tau_left,7.659794231057515e-11,4.064097260945831,59.53155667750842,0.06826794876138834,7.659794231057515e-11,0.0,0.999999999923402,2.4233807008389483e-27
width_bx,width_h0_bx_p0p08,0,0.08,1.0,0.55,0.002,0.002,early,10,60,tau_mem,6.48912210731038e-05,51.09160160744727,59.53155667750842,0.8582272068613679,2.3904942649181195e-06,6.250072680818569e-05,0.9999351087789269,2.4233807008389483e-27
width_bx,width_h0_bx_p0p08,0,0.08,1.0,0.55,0.002,0.002,middle,120,200,tau_left,0.005812879939782775,12.905788422912043,170.8305014170342,0.07554733092661375,0.0058128679658284,1.1973954374897011e-08,0.9941871200602173,1.4432899320127035e-15
width_bx,width_h0_bx_p0p08,0,0.08,1.0,0.55,0.002,0.002,middle,120,200,tau_mem,0.00828730056821229,126.61961348756775,170.8305014170342,0.7412002683201279,0.0007984846491013708,0.0074888159191109195,0.9917126994317877,1.4432899320127035e-15
width_bx,width_h0_bx_p0p08,0,0.08,1.0,0.55,0.002,0.002,late,260,360,tau_left,0.0242531017898058,18.52116545461364,304.15306468264714,0.06089422598433653,0.02424098694138585,1.2114848419949448e-05,0.9757468982101942,1.970645868709653e-15
width_bx,width_h0_bx_p0p08,0,0.08,1.0,0.55,0.002,0.002,late,260,360,tau_mem,0.09288995538411304,122.91000719541769,304.15306468264714,0.4041057660348148,0.06668275443648378,0.026207200947629267,0.907110044615887,1.970645868709653e-15
width_bx,width_h1_bx_m0p16,1,-0.16,1.0,0.55,0.002,0.002,early,10,60,tau_left,0.0,nan,59.57060584713972,nan,0.0,0.0,1.0,1.2638915260041235e-34
width_bx,width_h1_bx_m0p16,1,-0.16,1.0,0.55,0.002,0.002,early,10,60,tau_mem,3.1092081358965676e-06,46.60158414650216,59.57060584713972,0.7822915930397532,4.0822190511320454e-07,2.700986230783363e-06,0.9999968907918642,1.2638915260041235e-34
width_bx,width_h1_bx_m0p16,1,-0.16,1.0,0.55,0.002,0.002,middle,120,200,tau_left,0.004477624359492316,13.988023359681794,185.79421898204689,0.07528772120209748,0.004477623276417671,1.0830746447268447e-09,0.9955223756405077,1.0672615135404184e-19
width_bx,width_h1_bx_m0p16,1,-0.16,1.0,0.55,0.002,0.002,middle,120,200,tau_mem,0.00035044464311999784,133.72566616342937,185.79421898204689,0.7197514911718063,7.643261861010562e-05,0.00027401202450989224,0.99964955535688,1.0672615135404184e-19
width_bx,width_h1_bx_m0p16,1,-0.16,1.0,0.55,0.002,0.002,late,260,360,tau_left,0.02875580677164641,23.967747844442837,322.8159504398261,0.07424585994523371,0.02875399592978925,1.8108418571582963e-06,0.9712441932283535,2.4069288229178198e-17
width_bx,width_h1_bx_m0p16,1,-0.16,1.0,0.55,0.002,0.002,late,260,360,tau_mem,0.0009793300657105631,172.34628620087108,322.8159504398261,0.5338840474457812,0.0004411674599366747,0.0005381626057738884,0.9990206699342894,2.4069288229178198e-17
width_bx,width_h1_bx_m0p12,1,-0.12,1.0,0.55,0.002,0.002,peak1,474,526,tau_left,0.10867698100860687,35.45661551083946,500.0043457944772,0.07091261467838046,0.10863280659422242,4.4174414384451355e-05,0.8913230189913931,3.712308238590367e-16
width_bx,width_h1_bx_m0p12,1,-0.12,1.0,0.55,0.002,0.002,peak1,474,526,tau_mem,0.004421441561339576,164.8577013429842,500.0043457944772,0.32971253696012404,0.0031164903627370925,0.0013049511986024838,0.9955785584386604,3.712308238590367e-16
width_bx,width_h1_bx_m0p12,1,-0.12,1.0,0.55,0.002,0.002,valley,1258,1310,tau_left,0.8448617429593162,183.4167913251357,1283.9999291848828,0.1428479762001027,0.7334085751873284,0.11145316777198777,0.15513825704068385,2.3332030751888055e-16
width_bx,width_h1_bx_m0p12,1,-0.12,1.0,0.55,0.002,0.002,valley,1258,1310,tau_mem,0.1462363168196411,275.35767840495646,1283.9999291848828,0.214453032392113,0.13920735937491927,0.007028957444721845,0.8537636831803589,2.3332030751888055e-16
width_bx,width_h1_bx_m0p12,1,-0.12,1.0,0.55,0.002,0.002,peak2,1882,1934,tau_left,0.9615067024774716,532.1827620892063,1908.0000988504585,0.27892176861512663,0.673590281072446,0.2879164214050256,0.03849329752252839,3.885780586188048e-16
width_bx,width_h1_bx_m0p12,1,-0.12,1.0,0.55,0.002,0.002,peak2,1882,1934,tau_mem,0.1580005320343961,492.9949628384177,1908.0000988504585,0.2583830908265884,0.13667415434329266,0.021326377691103432,0.8419994679656039,3.885780586188048e-16
width_bx,width_h1_bx_m0p08,1,-0.08,1.0,0.55,0.002,0.002,peak1,355,407,tau_left,0.06804778789495476,27.86939989087126,381.005132498316,0.07314704583669733,0.06803930233281795,8.485562136811842e-06,0.9319522121050452,1.0477729794899915e-15
width_bx,width_h1_bx_m0p08,1,-0.08,1.0,0.55,0.002,0.002,peak1,355,407,tau_mem,0.0034262005862581955,173.13910421466042,381.005132498316,0.4544272227498816,0.0017693788879678644,0.001656821698290331,0.9965737994137418,1.0477729794899915e-15
width_bx,width_h1_bx_m0p08,1,-0.08,1.0,0.55,0.002,0.002,valley,1033,1085,tau_left,0.8436257865530189,150.08827235012345,1059.0005798059397,0.14172633633272128,0.7428759619515971,0.10074982460142179,0.1563742134469811,2.393918396847994e-16
width_bx,width_h1_bx_m0p08,1,-0.08,1.0,0.55,0.002,0.002,valley,1033,1085,tau_mem,0.2234184326498509,187.3451314480018,1059.0005798059397,0.1769074871350236,0.2175511289454012,0.005867303704449683,0.776581567350149,2.393918396847994e-16
width_bx,width_h1_bx_m0p08,1,-0.08,1.0,0.55,0.002,0.002,peak2,1685,1737,tau_left,0.9082187648804472,751.8068550442443,1711.0000798442793,0.4393961542729252,0.36587536645578106,0.5423433984246662,0.09178123511955283,7.37257477290143e-16
width_bx,width_h1_bx_m0p08,1,-0.08,1.0,0.55,0.002,0.002,peak2,1685,1737,tau_mem,0.1354766068020371,399.3201974439208,1711.0000798442793,0.23338409047898087,0.11862658517952465,0.01685002162251245,0.8645233931979629,7.37257477290143e-16
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,early,10,60,tau_left,0.0,nan,59.564643501348655,nan,0.0,0.0,1.0,9.367723249499515e-31
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,early,10,60,tau_mem,4.929111139679436e-06,47.79325265647964,59.564643501348655,0.8023762058677898,4.898657171488574e-07,4.439245422530579e-06,0.9999950708888603,9.367723249499515e-31
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,middle,120,200,tau_left,0.005181620971452236,14.109765250541695,182.58274108071186,0.07727874588269208,0.005181619559977621,1.4114746151386304e-09,0.9948183790285478,1.231653667943533e-16
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,middle,120,200,tau_mem,0.0007931746987612251,137.64087961241373,182.58274108071186,0.7538548210948849,0.00011109160118420368,0.0006820830975770214,0.9992068253012387,1.231653667943533e-16
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,late,260,360,tau_left,0.04277904675163738,23.402257070412073,310.04392402944836,0.0754804569825703,0.04277373040198149,5.316349655885844e-06,0.9572209532483626,3.3029134982598407e-15
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,late,260,360,tau_mem,0.0033565548209513007,175.3635257818353,310.04392402944836,0.5656086515186121,0.0011613334551798917,0.002195221365771409,0.9966434451790487,3.3029134982598407e-15
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,early,10,60,tau_left,0.0,nan,59.561889410476944,nan,0.0,0.0,1.0,1.8932661725304283e-29
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,early,10,60,tau_mem,5.608169874994469e-06,47.999339070111176,59.561889410476944,0.8058733452748409,5.200453611843261e-07,5.088124513810143e-06,0.999994391830125,1.8932661725304283e-29
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,middle,120,200,tau_left,0.005118663780527761,14.023385976099858,180.03900725663536,0.07789082038266473,0.005118662137585385,1.642942375895684e-09,0.9948813362194723,5.134781488891349e-16
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,middle,120,200,tau_mem,0.0010849127533903086,135.84444410240354,180.03900725663536,0.7545278446729325,0.00012965401976965525,0.0009552587336206534,0.9989150872466097,5.134781488891349e-16
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,late,260,360,tau_left,0.04241464619463181,22.40641092113855,304.23957236831455,0.07364726010728544,0.0424049608699157,9.6853247161105e-06,0.9575853538053682,3.9968028886505635e-15
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,late,260,360,tau_mem,0.0064891638572767375,170.98369150739313,304.23957236831455,0.5620034572636037,0.0020899367051183454,0.004399227152158392,0.9935108361427233,3.9968028886505635e-15
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,early,10,60,tau_left,0.0,nan,59.55864314152121,nan,0.0,0.0,1.0,1.135959703518257e-28
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,early,10,60,tau_mem,6.329449204217333e-06,48.15028134548293,59.55864314152121,0.8084516168555063,5.520673323245814e-07,5.7773818718927515e-06,0.9999936705507958,1.135959703518257e-28
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,middle,120,200,tau_left,0.0047805178016256085,13.841305252633168,176.2507805279791,0.07853188060313819,0.004780515479818794,2.3218068145175463e-09,0.9952194821983744,1.0547118733938987e-15
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,middle,120,200,tau_mem,0.0015380727408428815,131.70168318757916,176.2507805279791,0.747240283379466,0.00016311185905608545,0.001374960881786796,0.9984619272591572,1.0547118733938987e-15
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,late,260,360,tau_left,0.03362925269520809,20.88025109840035,301.77530902414145,0.06919138337036702,0.033617166067490524,1.2086627717566856e-05,0.9663707473047919,2.525757381022231e-15
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,late,260,360,tau_mem,0.014828659391325825,153.60571981726292,301.77530902414145,0.5090069174777144,0.006559742465883329,0.008268916925442496,0.9851713406086742,2.525757381022231e-15
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,early,10,60,tau_left,0.0,nan,59.554843657682106,nan,0.0,0.0,1.0,1.5146129380243427e-27
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,early,10,60,tau_mem,7.09834238549024e-06,48.259114623707774,59.554843657682106,0.8103306407972196,5.862102022177683e-07,6.512132183272472e-06,0.9999929016576146,1.5146129380243427e-27
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,middle,120,200,tau_left,0.004090983515855344,13.5259406158266,170.84326761990474,0.07917163376855658,0.004090979839121962,3.6767333821616233e-09,0.9959090164841446,1.9984014443252818e-15
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,middle,120,200,tau_mem,0.0022719686044847076,124.52543814216543,170.84326761990474,0.7288870078229358,0.00024708139251020675,0.002024887211974501,0.9977280313955152,1.9984014443252818e-15
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,late,260,360,tau_left,0.01912030670892654,18.65720801391435,303.12955033448134,0.061548628278989895,0.019114177587340075,6.1291215864636706e-06,0.9808796932910735,2.0261570199409107e-15
width_bx,width_h1_bx_p0p08,1,0.08,1.0,0.55,0.002,0.002,late,260,360,tau_mem,0.03356204271882982,123.41986775715682,303.12955033448134,0.4071522146916129,0.023772229307066385,0.009789813411763437,0.9664379572811702,2.0261570199409107e-15
width_bx,width_h2_bx_m0p16,2,-0.16,1.0,0.55,0.002,0.002,early,10,60,tau_left,0.0,nan,59.467092048853715,nan,0.0,0.0,1.0,1.8055593228630336e-35
width_bx,width_h2_bx_m0p16,2,-0.16,1.0,0.55,0.002,0.002,early,10,60,tau_mem,4.927495358459189e-07,39.87634989115245,59.467092048853715,0.6705616252160611,1.3299961515971023e-07,3.5974992068620866e-07,0.9999995072504642,1.8055593228630336e-35
width_bx,width_h2_bx_m0p16,2,-0.16,1.0,0.55,0.002,0.002,middle,120,200,tau_left,0.0027350774367788416,15.705085250846933,186.0821766300912,0.08439865405307859,0.002735076786930135,6.498487065305369e-10,0.9972649225632212,6.945670167485263e-20
width_bx,width_h2_bx_m0p16,2,-0.16,1.0,0.55,0.002,0.002,middle,120,200,tau_mem,0.0001670066041456834,129.50350197296598,186.0821766300912,0.6959479103170813,4.017049780988892e-05,0.0001268361063357945,0.9998329933958543,6.945670167485263e-20
width_bx,width_h2_bx_m0p16,2,-0.16,1.0,0.55,0.002,0.002,late,260,360,tau_left,0.02359003221978532,27.616001413462012,323.5380214737989,0.0853562783368212,0.023588394999577773,1.63722020754542e-06,0.9764099677802147,1.9949319973733282e-17
width_bx,width_h2_bx_m0p16,2,-0.16,1.0,0.55,0.002,0.002,late,260,360,tau_mem,0.0005475820683746698,163.6126271176924,323.5380214737989,0.5056982989893887,0.00026319462963843277,0.000284387438736237,0.9994524179316253,1.9949319973733282e-17
width_bx,width_h2_bx_m0p12,2,-0.12,1.0,0.55,0.002,0.002,peak1,503,555,tau_left,0.1247926936326595,42.69484461085991,529.0043695857657,0.08070792429236813,0.1247377776946829,5.491593797660177e-05,0.8752073063673405,5.585809592645319e-16
width_bx,width_h2_bx_m0p12,2,-0.12,1.0,0.55,0.002,0.002,peak1,503,555,tau_mem,0.0036323110788948247,146.11955279080883,529.0043695857657,0.27621615470818706,0.002820670305767721,0.0008116407731271038,0.9963676889211052,5.585809592645319e-16
width_bx,width_h2_bx_m0p12,2,-0.12,1.0,0.55,0.002,0.002,valley,1291,1343,tau_left,0.8174402191560096,228.61394769931366,1317.000059679027,0.17358689243721856,0.6750637727959037,0.14237644636010593,0.18255978084399038,3.3306690738754696e-16
width_bx,width_h2_bx_m0p12,2,-0.12,1.0,0.55,0.002,0.002,valley,1291,1343,tau_mem,0.12824061501437992,301.54047747628584,1317.000059679027,0.22896010919678764,0.12224597710110399,0.005994637913275924,0.8717593849856201,3.3306690738754696e-16
width_bx,width_h2_bx_m0p12,2,-0.12,1.0,0.55,0.002,0.002,peak2,1855,1907,tau_left,0.9327502232721457,625.8925424359596,1880.9999549940856,0.3327445812926283,0.5691191695005038,0.36363105377164195,0.06724977672785426,6.435824095873954e-16
width_bx,width_h2_bx_m0p12,2,-0.12,1.0,0.55,0.002,0.002,peak2,1855,1907,tau_mem,0.12003968163062143,532.2086754256919,1880.9999549940856,0.2829392281550402,0.10214234334908544,0.017897338281535988,0.8799603183693786,6.435824095873954e-16
width_bx,width_h2_bx_m0p08,2,-0.08,1.0,0.55,0.002,0.002,peak1,369,421,tau_left,0.06611415419607786,32.88859867317788,395.00492247666864,0.0832612375232374,0.06610552060795129,8.633588126569225e-06,0.9338858458039221,1.429412144204889e-15
width_bx,width_h2_bx_m0p08,2,-0.08,1.0,0.55,0.002,0.002,peak1,369,421,tau_mem,0.002321839092689482,161.20194827845694,395.00492247666864,0.4081011124310191,0.0013338600791760634,0.0009879790135134186,0.9976781609073105,1.429412144204889e-15
width_bx,width_h2_bx_m0p08,2,-0.08,1.0,0.55,0.002,0.002,valley,1054,1106,tau_left,0.7783031425638799,189.25569016594372,1079.997523335348,0.17523715200889242,0.651624825480693,0.1266783170831869,0.2216968574361201,2.636779683484747e-16
width_bx,width_h2_bx_m0p08,2,-0.08,1.0,0.55,0.002,0.002,valley,1054,1106,tau_mem,0.21334381422902052,201.83078279663812,1079.997523335348,0.18688078299784028,0.20878679394033434,0.004557020288686181,0.7866561857709795,2.636779683484747e-16
width_bx,width_h2_bx_m0p08,2,-0.08,1.0,0.55,0.002,0.002,peak2,1660,1712,tau_left,0.8564703660851519,835.054872627449,1685.9997736596652,0.49528765405161473,0.2576898655374571,0.5987805005476948,0.14352963391484808,1.0408340855860843e-15
width_bx,width_h2_bx_m0p08,2,-0.08,1.0,0.55,0.002,0.002,peak2,1660,1712,tau_mem,0.08770100726411954,431.218130579691,1685.9997736596652,0.2557640501004814,0.0755086109647014,0.012192396299418137,0.9122989927358804,1.0408340855860843e-15
width_bx,width_h2_bx_m0p04,2,-0.04,1.0,0.55,0.002,0.002,early,10,60,tau_left,0.0,nan,59.46265507622905,nan,0.0,0.0,1.0,4.190823558986625e-31
width_bx,width_h2_bx_m0p04,2,-0.04,1.0,0.55,0.002,0.002,early,10,60,tau_mem,7.058831641971045e-07,41.653181144990555,59.46265507622905,0.7004931261746155,1.588647153263636e-07,5.470184488707409e-07,0.9999992941168359,4.190823558986625e-31
width_bx,width_h2_bx_m0p04,2,-0.04,1.0,0.55,0.002,0.002,middle,120,200,tau_left,0.003150674287824436,15.830460679634571,182.95044732046847,0.08652867982282032,0.0031506731614935283,1.1263309078815564e-09,0.9968493257121755,1.214306433183765e-16
width_bx,width_h2_bx_m0p04,2,-0.04,1.0,0.55,0.002,0.002,middle,120,200,tau_mem,0.00037491799497775915,134.29647908289758,182.95044732046847,0.7340593097739451,5.791789015913799e-05,0.00031700010481862113,0.9996250820050222,1.214306433183765e-16
width_bx,width_h2_bx_m0p04,2,-0.04,1.0,0.55,0.002,0.002,late,260,360,tau_left,0.03379407913434894,26.7386969502387,310.87871426590607,0.08601006026861042,0.033790342907320615,3.736227028323935e-06,0.966205920865651,3.3861802251067274e-15
width_bx,width_h2_bx_m0p04,2,-0.04,1.0,0.55,0.002,0.002,late,260,360,tau_mem,0.0018915544222967667,170.63535396555517,310.87871426590607,0.5488807889870659,0.0006865810087458286,0.001204973413550938,0.9981084455777033,3.3861802251067274e-15
width_bx,width_h2_bx_p0p00,2,0.0,1.0,0.55,0.002,0.002,early,10,60,tau_left,0.0,nan,59.461008694552845,nan,0.0,0.0,1.0,4.733165431326071e-30
