scan_name,case_id,corridor_halfwidth,bx,delta_core,delta_open,kappa_c2o,kappa_o2c,phase,t_peak1,t_valley,t_peak2,valley_over_max,sep_peaks,no_leak_total,leak_total,rollback_total,late_window_name,late_window_lo,late_window_hi,late_hit_mass,late_flux_c2o,late_flux_o2c,late_L0R0,late_L0R1,late_L1R0,late_L1R1,late_rollback_share,late_tau_out_prob,late_tau_out_mean_event_time,late_tau_out_mean_hit_time,late_tau_out_ratio,late_tau_out_early_mass,late_tau_out_late_mass,late_tau_out_no_exit_mass,late_tau_mem_prob,late_tau_mem_mean_event_time,late_tau_mem_mean_hit_time,late_tau_mem_ratio,late_tau_mem_early_mass,late_tau_mem_late_mass,late_tau_mem_no_exit_mass,late_left_core_share,late_left_shoulders_share,late_left_outer_share,late_corridor_share,late_outer_reservoir_share,late_target_funnel_share
width_bx,width_h3_bx_m0p12,3,-0.12,1.0,0.55,0.002,0.002,1,555,1342,1878,0.25048355041861353,0.6765533111736128,0.8725914362453608,0.12740856375463905,0.9132488781570033,peak2,1852,1904,0.01061651538308904,0.001057732820803552,0.0003866381800593365,0.0032914547468671823,0.8702113815380528,0.0015703472239265099,0.12492681649115354,0.9951381980292063,0.9988862042019466,404.0272548980194,1877.9999749862336,0.2151369863042629,0.9814280234965456,0.01745818070540106,0.0011137957980533741,0.09585660526591902,563.3813390990074,1877.9999749862336,0.29999006741367884,0.08030727084968996,0.015549334416229063,0.904143394734081,0.03226927033168786,0.04544270254477947,0.10416919397661113,0.5814475201873244,0.19367501273030807,0.04299630022928916
width_bx,width_h3_bx_m0p08,3,-0.08,1.0,0.55,0.002,0.002,2,408,1091,1673,0.07077510328783478,1.9491525423728813,0.8911450069525797,0.10885499304742038,0.8513002269163796,peak2,1647,1699,0.0142678870811211,0.0009488162561939246,0.000578732989817306,0.010713500302088366,0.8906976149889325,0.0036906234590436157,0.09489826124993557,0.9855958762388681,0.9999983954131524,354.142935046088,1673.000804092701,0.21168127007455098,0.9990256090837006,0.0009727863294517469,1.604586847614442e-06,0.06400817217061767,454.5755493727666,1673.000804092701,0.2717126903111629,0.05426210292025428,0.009746069250363393,0.9359918278293823,0.016813840261783636,0.025269083143834928,0.06698737712541852,0.48046898765640417,0.34886909212472345,0.06159161968783529
width_bx,width_h3_bx_m0p04,3,-0.04,1.0,0.55,0.002,0.002,0,,,,,0.0,0.9124414372945507,0.08755856270544936,0.7469320251215995,late,260,360,0.22144184118252697,0.00028119518993086187,0.00026148228348340955,0.3974705975604855,0.6003052684332103,0.0009014566728119516,0.0013226773334922848,0.6016279457667026,0.41467461883220913,252.53425093399838,311.7190399972754,0.8101341866579779,0.025878574189396895,0.38879604464281226,0.5853253811677909,0.0012693742075941487,170.45553037615764,311.7190399972754,0.5468242503815215,0.00045760259258517027,0.0008117716150089784,0.9987306257924059,0.0030480166539537824,0.0025498128872884804,0.0010521779422126498,0.8787790437822893,0.004094330062292506,0.11047661867196328
width_bx,width_h3_bx_p0p00,3,0.0,1.0,0.55,0.002,0.002,0,,,,,0.0,0.9476302711976115,0.052369728802388577,0.5797372293434486,late,260,360,0.2937848541152769,0.0007285210643834389,0.00047276927360899565,0.4238205979595192,0.5724233878986369,0.0016966205324796407,0.002059393609364443,0.5744827815080014,0.5608547655583315,237.54995304675882,305.74257255379115,0.7769606668203369,0.028646924662307685,0.5322078408960238,0.43914523444166853,0.0024787998232706555,169.14385710573993,305.74257255379115,0.5532231108442754,0.0008128050652560471,0.0016659947580146084,0.9975212001767293,0.002702946891834003,0.0023087026713235,0.0011473263747010455,0.8267561022011409,0.009243601073032886,0.15784132078796764
width_bx,width_h3_bx_p0p04,3,0.04,1.0,0.55,0.002,0.002,0,,,,,0.0,0.9734820496334362,0.02651795036656382,0.4904757581172193,late,260,360,0.2632565172010835,0.0014731947548679131,0.0005068872286692632,0.4729058674393609,0.5200617984746861,0.0036352908692986606,0.0033970432166541796,0.5234588416913403,0.7536612254218968,216.95308171583278,302.5956337611638,0.7169736027555244,0.044528495508496836,0.7091327299134,0.24633877457810316,0.00559399164107791,154.43998328057262,302.5956337611638,0.5103840440819803,0.0024725883294933267,0.0031214033115845832,0.9944060083589221,0.00192345270645067,0.001642525753697362,0.0009154208769138113,0.7340552088194978,0.017421666963307915,0.2440417248801324
width_bx,width_h3_bx_p0p08,3,0.08,1.0,0.55,0.002,0.002,0,,,,,0.0,0.9800245644411689,0.01997543555883109,0.42413755981390827,late,260,360,0.20878891329427757,0.0025579072276277247,0.00036876362763752483,0.5406769720201331,0.4459160890903501,0.007832861896698502,0.0055740769928183985,0.4514901660831685,0.9173447020159734,193.02942264245593,303.22784469339206,0.6365821148042557,0.1180115851734216,0.7993331168425518,0.0826552979840266,0.012247527449514576,126.80489425626148,303.22784469339206,0.41818354242658645,0.008442997435520832,0.003804530013993744,0.9877524725504854,0.0010140200849594423,0.0008241080508447446,0.00043719024210523794,0.6160675079668577,0.022981558689167046,0.35867561496606587
width_bx,width_h4_bx_m0p16,4,-0.16,1.0,0.55,0.002,0.002,0,,,,,0.0,0.8832318565940539,0.11676814340594613,0.9386076158645034,late,260,360,0.001607190938489796,4.102326926327199e-07,6.077175980185142e-07,0.4131342664129378,0.5863152752099912,0.00022898768901629304,0.00032147068805475035,0.5866367458980459,0.14035306557446278,266.60146087392536,324.43706468359994,0.8217355225239833,0.013018158903429137,0.12733490667103364,0.8596469344255372,0.0002552062480294209,159.46592769603157,324.43706468359994,0.491515751603619,0.00012675471938527916,0.00012845152864414175,0.9997447937519706,0.002674658949805154,0.002830939545506896,0.0003801334134394647,0.9238107608194837,0.00031910332612258125,0.0699844039456421
width_bx,width_h4_bx_m0p12,4,-0.12,1.0,0.55,0.002,0.002,1,579,1366,1878,0.2455533027867091,0.7212659633536924,0.882427991112779,0.11757200888722102,0.892628330931142,peak2,1852,1904,0.011628331073089068,0.0009679828374838524,0.0005322786994296251,0.012356158139646146,0.8679866808515885,0.0035043887056700465,0.11615277230309541,0.9841394531546839,0.9983294629046788,444.9798299404886,1878.000062837768,0.23694345849387144,0.9751392954568521,0.02319016744782676,0.0016705370953211673,0.0803340066332168,587.7744217614407,1878.000062837768,0.31297891485332496,0.0663884132697739,0.013945593363442893,0.9196659933667832,0.02432658218283544,0.05323763791466269,0.06538783797853802,0.6021360014991824,0.2001833169412045,0.054728623483576905
width_bx,width_h4_bx_m0p08,4,-0.08,1.0,0.55,0.002,0.002,2,423,1105,1666,0.06746922598080587,2.0145867098865478,0.8993976443638624,0.1006023556361376,0.8147764315355994,peak2,1640,1692,0.014886996851619469,0.0008014133764718367,0.0007513697542354106,0.03632710708322025,0.8678425362957439,0.007838804676594794,0.08799155194444105,0.955834088240185,0.999996834429882,374.8835809685223,1665.9998044909464,0.22502018305042337,0.9985098758141402,0.0014869586157417736,3.1655701180355322e-06,0.05204421900367374,474.45369220656653,1665.9998044909464,0.28478616319618233,0.043409153516838224,0.008635065486835514,0.9479557809963263,0.012347962799297469,0.029858526892329894,0.04423479457454992,0.48968762202434774,0.3487315935514256,0.07513950015804932
width_bx,width_h4_bx_m0p04,4,-0.04,1.0,0.55,0.002,0.002,0,,,,,0.0,0.9181251190860347,0.08187488091396528,0.6970238281747789,late,260,360,0.2214803260568941,0.0002138624513165017,0.0002236441759054661,0.4308712381505944,0.5673463823628557,0.0008178090128010937,0.000964570473748631,0.5683109528366044,0.3337696740392122,249.8095475065019,312.536827932289,0.799296355438224,0.018793193131950797,0.3149764809072614,0.6662303259607878,0.0009653090260866533,171.80038258276682,312.536827932289,0.5496964428780449,0.00034254298163976035,0.0006227660444468929,0.9990346909739134,0.0029160703994604237,0.003250552100590387,0.000751326052816077,0.8676984484049155,0.003128840443748928,0.12225476259846861
