scan_name,case_id,corridor_halfwidth,bx,delta_core,delta_open,kappa_c2o,kappa_o2c,window,region,occupancy_share
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,late,outer_reservoir,0.009069891856653464
width_bx,width_h1_bx_m0p04,1,-0.04,1.0,0.55,0.002,0.002,late,target_funnel,0.08664033724674602
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,early,left_core,1.709290471708521e-09
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,early,left_shoulders,0.0
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,early,left_outer,0.0
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,early,corridor,0.9393317086377975
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,early,outer_reservoir,2.932308995056033e-07
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,early,target_funnel,0.06066799642201253
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,middle,left_core,0.0007451552724603183
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,middle,left_shoulders,0.0
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,middle,left_outer,0.00011418226752108055
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,middle,corridor,0.9228366448378432
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,middle,outer_reservoir,0.0015594354351936204
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,middle,target_funnel,0.07474458218698174
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,late,left_core,0.003266750416021108
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,late,left_shoulders,0.0
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,late,left_outer,0.0022465493380773353
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,late,corridor,0.8431389733519217
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,late,outer_reservoir,0.02020634841019846
width_bx,width_h1_bx_p0p00,1,0.0,1.0,0.55,0.002,0.002,late,target_funnel,0.13114137848378138
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,early,left_core,1.4820426354751528e-09
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,early,left_shoulders,0.0
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,early,left_outer,0.0
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,early,corridor,0.9392932441487732
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,early,outer_reservoir,3.359078269925274e-07
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,early,target_funnel,0.06070641846135683
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,middle,left_core,0.0006874555766776982
width_bx,width_h1_bx_p0p04,1,0.04,1.0,0.55,0.002,0.002,middle,left_shoulders,0.0
