scan_name,case_id,corridor_halfwidth,bx,delta_core,delta_open,kappa_c2o,kappa_o2c,window,lo,hi,none,left_only,mem_only,both
width_bx,width_h5_bx_p0p00,5,0.0,1.0,0.55,0.002,0.002,middle,120,200,0.9993474720668785,0.0005102596837747251,0.00014187849019573693,3.897591509497786e-07
width_bx,width_h5_bx_p0p00,5,0.0,1.0,0.55,0.002,0.002,late,260,360,0.987084266133086,0.011325043971494109,0.0015265349918843873,6.415490353551557e-05
width_bx,width_h5_bx_p0p04,5,0.04,1.0,0.55,0.002,0.002,early,10,60,1.0,0.0,0.0,0.0
width_bx,width_h5_bx_p0p04,5,0.04,1.0,0.55,0.002,0.002,middle,120,200,0.999314091865104,0.000469445362833457,0.000216070096365094,3.9267569746135285e-07
width_bx,width_h5_bx_p0p04,5,0.04,1.0,0.55,0.002,0.002,late,260,360,0.9888501964360618,0.00781895856948324,0.003277906183198477,5.293881125652552e-05
width_bx,width_h5_bx_p0p08,5,0.08,1.0,0.55,0.002,0.002,early,10,60,1.0,0.0,0.0,0.0
width_bx,width_h5_bx_p0p08,5,0.08,1.0,0.55,0.002,0.002,middle,120,200,0.9992680440646322,0.00038842220631188,0.000343177317797637,3.5641125820530015e-07
width_bx,width_h5_bx_p0p08,5,0.08,1.0,0.55,0.002,0.002,late,260,360,0.9895726575584461,0.003752335213768983,0.006645717978208491,2.928924957651001e-05
delta,delta_core_p0p40_open_p0p00,2,-0.08,0.4,0.0,0.002,0.002,early,10,60,0.9999992857155324,0.0,7.142844676245561e-07,0.0
delta,delta_core_p0p40_open_p0p00,2,-0.08,0.4,0.0,0.002,0.002,middle,120,200,0.9985270976910972,0.0009733150712391672,0.000498748840889326,8.383967742595486e-07
delta,delta_core_p0p40_open_p0p00,2,-0.08,0.4,0.0,0.002,0.002,late,260,360,0.9879261623038739,0.010752385909233622,0.0012946805688660594,2.6771218026533488e-05
delta,delta_core_p0p40_open_p0p20,2,-0.08,0.4,0.2,0.002,0.002,early,10,60,0.9999993488019664,0.0,6.511980336384928e-07,0.0
delta,delta_core_p0p40_open_p0p20,2,-0.08,0.4,0.2,0.002,0.002,middle,120,200,0.9982961000066318,0.001255405038202042,0.0004474309063043536,1.064048861724849e-06
delta,delta_core_p0p40_open_p0p20,2,-0.08,0.4,0.2,0.002,0.002,late,260,360,0.9837365145234314,0.015039739439784362,0.0011857594711619573,3.798656562227904e-05
delta,delta_core_p0p40_open_p0p40,2,-0.08,0.4,0.4,0.002,0.002,early,10,60,0.9999993836862582,0.0,6.163137417535785e-07,0.0
delta,delta_core_p0p40_open_p0p40,2,-0.08,0.4,0.4,0.002,0.002,middle,120,200,0.9980526872629554,0.0015292668347819459,0.0004167428353256349,1.303066936885094e-06
delta,delta_core_p0p40_open_p0p40,2,-0.08,0.4,0.4,0.002,0.002,late,260,360,0.9795796046709871,0.019246179813452127,0.0011238711171993837,5.034439836125024e-05
delta,delta_core_p0p40_open_p0p55,2,-0.08,0.4,0.55,0.002,0.002,early,10,60,0.9999994004185273,0.0,5.995814726377554e-07,0.0
delta,delta_core_p0p40_open_p0p55,2,-0.08,0.4,0.55,0.002,0.002,middle,120,200,0.9978743721459667,0.0017233829266217842,0.00040075920998513496,1.4857174264565776e-06
delta,delta_core_p0p40_open_p0p55,2,-0.08,0.4,0.55,0.002,0.002,late,260,360,0.9767240030392309,0.022121748314632074,0.0010944422243830475,5.980642175402616e-05
delta,delta_core_p0p40_open_p0p80,2,-0.08,0.4,0.8,0.002,0.002,early,10,60,0.9999994183374998,0.0,5.816625001885248e-07,0.0
delta,delta_core_p0p40_open_p0p80,2,-0.08,0.4,0.8,0.002,0.002,middle,120,200,0.9975997401979411,0.002016825104404825,0.0003816473852616563,1.7873123925206566e-06
delta,delta_core_p0p40_open_p0p80,2,-0.08,0.4,0.8,0.002,0.002,late,260,360,0.9727348376416098,0.026125568236972027,0.0010645931945669472,7.500092685120244e-05
delta,delta_core_p0p60_open_p0p00,2,-0.08,0.6,0.0,0.002,0.002,early,10,60,0.9999993580715738,0.0,6.419284261875828e-07,0.0
delta,delta_core_p0p60_open_p0p00,2,-0.08,0.6,0.0,0.002,0.002,middle,120,200,0.9984112226840921,0.0011951073667362674,0.0003926606031600269,1.009346011644759e-06
delta,delta_core_p0p60_open_p0p00,2,-0.08,0.6,0.0,0.002,0.002,late,260,360,0.9872530822928536,0.01166125353389059,0.0010554877994652153,3.0176373790648316e-05
delta,delta_core_p0p60_open_p0p20,2,-0.08,0.6,0.2,0.002,0.002,early,10,60,0.9999994114925476,0.0,5.885074525046822e-07,0.0
delta,delta_core_p0p60_open_p0p20,2,-0.08,0.6,0.2,0.002,0.002,middle,120,200,0.9981019294974179,0.0015413115357921295,0.0003554551937934837,1.3037729964405338e-06
delta,delta_core_p0p60_open_p0p20,2,-0.08,0.6,0.2,0.002,0.002,late,260,360,0.9827340747344459,0.01624055312499935,0.0009817699039023763,4.3602236652305574e-05
delta,delta_core_p0p60_open_p0p40,2,-0.08,0.6,0.4,0.002,0.002,early,10,60,0.9999994408317237,0.0,5.59168276307213e-07,0.0
delta,delta_core_p0p60_open_p0p40,2,-0.08,0.6,0.4,0.002,0.002,middle,120,200,0.9977899984038775,0.001875125666852785,0.0003332602683124919,1.6156609574521972e-06
delta,delta_core_p0p60_open_p0p40,2,-0.08,0.6,0.4,0.002,0.002,late,260,360,0.9783658023649983,0.020633252355215362,0.0009425814321378616,5.8363847648443654e-05
delta,delta_core_p0p60_open_p0p55,2,-0.08,0.6,0.55,0.002,0.002,early,10,60,0.999999454781837,0.0,5.452181630580685e-07,0.0
delta,delta_core_p0p60_open_p0p55,2,-0.08,0.6,0.55,0.002,0.002,middle,120,200,0.9975667060698412,0.0021096799044092638,0.0003217599102644558,1.8541154849317648e-06
delta,delta_core_p0p60_open_p0p55,2,-0.08,0.6,0.55,0.002,0.002,late,260,360,0.975445991253005,0.023558429460375337,0.0009259692439729558,6.961004264672313e-05
delta,delta_core_p0p60_open_p0p80,2,-0.08,0.6,0.8,0.002,0.002,early,10,60,0.9999994695180099,0.0,5.304819901920539e-07,0.0
delta,delta_core_p0p60_open_p0p80,2,-0.08,0.6,0.8,0.002,0.002,middle,120,200,0.9972299419046954,0.0024596797472831275,0.0003081305471255101,2.2478008958817014e-06
delta,delta_core_p0p60_open_p0p80,2,-0.08,0.6,0.8,0.002,0.002,late,260,360,0.9715165929276193,0.027482962597413375,0.0009129324616042381,8.751201336309645e-05
delta,delta_core_p0p80_open_p0p00,2,-0.08,0.8,0.0,0.002,0.002,peak1,528,580,0.9287565520030242,0.067840722546857,0.0026885928878829846,0.0007141325622356671
delta,delta_core_p0p80_open_p0p00,2,-0.08,0.8,0.0,0.002,0.002,valley,1464,1516,0.16961877314658133,0.7280996769772925,0.012200372006646488,0.09008117786947976
delta,delta_core_p0p80_open_p0p00,2,-0.08,0.8,0.0,0.002,0.002,peak2,2301,2353,0.04197689719424746,0.8543023919144744,0.002329016937844675,0.10139169395343356
delta,delta_core_p0p80_open_p0p20,2,-0.08,0.8,0.2,0.002,0.002,peak1,525,577,0.9006476412191279,0.09557919593253027,0.002665418959519088,0.0011077438888228318
delta,delta_core_p0p80_open_p0p20,2,-0.08,0.8,0.2,0.002,0.002,valley,1442,1494,0.15200167991226834,0.7152679282356006,0.014448519445752529,0.11828187240637858
delta,delta_core_p0p80_open_p0p20,2,-0.08,0.8,0.2,0.002,0.002,peak2,2178,2230,0.05761187688023697,0.823239914883312,0.003453259622741393,0.11569494861370963
delta,delta_core_p0p80_open_p0p40,2,-0.08,0.8,0.4,0.002,0.002,peak1,521,573,0.8788875441033202,0.11690433024297303,0.0027163787059949103,0.0014917469477120193
delta,delta_core_p0p80_open_p0p40,2,-0.08,0.8,0.4,0.002,0.002,valley,1423,1475,0.1576269050834643,0.6746953734085374,0.019019868107566715,0.14865785340043158
