t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,1,nan,nan,nan,nan,nan,nan
8,4,nan,nan,nan,nan,nan,nan
9,2,nan,nan,nan,nan,nan,nan
10,7,nan,nan,nan,nan,nan,nan
11,7,nan,nan,nan,nan,nan,nan
12,6,nan,nan,nan,nan,nan,nan
13,11,nan,nan,nan,nan,nan,nan
14,12,nan,nan,nan,nan,nan,nan
15,14,nan,nan,nan,nan,nan,nan
16,15,nan,nan,nan,nan,nan,nan
17,12,nan,nan,nan,nan,nan,nan
18,25,nan,nan,nan,nan,nan,nan
19,13,nan,nan,nan,nan,nan,nan
20,20,nan,nan,nan,nan,nan,nan
21,21,nan,nan,nan,nan,nan,nan
22,33,nan,nan,nan,nan,nan,nan
23,18,nan,nan,nan,nan,nan,nan
24,18,nan,nan,nan,nan,nan,nan
25,26,nan,nan,nan,nan,nan,nan
26,23,nan,nan,nan,nan,nan,nan
27,32,nan,nan,nan,nan,nan,nan
28,18,nan,nan,nan,nan,nan,nan
29,13,nan,nan,nan,nan,nan,nan
30,23,nan,nan,nan,nan,nan,nan
31,27,nan,nan,nan,nan,nan,nan
32,17,nan,nan,nan,nan,nan,nan
33,15,nan,nan,nan,nan,nan,nan
34,20,nan,nan,nan,nan,nan,nan
35,33,nan,nan,nan,nan,nan,nan
36,26,nan,nan,nan,nan,nan,nan
37,25,nan,nan,nan,nan,nan,nan
38,31,nan,nan,nan,nan,nan,nan
39,26,nan,nan,nan,nan,nan,nan
40,23,nan,nan,nan,nan,nan,nan
41,17,nan,nan,nan,nan,nan,nan
42,32,nan,nan,nan,nan,nan,nan
43,28,nan,nan,nan,nan,nan,nan
44,24,nan,nan,nan,nan,nan,nan
45,26,nan,nan,nan,nan,nan,nan
46,21,nan,nan,nan,nan,nan,nan
47,27,nan,nan,nan,nan,nan,nan
48,18,nan,nan,nan,nan,nan,nan
49,29,nan,nan,nan,nan,nan,nan
50,21,nan,nan,nan,nan,nan,nan
51,23,nan,nan,nan,nan,nan,nan
52,24,nan,nan,nan,nan,nan,nan
53,37,nan,nan,nan,nan,nan,nan
54,25,nan,nan,nan,nan,nan,nan
55,35,nan,nan,nan,nan,nan,nan
56,33,nan,nan,nan,nan,nan,nan
57,29,nan,nan,nan,nan,nan,nan
58,21,nan,nan,nan,nan,nan,nan
59,29,nan,nan,nan,nan,nan,nan
60,28,nan,nan,nan,nan,nan,nan
61,20,nan,nan,nan,nan,nan,nan
