t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,22,nan,nan,nan,nan,nan,nan
6,68,1.0,0.2101628021706956,0.0,0.7898371978293044,0.0,0.2101628021706956
7,82,1.0,0.21581476627348187,0.0,0.7841852337265182,0.0,0.21581476627348187
8,126,1.0,0.22462369741412583,0.0,0.7753763025858742,0.0,0.22462369741412583
9,175,1.0,0.22978132592849704,0.0,0.7702186740715029,0.0,0.22978132592849704
10,191,1.0,0.23669201520912547,0.0,0.7633079847908745,0.0,0.23669201520912547
11,184,1.0,0.24198250728862974,0.0,0.7580174927113703,0.0,0.24198250728862974
12,222,1.0,0.24811827956989246,0.0,0.7518817204301075,0.0,0.24811827956989246
13,220,1.0,0.24661992989484227,0.0,0.7533800701051577,0.0,0.24661992989484227
14,237,1.0,0.2516431924882629,0.0,0.748356807511737,0.0,0.2516431924882629
15,250,1.0,0.2540587977182975,0.0,0.7459412022817025,0.0,0.2540587977182975
16,250,1.0,0.25941164369471303,0.0,0.740588356305287,0.0,0.25941164369471303
17,262,1.0,0.2660369933097206,0.0,0.7339630066902794,0.0,0.2660369933097206
18,302,1.0,0.27067097509979093,0.0,0.7293290249002091,0.0,0.27067097509979093
19,290,1.0,0.27461139896373055,0.0,0.7253886010362695,0.0,0.27461139896373055
20,275,1.0,0.28258887876025524,0.0,0.7174111212397447,0.0,0.28258887876025524
21,274,1.0,0.2877891339429801,0.0,0.7122108660570199,0.0,0.2877891339429801
22,290,1.0,0.29154105337825853,0.0,0.7084589466217415,0.0,0.29154105337825853
23,274,1.0,0.2961599158337717,0.0,0.7038400841662283,0.0,0.2961599158337717
24,266,1.0,0.3032145960034752,0.0,0.6967854039965248,0.0,0.3032145960034752
25,298,1.0,0.307519834425664,0.0,0.692480165574336,0.0,0.307519834425664
26,325,1.0,0.31047488427910164,0.0,0.6895251157208984,0.0,0.31047488427910164
27,289,1.0,0.31241473396998637,0.0,0.6875852660300137,0.0,0.31241473396998637
28,261,1.0,0.3143245078071962,0.0,0.6856754921928038,0.0,0.3143245078071962
29,269,1.0,0.3178334184977006,0.0,0.6821665815022995,0.0,0.3178334184977006
30,256,1.0,0.3217094017094017,0.0,0.6782905982905983,0.0,0.3217094017094017
31,283,1.0,0.32263571184704676,0.0,0.6773642881529532,0.0,0.32263571184704676
32,246,1.0,0.32712992999829266,0.0,0.6728700700017074,0.0,0.32712992999829266
33,286,1.0,0.3291139240506329,0.0,0.6708860759493671,0.0,0.3291139240506329
