t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,2,nan,nan,nan,nan,nan,nan
6,6,nan,nan,nan,nan,nan,nan
7,3,nan,nan,nan,nan,nan,nan
8,6,nan,nan,nan,nan,nan,nan
9,14,nan,nan,nan,nan,nan,nan
10,11,nan,nan,nan,nan,nan,nan
11,9,nan,nan,nan,nan,nan,nan
12,16,nan,nan,nan,nan,nan,nan
13,16,nan,nan,nan,nan,nan,nan
14,17,nan,nan,nan,nan,nan,nan
15,25,nan,nan,nan,nan,nan,nan
16,16,nan,nan,nan,nan,nan,nan
17,23,nan,nan,nan,nan,nan,nan
18,16,nan,nan,nan,nan,nan,nan
19,13,nan,nan,nan,nan,nan,nan
20,24,nan,nan,nan,nan,nan,nan
21,24,nan,nan,nan,nan,nan,nan
22,24,nan,nan,nan,nan,nan,nan
23,23,nan,nan,nan,nan,nan,nan
24,21,nan,nan,nan,nan,nan,nan
25,22,nan,nan,nan,nan,nan,nan
26,18,nan,nan,nan,nan,nan,nan
27,22,nan,nan,nan,nan,nan,nan
28,31,nan,nan,nan,nan,nan,nan
29,16,nan,nan,nan,nan,nan,nan
30,30,nan,nan,nan,nan,nan,nan
31,14,nan,nan,nan,nan,nan,nan
32,20,nan,nan,nan,nan,nan,nan
33,21,nan,nan,nan,nan,nan,nan
34,21,nan,nan,nan,nan,nan,nan
35,23,nan,nan,nan,nan,nan,nan
36,23,nan,nan,nan,nan,nan,nan
37,15,nan,nan,nan,nan,nan,nan
38,20,nan,nan,nan,nan,nan,nan
39,29,nan,nan,nan,nan,nan,nan
40,28,nan,nan,nan,nan,nan,nan
41,25,nan,nan,nan,nan,nan,nan
42,17,nan,nan,nan,nan,nan,nan
43,26,nan,nan,nan,nan,nan,nan
44,20,nan,nan,nan,nan,nan,nan
45,18,nan,nan,nan,nan,nan,nan
46,16,nan,nan,nan,nan,nan,nan
47,27,nan,nan,nan,nan,nan,nan
48,21,nan,nan,nan,nan,nan,nan
49,18,nan,nan,nan,nan,nan,nan
50,29,nan,nan,nan,nan,nan,nan
51,26,nan,nan,nan,nan,nan,nan
52,26,nan,nan,nan,nan,nan,nan
53,21,nan,nan,nan,nan,nan,nan
54,16,nan,nan,nan,nan,nan,nan
55,23,nan,nan,nan,nan,nan,nan
56,31,nan,nan,nan,nan,nan,nan
57,24,nan,nan,nan,nan,nan,nan
58,17,nan,nan,nan,nan,nan,nan
59,17,nan,nan,nan,nan,nan,nan
60,22,nan,nan,nan,nan,nan,nan
61,15,nan,nan,nan,nan,nan,nan
