t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,0,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,0,nan,nan,nan,nan,nan,nan
8,2,nan,nan,nan,nan,nan,nan
9,6,nan,nan,nan,nan,nan,nan
10,4,nan,nan,nan,nan,nan,nan
11,4,nan,nan,nan,nan,nan,nan
12,9,nan,nan,nan,nan,nan,nan
13,8,nan,nan,nan,nan,nan,nan
14,12,nan,nan,nan,nan,nan,nan
15,13,nan,nan,nan,nan,nan,nan
16,17,nan,nan,nan,nan,nan,nan
17,12,nan,nan,nan,nan,nan,nan
18,20,nan,nan,nan,nan,nan,nan
19,20,nan,nan,nan,nan,nan,nan
20,19,nan,nan,nan,nan,nan,nan
21,14,nan,nan,nan,nan,nan,nan
22,25,nan,nan,nan,nan,nan,nan
23,17,nan,nan,nan,nan,nan,nan
24,26,nan,nan,nan,nan,nan,nan
25,19,nan,nan,nan,nan,nan,nan
26,25,nan,nan,nan,nan,nan,nan
27,24,nan,nan,nan,nan,nan,nan
28,18,nan,nan,nan,nan,nan,nan
29,32,nan,nan,nan,nan,nan,nan
30,28,nan,nan,nan,nan,nan,nan
31,16,nan,nan,nan,nan,nan,nan
32,27,nan,nan,nan,nan,nan,nan
33,31,nan,nan,nan,nan,nan,nan
34,22,nan,nan,nan,nan,nan,nan
35,27,nan,nan,nan,nan,nan,nan
36,28,nan,nan,nan,nan,nan,nan
37,25,nan,nan,nan,nan,nan,nan
38,24,nan,nan,nan,nan,nan,nan
39,21,nan,nan,nan,nan,nan,nan
40,23,nan,nan,nan,nan,nan,nan
41,26,nan,nan,nan,nan,nan,nan
42,34,nan,nan,nan,nan,nan,nan
43,20,nan,nan,nan,nan,nan,nan
44,30,nan,nan,nan,nan,nan,nan
45,32,nan,nan,nan,nan,nan,nan
46,27,nan,nan,nan,nan,nan,nan
47,22,nan,nan,nan,nan,nan,nan
48,34,nan,nan,nan,nan,nan,nan
49,24,nan,nan,nan,nan,nan,nan
50,20,nan,nan,nan,nan,nan,nan
51,17,nan,nan,nan,nan,nan,nan
52,26,nan,nan,nan,nan,nan,nan
53,30,nan,nan,nan,nan,nan,nan
54,19,nan,nan,nan,nan,nan,nan
55,27,nan,nan,nan,nan,nan,nan
56,31,nan,nan,nan,nan,nan,nan
57,27,nan,nan,nan,nan,nan,nan
58,30,nan,nan,nan,nan,nan,nan
59,20,nan,nan,nan,nan,nan,nan
60,21,nan,nan,nan,nan,nan,nan
61,31,nan,nan,nan,nan,nan,nan
