t,f_total,f_a,f_b
4735,5.1794047768700656e-05,5.1794047768700656e-05,0.0
4736,5.177137169961234e-05,5.177137169961234e-05,0.0
4737,5.174869919314611e-05,5.174869919314611e-05,0.0
4738,5.1726030282100624e-05,5.1726030282100624e-05,0.0
4739,5.170336499927862e-05,5.170336499927862e-05,0.0
4740,5.168070337748624e-05,5.168070337748624e-05,0.0
4741,5.1658045449531995e-05,5.1658045449531995e-05,0.0
4742,5.1635391248226155e-05,5.1635391248226155e-05,0.0
4743,5.161274080637983e-05,5.161274080637983e-05,0.0
4744,5.159009415680419e-05,5.159009415680419e-05,0.0
4745,5.1567451332309704e-05,5.1567451332309704e-05,0.0
4746,5.1544812365705236e-05,5.1544812365705236e-05,0.0
4747,5.152217728979736e-05,5.152217728979736e-05,0.0
4748,5.149954613738951e-05,5.149954613738951e-05,0.0
4749,5.1476918941281196e-05,5.1476918941281196e-05,0.0
4750,5.14542957342672e-05,5.14542957342672e-05,0.0
4751,5.143167654913684e-05,5.143167654913684e-05,0.0
4752,5.140906141867309e-05,5.140906141867309e-05,0.0
4753,5.138645037565194e-05,5.138645037565194e-05,0.0
4754,5.136384345284146e-05,5.136384345284146e-05,0.0
4755,5.134124068300116e-05,5.134124068300116e-05,0.0
4756,5.131864209888113e-05,5.131864209888113e-05,0.0
4757,5.1296047733221304e-05,5.1296047733221304e-05,0.0
4758,5.127345761875073e-05,5.127345761875073e-05,0.0
4759,5.125087178818668e-05,5.125087178818668e-05,0.0
4760,5.122829027423407e-05,5.122829027423407e-05,0.0
4761,5.1205713109584534e-05,5.1205713109584534e-05,0.0
4762,5.1183140326915806e-05,5.1183140326915806e-05,0.0
4763,5.116057195889084e-05,5.116057195889084e-05,0.0
4764,5.113800803815716e-05,5.113800803815716e-05,0.0
4765,5.1115448597346066e-05,5.1115448597346066e-05,0.0
4766,5.1092893669071915e-05,5.1092893669071915e-05,0.0
4767,5.107034328593135e-05,5.107034328593135e-05,0.0
4768,5.104779748050258e-05,5.104779748050258e-05,0.0
4769,5.102525628534468e-05,5.102525628534468e-05,0.0
4770,5.100271973299672e-05,5.100271973299672e-05,0.0
4771,5.098018785597728e-05,5.098018785597728e-05,0.0
4772,5.0957660686783474e-05,5.0957660686783474e-05,0.0
4773,5.0935138257890365e-05,5.0935138257890365e-05,0.0
4774,5.091262060175025e-05,5.091262060175025e-05,0.0
4775,5.0890107750791846e-05,5.0890107750791846e-05,0.0
4776,5.0867599737419665e-05,5.0867599737419665e-05,0.0
