t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
1,0,nan,nan,nan,nan,nan,nan
2,0,nan,nan,nan,nan,nan,nan
3,0,nan,nan,nan,nan,nan,nan
4,0,nan,nan,nan,nan,nan,nan
5,2,nan,nan,nan,nan,nan,nan
6,0,nan,nan,nan,nan,nan,nan
7,4,nan,nan,nan,nan,nan,nan
8,13,nan,nan,nan,nan,nan,nan
9,16,nan,nan,nan,nan,nan,nan
10,12,nan,nan,nan,nan,nan,nan
11,13,nan,nan,nan,nan,nan,nan
12,28,nan,nan,nan,nan,nan,nan
13,16,nan,nan,nan,nan,nan,nan
14,10,nan,nan,nan,nan,nan,nan
15,24,nan,nan,nan,nan,nan,nan
16,20,nan,nan,nan,nan,nan,nan
17,17,nan,nan,nan,nan,nan,nan
18,28,nan,nan,nan,nan,nan,nan
19,24,nan,nan,nan,nan,nan,nan
20,21,nan,nan,nan,nan,nan,nan
21,19,nan,nan,nan,nan,nan,nan
22,17,nan,nan,nan,nan,nan,nan
23,17,nan,nan,nan,nan,nan,nan
24,27,nan,nan,nan,nan,nan,nan
25,19,nan,nan,nan,nan,nan,nan
26,23,nan,nan,nan,nan,nan,nan
27,14,nan,nan,nan,nan,nan,nan
28,25,nan,nan,nan,nan,nan,nan
29,27,nan,nan,nan,nan,nan,nan
30,18,nan,nan,nan,nan,nan,nan
31,30,nan,nan,nan,nan,nan,nan
32,27,nan,nan,nan,nan,nan,nan
33,17,nan,nan,nan,nan,nan,nan
34,17,nan,nan,nan,nan,nan,nan
35,24,nan,nan,nan,nan,nan,nan
36,14,nan,nan,nan,nan,nan,nan
37,22,nan,nan,nan,nan,nan,nan
38,22,nan,nan,nan,nan,nan,nan
39,28,nan,nan,nan,nan,nan,nan
40,18,nan,nan,nan,nan,nan,nan
41,21,nan,nan,nan,nan,nan,nan
42,13,nan,nan,nan,nan,nan,nan
43,18,nan,nan,nan,nan,nan,nan
44,11,nan,nan,nan,nan,nan,nan
45,22,nan,nan,nan,nan,nan,nan
46,26,nan,nan,nan,nan,nan,nan
47,24,nan,nan,nan,nan,nan,nan
48,19,nan,nan,nan,nan,nan,nan
49,29,nan,nan,nan,nan,nan,nan
50,24,nan,nan,nan,nan,nan,nan
51,17,nan,nan,nan,nan,nan,nan
52,13,nan,nan,nan,nan,nan,nan
53,16,nan,nan,nan,nan,nan,nan
54,20,nan,nan,nan,nan,nan,nan
55,20,nan,nan,nan,nan,nan,nan
56,28,nan,nan,nan,nan,nan,nan
57,25,nan,nan,nan,nan,nan,nan
58,24,nan,nan,nan,nan,nan,nan
59,16,nan,nan,nan,nan,nan,nan
60,21,nan,nan,nan,nan,nan,nan
61,14,nan,nan,nan,nan,nan,nan
