level,family,mass
fine,N_direct,0.29845700707110523
fine,N_detour,0.02553446016727734
fine,F_clean,0.17550025952928586
fine,F_linger,0.4165164490865115
fine,F_rollback,0.08399182411269435
coarse,N_direct,0.29845700707110523
coarse,N_detour,0.02553446016727734
coarse,F_no_return,0.5920167086157988
coarse,F_rollback,0.08399182411269435
