family,lower,center,upper
N_detour,0.7178423236514523,0.07676348547717843,0.2053941908713693
F_clean,0.9715909090909091,0.0,0.028409090909090908
F_linger,0.7102758115694411,0.08164510617525018,0.20807908225530877
F_rollback,0.8246828143021915,0.04152249134948097,0.13379469434832755
