t,f_total,f_near,f_far,N_direct,N_detour,F_clean,F_linger,F_rollback,F_no_return
2328,1.734150449052317e-07,1.3098552929134961e-19,1.7341504490510073e-07,2.1371919127730227e-31,1.3098552929114838e-19,4.2868223532949675e-08,1.0230057764946162e-07,2.8246243722706012e-08,1.451688011824113e-07
2329,1.7251985732098694e-07,1.3030899661274886e-19,1.7251985732085663e-07,2.0786617187443187e-31,1.3030899661255342e-19,4.264692907814493e-08,1.0177250426952871e-07,2.8100423973199517e-08,1.4441943334767365e-07
2330,1.7162929165110873e-07,1.2963596045130464e-19,1.7162929165097908e-07,2.0217344615372128e-31,1.296359604511148e-19,4.242677721313053e-08,1.0124715726114944e-07,2.7955357176715523e-08,1.4367393447427997e-07
2331,1.7074332402552118e-07,1.2896640270979145e-19,1.7074332402539221e-07,1.966366242331694e-31,1.2896640270960711e-19,4.220776203670208e-08,1.0072452254471294e-07,2.781103944399355e-08,1.42932284581415e-07
2332,1.6986193069748086e-07,1.2830030538501728e-19,1.6986193069735256e-07,1.9125143645425317e-31,1.283003053848383e-19,4.198987767814759e-08,1.0020458611334825e-07,2.7667466905872976e-08,1.4219446379149585e-07
2333,1.6898508804293878e-07,1.276376505673292e-19,1.6898508804281114e-07,1.8601373008942784e-31,1.276376505671554e-19,4.1773118297089796e-08,9.968733403254844e-08,2.7524635713189102e-08,1.4146045232963822e-07
2334,1.681127725599061e-07,1.2697842044012135e-19,1.6811277255977913e-07,1.8091946613979769e-31,1.269784204399526e-19,4.155747808332936e-08,9.917275243979622e-08,2.7382542036669705e-08,1.407302305231256e-07
2335,1.6724496086782332e-07,1.2632259727934597e-19,1.67244960867697e-07,1.7596471622048678e-31,1.263225972791821e-19,4.134295125668875e-08,9.866082754419217e-08,2.7241182066832184e-08,1.400037788008809e-07
2336,1.6638162970693207e-07,1.256701634530267e-19,1.663816297068064e-07,1.7114565953130888e-31,1.2567016345286758e-19,4.112953206685706e-08,9.815154562608417e-08,2.7100552013881158e-08,1.3928107769294125e-07
2337,1.6552275593765076e-07,1.2502110142077508e-19,1.6552275593752574e-07,1.6645857991039995e-31,1.250211014206206e-19,4.0917214793235566e-08,9.764489303669936e-08,2.6960648107606694e-08,1.3856210782993494e-07
2338,1.6466831653995318e-07,1.24375393733309e-19,1.646683165398288e-07,1.618998629685413e-31,1.2437539373315902e-19,4.070599374478409e-08,9.714085619777756e-08,2.6821466597282975e-08,1.3784684994256165e-07
2339,1.6381828861275052e-07,1.237330230319745e-19,1.6381828861262677e-07,1.574659933019638e-31,1.2373302303182887e-19,4.049586325986816e-08,9.663942160120681e-08,2.668300375156754e-08,1.3713528486107497e-07
2340,1.6297264937327615e-07,1.2309397204826948e-19,1.6297264937315307e-07,1.5315355178148314e-31,1.2309397204812812e-19,4.028681770610697e-08,9.614057580866073e-08,2.654525585840104e-08,1.364273935147677e-07
2341,1.6213137615647435e-07,1.2245822360337072e-19,1.621313761563519e-07,1.4895921291587677e-31,1.224582236032335e-19,4.00788514802221e-08,9.564430545123789e-08,2.6408219224907504e-08,1.3572315693146e-07
2342,1.6129444641439117e-07,1.2182576060766268e-19,1.6129444641426935e-07,1.4487974228746821e-31,1.218257606075295e-19,3.987195900788709e-08,9.515059722910272e-08,2.6271890177295103e-08,1.3502255623698982e-07
2343,1.6046183771556958e-07,1.2119656606026969e-19,1.6046183771544838e-07,1.40911994057942e-31,1.2119656606014046e-19,3.96661347435777e-08,9.465943791112867e-08,2.6136265060757486e-08,1.3432557265470638e-07
