t,f_total,f_shortcut_no,f_shortcut_yes,survival
371,1.0539098172396264e-11,9.044902144719395e-12,1.4941960276768683e-12,0.8185893860637335
372,1.0539098172192879e-11,9.044902144476454e-12,1.4941960277164243e-12,0.8185893860531946
373,1.0539098171995356e-11,9.044902144238929e-12,1.494196027756427e-12,0.8185893860426556
374,1.0539098171803186e-11,9.044902144006349e-12,1.494196027796838e-12,0.8185893860321166
375,1.0539098171615909e-11,9.044902143778288e-12,1.4941960278376218e-12,0.8185893860215776
376,1.0539098171433099e-11,9.044902143554353e-12,1.4941960278787466e-12,0.8185893860110388
377,1.0539098171254368e-11,9.044902143334187e-12,1.4941960279201818e-12,0.8185893860004998
378,1.0539098171079368e-11,9.044902143117466e-12,1.4941960279619015e-12,0.8185893859899607
379,1.0539098170907767e-11,9.044902142903885e-12,1.4941960280038807e-12,0.8185893859794217
380,1.0539098170739279e-11,9.044902142693182e-12,1.494196028046097e-12,0.8185893859688829
381,1.0539098170573631e-11,9.044902142485101e-12,1.49419602808853e-12,0.8185893859583441
382,1.0539098170410575e-11,9.044902142279414e-12,1.494196028131161e-12,0.8185893859478051
383,1.0539098170249888e-11,9.044902142075916e-12,1.4941960281739723e-12,0.8185893859372658
384,1.053909817009137e-11,9.044902141874422e-12,1.4941960282169484e-12,0.8185893859267269
385,1.0539098169934828e-11,9.044902141674751e-12,1.4941960282600757e-12,0.8185893859161881
386,1.0539098169780088e-11,9.044902141476748e-12,1.4941960283033405e-12,0.8185893859056491
387,1.0539098169627003e-11,9.044902141280272e-12,1.4941960283467311e-12,0.81858938589511
388,1.053909816947542e-11,9.044902141085183e-12,1.4941960283902363e-12,0.8185893858845711
389,1.0539098169325218e-11,9.044902140891371e-12,1.4941960284338468e-12,0.818589385874032
390,1.053909816917627e-11,9.044902140698717e-12,1.494196028477553e-12,0.8185893858634931
391,1.053909816902847e-11,9.044902140507123e-12,1.4941960285213468e-12,0.818589385852954
392,1.053909816888172e-11,9.0449021403165e-12,1.4941960285652207e-12,0.8185893858424151
393,1.0539098168735928e-11,9.04490214012676e-12,1.4941960286091675e-12,0.8185893858318762
394,1.0539098168591011e-11,9.04490213993783e-12,1.494196028653181e-12,0.8185893858213372
395,1.0539098168446893e-11,9.044902139749637e-12,1.4941960286972554e-12,0.8185893858107982
396,1.0539098168303505e-11,9.04490213956212e-12,1.4941960287413855e-12,0.8185893858002592
397,1.0539098168160784e-11,9.044902139375217e-12,1.4941960287855664e-12,0.8185893857897202
398,1.0539098168018672e-11,9.044902139188878e-12,1.4941960288297939e-12,0.8185893857791812
399,1.0539098167877116e-11,9.044902139003052e-12,1.4941960288740634e-12,0.8185893857686423
400,1.0539098167736067e-11,9.044902138817695e-12,1.4941960289183719e-12,0.8185893857581035
401,1.0539098167595487e-11,9.04490213863277e-12,1.494196028962716e-12,0.8185893857475645
402,1.0539098167455328e-11,9.044902138448235e-12,1.4941960290070923e-12,0.8185893857370254
403,1.0539098167315554e-11,9.044902138264056e-12,1.494196029051498e-12,0.8185893857264864
404,1.0539098167176137e-11,9.044902138080206e-12,1.4941960290959308e-12,0.8185893857159475
405,1.0539098167037041e-11,9.044902137896652e-12,1.4941960291403883e-12,0.8185893857054085
406,1.0539098166898244e-11,9.044902137713375e-12,1.4941960291848684e-12,0.8185893856948696
407,1.0539098166759711e-11,9.044902137530342e-12,1.4941960292293686e-12,0.8185893856843307
408,1.0539098166621428e-11,9.04490213734754e-12,1.4941960292738879e-12,0.8185893856737916
409,1.0539098166483371e-11,9.044902137164947e-12,1.4941960293184246e-12,0.8185893856632527
410,1.0539098166345515e-11,9.044902136982539e-12,1.4941960293629764e-12,0.8185893856527137
411,1.053909816620785e-11,9.044902136800309e-12,1.4941960294075428e-12,0.8185893856421746
412,1.0539098166070358e-11,9.044902136618235e-12,1.494196029452122e-12,0.8185893856316357
413,1.0539098165933017e-11,9.044902136436304e-12,1.4941960294967135e-12,0.8185893856210966
414,1.0539098165795824e-11,9.044902136254508e-12,1.4941960295413158e-12,0.8185893856105578
415,1.0539098165658761e-11,9.044902136072832e-12,1.4941960295859285e-12,0.8185893856000188
416,1.0539098165521813e-11,9.044902135891263e-12,1.4941960296305498e-12,0.8185893855894799
417,1.0539098165384979e-11,9.0449021357098e-12,1.4941960296751793e-12,0.8185893855789412
418,1.053909816524824e-11,9.044902135528425e-12,1.4941960297198164e-12,0.8185893855684019
419,1.0539098165111597e-11,9.044902135347136e-12,1.4941960297644607e-12,0.8185893855578631
420,1.0539098164975033e-11,9.044902135165922e-12,1.4941960298091113e-12,0.8185893855473241
421,1.0539098164838547e-11,9.04490213498478e-12,1.4941960298537674e-12,0.8185893855367853
