t,f_total,f_shortcut_no,f_shortcut_yes,survival
64,1.907048563624101e-08,1.8618910417710583e-08,4.515752185304272e-10,0.8185894759650649
65,1.5409626264135734e-08,1.5032030487101832e-08,3.775957770339026e-10,0.8185894605554388
66,1.248997757513631e-08,1.2173562951287496e-08,3.1641462384881426e-10,0.8185894480654613
67,1.0154253303008017e-08,9.888513521605725e-09,2.65739781402292e-10,0.8185894379112083
68,8.280011470838896e-09,8.05631074370876e-09,2.237007271301354e-10,0.818589429631197
69,6.77162572689711e-09,6.5828567088262636e-09,1.8876901807084683e-10,0.8185894228595713
70,5.55417299154431e-09,5.394478752431565e-09,1.5969423911274523e-10,0.8185894173053986
71,4.5687656122094844e-09,4.433313377357489e-09,1.3545223485199527e-10,0.8185894127366331
72,3.76897555014091e-09,3.6537723433725853e-09,1.1520320676832511e-10,0.8185894089676576
73,3.118086564847615e-09,3.019828817155155e-09,9.825774769245971e-11,0.818589405849571
74,2.5869760717442784e-09,2.5029267986073355e-09,8.404927313694293e-11,0.8185894032625952
75,2.152477290231042e-09,2.0803656739778047e-09,7.211161625323723e-11,0.8185894011101179
76,1.796108845430517e-09,1.734048048209926e-09,6.206079722059107e-11,0.8185893993140093
77,1.5030863480331799e-09,1.4495061758477848e-09,5.358017218539516e-11,0.8185893978109231
78,1.2615510161304843e-09,1.2151426942110696e-09,4.640832191941477e-11,0.8185893965493725
79,1.0619658631596454e-09,1.0216366988221963e-09,4.032916433744902e-11,0.8185893954874066
80,8.96641645124334e-10,8.614777707938627e-10,3.5163874330471365e-11,0.8185893945907651
81,7.593635922267527e-10,7.285993181477665e-10,3.076427407898614e-11,0.8185893938314014
82,6.450966534372891e-10,6.180892323422217e-10,2.7007421095067396e-11,0.818589393186305
83,5.49752084691534e-10,5.259609118436327e-10,2.3791172847901316e-11,0.8185893926365531
84,4.700021058334998e-10,4.489715573828585e-10,2.1030548450641187e-11,0.8185893921665509
85,4.031323324623152e-10,3.8447759095565657e-10,1.865474150665861e-11,0.8185893917634188
86,3.469239772224146e-10,3.3031931181518445e-10,1.6604665407230135e-11,0.818589391416495
87,2.9955957676212737e-10,2.8472864236454464e-10,1.4830934397582725e-11,0.8185893911169355
88,2.5954736066897526e-10,2.4625515908024085e-10,1.3292201588734394e-11,0.8185893908573882
89,2.256604317132096e-10,2.1370664212010817e-10,1.1953789593101423e-11,0.8185893906317281
90,1.968877443308897e-10,1.8610118308331536e-10,1.0786561247574312e-11,0.8185893904348405
91,1.7239450487852e-10,1.6262851740147863e-10,9.76598747704136e-12,0.8185893902624461
92,1.5149011425028075e-10,1.4261873708899353e-10,8.871377161287224e-12,0.8185893901109562
93,1.3360216263004988e-10,1.2551692239505207e-10,8.085240234997823e-12,0.8185893899773538
94,1.1825529170222163e-10,1.1086253125662058e-10,7.392760445601046e-12,0.8185893898590988
95,1.0505398018726428e-10,9.827262175109705e-11,6.7813584361672295e-12,0.8185893897540449
96,9.366849843558457e-11,8.742816914752607e-11,6.2403292880584955e-12,0.8185893896603766
97,8.382342807350232e-11,7.806288657924942e-11,5.760541494252904e-12,0.8185893895765534
98,7.52882619145191e-11,6.995407525858995e-11,5.334186655929152e-12,0.8185893895012653
99,6.786969417641632e-11,6.291512307970426e-11,4.954571096712063e-12,0.8185893894333955
100,6.140528665430063e-11,5.6789344506341914e-11,4.615942147958711e-12,0.8185893893719906
101,5.575825692894462e-11,5.144491379166881e-11,4.313343137275812e-12,0.8185893893162324
102,5.0813183097359396e-11,4.677069093521791e-11,4.0424921621414836e-12,0.8185893892654192
103,4.6472458376200785e-11,4.267277778353362e-11,3.799680592667167e-12,0.818589389218947
104,4.26533601969617e-11,3.90716722408354e-11,3.581687956126297e-12,0.8185893891762938
105,3.9285623621341054e-11,3.5899913182726584e-11,3.3857104386144683e-12,0.8185893891370083
106,3.630942927017626e-11,3.3100128551434026e-11,3.2093007187422325e-12,0.8185893891006991
107,3.367373244224866e-11,3.062341519913031e-11,3.050317243118346e-12,0.8185893890670254
108,3.1334873464577556e-11,2.842799208586264e-11,2.906881378714916e-12,0.8185893890356906
109,2.9255420172198877e-11,2.6478079026772093e-11,2.777341145426781e-12,0.8185893890064355
110,2.740320224866419e-11,2.474296179525022e-11,2.6602404534139705e-12,0.8185893889790323
111,2.5750504357166903e-11,2.3196211404682464e-11,2.5542929524844375e-12,0.818589388953282
112,2.427339086779548e-11,2.181503111612286e-11,2.458359751672619e-12,0.8185893889290087
113,2.295113978915701e-11,2.0579709397246815e-11,2.3714303919101958e-12,0.8185893889060578
114,2.176576744393334e-11,1.9473160886055574e-11,2.2926065578777655e-12,0.8185893888842921
115,2.0701628650284487e-11,1.8480540549727706e-11,2.2210881005567813e-12,0.8185893888635907
116,1.974507981567712e-11,1.7588918802893908e-11,2.1561610127832134e-12,0.8185893888438457
117,1.888419452296164e-11,1.678700746416334e-11,2.0971870587983027e-12,0.8185893888249616
118,1.8108522976529487e-11,1.606492816902503e-11,2.0435948075044593e-12,0.8185893888068531
119,1.7408888149152864e-11,1.5414016289552383e-11,1.994871859600482e-12,0.8185893887894445
120,1.6777212684591938e-11,1.482665459217327e-11,1.950558092418668e-12,0.8185893887726675
121,1.620637161364962e-11,1.4296131839355011e-11,1.9102397742946104e-12,0.818589388756461
122,1.5690066769922417e-11,1.3816522346282924e-11,1.8735444236394917e-12,0.8185893887407713
123,1.5222719476970264e-11,1.338258316961479e-11,1.840136307355473e-12,0.8185893887255488
124,1.4799378646317183e-11,1.2989666156818684e-11,1.8097124894985007e-12,0.8185893887107495
125,1.441564189632681e-11,1.2633642541631323e-11,1.7819993546954858e-12,0.8185893886963338
126,1.4067587692573446e-11,1.2310838150357833e-11,1.7567495422156136e-12,0.8185893886822665
127,1.375171683480713e-11,1.2017977598655744e-11,1.7337392361513856e-12,0.818589388668515
128,1.3464901885461794e-11,1.1752136120269127e-11,1.7127657651926661e-12,0.8185893886550503
129,1.3204343359316867e-11,1.1510697887085066e-11,1.6936454722318005e-12,0.818589388641846
130,1.2967531681166921e-11,1.1291319861435405e-11,1.676211819731516e-12,0.8185893886288786
131,1.275221407458821e-11,1.109190037299303e-11,1.660313701595179e-12,0.8185893886161265
132,1.2556365675401396e-11,1.0910551739054814e-11,1.645813936346582e-12,0.8185893886035702
133,1.2378164272581903e-11,1.0745576352707295e-11,1.6325879198746084e-12,0.8185893885911923
134,1.2215968170770877e-11,1.0595445751843645e-11,1.6205224189272314e-12,0.8185893885789762
135,1.2068296745175744e-11,1.045878225614293e-11,1.6095144890328158e-12,0.8185893885669082
136,1.1933813323990466e-11,1.033434282133631e-11,1.5994705026541547e-12,0.8185893885549745
137,1.1811310087559313e-11,1.0221004812359411e-11,1.590305275199902e-12,0.8185893885431632
138,1.1699694719052115e-11,1.0117753440974671e-11,1.5819412780774436e-12,0.818589388531464
139,1.1597978579822527e-11,1.0023670650511463e-11,1.5743079293110644e-12,0.818589388519866
140,1.1505266215054295e-11,9.937925261651044e-12,1.5673409534032503e-12,0.8185893885083606
141,1.1420746022736677e-11,9.859764219623312e-12,1.5609818031133652e-12,0.8185893884969402
142,1.134368194225866e-11,9.788504805568259e-12,1.5551771366904012e-12,0.8185893884855965
143,1.1273406038646318e-11,9.723527693801406e-12,1.549878344844911e-12,0.8185893884743232
144,1.1209311875250605e-11,9.664270752854318e-12,1.5450411223962878e-12,0.8185893884631142
145,1.1150848581992548e-11,9.610223501893216e-12,1.5406250800993333e-12,0.8185893884519634
146,1.109751553848062e-11,9.560922145830195e-12,1.5365933926504239e-12,0.818589388440866
147,1.1048857601758067e-11,9.515945122449498e-12,1.5329124793085697e-12,0.8185893884298174
148,1.1004460817390097e-11,9.47490910344132e-12,1.5295517139487764e-12,0.8185893884188131
149,1.0963948560290637e-11,9.4374653985891e-12,1.526483161701536e-12,0.8185893884078492
150,1.0926978058309045e-11,9.403296718679872e-12,1.5236813396291734e-12,0.8185893883969224
151,1.08932372573091e-11,9.372114258156799e-12,1.5211229991523024e-12,0.8185893883860291
152,1.0862441991412039e-11,9.343655063239691e-12,1.5187869281723482e-12,0.8185893883751669
153,1.0834333426356438e-11,9.31767965531374e-12,1.5166537710426982e-12,0.8185893883643326
154,1.0808675747646072e-11,9.29396988292119e-12,1.514705864724881e-12,0.8185893883535242
155,1.0785254068394598e-11,9.272326978764561e-12,1.5129270896300364e-12,0.8185893883427391
156,1.0763872534600545e-11,9.252569800808297e-12,1.5113027337922477e-12,0.8185893883319754
157,1.0744352608056896e-11,9.234533238905734e-12,1.5098193691511618e-12,0.8185893883212311
158,1.072653150926461e-11,9.21806677042607e-12,1.5084647388385397e-12,0.8185893883105047
159,1.0710260804621699e-11,9.203033150153163e-12,1.5072276544685356e-12,0.8185893882997946
160,1.0695405123833645e-11,9.189307221307701e-12,1.5060979025259449e-12,0.8185893882890992
161,1.0681840994967955e-11,9.176774835936316e-12,1.50506615903164e-12,0.8185893882784175
162,1.0669455785881153e-11,9.165331874140256e-12,1.5041239117408973e-12,0.8185893882677486
163,1.0658146741902685e-11,9.15488335270337e-12,1.5032633891993153e-12,0.8185893882570905
164,1.0647820110686296e-11,9.145342614643047e-12,1.5024774960432492e-12,0.8185893882464428
165,1.0638390346051406e-11,9.136630592063477e-12,1.5017597539879297e-12,0.8185893882358045
166,1.0629779383449339e-11,9.128675135452074e-12,1.5011042479972646e-12,0.8185893882251749
167,1.0621915980413755e-11,9.121410403238431e-12,1.500505577175323e-12,0.8185893882145531
168,1.0614735116002068e-11,9.1147763060409e-12,1.499958809961168e-12,0.8185893882039385
169,1.0608177443813813e-11,9.108718000567374e-12,1.4994594432464377e-12,0.8185893881933305
170,1.0602188793691156e-11,9.103185428621834e-12,1.4990033650693222e-12,0.8185893881827284
171,1.059671971767245e-11,9.09813289710282e-12,1.4985868205696289e-12,0.8185893881721319
172,1.0591725076188313e-11,9.093518695270483e-12,1.4982063809178305e-12,0.8185893881615403
173,1.0587163660866221e-11,9.089304745909625e-12,1.497858914956597e-12,0.8185893881509533
174,1.0582997850648619e-11,9.08545628733204e-12,1.49754156331658e-12,0.8185893881403706
175,1.0579193298235293e-11,9.081941583445918e-12,1.497251714789375e-12,0.8185893881297914
176,1.0575718644136607e-11,9.078731659376781e-12,1.4969869847598266e-12,0.8185893881192159
177,1.0572545255873337e-11,9.075800060356e-12,1.4967451955173375e-12,0.8185893881086435
178,1.0569646990084147e-11,9.073122631802379e-12,1.4965243582817683e-12,0.818589388098074
179,1.0566999975505557e-11,9.07067731871153e-12,1.496322656794027e-12,0.8185893880875071
180,1.0564582414973805e-11,9.068443982639178e-12,1.4961384323346273e-12,0.8185893880769427
181,1.0562374404765114e-11,9.066404234719573e-12,1.4959701700455418e-12,0.8185893880663804
182,1.0560357769742673e-11,9.06454128330107e-12,1.495816486441603e-12,0.8185893880558202
183,1.0558515912915882e-11,9.062839794908167e-12,1.4956761180077156e-12,0.8185893880452619
184,1.0556833678142498e-11,9.061285767355284e-12,1.4955479107872133e-12,0.8185893880347053
185,1.055529722481748e-11,9.059866413942479e-12,1.4954308108749995e-12,0.8185893880241499
186,1.0553893913495375e-11,9.058570057758711e-12,1.4953238557366645e-12,0.8185893880135963
187,1.055261220148677e-11,9.057386035205106e-12,1.4952261662816639e-12,0.8185893880030438
188,1.0551441547554229e-11,9.056304607929302e-12,1.4951369396249281e-12,0.8185893879924923
189,1.0550372324910856e-11,9.055316882433849e-12,1.4950554424770067e-12,0.818589387981942
190,1.0549395741794726e-11,9.054414736686654e-12,1.4949810051080722e-12,0.8185893879713928
191,1.0548503768956862e-11,9.053590753120972e-12,1.4949130158358894e-12,0.8185893879608446
192,1.0547689073458523e-11,9.05283815746633e-12,1.4948509159921933e-12,0.818589387950297
193,1.0546944958226976e-11,9.052150762901075e-12,1.4947941953259014e-12,0.8185893879397501
194,1.0546265306867122e-11,9.051522919061926e-12,1.4947423878051962e-12,0.8185893879292041
195,1.0545644533270643e-11,9.050949465486809e-12,1.4946950677838343e-12,0.8185893879186589
196,1.0545077535604413e-11,9.050425689104379e-12,1.4946518465000336e-12,0.8185893879081138
197,1.0544559654296636e-11,9.049947285417566e-12,1.494612368879071e-12,0.8185893878975693
198,1.0544086633672502e-11,9.049510323059297e-12,1.4945763106132056e-12,0.8185893878870254
199,1.054365458692169e-11,9.049111211426828e-12,1.4945433754948613e-12,0.8185893878764816
200,1.054325996410773e-11,9.04874667112665e-12,1.4945132929810786e-12,0.8185893878659387
201,1.0542899522954629e-11,9.04841370698546e-12,1.494485815969169e-12,0.8185893878553959
202,1.054257030216921e-11,9.048109583403975e-12,1.4944607187652363e-12,0.8185893878448536
203,1.0542269597078729e-11,9.04783180184989e-12,1.4944377952288386e-12,0.8185893878343113
204,1.054199493738251e-11,9.04757808030401e-12,1.4944168570784997e-12,0.8185893878237696
205,1.0541744066833935e-11,9.047346334489813e-12,1.494397732344123e-12,0.8185893878132281
206,1.0541514924685047e-11,9.047134660731487e-12,1.4943802639535608e-12,0.8185893878026868
207,1.0541305628740705e-11,9.046941320299001e-12,1.4943643084417035e-12,0.8185893877921455
208,1.0541114459882503e-11,9.046764725111037e-12,1.4943497347714654e-12,0.8185893877816046
209,1.0540939847934862e-11,9.046603424677902e-12,1.4943364232569598e-12,0.8185893877710637
210,1.054078035875675e-11,9.046456094176749e-12,1.4943242645800015e-12,0.8185893877605229
211,1.0540634682452683e-11,9.046321523560834e-12,1.4943131588918494e-12,0.8185893877499826
212,1.0540501622605863e-11,9.04619860761307e-12,1.494303014992793e-12,0.818589387739442
213,1.0540380086444755e-11,9.04608633686192e-12,1.4942937495828365e-12,0.818589387728902
214,1.0540269075862146e-11,9.045983789284829e-12,1.4942852865773168e-12,0.8185893877183618
215,1.0540167679212673e-11,9.045890122730847e-12,1.4942775564818256e-12,0.8185893877078216
216,1.0540075063821381e-11,9.045804568000087e-12,1.494270495821294e-12,0.8185893876972817
217,1.0539990469141566e-11,9.045726422523017e-12,1.4942640466185495e-12,0.8185893876867419
218,1.0539913200505646e-11,9.045655044587597e-12,1.49425815591805e-12,0.8185893876762022
219,1.0539842623417607e-11,9.045589848066721e-12,1.4942527753508851e-12,0.8185893876656625
220,1.0539778158340067e-11,9.045530297602601e-12,1.4942478607374663e-12,0.8185893876551228
221,1.0539719275933115e-11,9.045475904208476e-12,1.4942433717246386e-12,0.8185893876445832
222,1.0539665492705675e-11,9.045426221251441e-12,1.494239271454233e-12,0.8185893876340439
223,1.0539616367043728e-11,9.045380840783397e-12,1.4942355262603318e-12,0.8185893876235042
224,1.0539571495582661e-11,9.045339390189898e-12,1.4942321053927632e-12,0.8185893876129646
225,1.0539530509893927e-11,9.04530152912938e-12,1.4942289807645476e-12,0.8185893876024253
226,1.0539493073458797e-11,9.045266946737572e-12,1.494226126721224e-12,0.8185893875918862
227,1.0539458878904285e-11,9.045235359074126e-12,1.4942235198301586e-12,0.8185893875813465
228,1.0539427645478567e-11,9.045206506790464e-12,1.4942211386881025e-12,0.8185893875708073
229,1.0539399116745091e-11,9.045180152999666e-12,1.4942189637454255e-12,0.8185893875602681
230,1.0539373058476477e-11,9.045156081330909e-12,1.4942169771455673e-12,0.818589387549729
231,1.0539349256730852e-11,9.04513409415245e-12,1.4942151625784027e-12,0.8185893875391899
232,1.053932751609483e-11,9.045114010948526e-12,1.4942135051463041e-12,0.8185893875286506
233,1.0539307658078714e-11,9.045095666836906e-12,1.494211991241808e-12,0.8185893875181113
234,1.0539289519650679e-11,9.045078911214806e-12,1.4942106084358731e-12,0.8185893875075722
235,1.053927295189798e-11,9.045063606522155e-12,1.4942093453758265e-12,0.818589387497033
236,1.0539257818804075e-11,9.045049627111937e-12,1.494208191692138e-12,0.8185893874864938
237,1.0539243996131703e-11,9.045036858218425e-12,1.494207137913277e-12,0.8185893874759548
238,1.0539231370402708e-11,9.045025195014766e-12,1.4942061753879408e-12,0.8185893874654157
239,1.0539219837966219e-11,9.0450145417522e-12,1.4942052962140186e-12,0.8185893874548766
240,1.0539209304147541e-11,9.04500481097383e-12,1.4942044931737108e-12,0.8185893874443375
241,1.0539199682470776e-11,9.044995922796513e-12,1.4942037596742638e-12,0.8185893874337984
242,1.0539190893948757e-11,9.044987804254917e-12,1.4942030896938399e-12,0.8185893874232592
243,1.0539182866434504e-11,9.044980388702428e-12,1.494202477732076e-12,0.8185893874127205
244,1.0539175534028825e-11,9.044973615263903e-12,1.4942019187649217e-12,0.8185893874021812
245,1.053916883653926e-11,9.044967428335868e-12,1.494201408203392e-12,0.8185893873916422
246,1.0539162718985846e-11,9.044961777129957e-12,1.4942009418558888e-12,0.8185893873811031
247,1.0539157131149718e-11,9.044956615255928e-12,1.4942005158937895e-12,0.8185893873705642
248,1.0539152027160794e-11,9.044951900340781e-12,1.4942001268200113e-12,0.8185893873600252
249,1.0539147365121156e-11,9.044947593680854e-12,1.4941997714403025e-12,0.818589387349486
250,1.0539143106761082e-11,9.044943659924066e-12,1.494199446837015e-12,0.8185893873389473
251,1.0539139217124824e-11,9.04494006677967e-12,1.4941991503451544e-12,0.818589387328408
252,1.0539135664283639e-11,9.044936784753139e-12,1.4941988795304995e-12,0.8185893873178692
253,1.0539132419073644e-11,9.044933786904028e-12,1.4941986321696163e-12,0.8185893873073302
254,1.0539129454856393e-11,9.044931048624786e-12,1.4941984062316067e-12,0.8185893872967916
255,1.0539126747300168e-11,9.044928547438732e-12,1.494198199861435e-12,0.8185893872862523
256,1.0539124274180236e-11,9.044926262815537e-12,1.4941980113646987e-12,0.8185893872757134
257,1.0539122015196387e-11,9.044924176002669e-12,1.4941978391937191e-12,0.8185893872651744
258,1.0539119951806274e-11,9.04492226987144e-12,1.4941976819348338e-12,0.8185893872546355
259,1.053911806707319e-11,9.044920528776396e-12,1.494197538296794e-12,0.8185893872440965
260,1.0539116345527032e-11,9.044918938426869e-12,1.494197407100163e-12,0.8185893872335575
261,1.0539114773037286e-11,9.044917485769652e-12,1.4941972872676338e-12,0.8185893872230185
262,1.0539113336697046e-11,9.044916158881861e-12,1.4941971778151846e-12,0.8185893872124794
263,1.0539112024717035e-11,9.044914946873032e-12,1.4941970778440028e-12,0.8185893872019407
264,1.0539110826328843e-11,9.044913839795737e-12,1.4941969865331053e-12,0.8185893871914016
265,1.0539109731696507e-11,9.04491282856391e-12,1.4941969031325973e-12,0.8185893871808626
266,1.0539108731835787e-11,9.044911904878266e-12,1.4941968269575211e-12,0.8185893871703236
267,1.0539107818540394e-11,9.044911061158167e-12,1.4941967573822275e-12,0.8185893871597847
268,1.0539106984314642e-11,9.044910290479398e-12,1.4941966938352444e-12,0.8185893871492456
269,1.0539106222311896e-11,9.044909586517312e-12,1.4941966357945833e-12,0.8185893871387069
270,1.0539105526278382e-11,9.044908943494926e-12,1.4941965827834548e-12,0.818589387128168
271,1.0539104890501847e-11,9.044908356135491e-12,1.4941965343663554e-12,0.8185893871176289
272,1.0539104309764663e-11,9.044907819619171e-12,1.4941964901454914e-12,0.81858938710709
273,1.0539103779301005e-11,9.04490732954349e-12,1.494196449757515e-12,0.818589387096551
274,1.053910329475772e-11,9.04490688188718e-12,1.4941964128705395e-12,0.818589387086012
275,1.053910285215859e-11,9.044906472977173e-12,1.4941963791814167e-12,0.8185893870754731
276,1.053910244787171e-11,9.044906099458462e-12,1.4941963484132488e-12,0.818589387064934
277,1.0539102078579656e-11,9.044905758266543e-12,1.4941963203131136e-12,0.8185893870543951
278,1.0539101741252255e-11,9.044905446602267e-12,1.494196294649989e-12,0.8185893870438563
279,1.0539101433121727e-11,9.044905161908869e-12,1.4941962712128579e-12,0.8185893870333173
280,1.0539101151659943e-11,9.044904901850968e-12,1.4941962498089747e-12,0.8185893870227783
281,1.053910089455769e-11,9.044904664295407e-12,1.4941962302622832e-12,0.8185893870122393
282,1.0539100659705709e-11,9.044904447293736e-12,1.4941962124119722e-12,0.8185893870017004
283,1.0539100445177371e-11,9.044904249066217e-12,1.4941961961111544e-12,0.8185893869911615
284,1.053910024921289e-11,9.044904067987227e-12,1.4941961812256622e-12,0.8185893869806226
285,1.0539100070204842e-11,9.044903902571897e-12,1.4941961676329445e-12,0.8185893869700837
286,1.0539099906684996e-11,9.044903751463932e-12,1.494196155221063e-12,0.8185893869595445
287,1.0539099757312251e-11,9.044903613424481e-12,1.4941961438877704e-12,0.8185893869490054
288,1.053909962086164e-11,9.044903487321965e-12,1.4941961335396741e-12,0.8185893869384667
289,1.053909949621425e-11,9.044903372122783e-12,1.494196124091468e-12,0.8185893869279276
290,1.0539099382348061e-11,9.04490326688283e-12,1.4941961154652317e-12,0.8185893869173887
291,1.053909927832955e-11,9.044903170739757e-12,1.4941961075897927e-12,0.8185893869068498
292,1.0539099183306027e-11,9.044903082905885e-12,1.4941961004001418e-12,0.8185893868963108
293,1.0539099096498625e-11,9.044903002661728e-12,1.494196093836897e-12,0.8185893868857717
294,1.0539099017195936e-11,9.044902929350116e-12,1.4941960878458199e-12,0.818589386875233
295,1.0539098944748132e-11,9.044902862370766e-12,1.4941960823773668e-12,0.8185893868646938
296,1.053909887856167e-11,9.044902801175383e-12,1.4941960773862858e-12,0.818589386854155
297,1.0539098818094387e-11,9.044902745263145e-12,1.4941960728312417e-12,0.8185893868436159
298,1.0539098762851075e-11,9.044902694176595e-12,1.4941960686744794e-12,0.818589386833077
299,1.0539098712379399e-11,9.044902647497887e-12,1.4941960648815121e-12,0.8185893868225382
300,1.0539098666266195e-11,9.044902604845354e-12,1.4941960614208405e-12,0.8185893868119991
301,1.0539098624134069e-11,9.044902565870378e-12,1.494196058263691e-12,0.8185893868014602
302,1.0539098585638314e-11,9.044902530254531e-12,1.4941960553837831e-12,0.8185893867909214
303,1.0539098550464061e-11,9.04490249770695e-12,1.4941960527571105e-12,0.8185893867803823
304,1.053909851832371e-11,9.044902467961963e-12,1.4941960503617465e-12,0.8185893867698436
305,1.053909848895456e-11,9.044902440776897e-12,1.4941960481776627e-12,0.8185893867593045
306,1.0539098462116664e-11,9.0449024159301e-12,1.4941960461865647e-12,0.8185893867487656
307,1.0539098437590841e-11,9.0449023932191e-12,1.4941960443717423e-12,0.8185893867382267
308,1.05390984151769e-11,9.044902372458966e-12,1.4941960427179324e-12,0.8185893867276877
309,1.0539098394691972e-11,9.044902353480779e-12,1.4941960412111936e-12,0.8185893867171486
310,1.0539098375969033e-11,9.044902336130242e-12,1.4941960398387905e-12,0.8185893867066097
311,1.0539098358855514e-11,9.044902320266422e-12,1.4941960385890923e-12,0.8185893866960706
312,1.053909834321206e-11,9.044902305760586e-12,1.4941960374514742e-12,0.8185893866855317
313,1.0539098328911384e-11,9.044902292495153e-12,1.4941960364162308e-12,0.8185893866749929
314,1.0539098315837216e-11,9.044902280362717e-12,1.4941960354744982e-12,0.8185893866644538
315,1.0539098303883357e-11,9.044902269265178e-12,1.4941960346181795e-12,0.818589386653915
316,1.0539098292952799e-11,9.04490225911292e-12,1.4941960338398788e-12,0.8185893866433759
317,1.0539098282956942e-11,9.044902249824101e-12,1.4941960331328414e-12,0.818589386632837
318,1.0539098273814851e-11,9.044902241323954e-12,1.4941960324908959e-12,0.8185893866222981
319,1.05390982654526e-11,9.044902233544193e-12,1.4941960319084069e-12,0.8185893866117592
320,1.053909825780266e-11,9.044902226422436e-12,1.494196031380225e-12,0.81858938660122
321,1.0539098250803363e-11,9.044902219901713e-12,1.4941960309016495e-12,0.8185893865906813
322,1.0539098244398363e-11,9.04490221392998e-12,1.4941960304683844e-12,0.8185893865801424
323,1.053909823853621e-11,9.044902208459703e-12,1.4941960300765061e-12,0.8185893865696032
324,1.0539098233169895e-11,9.044902203447464e-12,1.4941960297224316e-12,0.8185893865590643
325,1.0539098228256481e-11,9.044902198853594e-12,1.494196029402887e-12,0.8185893865485253
326,1.0539098223756761e-11,9.044902194641877e-12,1.4941960291148832e-12,0.8185893865379864
327,1.0539098219634909e-11,9.04490219077922e-12,1.4941960288556885e-12,0.8185893865274475
328,1.0539098215858209e-11,9.044902187235399e-12,1.494196028622809e-12,0.8185893865169086
329,1.0539098212396773e-11,9.044902183982807e-12,1.4941960284139652e-12,0.8185893865063697
330,1.0539098209223302e-11,9.044902180996226e-12,1.4941960282270767e-12,0.8185893864958307
331,1.0539098206312869e-11,9.044902178252626e-12,1.4941960280602423e-12,0.8185893864852917
332,1.0539098203642691e-11,9.044902175730966e-12,1.4941960279117256e-12,0.8185893864747528
333,1.0539098201191968e-11,9.044902173412029e-12,1.4941960277799403e-12,0.818589386464214
334,1.0539098198941698e-11,9.04490217127826e-12,1.4941960276634381e-12,0.818589386453675
335,1.053909819687452e-11,9.044902169313625e-12,1.4941960275608952e-12,0.8185893864431361
336,1.0539098194974587e-11,9.044902167503484e-12,1.494196027471103e-12,0.8185893864325973
337,1.0539098193227416e-11,9.044902165834458e-12,1.494196027392958e-12,0.8185893864220581
338,1.0539098191619778e-11,9.044902164294327e-12,1.4941960273254506e-12,0.8185893864115193
339,1.0539098190139591e-11,9.04490216287193e-12,1.494196027267661e-12,0.8185893864009804
340,1.0539098188775821e-11,9.044902161557075e-12,1.4941960272187468e-12,0.8185893863904415
341,1.0539098187518385e-11,9.044902160340445e-12,1.4941960271779399e-12,0.8185893863799025
342,1.0539098186358082e-11,9.044902159213543e-12,1.4941960271445386e-12,0.8185893863693636
343,1.0539098185286497e-11,9.044902158168596e-12,1.494196027117901e-12,0.8185893863588245
344,1.0539098184295947e-11,9.044902157198505e-12,1.4941960270974422e-12,0.8185893863482855
345,1.0539098183379418e-11,9.044902156296791e-12,1.4941960270826265e-12,0.8185893863377465
346,1.0539098182530499e-11,9.044902155457534e-12,1.4941960270729655e-12,0.8185893863272078
347,1.0539098181743338e-11,9.044902154675325e-12,1.494196027068013e-12,0.8185893863166687
348,1.0539098181012582e-11,9.044902153945221e-12,1.4941960270673614e-12,0.8185893863061298
349,1.0539098180333357e-11,9.04490215326272e-12,1.4941960270706382e-12,0.8185893862955906
350,1.0539098179701194e-11,9.044902152623692e-12,1.4941960270775028e-12,0.818589386285052
351,1.0539098179112019e-11,9.044902152024374e-12,1.4941960270876453e-12,0.8185893862745129
352,1.053909817856211e-11,9.044902151461329e-12,1.4941960271007816e-12,0.818589386263974
353,1.0539098178048069e-11,9.044902150931416e-12,1.4941960271166522e-12,0.818589386253435
354,1.0539098177566785e-11,9.044902150431765e-12,1.4941960271350208e-12,0.818589386242896
355,1.0539098177115429e-11,9.044902149959759e-12,1.4941960271556706e-12,0.8185893862323572
356,1.0539098176691407e-11,9.044902149513002e-12,1.4941960271784045e-12,0.8185893862218181
357,1.0539098176292346e-11,9.044902149089304e-12,1.4941960272030418e-12,0.8185893862112792
358,1.0539098175916095e-11,9.044902148686677e-12,1.4941960272294175e-12,0.8185893862007402
359,1.053909817556067e-11,9.044902148303289e-12,1.494196027257382e-12,0.8185893861902013
360,1.0539098175224275e-11,9.044902147937478e-12,1.4941960272867967e-12,0.8185893861796623
361,1.0539098174905254e-11,9.044902147587718e-12,1.494196027317536e-12,0.8185893861691231
362,1.053909817460211e-11,9.044902147252624e-12,1.4941960273494863e-12,0.8185893861585842
363,1.0539098174313465e-11,9.044902146930924e-12,1.4941960273825416e-12,0.8185893861480454
364,1.0539098174038067e-11,9.04490214662146e-12,1.494196027416607e-12,0.8185893861375063
365,1.0539098173774762e-11,9.044902146323167e-12,1.4941960274515945e-12,0.8185893861269672
366,1.053909817352251e-11,9.044902146035085e-12,1.4941960274874246e-12,0.8185893861164284
367,1.0539098173280352e-11,9.044902145756327e-12,1.494196027524024e-12,0.8185893861058894
368,1.0539098173047411e-11,9.044902145486085e-12,1.4941960275613266e-12,0.8185893860953503
369,1.0539098172822892e-11,9.044902145223621e-12,1.4941960275992708e-12,0.8185893860848114
370,1.0539098172606065e-11,9.044902144968263e-12,1.494196027637802e-12,0.8185893860742725
