t,n,P_sc_ge1,P_jo_ge1,class_C0J0,class_C1pJ0,class_C0J1p,class_C1pJ1p
300,74,0.009429020429544265,0.22577265584075432,0.7684651650078576,0.005762179151388162,0.22210581456259823,0.003666841278156103
301,95,0.009429020429544265,0.22996333158721843,0.7642744892613934,0.005762179151388162,0.22629649030906235,0.003666841278156103
302,84,0.008961518186610437,0.22878228782287824,0.7664733790195045,0.004744333157617291,0.22456510279388509,0.004217185028993147
303,103,0.008385744234800839,0.23322851153039834,0.7625786163522013,0.0041928721174004195,0.2290356394129979,0.0041928721174004195
304,79,0.00842548709847288,0.2353870458135861,0.7604002106371774,0.00421274354923644,0.23117430226434965,0.00421274354923644
305,103,0.00890985324947589,0.2358490566037736,0.7594339622641509,0.0047169811320754715,0.23165618448637318,0.0041928721174004195
306,97,0.009849663037843442,0.23535510627268014,0.7589424572317263,0.005702436495593572,0.23120787973043028,0.00414722654224987
307,88,0.00934094447327452,0.2361183186299948,0.7586922677737415,0.005189413596263622,0.2319667877529839,0.0041515308770108976
308,89,0.00982928091050181,0.23486808070356957,0.7594412829798242,0.005690636316606311,0.23072943610967409,0.004138644593895499
309,104,0.009283135636926251,0.23465703971119134,0.7596699329551315,0.005673027333677153,0.23104693140794225,0.0036101083032490976
310,90,0.009819121447028423,0.23410852713178296,0.7596899224806202,0.006201550387596899,0.23049095607235143,0.0036175710594315244
311,98,0.009698825931597753,0.2327718223583461,0.7616130678917815,0.005615109749872384,0.22868810617662072,0.00408371618172537
312,78,0.009674134419551934,0.22861507128309572,0.765274949083503,0.006109979633401222,0.225050916496945,0.003564154786150713
313,82,0.009654471544715448,0.22459349593495934,0.7693089430894309,0.006097560975609756,0.22103658536585366,0.003556910569105691
314,89,0.009738595592004101,0.2265504869297796,0.7678113787801127,0.005638134290107637,0.22245002562788313,0.004100461301896463
315,100,0.009634888438133874,0.22515212981744423,0.7692697768762677,0.005578093306288032,0.2210953346855984,0.004056795131845842
316,93,0.010595358224016145,0.22805247225025227,0.7663975782038345,0.005549949545913219,0.22300706357214933,0.005045408678102927
317,94,0.010075566750629723,0.22720403022670024,0.7677581863979849,0.005037783375314861,0.2221662468513854,0.005037783375314861
318,107,0.00893743793445879,0.2313803376365442,0.7646474677259185,0.003972194637537239,0.22641509433962265,0.004965243296921549
319,97,0.008880118401578688,0.2372964972866305,0.758756783423779,0.003946719289590528,0.23236309817464232,0.00493339911198816
